year,age,tm,pos,no.,games_g,games_gs,0-19_fga,0-19_fgm,20-29_fga,20-29_fgm,30-39_fga,30-39_fgm,40-49_fga,40-49_fgm,50+_fga,50+_fgm,scoring_fga,scoring_fgm,lng,scoring_fg%,scoring_xpa,scoring_xpm,scoring_xp%,kickoffs_ko,kickoffs_koyds,kickoffs_tb,kickoffs_tb%,kickoffs_koavg,name,link,playoff_stat,av,tot_fga,tot_fgm,tot_lng,fg%,pat_xpa,pat_xpm,xp%,awards
2006.0,26,NOR,K,4.0,5,0.0,,,,,,,,,1.0,,1.0,,,0.0%,,,,7.0,436.0,,,62.3,Billy Cundiff,https://www.pro-football-reference.com/players/C/cundibil01.htm,False,0.0,,,,,,,,
2009.0,29,2TM,K,,12,0.0,1.0,1.0,9.0,9.0,8.0,5.0,3.0,3.0,2.0,,23.0,18.0,46.0,78.3%,23.0,23.0,100.0%,54.0,3379.0,3.0,5.6%,62.6,Billy Cundiff,https://www.pro-football-reference.com/players/C/cundibil01.htm,False,1.0,,,,,,,,
2010.0,30,BAL,K,7.0,16,0.0,,,11.0,11.0,9.0,8.0,8.0,7.0,1.0,,29.0,26.0,49.0,89.7%,39.0,39.0,100.0%,79.0,5399.0,40.0,50.6%,68.3,Billy Cundiff,https://www.pro-football-reference.com/players/C/cundibil01.htm,False,4.0,,,,,,,,"AP1, PB"
2011.0,31,BAL,K,7.0,15,0.0,1.0,1.0,9.0,9.0,12.0,10.0,9.0,7.0,6.0,1.0,37.0,28.0,51.0,75.7%,38.0,38.0,100.0%,76.0,4881.0,44.0,57.9%,64.2,Billy Cundiff,https://www.pro-football-reference.com/players/C/cundibil01.htm,False,1.0,,,,,,,,
2012.0,32,WAS,K,5.0,5,0.0,,,1.0,1.0,5.0,3.0,4.0,3.0,2.0,,12.0,7.0,45.0,58.3%,17.0,17.0,100.0%,29.0,1841.0,18.0,62.1%,63.5,Billy Cundiff,https://www.pro-football-reference.com/players/C/cundibil01.htm,False,-1.0,,,,,,,,
2013.0,33,CLE,K,8.0,16,0.0,,,7.0,7.0,6.0,5.0,9.0,7.0,4.0,2.0,26.0,21.0,51.0,80.8%,32.0,32.0,100.0%,65.0,4095.0,42.0,64.6%,63.0,Billy Cundiff,https://www.pro-football-reference.com/players/C/cundibil01.htm,False,2.0,,,,,,,,
2014.0,34,CLE,K,8.0,13,0.0,,,6.0,6.0,13.0,10.0,7.0,5.0,3.0,1.0,29.0,22.0,52.0,75.9%,28.0,28.0,100.0%,63.0,4169.0,39.0,61.9%,66.2,Billy Cundiff,https://www.pro-football-reference.com/players/C/cundibil01.htm,False,1.0,,,,,,,,
2015.0,35,BUF,K,8.0,1,0.0,,,,,,,,,,,,,,,,,,3.0,207.0,,,69.0,Billy Cundiff,https://www.pro-football-reference.com/players/C/cundibil01.htm,False,0.0,,,,,,,,
2016.0,22,TAM,K,19.0,16,0.0,,,5.0,5.0,15.0,13.0,10.0,4.0,1.0,,31.0,22.0,43.0,71.0%,34.0,32.0,94.1%,79.0,4993.0,52.0,65.8%,63.2,Roberto Aguayo,https://www.pro-football-reference.com/players/A/AguaRo00.htm,False,0.0,,,,,,,,
2022.0,27,GNB,K,17.0,1,0.0,,,,,,,,,,,,,0.0,,,,,6.0,370.0,3.0,50.0%,61.7,Ramiz Ahmed,https://www.pro-football-reference.com/players/A/AhmeRa00.htm,False,0.0,,,,,,,,
1998.0,24,WAS,K,6.0,1,0.0,,,,,,,2.0,,,,2.0,,,0.0%,2.0,2.0,100.0%,3.0,144.0,,,48.0,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,-1.0,,,,,,,,
1999.0,25,PHI,K,2.0,16,0.0,,,,,,,3.0,2.0,3.0,1.0,6.0,3.0,53.0,50.0%,2.0,2.0,100.0%,67.0,4223.0,8.0,11.9%,63.0,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,0.0,,,,,,,,
2000.0,26,PHI,K,2.0,16,0.0,1.0,1.0,6.0,6.0,15.0,14.0,10.0,7.0,1.0,1.0,33.0,29.0,51.0,87.9%,36.0,34.0,94.4%,80.0,4868.0,4.0,5.0%,60.9,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,4.0,,,,,,,,
2001.0,27,PHI,K,2.0,16,0.0,1.0,1.0,9.0,9.0,8.0,7.0,10.0,7.0,3.0,2.0,31.0,26.0,50.0,83.9%,38.0,37.0,97.4%,79.0,4903.0,7.0,8.9%,62.1,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,4.0,,,,,,,,"AP1, PB"
2002.0,28,PHI,K,2.0,16,0.0,,,9.0,9.0,16.0,14.0,7.0,6.0,2.0,1.0,34.0,30.0,51.0,88.2%,43.0,43.0,100.0%,89.0,5483.0,10.0,11.2%,61.6,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,5.0,,,,,,,,"AP2, PB"
2003.0,29,PHI,K,2.0,16,0.0,,,9.0,9.0,7.0,7.0,10.0,6.0,3.0,2.0,29.0,24.0,57.0,82.8%,42.0,42.0,100.0%,83.0,5237.0,8.0,9.6%,63.1,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,4.0,,,,,,,,
2004.0,30,PHI,K,2.0,16,0.0,,,4.0,4.0,7.0,6.0,18.0,15.0,3.0,2.0,32.0,27.0,51.0,84.4%,42.0,41.0,97.6%,86.0,5557.0,12.0,14.0%,64.6,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,5.0,,,,,,,,"AP2, PB"
2005.0,31,PHI,K,2.0,12,0.0,,,3.0,3.0,8.0,7.0,9.0,5.0,2.0,1.0,22.0,16.0,50.0,72.7%,23.0,23.0,100.0%,34.0,2130.0,3.0,8.8%,62.6,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,2.0,,,,,,,,
2006.0,32,PHI,K,2.0,16,0.0,,,10.0,9.0,5.0,3.0,8.0,6.0,,,23.0,18.0,47.0,78.3%,48.0,48.0,100.0%,83.0,5456.0,11.0,13.3%,65.7,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,2.0,,,,,,,,
2007.0,33,PHI,K,2.0,16,0.0,,,12.0,12.0,10.0,10.0,6.0,1.0,4.0,1.0,32.0,24.0,53.0,75.0%,36.0,36.0,100.0%,78.0,4796.0,6.0,7.7%,61.5,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,2.0,,,,,,,,
2008.0,34,PHI,K,2.0,16,0.0,2.0,2.0,11.0,11.0,12.0,10.0,10.0,8.0,5.0,2.0,40.0,33.0,51.0,82.5%,45.0,45.0,100.0%,89.0,5834.0,17.0,19.1%,65.6,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,3.0,,,,,,,,
2009.0,35,PHI,K,2.0,16,0.0,1.0,1.0,11.0,11.0,9.0,8.0,13.0,11.0,3.0,1.0,37.0,32.0,52.0,86.5%,45.0,43.0,95.6%,94.0,6117.0,11.0,11.7%,65.1,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,4.0,,,,,,,,"AP2, PB"
2010.0,36,PHI,K,2.0,16,0.0,,,12.0,12.0,11.0,9.0,12.0,10.0,3.0,1.0,38.0,32.0,50.0,84.2%,47.0,47.0,100.0%,96.0,6135.0,23.0,24.0%,63.9,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,3.0,,,,,,,,"AP2, PB"
2011.0,37,SFO,K,2.0,16,0.0,2.0,2.0,16.0,16.0,14.0,13.0,11.0,6.0,9.0,7.0,52.0,44.0,55.0,84.6%,34.0,34.0,100.0%,93.0,6077.0,47.0,50.5%,65.3,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,4.0,,,,,,,,"AP1, PB"
2012.0,38,SFO,K,2.0,16,0.0,1.0,1.0,9.0,8.0,13.0,11.0,13.0,7.0,6.0,2.0,42.0,29.0,63.0,69.0%,44.0,44.0,100.0%,87.0,5694.0,40.0,46.0%,65.4,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,-1.0,,,,,,,,
2013.0,39,DET,K,2.0,16,0.0,1.0,1.0,5.0,5.0,8.0,6.0,7.0,4.0,3.0,3.0,24.0,19.0,53.0,79.2%,43.0,42.0,97.7%,14.0,858.0,7.0,50.0%,61.3,David Akers,https://www.pro-football-reference.com/players/A/akersdav01.htm,False,2.0,,,,,,,,
2011.0,25,JAX,RLB,50.0,16,6.0,,,,,,,,,,,,,,,,,,1.0,20.0,,,20.0,Russell Allen,https://www.pro-football-reference.com/players/A/AlleRu00.htm,False,,,,,,,,,
2021.0,25,NYJ,K,6.0,11,0.0,,,5.0,5.0,6.0,6.0,5.0,2.0,3.0,,19.0,13.0,49.0,68.4%,15.0,14.0,93.3%,47.0,2762.0,27.0,57.4%,58.8,Matt Ammendola,https://www.pro-football-reference.com/players/A/AmmeMa00.htm,False,0.0,,,,,,,,
2022.0,26,2TM,K,,4,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,7.0,5.0,31.0,71.4%,7.0,5.0,71.4%,16.0,1022.0,12.0,75.0%,63.9,Matt Ammendola,https://www.pro-football-reference.com/players/A/AmmeMa00.htm,False,0.0,,,,,,,,
2023.0,27,HOU,K,16.0,5,0.0,,,2.0,2.0,3.0,3.0,2.0,1.0,2.0,,9.0,6.0,45.0,66.7%,11.0,10.0,90.9%,22.0,1402.0,16.0,72.7%,63.7,Matt Ammendola,https://www.pro-football-reference.com/players/A/AmmeMa00.htm,False,0.0,,,,,,,,
2018.0,23,LAC,K,4.0,10,0.0,,,4.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,16.0,15.0,59.0,93.8%,28.0,27.0,96.4%,,,,,,Michael Badgley,https://www.pro-football-reference.com/players/B/BadgMi00.htm,False,3.0,,,,,,,,
2019.0,24,LAC,K,4.0,8,0.0,,,5.0,5.0,2.0,2.0,8.0,6.0,1.0,,16.0,13.0,49.0,81.3%,19.0,19.0,100.0%,11.0,665.0,1.0,9.1%,60.5,Michael Badgley,https://www.pro-football-reference.com/players/B/BadgMi00.htm,False,2.0,,,,,,,,
2020.0,25,LAC,K,4.0,16,0.0,,,8.0,8.0,6.0,6.0,13.0,8.0,6.0,2.0,33.0,24.0,53.0,72.7%,39.0,36.0,92.3%,3.0,177.0,,,59.0,Michael Badgley,https://www.pro-football-reference.com/players/B/BadgMi00.htm,False,1.0,,,,,,,,
2021.0,26,2TM,K,,13,0.0,,,4.0,4.0,7.0,6.0,10.0,8.0,1.0,,22.0,18.0,46.0,81.8%,41.0,40.0,97.6%,5.0,270.0,3.0,60.0%,54.0,Michael Badgley,https://www.pro-football-reference.com/players/B/BadgMi00.htm,False,3.0,,,,,,,,
2022.0,27,2TM,K,,13,0.0,,,7.0,6.0,7.0,7.0,11.0,9.0,3.0,2.0,28.0,24.0,53.0,85.7%,33.0,33.0,100.0%,5.0,195.0,1.0,20.0%,39.0,Michael Badgley,https://www.pro-football-reference.com/players/B/BadgMi00.htm,False,3.0,,,,,,,,
2023.0,28,DET,K,17.0,4,0.0,,,,,3.0,3.0,1.0,1.0,,,4.0,4.0,41.0,100.0%,15.0,13.0,86.7%,1.0,10.0,,,10.0,Michael Badgley,https://www.pro-football-reference.com/players/B/BadgMi00.htm,False,1.0,,,,,,,,
2014.0,26,JAX,P,19.0,16,0.0,,,,,,,,,,,,,,,,,,2.0,136.0,,,68.0,Bryan Anger,https://www.pro-football-reference.com/players/A/AngeBr00.htm,False,,,,,,,,,
2016.0,28,TAM,P,9.0,16,0.0,,,,,,,,,,,,,,,,,,2.0,97.0,,,48.5,Bryan Anger,https://www.pro-football-reference.com/players/A/AngeBr00.htm,False,,,,,,,,,
2018.0,30,TAM,P,9.0,16,0.0,,,,,,,,,,,,,,,,,,1.0,73.0,,,73.0,Bryan Anger,https://www.pro-football-reference.com/players/A/AngeBr00.htm,False,,,,,,,,,
2019.0,31,HOU,P,9.0,14,0.0,,,,,,,,,,,,,,,,,,1.0,73.0,,,73.0,Bryan Anger,https://www.pro-football-reference.com/players/A/AngeBr00.htm,False,,,,,,,,,
2020.0,32,HOU,P,9.0,16,0.0,,,,,,,,,,,,,,,,,,2.0,126.0,,,63.0,Bryan Anger,https://www.pro-football-reference.com/players/A/AngeBr00.htm,False,,,,,,,,,
2011.0,23,DAL,K,5.0,16,0.0,1.0,1.0,9.0,8.0,11.0,11.0,12.0,10.0,4.0,2.0,37.0,32.0,51.0,86.5%,39.0,39.0,100.0%,67.0,4243.0,24.0,35.8%,63.3,Dan Bailey,https://www.pro-football-reference.com/players/B/BailDa00.htm,False,4.0,,,,,,,,
2012.0,24,DAL,K,5.0,16,0.0,1.0,1.0,5.0,5.0,13.0,13.0,7.0,7.0,5.0,3.0,31.0,29.0,51.0,93.5%,37.0,37.0,100.0%,84.0,5089.0,30.0,35.7%,60.6,Dan Bailey,https://www.pro-football-reference.com/players/B/BailDa00.htm,False,5.0,,,,,,,,
2013.0,25,DAL,K,5.0,16,0.0,2.0,2.0,2.0,2.0,9.0,8.0,10.0,10.0,7.0,6.0,30.0,28.0,53.0,93.3%,47.0,47.0,100.0%,93.0,5815.0,52.0,55.9%,62.5,Dan Bailey,https://www.pro-football-reference.com/players/B/BailDa00.htm,False,5.0,,,,,,,,
2014.0,26,DAL,K,5.0,16,0.0,,,6.0,6.0,7.0,6.0,9.0,8.0,7.0,5.0,29.0,25.0,56.0,86.2%,56.0,56.0,100.0%,98.0,6175.0,52.0,53.1%,63.0,Dan Bailey,https://www.pro-football-reference.com/players/B/BailDa00.htm,False,4.0,,,,,,,,
2015.0,27,DAL,K,5.0,16,0.0,,,9.0,9.0,10.0,10.0,7.0,6.0,6.0,5.0,32.0,30.0,54.0,93.8%,25.0,25.0,100.0%,73.0,4620.0,49.0,67.1%,63.3,Dan Bailey,https://www.pro-football-reference.com/players/B/BailDa00.htm,False,5.0,,,,,,,,"AP2, PB"
2016.0,28,DAL,K,5.0,16,0.0,,,9.0,9.0,8.0,8.0,9.0,7.0,6.0,3.0,32.0,27.0,56.0,84.4%,46.0,46.0,100.0%,91.0,5827.0,57.0,62.6%,64.0,Dan Bailey,https://www.pro-football-reference.com/players/B/BailDa00.htm,False,4.0,,,,,,,,
2017.0,29,DAL,K,5.0,12,0.0,1.0,1.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,20.0,15.0,56.0,75.0%,28.0,26.0,92.9%,56.0,3605.0,32.0,57.1%,64.4,Dan Bailey,https://www.pro-football-reference.com/players/B/BailDa00.htm,False,1.0,,,,,,,,
2018.0,30,MIN,K,5.0,14,0.0,,,6.0,5.0,11.0,11.0,9.0,4.0,2.0,1.0,28.0,21.0,52.0,75.0%,31.0,30.0,96.8%,69.0,4164.0,35.0,50.7%,60.3,Dan Bailey,https://www.pro-football-reference.com/players/B/BailDa00.htm,False,1.0,,,,,,,,
2019.0,31,MIN,K,5.0,16,0.0,,,10.0,10.0,9.0,9.0,7.0,5.0,3.0,3.0,29.0,27.0,50.0,93.1%,44.0,40.0,90.9%,87.0,5597.0,66.0,75.9%,64.3,Dan Bailey,https://www.pro-football-reference.com/players/B/BailDa00.htm,False,4.0,,,,,,,,
2020.0,32,MIN,K,5.0,16,0.0,,,6.0,6.0,4.0,3.0,7.0,4.0,5.0,2.0,22.0,15.0,53.0,68.2%,43.0,37.0,86.0%,83.0,4948.0,53.0,63.9%,59.6,Dan Bailey,https://www.pro-football-reference.com/players/B/BailDa00.htm,False,1.0,,,,,,,,
2019.0,22,NWE,P,7.0,16,0.0,,,,,,,,,,,,,,,,,,65.0,3973.0,38.0,58.5%,61.1,Jake Bailey,https://www.pro-football-reference.com/players/B/BailJa00.htm,False,,,,,,,,,
2020.0,23,NWE,P,7.0,16,0.0,,,,,,,,,,,,,,,,,,72.0,4584.0,42.0,58.3%,63.7,Jake Bailey,https://www.pro-football-reference.com/players/B/BailJa00.htm,False,,,,,,,,,
2021.0,24,NWE,P,7.0,17,0.0,,,,,,,,,,,,,0.0,,,,,90.0,5706.0,42.0,46.7%,63.4,Jake Bailey,https://www.pro-football-reference.com/players/B/BailJa00.htm,False,,,,,,,,,
2022.0,25,NWE,P,7.0,9,0.0,,,,,,,,,,,,,0.0,,,,,46.0,2949.0,28.0,60.9%,64.1,Jake Bailey,https://www.pro-football-reference.com/players/B/BailJa00.htm,False,,,,,,,,,
2023.0,26,MIA,P,16.0,17,0.0,,,,,,,,,,,,,0.0,,,,,8.0,524.0,7.0,87.5%,65.5,Jake Bailey,https://www.pro-football-reference.com/players/B/BailJa00.htm,False,,,,,,,,,
2022.0,23,TAM,P,5.0,17,0.0,,,,,,,,,,,,,,,,,,78.0,4859.0,40.0,51.3%,62.3,Jake Camarda,https://www.pro-football-reference.com/players/C/CamaJa00.htm,False,4.0,,,0.0,,,,,
2023.0,24,TAM,P,5.0,17,0.0,,,,,,,,,,,,,,,,,,78.0,4869.0,49.0,62.8%,62.4,Jake Camarda,https://www.pro-football-reference.com/players/C/CamaJa00.htm,False,3.0,,,0.0,,,,,
2024.0,25,TAM,P,5.0,2,0.0,,,,,,,,,,,,,,,,,,13.0,838.0,8.0,61.5%,64.5,Jake Camarda,https://www.pro-football-reference.com/players/C/CamaJa00.htm,False,,,,0.0,,,,,
2015.0,23,MIA,P,4.0,16,0.0,,,,,,,,,,,,,,,,,,6.0,258.0,,,43.0,Matt Darr,https://www.pro-football-reference.com/players/D/DarrMa00.htm,False,,,,,,,,,
2023.0,25,GNB,K,17.0,17,0.0,,,6.0,6.0,14.0,14.0,8.0,4.0,5.0,3.0,33.0,27.0,53.0,81.8%,39.0,34.0,87.2%,86.0,5466.0,37.0,43.0%,63.6,Anders Carlson,https://www.pro-football-reference.com/players/C/CarlAn00.htm,False,1.0,,,,,,,,
2018.0,23,2TM,K,,12,0.0,,,2.0,2.0,4.0,3.0,12.0,9.0,3.0,3.0,,,,,,,,54.0,3334.0,29.0,53.7%,61.7,Daniel Carlson,https://www.pro-football-reference.com/players/C/CarlDa00.htm,False,2.0,21.0,17.0,50.0,81.0%,24.0,24.0,100.0%,
2019.0,24,OAK,K,8.0,16,0.0,,,8.0,8.0,6.0,5.0,10.0,6.0,2.0,,,,,,,,,71.0,4496.0,38.0,53.5%,63.3,Daniel Carlson,https://www.pro-football-reference.com/players/C/CarlDa00.htm,False,2.0,26.0,19.0,48.0,73.1%,36.0,34.0,94.4%,
2020.0,25,LVR,K,2.0,16,0.0,,,18.0,18.0,8.0,8.0,5.0,3.0,4.0,4.0,,,,,,,,95.0,5966.0,61.0,64.2%,62.8,Daniel Carlson,https://www.pro-football-reference.com/players/C/CarlDa00.htm,False,4.0,35.0,33.0,54.0,94.3%,47.0,45.0,95.7%,
2021.0,26,LVR,K,2.0,17,0.0,,,11.0,10.0,12.0,12.0,13.0,12.0,7.0,6.0,,,,,,,,87.0,5560.0,53.0,60.9%,63.9,Daniel Carlson,https://www.pro-football-reference.com/players/C/CarlDa00.htm,False,5.0,43.0,40.0,56.0,93.0%,33.0,30.0,90.9%,AP2
2022.0,27,LVR,K,2.0,17,0.0,,,9.0,9.0,11.0,11.0,4.0,3.0,13.0,11.0,,,,,,,,90.0,5548.0,57.0,63.3%,61.6,Daniel Carlson,https://www.pro-football-reference.com/players/C/CarlDa00.htm,False,5.0,37.0,34.0,57.0,91.9%,36.0,35.0,97.2%,AP1
2023.0,28,LVR,K,2.0,17,0.0,,,10.0,10.0,7.0,6.0,10.0,9.0,3.0,1.0,,,,,,,,78.0,4977.0,48.0,61.5%,63.8,Daniel Carlson,https://www.pro-football-reference.com/players/C/CarlDa00.htm,False,3.0,30.0,26.0,54.0,86.7%,32.0,32.0,100.0%,
2024.0,29,LVR,K,2.0,2,0.0,,,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,,,,,,,,10.0,651.0,7.0,70.0%,65.1,Daniel Carlson,https://www.pro-football-reference.com/players/C/CarlDa00.htm,False,,6.0,5.0,53.0,83.3%,3.0,3.0,100.0%,
2008.0,23,MIA,K,5.0,16,0.0,,,4.0,4.0,7.0,7.0,13.0,9.0,1.0,1.0,25.0,21.0,50.0,84.0%,40.0,40.0,100.0%,75.0,4758.0,7.0,9.3%,63.4,Dan Carpenter,https://www.pro-football-reference.com/players/C/CarpDa44.htm,False,3.0,,,,,,,,
2009.0,24,MIA,K,5.0,16,0.0,,,9.0,9.0,8.0,7.0,9.0,8.0,2.0,1.0,28.0,25.0,52.0,89.3%,38.0,37.0,97.4%,79.0,4974.0,7.0,8.9%,63.0,Dan Carpenter,https://www.pro-football-reference.com/players/C/CarpDa44.htm,False,4.0,,,,,,,,PB
2010.0,25,MIA,K,5.0,16,0.0,1.0,1.0,9.0,9.0,5.0,5.0,18.0,11.0,8.0,4.0,41.0,30.0,60.0,73.2%,25.0,25.0,100.0%,70.0,4470.0,14.0,20.0%,63.9,Dan Carpenter,https://www.pro-football-reference.com/players/C/CarpDa44.htm,False,2.0,,,,,,,,
2011.0,26,MIA,K,5.0,14,0.0,,,11.0,10.0,7.0,6.0,12.0,11.0,4.0,2.0,34.0,29.0,58.0,85.3%,26.0,26.0,100.0%,68.0,4420.0,39.0,57.4%,65.0,Dan Carpenter,https://www.pro-football-reference.com/players/C/CarpDa44.htm,False,3.0,,,,,,,,
2012.0,27,MIA,K,5.0,14,0.0,,,3.0,3.0,9.0,9.0,10.0,8.0,5.0,2.0,27.0,22.0,53.0,81.5%,26.0,26.0,100.0%,65.0,4169.0,30.0,46.2%,64.1,Dan Carpenter,https://www.pro-football-reference.com/players/C/CarpDa44.htm,False,3.0,,,,,,,,
2013.0,28,BUF,K,2.0,16,0.0,,,13.0,13.0,6.0,6.0,11.0,10.0,6.0,4.0,36.0,33.0,55.0,91.7%,32.0,32.0,100.0%,83.0,5286.0,34.0,41.0%,63.7,Dan Carpenter,https://www.pro-football-reference.com/players/C/CarpDa44.htm,False,4.0,,,,,,,,
2014.0,29,BUF,K,2.0,16,0.0,,,10.0,10.0,12.0,11.0,8.0,7.0,8.0,6.0,38.0,34.0,58.0,89.5%,32.0,31.0,96.9%,,,,,,Dan Carpenter,https://www.pro-football-reference.com/players/C/CarpDa44.htm,False,4.0,,,,,,,,
2015.0,30,BUF,K,2.0,16,0.0,,,5.0,5.0,9.0,8.0,8.0,7.0,5.0,3.0,27.0,23.0,52.0,85.2%,40.0,34.0,85.0%,4.0,213.0,,,53.3,Dan Carpenter,https://www.pro-football-reference.com/players/C/CarpDa44.htm,False,3.0,,,,,,,,
2016.0,31,BUF,K,2.0,16,0.0,1.0,1.0,8.0,8.0,5.0,5.0,9.0,4.0,2.0,1.0,25.0,19.0,54.0,76.0%,45.0,40.0,88.9%,69.0,4154.0,28.0,40.6%,60.2,Dan Carpenter,https://www.pro-football-reference.com/players/C/CarpDa44.htm,False,1.0,,,,,,,,
2023.0,28,DAL,K,17.0,17,0.0,,,9.0,9.0,15.0,13.0,4.0,4.0,10.0,10.0,,,,,,,,109.0,7068.0,99.0,90.8%,64.8,Brandon Aubrey,https://www.pro-football-reference.com/players/A/AubrBr00.htm,False,5.0,38.0,36.0,60.0,94.7%,52.0,49.0,94.2%,"AP1, PB"
2024.0,29,DAL,K,17.0,2,0.0,,,,,1.0,1.0,4.0,4.0,3.0,3.0,,,,,,,,13.0,833.0,9.0,69.2%,64.1,Brandon Aubrey,https://www.pro-football-reference.com/players/A/AubrBr00.htm,False,,8.0,8.0,57.0,100.0%,4.0,4.0,100.0%,
2023.0,24,NWE,P,17.0,17,0.0,,,,,,,,,,,,,0.0,,,,,1.0,16.0,,,16.0,Bryce Baringer,https://www.pro-football-reference.com/players/B/BariBr00.htm,False,,,,,,,,,
2020.0,30,NYJ,K,6.0,6,0.0,,,2.0,1.0,4.0,3.0,5.0,2.0,2.0,2.0,13.0,8.0,55.0,61.5%,7.0,6.0,85.7%,,,,,,Sergio Castillo,https://www.pro-football-reference.com/players/C/CastSe00.htm,False,0.0,,,,,,,,
2014.0,23,ARI,K,7.0,16,0.0,,,5.0,5.0,14.0,12.0,11.0,10.0,3.0,2.0,33.0,29.0,51.0,87.9%,27.0,27.0,100.0%,76.0,5054.0,38.0,50.0%,66.5,Chandler Catanzaro,https://www.pro-football-reference.com/players/C/CataCh00.htm,False,4.0,,,,,,,,
2015.0,24,ARI,K,7.0,16,0.0,1.0,1.0,12.0,12.0,9.0,9.0,7.0,6.0,2.0,,31.0,28.0,47.0,90.3%,58.0,53.0,91.4%,99.0,6445.0,50.0,50.5%,65.1,Chandler Catanzaro,https://www.pro-football-reference.com/players/C/CataCh00.htm,False,3.0,,,,,,,,
2016.0,25,ARI,K,7.0,16,0.0,1.0,1.0,6.0,5.0,7.0,6.0,8.0,6.0,6.0,3.0,28.0,21.0,60.0,75.0%,47.0,43.0,91.5%,83.0,5220.0,52.0,62.7%,62.9,Chandler Catanzaro,https://www.pro-football-reference.com/players/C/CataCh00.htm,False,2.0,,,,,,,,
2017.0,26,NYJ,K,7.0,16,0.0,1.0,1.0,6.0,6.0,4.0,4.0,17.0,12.0,2.0,2.0,30.0,25.0,57.0,83.3%,29.0,29.0,100.0%,71.0,4349.0,45.0,63.4%,61.3,Chandler Catanzaro,https://www.pro-football-reference.com/players/C/CataCh00.htm,False,3.0,,,,,,,,
2018.0,27,2TM,K,,13,0.0,,,4.0,4.0,10.0,9.0,3.0,,3.0,3.0,20.0,16.0,59.0,80.0%,35.0,30.0,85.7%,65.0,4118.0,52.0,80.0%,63.4,Chandler Catanzaro,https://www.pro-football-reference.com/players/C/CataCh00.htm,False,1.0,,,,,,,,
2008.0,22,KAN,K,5.0,10,0.0,,,6.0,6.0,4.0,3.0,1.0,1.0,1.0,,12.0,10.0,45.0,83.3%,24.0,24.0,100.0%,46.0,2714.0,4.0,8.7%,59.0,Connor Barth,https://www.pro-football-reference.com/players/B/barthco01.htm,False,1.0,,,,,,,,
2009.0,23,TAM,K,10.0,9,0.0,,,2.0,2.0,6.0,4.0,7.0,5.0,4.0,3.0,19.0,14.0,54.0,73.7%,12.0,12.0,100.0%,36.0,2309.0,6.0,16.7%,64.1,Connor Barth,https://www.pro-football-reference.com/players/B/barthco01.htm,False,2.0,,,,,,,,
2010.0,24,TAM,K,10.0,16,0.0,,,6.0,6.0,10.0,10.0,10.0,6.0,2.0,1.0,28.0,23.0,53.0,82.1%,36.0,36.0,100.0%,78.0,4809.0,1.0,1.3%,61.7,Connor Barth,https://www.pro-football-reference.com/players/B/barthco01.htm,False,3.0,,,,,,,,
2011.0,25,TAM,K,10.0,16,0.0,,,5.0,5.0,6.0,6.0,14.0,13.0,3.0,2.0,28.0,26.0,55.0,92.9%,23.0,23.0,100.0%,,,,,,Connor Barth,https://www.pro-football-reference.com/players/B/barthco01.htm,False,5.0,,,,,,,,
2012.0,26,TAM,K,10.0,15,0.0,,,7.0,7.0,4.0,3.0,13.0,12.0,9.0,6.0,33.0,28.0,57.0,84.8%,39.0,39.0,100.0%,,,,,,Connor Barth,https://www.pro-football-reference.com/players/B/barthco01.htm,False,4.0,,,,,,,,
2014.0,28,DEN,K,1.0,5,0.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,1.0,1.0,16.0,15.0,50.0,93.8%,15.0,15.0,100.0%,8.0,456.0,,,57.0,Connor Barth,https://www.pro-football-reference.com/players/B/barthco01.htm,False,2.0,,,,,,,,
2015.0,29,TAM,K,10.0,12,0.0,,,9.0,9.0,8.0,8.0,6.0,3.0,5.0,3.0,28.0,23.0,53.0,82.1%,26.0,25.0,96.2%,64.0,4062.0,32.0,50.0%,63.5,Connor Barth,https://www.pro-football-reference.com/players/B/barthco01.htm,False,2.0,,,,,,,,
