year,age,tm,pos,no.,games_g,games_gs,0-19_fga,0-19_fgm,20-29_fga,20-29_fgm,30-39_fga,30-39_fgm,40-49_fga,40-49_fgm,50+_fga,50+_fgm,scoring_fga,scoring_fgm,lng,scoring_fg%,scoring_xpa,scoring_xpm,scoring_xp%,kickoffs_ko,kickoffs_koyds,kickoffs_tb,kickoffs_tb%,kickoffs_koavg,name,link,playoff_stat,av,tot_fga,tot_fgm,tot_lng,fg%,pat_xpa,pat_xpm,xp%,awards
2000.0,28,NWE,K,4.0,16,0.0,,,13.0,11.0,9.0,8.0,8.0,7.0,3.0,1.0,33.0,27.0,53.0,81.8%,25.0,25.0,100.0%,67.0,4236.0,7.0,10.4%,63.2,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,3.0,,,,,,,,
2001.0,29,NWE,K,4.0,16,0.0,1.0,1.0,8.0,8.0,8.0,7.0,12.0,7.0,1.0,1.0,30.0,24.0,54.0,80.0%,42.0,41.0,97.6%,82.0,4986.0,6.0,7.3%,60.8,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,4.0,,,,,,,,
2002.0,30,NWE,K,4.0,16,0.0,,,6.0,6.0,12.0,12.0,10.0,8.0,2.0,1.0,30.0,27.0,57.0,90.0%,36.0,36.0,100.0%,83.0,4956.0,6.0,7.2%,59.7,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,6.0,,,,,,,,"AP1, PB"
2003.0,31,NWE,K,4.0,16,0.0,,,17.0,16.0,8.0,4.0,8.0,5.0,1.0,,34.0,25.0,48.0,73.5%,38.0,37.0,97.4%,78.0,4889.0,2.0,2.6%,62.7,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,1.0,,,,,,,,
2004.0,32,NWE,K,4.0,16,0.0,,,13.0,13.0,7.0,7.0,12.0,11.0,1.0,,33.0,31.0,48.0,93.9%,48.0,48.0,100.0%,94.0,5886.0,6.0,6.4%,62.6,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,5.0,,,,,,,,"AP1, PB"
2005.0,33,NWE,K,4.0,16,0.0,,,7.0,7.0,10.0,9.0,6.0,4.0,2.0,,25.0,20.0,49.0,80.0%,41.0,40.0,97.6%,80.0,4892.0,10.0,12.5%,61.2,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,3.0,,,,,,,,
2006.0,34,IND,K,4.0,13,0.0,1.0,1.0,3.0,3.0,13.0,12.0,10.0,9.0,1.0,,28.0,25.0,48.0,89.3%,38.0,38.0,100.0%,73.0,4785.0,10.0,13.7%,65.5,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,4.0,,,,,,,,
2007.0,35,IND,K,4.0,16,0.0,1.0,1.0,15.0,14.0,10.0,8.0,2.0,,1.0,,29.0,23.0,39.0,79.3%,51.0,49.0,96.1%,91.0,5906.0,9.0,9.9%,64.9,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,1.0,,,,,,,,
2008.0,36,IND,K,4.0,16,0.0,,,3.0,3.0,13.0,11.0,7.0,4.0,2.0,2.0,25.0,20.0,52.0,80.0%,43.0,43.0,100.0%,80.0,5176.0,8.0,10.0%,64.7,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,3.0,,,,,,,,
2009.0,37,IND,K,4.0,6,0.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,,9.0,7.0,48.0,77.8%,18.0,17.0,94.4%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,1.0,,,,,,,,
2010.0,38,IND,K,4.0,16,0.0,,,8.0,8.0,10.0,9.0,10.0,9.0,,,28.0,26.0,48.0,92.9%,51.0,51.0,100.0%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,5.0,,,,,,,,
2011.0,39,IND,K,4.0,16,0.0,,,7.0,7.0,7.0,6.0,10.0,8.0,3.0,2.0,27.0,23.0,53.0,85.2%,24.0,24.0,100.0%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,4.0,,,,,,,,
2012.0,40,IND,K,4.0,16,0.0,1.0,1.0,8.0,8.0,7.0,4.0,10.0,9.0,7.0,4.0,33.0,26.0,53.0,78.8%,37.0,37.0,100.0%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,2.0,,,,,,,,
2013.0,41,IND,K,4.0,15,0.0,,,6.0,6.0,11.0,10.0,17.0,15.0,6.0,4.0,40.0,35.0,52.0,87.5%,34.0,34.0,100.0%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,4.0,,,,,,,,
2014.0,42,IND,K,4.0,16,0.0,,,10.0,10.0,10.0,10.0,8.0,7.0,3.0,3.0,31.0,30.0,53.0,96.8%,50.0,50.0,100.0%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,5.0,,,,,,,,"AP1, PB"
2015.0,43,IND,K,4.0,16,0.0,,,8.0,7.0,6.0,6.0,8.0,8.0,5.0,4.0,27.0,25.0,55.0,92.6%,35.0,32.0,91.4%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,4.0,,,,,,,,
2016.0,44,IND,K,4.0,16,0.0,,,3.0,3.0,7.0,7.0,12.0,10.0,9.0,7.0,31.0,27.0,54.0,87.1%,44.0,44.0,100.0%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,6.0,,,,,,,,
2017.0,45,IND,K,4.0,15,0.0,,,11.0,11.0,10.0,7.0,7.0,6.0,6.0,5.0,34.0,29.0,54.0,85.3%,24.0,22.0,91.7%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,3.0,,,,,,,,
2018.0,46,IND,K,4.0,16,0.0,,,8.0,8.0,7.0,6.0,6.0,5.0,6.0,4.0,27.0,23.0,54.0,85.2%,47.0,44.0,93.6%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,3.0,,,,,,,,
2019.0,47,IND,K,4.0,12,0.0,,,7.0,6.0,6.0,6.0,7.0,3.0,5.0,2.0,25.0,17.0,49.0,68.0%,28.0,22.0,78.6%,,,,,,Adam Vinatieri,https://www.pro-football-reference.com/players/V/vinatada01.htm,False,0.0,,,,,,,,
2021.0,28,CAR,WR,16.0,13,3.0,,,,,,,,,,,,,0.0,,,,,3.0,146.0,,,48.7,Brandon Zylstra,https://www.pro-football-reference.com/players/Z/ZylsBr00.htm,False,,,,,,,,,
2013.0,24,MIN,P,12.0,16,0.0,,,,,,,,,,,,,,,,,,4.0,253.0,1.0,25.0%,63.3,Jeff Locke,https://www.pro-football-reference.com/players/L/LockJe00.htm,False,,,,,,,,,
2014.0,25,MIN,P,18.0,16,0.0,,,,,,,,,,,,,,,,,,1.0,50.0,,,50.0,Jeff Locke,https://www.pro-football-reference.com/players/L/LockJe00.htm,False,,,,,,,,,
2015.0,26,MIN,P,18.0,16,0.0,,,,,,,,,,,,,,,,,,1.0,44.0,,,44.0,Jeff Locke,https://www.pro-football-reference.com/players/L/LockJe00.htm,False,,,,,,,,,
2017.0,28,DET,P,18.0,5,0.0,,,,,,,,,,,,,,,,,,23.0,1485.0,16.0,69.6%,64.6,Jeff Locke,https://www.pro-football-reference.com/players/L/LockJe00.htm,False,,,,,,,,,
2019.0,23,3TM,K,,11,0.0,1.0,1.0,5.0,5.0,4.0,4.0,10.0,5.0,3.0,3.0,,,,,,,,18.0,1064.0,7.0,38.9%,59.1,Chase McLaughlin,https://www.pro-football-reference.com/players/M/McLaCh00.htm,False,2.0,23.0,18.0,50.0,78.3%,26.0,26.0,100.0%,
2020.0,24,2TM,K,,4,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,3.0,177.0,,,59.0,Chase McLaughlin,https://www.pro-football-reference.com/players/M/McLaCh00.htm,False,0.0,5.0,4.0,52.0,80.0%,6.0,5.0,83.3%,
2021.0,25,CLE,K,3.0,16,0.0,,,3.0,3.0,4.0,4.0,10.0,4.0,4.0,4.0,,,,,,,,69.0,4347.0,31.0,44.9%,63.0,Chase McLaughlin,https://www.pro-football-reference.com/players/M/McLaCh00.htm,False,2.0,21.0,15.0,57.0,71.4%,37.0,36.0,97.3%,
2022.0,26,IND,K,7.0,16,0.0,,,7.0,7.0,6.0,5.0,11.0,9.0,12.0,9.0,,,,,,,,72.0,4682.0,38.0,52.8%,65.0,Chase McLaughlin,https://www.pro-football-reference.com/players/M/McLaCh00.htm,False,3.0,36.0,30.0,54.0,83.3%,21.0,21.0,100.0%,
2023.0,27,TAM,K,4.0,17,0.0,,,8.0,8.0,12.0,12.0,3.0,2.0,8.0,7.0,,,,,,,,4.0,255.0,3.0,75.0%,63.8,Chase McLaughlin,https://www.pro-football-reference.com/players/M/McLaCh00.htm,False,4.0,31.0,29.0,57.0,93.5%,33.0,33.0,100.0%,
2024.0,28,TAM,K,4.0,2,0.0,,,1.0,1.0,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,Chase McLaughlin,https://www.pro-football-reference.com/players/M/McLaCh00.htm,False,,5.0,5.0,56.0,100.0%,6.0,6.0,100.0%,
2014.0,23,DEN,K,8.0,15,0.0,,,5.0,5.0,3.0,2.0,3.0,2.0,2.0,,13.0,9.0,44.0,69.2%,41.0,41.0,100.0%,91.0,5981.0,64.0,70.3%,65.7,Brandon McManus,https://www.pro-football-reference.com/players/M/McMaBr01.htm,False,1.0,,,,,,,,
2015.0,24,DEN,K,8.0,16,0.0,,,12.0,12.0,8.0,8.0,8.0,5.0,7.0,5.0,35.0,30.0,57.0,85.7%,36.0,35.0,97.2%,81.0,5046.0,55.0,67.9%,62.3,Brandon McManus,https://www.pro-football-reference.com/players/M/McMaBr01.htm,False,3.0,,,,,,,,
2016.0,25,DEN,K,8.0,16,0.0,,,9.0,9.0,10.0,10.0,9.0,7.0,6.0,3.0,34.0,29.0,55.0,85.3%,33.0,32.0,97.0%,79.0,4836.0,51.0,64.6%,61.2,Brandon McManus,https://www.pro-football-reference.com/players/M/McMaBr01.htm,False,4.0,,,,,,,,
2017.0,26,DEN,K,8.0,16,0.0,,,8.0,6.0,12.0,11.0,6.0,4.0,6.0,3.0,32.0,24.0,53.0,75.0%,27.0,27.0,100.0%,71.0,4191.0,45.0,63.4%,59.0,Brandon McManus,https://www.pro-football-reference.com/players/M/McMaBr01.htm,False,2.0,,,,,,,,
2018.0,27,DEN,K,8.0,16,0.0,,,5.0,5.0,6.0,6.0,7.0,7.0,7.0,2.0,25.0,20.0,53.0,80.0%,35.0,35.0,100.0%,73.0,4473.0,42.0,57.5%,61.3,Brandon McManus,https://www.pro-football-reference.com/players/M/McMaBr01.htm,False,3.0,,,,,,,,
2019.0,28,DEN,K,8.0,16,0.0,,,6.0,6.0,9.0,9.0,12.0,10.0,7.0,4.0,34.0,29.0,53.0,85.3%,26.0,25.0,96.2%,72.0,4634.0,55.0,76.4%,64.4,Brandon McManus,https://www.pro-football-reference.com/players/M/McMaBr01.htm,False,5.0,,,,,,,,
2020.0,29,DEN,K,8.0,15,0.0,,,6.0,6.0,5.0,4.0,8.0,8.0,15.0,10.0,34.0,28.0,58.0,82.4%,27.0,24.0,88.9%,73.0,4516.0,54.0,74.0%,61.9,Brandon McManus,https://www.pro-football-reference.com/players/M/McMaBr01.htm,False,4.0,,,,,,,,
2021.0,30,DEN,K,8.0,17,0.0,,,8.0,7.0,6.0,6.0,8.0,8.0,9.0,5.0,31.0,26.0,61.0,83.9%,34.0,33.0,97.1%,78.0,4975.0,62.0,79.5%,63.8,Brandon McManus,https://www.pro-football-reference.com/players/M/McMaBr01.htm,False,4.0,,,,,,,,
2022.0,31,DEN,K,8.0,17,0.0,,,7.0,6.0,6.0,4.0,10.0,10.0,13.0,8.0,36.0,28.0,55.0,77.8%,27.0,25.0,92.6%,73.0,4580.0,51.0,69.9%,62.7,Brandon McManus,https://www.pro-football-reference.com/players/M/McMaBr01.htm,False,2.0,,,,,,,,
2023.0,32,JAX,K,10.0,17,0.0,,,4.0,4.0,10.0,10.0,13.0,11.0,10.0,5.0,37.0,30.0,56.0,81.1%,35.0,35.0,100.0%,86.0,5421.0,65.0,75.6%,63.0,Brandon McManus,https://www.pro-football-reference.com/players/M/McMaBr01.htm,False,3.0,,,,,,,,
2000.0,22,OAK,K,11.0,14,0.0,1.0,1.0,6.0,6.0,7.0,6.0,14.0,8.0,4.0,1.0,32.0,22.0,54.0,68.8%,46.0,46.0,100.0%,82.0,5311.0,14.0,17.1%,64.8,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,1.0,,,,,,,,
2001.0,23,OAK,K,11.0,15,0.0,,,7.0,7.0,10.0,9.0,9.0,6.0,2.0,1.0,28.0,23.0,52.0,82.1%,42.0,42.0,100.0%,82.0,5228.0,12.0,14.6%,63.8,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,4.0,,,,,,,,
2002.0,24,OAK,K,11.0,16,0.0,,,11.0,10.0,8.0,7.0,12.0,7.0,2.0,2.0,33.0,26.0,51.0,78.8%,50.0,50.0,100.0%,97.0,6312.0,22.0,22.7%,65.1,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,3.0,,,,,,,,
2003.0,25,OAK,K,11.0,16,0.0,,,6.0,6.0,6.0,6.0,10.0,9.0,3.0,1.0,25.0,22.0,55.0,88.0%,29.0,28.0,96.6%,66.0,4112.0,7.0,10.6%,62.3,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,5.0,,,,,,,,
2004.0,26,OAK,K,11.0,16,0.0,1.0,1.0,7.0,7.0,8.0,7.0,10.0,8.0,2.0,2.0,28.0,25.0,52.0,89.3%,32.0,31.0,96.9%,76.0,4828.0,12.0,15.8%,63.5,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,4.0,,,,,,,,
2005.0,27,OAK,K,11.0,16,0.0,1.0,1.0,8.0,7.0,6.0,5.0,12.0,7.0,3.0,,30.0,20.0,49.0,66.7%,30.0,30.0,100.0%,67.0,4107.0,11.0,16.4%,61.3,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,1.0,,,,,,,,
2006.0,28,OAK,K,11.0,16,0.0,1.0,1.0,3.0,2.0,11.0,9.0,3.0,3.0,7.0,3.0,25.0,18.0,55.0,72.0%,16.0,16.0,100.0%,50.0,3176.0,7.0,14.0%,63.5,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,3.0,,,,,,,,
2007.0,29,OAK,K,11.0,16,0.0,,,4.0,4.0,7.0,6.0,10.0,7.0,11.0,6.0,32.0,23.0,54.0,71.9%,28.0,28.0,100.0%,67.0,4259.0,22.0,32.8%,63.6,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,3.0,,,,,,,,
2008.0,30,OAK,K,11.0,16,0.0,,,11.0,11.0,8.0,8.0,4.0,2.0,7.0,3.0,30.0,24.0,57.0,80.0%,26.0,25.0,96.2%,67.0,4356.0,22.0,32.8%,65.0,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,2.0,,,,,,,,
2009.0,31,OAK,K,11.0,16,0.0,,,3.0,3.0,8.0,8.0,10.0,9.0,8.0,6.0,29.0,26.0,61.0,89.7%,17.0,17.0,100.0%,58.0,3797.0,17.0,29.3%,65.5,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,6.0,,,,,,,,
2010.0,32,OAK,K,11.0,16,0.0,,,8.0,8.0,14.0,13.0,12.0,8.0,7.0,4.0,41.0,33.0,59.0,80.5%,43.0,43.0,100.0%,93.0,6007.0,29.0,31.2%,64.6,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,3.0,,,,,,,,
2011.0,33,OAK,K,11.0,15,0.0,1.0,1.0,8.0,8.0,5.0,5.0,11.0,10.0,10.0,7.0,35.0,31.0,63.0,88.6%,36.0,36.0,100.0%,80.0,4968.0,32.0,40.0%,62.1,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,5.0,,,,,,,,"AP2, PB"
2012.0,34,OAK,K,11.0,16,0.0,1.0,1.0,9.0,9.0,10.0,10.0,5.0,5.0,9.0,6.0,34.0,31.0,57.0,91.2%,25.0,25.0,100.0%,73.0,4473.0,38.0,52.1%,61.3,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,5.0,,,,,,,,
2013.0,35,OAK,K,11.0,16,0.0,,,6.0,6.0,6.0,4.0,11.0,8.0,7.0,3.0,30.0,21.0,53.0,70.0%,37.0,37.0,100.0%,74.0,4363.0,38.0,51.4%,59.0,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,1.0,,,,,,,,
2014.0,36,OAK,K,11.0,16,0.0,,,2.0,2.0,6.0,5.0,9.0,9.0,5.0,3.0,22.0,19.0,57.0,86.4%,28.0,28.0,100.0%,61.0,3723.0,34.0,55.7%,61.0,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,4.0,,,,,,,,
2015.0,37,OAK,K,11.0,16,0.0,,,7.0,7.0,6.0,5.0,8.0,5.0,5.0,4.0,26.0,21.0,56.0,80.8%,39.0,38.0,97.4%,79.0,4941.0,44.0,55.7%,62.5,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,3.0,,,,,,,,
2016.0,38,OAK,K,11.0,16,0.0,1.0,1.0,9.0,9.0,6.0,6.0,11.0,10.0,8.0,3.0,35.0,29.0,56.0,82.9%,39.0,37.0,94.9%,88.0,5630.0,43.0,48.9%,64.0,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,4.0,,,,,,,,
2018.0,40,SEA,K,11.0,16,0.0,,,2.0,2.0,11.0,9.0,9.0,8.0,5.0,3.0,27.0,22.0,56.0,81.5%,51.0,48.0,94.1%,74.0,4648.0,42.0,56.8%,62.8,Sebastian Janikowski,https://www.pro-football-reference.com/players/J/janikseb01.htm,False,3.0,,,,,,,,
2024.0,21,JAX,K,39.0,2,0.0,,,2.0,2.0,,,1.0,,1.0,1.0,,,,,,,,7.0,452.0,6.0,85.7%,64.6,Cam Little,https://www.pro-football-reference.com/players/L/LittCa00.htm,False,,4.0,3.0,53.0,75.0%,3.0,3.0,100.0%,
2000.0,23,SEA,K,9.0,12,0.0,,,5.0,4.0,1.0,1.0,8.0,7.0,3.0,3.0,17.0,15.0,52.0,88.2%,25.0,25.0,100.0%,53.0,3200.0,3.0,5.7%,60.4,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,4.0,,,,,,,,
2001.0,24,SEA,K,9.0,16,0.0,,,8.0,7.0,5.0,4.0,14.0,6.0,5.0,3.0,32.0,20.0,54.0,62.5%,33.0,33.0,100.0%,68.0,4217.0,4.0,5.9%,62.0,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,2.0,,,,,,,,
2002.0,25,SEA,K,9.0,16,0.0,1.0,1.0,9.0,9.0,10.0,8.0,5.0,4.0,4.0,1.0,29.0,23.0,52.0,79.3%,38.0,38.0,100.0%,79.0,4582.0,,,58.0,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,3.0,,,,,,,,
2003.0,26,BUF,K,9.0,16,0.0,,,12.0,11.0,3.0,3.0,7.0,3.0,2.0,,24.0,17.0,44.0,70.8%,24.0,24.0,100.0%,60.0,3597.0,3.0,5.0%,60.0,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,2.0,,,,,,,,
2004.0,27,BUF,K,9.0,16,0.0,,,14.0,13.0,11.0,10.0,3.0,1.0,,,28.0,24.0,43.0,85.7%,45.0,45.0,100.0%,83.0,4835.0,3.0,3.6%,58.3,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,3.0,,,,,,,,
2005.0,28,BUF,K,9.0,16,0.0,,,9.0,8.0,13.0,11.0,10.0,7.0,3.0,3.0,35.0,29.0,53.0,82.9%,26.0,26.0,100.0%,69.0,4156.0,2.0,2.9%,60.2,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,4.0,,,,,,,,
2006.0,29,BUF,K,9.0,16,0.0,,,8.0,8.0,5.0,5.0,10.0,8.0,2.0,2.0,25.0,23.0,53.0,92.0%,33.0,33.0,100.0%,69.0,4124.0,5.0,7.2%,59.8,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,5.0,,,,,,,,
2007.0,30,BUF,K,9.0,16,0.0,,,11.0,11.0,7.0,7.0,6.0,4.0,3.0,2.0,27.0,24.0,52.0,88.9%,24.0,24.0,100.0%,65.0,3972.0,6.0,9.2%,61.1,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,4.0,,,,,,,,
2008.0,31,BUF,K,9.0,16,0.0,1.0,1.0,8.0,7.0,11.0,11.0,15.0,10.0,3.0,1.0,38.0,30.0,53.0,78.9%,34.0,34.0,100.0%,77.0,4704.0,10.0,13.0%,61.1,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,2.0,,,,,,,,
2009.0,32,BUF,K,9.0,16,0.0,,,12.0,12.0,9.0,9.0,9.0,6.0,3.0,1.0,33.0,28.0,56.0,84.8%,24.0,24.0,100.0%,68.0,4277.0,6.0,8.8%,62.9,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,4.0,,,,,,,,
2010.0,33,BUF,K,9.0,16,0.0,1.0,1.0,6.0,6.0,6.0,5.0,2.0,1.0,6.0,3.0,21.0,16.0,51.0,76.2%,32.0,31.0,96.9%,67.0,4192.0,8.0,11.9%,62.6,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,2.0,,,,,,,,
2011.0,34,BUF,K,9.0,8,0.0,,,6.0,6.0,3.0,2.0,6.0,5.0,,,15.0,13.0,49.0,86.7%,25.0,25.0,100.0%,43.0,2733.0,12.0,27.9%,63.6,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,2.0,,,,,,,,
2012.0,35,BUF,K,9.0,16,0.0,1.0,1.0,3.0,3.0,11.0,10.0,7.0,6.0,2.0,1.0,24.0,21.0,50.0,87.5%,39.0,39.0,100.0%,47.0,2878.0,7.0,14.9%,61.2,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,3.0,,,,,,,,
2013.0,36,TAM,K,4.0,16,0.0,,,3.0,3.0,14.0,12.0,6.0,4.0,6.0,4.0,29.0,23.0,54.0,79.3%,31.0,31.0,100.0%,,,,,,Rian Lindell,https://www.pro-football-reference.com/players/L/linderia01.htm,False,2.0,,,,,,,,
2021.0,22,CIN,K,2.0,16,0.0,,,5.0,5.0,8.0,8.0,9.0,6.0,11.0,9.0,,,,,,,,91.0,5814.0,55.0,60.4%,63.9,Evan McPherson,https://www.pro-football-reference.com/players/M/McPhEv00.htm,False,4.0,33.0,28.0,58.0,84.8%,48.0,46.0,95.8%,
2022.0,23,CIN,K,2.0,16,0.0,1.0,1.0,6.0,5.0,4.0,4.0,13.0,9.0,5.0,5.0,,,,,,,,90.0,5604.0,51.0,56.7%,62.3,Evan McPherson,https://www.pro-football-reference.com/players/M/McPhEv00.htm,False,3.0,29.0,24.0,59.0,82.8%,44.0,40.0,90.9%,
2023.0,24,CIN,K,2.0,17,0.0,,,5.0,5.0,6.0,6.0,8.0,8.0,12.0,7.0,,,,,,,,82.0,5162.0,63.0,76.8%,63.0,Evan McPherson,https://www.pro-football-reference.com/players/M/McPhEv00.htm,False,4.0,31.0,26.0,56.0,83.9%,40.0,40.0,100.0%,
2024.0,25,CIN,K,2.0,2,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,10.0,647.0,9.0,90.0%,64.7,Evan McPherson,https://www.pro-football-reference.com/players/M/McPhEv00.htm,False,,5.0,5.0,53.0,100.0%,3.0,2.0,66.7%,
2001.0,24,BUF,K,17.0,6,0.0,,,4.0,4.0,,,4.0,2.0,,,8.0,6.0,41.0,75.0%,7.0,7.0,100.0%,21.0,1165.0,,,55.5,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,1.0,,,,,,,,
2002.0,25,CAR,K,11.0,11,0.0,1.0,1.0,4.0,2.0,3.0,2.0,8.0,6.0,2.0,2.0,18.0,13.0,50.0,72.2%,21.0,21.0,100.0%,5.0,330.0,,,66.0,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,2.0,,,,,,,,
2003.0,26,CIN,K,17.0,16,0.0,,,5.0,5.0,10.0,10.0,8.0,7.0,2.0,,25.0,22.0,48.0,88.0%,40.0,40.0,100.0%,77.0,4730.0,4.0,5.2%,61.4,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,5.0,,,,,,,,
2004.0,27,CIN,K,17.0,16,0.0,,,7.0,7.0,12.0,10.0,8.0,7.0,4.0,3.0,31.0,27.0,53.0,87.1%,41.0,41.0,100.0%,82.0,4956.0,2.0,2.4%,60.4,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,5.0,,,,,,,,
2005.0,28,CIN,K,17.0,16,0.0,,,11.0,11.0,11.0,10.0,9.0,7.0,1.0,,32.0,28.0,49.0,87.5%,47.0,47.0,100.0%,91.0,5470.0,2.0,2.2%,60.1,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,4.0,,,,,,,,"AP2, PB"
2006.0,29,CIN,K,17.0,16,0.0,,,9.0,9.0,9.0,8.0,8.0,6.0,4.0,2.0,30.0,25.0,51.0,83.3%,42.0,40.0,95.2%,84.0,5330.0,13.0,15.5%,63.5,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,3.0,,,,,,,,
2007.0,30,CIN,K,17.0,16,0.0,1.0,1.0,12.0,11.0,13.0,13.0,7.0,6.0,1.0,,34.0,31.0,48.0,91.2%,37.0,37.0,100.0%,86.0,5300.0,8.0,9.3%,61.6,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,4.0,,,,,,,,
2008.0,31,CIN,K,17.0,14,0.0,1.0,1.0,5.0,5.0,7.0,6.0,11.0,9.0,,,24.0,21.0,45.0,87.5%,15.0,15.0,100.0%,52.0,3253.0,8.0,15.4%,62.6,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,3.0,,,,,,,,
2009.0,32,CIN,K,17.0,16,0.0,,,11.0,10.0,10.0,8.0,3.0,3.0,4.0,2.0,28.0,23.0,53.0,82.1%,29.0,28.0,96.6%,69.0,4308.0,8.0,11.6%,62.4,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,3.0,,,,,,,,
2010.0,33,2TM,K,,9,0.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,,,12.0,12.0,41.0,100.0%,41.0,39.0,95.1%,62.0,3800.0,3.0,4.8%,61.3,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,2.0,,,,,,,,
2011.0,34,2TM,K,,3,0.0,,,4.0,4.0,,,3.0,2.0,,,7.0,6.0,48.0,85.7%,8.0,8.0,100.0%,16.0,1003.0,1.0,6.3%,62.7,Shayne Graham,https://www.pro-football-reference.com/players/G/grahasha01.htm,False,0.0,,,,,,,,
