year,age,tm,pos,no.,games_g,games_gs,off._num,off._pct,def._num,def._pct,st_num,st_pct,name,link,playoff_stat,av
2020.0,23,ATL,CB,42.0,3.0,0.0,0,0%,7,3%,25,28%,Delrick Abrams,https://www.pro-football-reference.com/players/A/AbraDe00.htm,False,
2024.0,24,ARI,OL,74.0,2.0,0.0,6,5%,0,0%,11,21%,Isaiah Adams,https://www.pro-football-reference.com/players/A/AdamIs01.htm,False,
2014.0,25,HOU,T,70.0,2.0,0.0,2,1%,0,0%,10,16%,Jeff Adams,https://www.pro-football-reference.com/players/A/AdamJe00.htm,False,
2015.0,26,HOU,T,70.0,2.0,2.0,117,72%,0,0%,4,6%,Jeff Adams,https://www.pro-football-reference.com/players/A/AdamJe00.htm,False,
2013.0,24,BUF,DB,30.0,4.0,0.0,0,0%,0,0%,49,35%,Johnny Adams,https://www.pro-football-reference.com/players/A/AdamJo02.htm,False,
2020.0,23,CIN,LT,77.0,15.0,5.0,232,23%,0,0%,62,14%,Hakeem Adeniji,https://www.pro-football-reference.com/players/A/AdenHa00.htm,False,
2021.0,24,CIN,RG,77.0,9.0,9.0,556,91%,0,0%,27,11%,Hakeem Adeniji,https://www.pro-football-reference.com/players/A/AdenHa00.htm,False,
2022.0,25,CIN,T,77.0,15.0,1.0,220,21%,0,0%,72,18%,Hakeem Adeniji,https://www.pro-football-reference.com/players/A/AdenHa00.htm,False,
2023.0,26,MIN,OL,78.0,4.0,0.0,0,0%,0,0%,17,15%,Hakeem Adeniji,https://www.pro-football-reference.com/players/A/AdenHa00.htm,False,
2024.0,23,LAR,LB,58.0,1.0,0.0,0,0%,0,0%,12,48%,Elias Neal,https://www.pro-football-reference.com/players/N/NealEl00.htm,False,
2020.0,27,BAL,LB,51.0,1.0,0.0,0,0%,8,11%,8,32%,Aaron Adeoye,https://www.pro-football-reference.com/players/A/AdeoAa00.htm,False,
2013.0,23,CAR,C,64.0,10.0,0.0,11,2%,0,0%,40,15%,Brian Folkerts,https://www.pro-football-reference.com/players/F/FolkBr00.htm,False,
2014.0,24,CAR,C,64.0,16.0,0.0,41,4%,0,0%,150,33%,Brian Folkerts,https://www.pro-football-reference.com/players/F/FolkBr00.htm,False,
2015.0,25,STL,C,67.0,2.0,0.0,0,0%,0,0%,3,6%,Brian Folkerts,https://www.pro-football-reference.com/players/F/FolkBr00.htm,False,
2019.0,24,CIN,WR,16.0,1.0,0.0,9,13%,0,0%,0,0%,Trenton Irwin,https://www.pro-football-reference.com/players/I/IrwiTr00.htm,False,
2020.0,25,CIN,WR,16.0,1.0,0.0,5,7%,0,0%,0,0%,Trenton Irwin,https://www.pro-football-reference.com/players/I/IrwiTr00.htm,False,
2021.0,26,CIN,WR,16.0,7.0,0.0,83,19%,0,0%,15,8%,Trenton Irwin,https://www.pro-football-reference.com/players/I/IrwiTr00.htm,False,
2022.0,27,CIN,WR,16.0,9.0,2.0,287,47%,0,0%,5,2%,Trenton Irwin,https://www.pro-football-reference.com/players/I/IrwiTr00.htm,False,
2023.0,28,CIN,WR,16.0,16.0,5.0,429,42%,0,0%,22,5%,Trenton Irwin,https://www.pro-football-reference.com/players/I/IrwiTr00.htm,False,
2024.0,29,CIN,WR,16.0,2.0,1.0,68,59%,0,0%,0,0%,Trenton Irwin,https://www.pro-football-reference.com/players/I/IrwiTr00.htm,False,
2015.0,23,ATL,DB,28.0,5.0,0.0,0,0%,14,4%,48,40%,Akeem King,https://www.pro-football-reference.com/players/K/KingAk00.htm,False,
2018.0,26,SEA,DB,36.0,16.0,1.0,0,0%,145,15%,134,29%,Akeem King,https://www.pro-football-reference.com/players/K/KingAk00.htm,False,
2019.0,27,SEA,DB,36.0,13.0,3.0,0,0%,267,31%,167,46%,Akeem King,https://www.pro-football-reference.com/players/K/KingAk00.htm,False,
2015.0,23,NYJ,LB,55.0,15.0,0.0,0,0%,253,26%,101,22%,Lorenzo Mauldin,https://www.pro-football-reference.com/players/M/MaulLo00.htm,False,
2016.0,24,NYJ,LB,55.0,11.0,3.0,0,0%,354,49%,6,2%,Lorenzo Mauldin,https://www.pro-football-reference.com/players/M/MaulLo00.htm,False,
2016.0,21,ATL,FS,22.0,14.0,14.0,0,0%,920,95%,52,13%,Keanu Neal,https://www.pro-football-reference.com/players/N/NealKe01.htm,False,
2017.0,22,ATL,FS,22.0,16.0,16.0,0,0%,1042,99%,65,15%,Keanu Neal,https://www.pro-football-reference.com/players/N/NealKe01.htm,False,
2018.0,23,ATL,DB,22.0,1.0,1.0,0,0%,37,51%,3,11%,Keanu Neal,https://www.pro-football-reference.com/players/N/NealKe01.htm,False,
2019.0,24,ATL,DB,22.0,3.0,3.0,0,0%,166,83%,0,0%,Keanu Neal,https://www.pro-football-reference.com/players/N/NealKe01.htm,False,
2020.0,25,ATL,FS,22.0,15.0,14.0,0,0%,918,90%,51,12%,Keanu Neal,https://www.pro-football-reference.com/players/N/NealKe01.htm,False,
2021.0,26,DAL,MLB,42.0,14.0,5.0,1,0%,580,61%,110,27%,Keanu Neal,https://www.pro-football-reference.com/players/N/NealKe01.htm,False,
2022.0,27,TAM,DB,22.0,17.0,8.0,0,0%,581,52%,104,23%,Keanu Neal,https://www.pro-football-reference.com/players/N/NealKe01.htm,False,
2023.0,28,PIT,SS,31.0,9.0,8.0,0,0%,430,66%,81,34%,Keanu Neal,https://www.pro-football-reference.com/players/N/NealKe01.htm,False,
2016.0,23,DAL,QB,4.0,16.0,16.0,1011,96%,0,0%,1,0%,Dak Prescott,https://www.pro-football-reference.com/players/P/PresDa01.htm,False,
2017.0,24,DAL,QB,4.0,16.0,16.0,1050,99%,0,0%,0,0%,Dak Prescott,https://www.pro-football-reference.com/players/P/PresDa01.htm,False,
2018.0,25,DAL,QB,4.0,16.0,16.0,1070,99%,0,0%,0,0%,Dak Prescott,https://www.pro-football-reference.com/players/P/PresDa01.htm,False,
2019.0,26,DAL,QB,4.0,16.0,16.0,1116,100%,0,0%,0,0%,Dak Prescott,https://www.pro-football-reference.com/players/P/PresDa01.htm,False,
2020.0,27,DAL,QB,4.0,5.0,5.0,360,94%,0,0%,0,0%,Dak Prescott,https://www.pro-football-reference.com/players/P/PresDa01.htm,False,
2021.0,28,DAL,QB,4.0,16.0,16.0,1113,96%,0,0%,0,0%,Dak Prescott,https://www.pro-football-reference.com/players/P/PresDa01.htm,False,
2022.0,29,DAL,QB,4.0,12.0,12.0,821,96%,0,0%,0,0%,Dak Prescott,https://www.pro-football-reference.com/players/P/PresDa01.htm,False,
2023.0,30,DAL,QB,4.0,17.0,17.0,1115,94%,0,0%,0,0%,Dak Prescott,https://www.pro-football-reference.com/players/P/PresDa01.htm,False,
2024.0,31,DAL,QB,4.0,2.0,2.0,129,97%,0,0%,0,0%,Dak Prescott,https://www.pro-football-reference.com/players/P/PresDa01.htm,False,
2012.0,28,NWE,DE,99.0,14.0,2.0,0,0%,249,26%,178,41%,Trevor Scott,https://www.pro-football-reference.com/players/S/ScotTr99.htm,False,
2013.0,29,TAM,DE,71.0,4.0,0.0,0,0%,54,20%,23,22%,Trevor Scott,https://www.pro-football-reference.com/players/S/ScotTr99.htm,False,
2014.0,30,CHI,DE,76.0,9.0,0.0,0,0%,23,4%,88,36%,Trevor Scott,https://www.pro-football-reference.com/players/S/ScotTr99.htm,False,
2020.0,23,TEN,DT,78.0,7.0,1.0,0,0%,154,31%,33,17%,Teair Tart,https://www.pro-football-reference.com/players/T/TartTe00.htm,False,
2021.0,24,TEN,NT,93.0,11.0,10.0,0,0%,344,47%,44,15%,Teair Tart,https://www.pro-football-reference.com/players/T/TartTe00.htm,False,
2022.0,25,TEN,NT,93.0,16.0,16.0,0,0%,519,47%,56,13%,Teair Tart,https://www.pro-football-reference.com/players/T/TartTe00.htm,False,
2023.0,26,2TM,DT-LDT,,13.0,9.0,0,,379,,13,,Teair Tart,https://www.pro-football-reference.com/players/T/TartTe00.htm,False,
2024.0,27,LAC,DT,90.0,2.0,0.0,0,0%,20,19%,1,2%,Teair Tart,https://www.pro-football-reference.com/players/T/TartTe00.htm,False,
2014.0,24,ARI,G,78.0,10.0,0.0,9,1%,0,0%,52,18%,Earl Watford,https://www.pro-football-reference.com/players/W/WatfEa00.htm,False,
2015.0,25,ARI,G,78.0,8.0,2.0,199,37%,0,0%,32,13%,Earl Watford,https://www.pro-football-reference.com/players/W/WatfEa00.htm,False,
2016.0,26,ARI,RG,78.0,15.0,10.0,787,73%,0,0%,82,18%,Earl Watford,https://www.pro-football-reference.com/players/W/WatfEa00.htm,False,
2017.0,27,ARI,RG,71.0,10.0,9.0,612,92%,0,0%,42,14%,Earl Watford,https://www.pro-football-reference.com/players/W/WatfEa00.htm,False,
2018.0,28,CLE,G,71.0,13.0,0.0,6,1%,0,0%,51,14%,Earl Watford,https://www.pro-football-reference.com/players/W/WatfEa00.htm,False,
2019.0,29,TAM,G,71.0,15.0,4.0,328,31%,0,0%,83,18%,Earl Watford,https://www.pro-football-reference.com/players/W/WatfEa00.htm,False,
2019.0,23,KAN,G,73.0,7.0,0.0,8,2%,0,0%,41,22%,Nick Allegretti,https://www.pro-football-reference.com/players/A/AlleNi00.htm,False,
2020.0,24,KAN,LG,73.0,16.0,9.0,694,63%,0,0%,85,19%,Nick Allegretti,https://www.pro-football-reference.com/players/A/AlleNi00.htm,False,
2021.0,25,KAN,G,73.0,17.0,0.0,77,6%,0,0%,86,20%,Nick Allegretti,https://www.pro-football-reference.com/players/A/AlleNi00.htm,False,
2022.0,26,KAN,G,73.0,17.0,3.0,284,25%,0,0%,90,20%,Nick Allegretti,https://www.pro-football-reference.com/players/A/AlleNi00.htm,False,
2023.0,27,KAN,G,73.0,17.0,1.0,79,7%,0,0%,74,17%,Nick Allegretti,https://www.pro-football-reference.com/players/A/AlleNi00.htm,False,
2024.0,28,WAS,G,67.0,2.0,2.0,131,100%,0,0%,11,23%,Nick Allegretti,https://www.pro-football-reference.com/players/A/AlleNi00.htm,False,
2014.0,25,CAR,T,,5.0,1.0,128,38%,0,0%,17,13%,David Foucault,https://www.pro-football-reference.com/players/F/FoucDa00.htm,False,
2020.0,22,WAS,C,60.0,8.0,0.0,4,1%,0,0%,34,15%,Keith Ismael,https://www.pro-football-reference.com/players/I/IsmaKe00.htm,False,
2021.0,23,WAS,C,60.0,10.0,5.0,382,57%,0,0%,12,5%,Keith Ismael,https://www.pro-football-reference.com/players/I/IsmaKe00.htm,False,
2023.0,25,ARI,OL,60.0,13.0,0.0,0,0%,0,0%,50,15%,Keith Ismael,https://www.pro-football-reference.com/players/I/IsmaKe00.htm,False,
2017.0,22,GNB,RCB,20.0,9.0,5.0,0,0%,380,65%,71,29%,Kevin King,https://www.pro-football-reference.com/players/K/KingKe01.htm,False,
2018.0,23,GNB,RCB,20.0,6.0,6.0,0,0%,304,74%,49,26%,Kevin King,https://www.pro-football-reference.com/players/K/KingKe01.htm,False,
2019.0,24,GNB,RCB,20.0,15.0,14.0,0,0%,805,82%,18,5%,Kevin King,https://www.pro-football-reference.com/players/K/KingKe01.htm,False,
2020.0,25,GNB,RCB,20.0,11.0,11.0,0,0%,664,92%,7,2%,Kevin King,https://www.pro-football-reference.com/players/K/KingKe01.htm,False,
2021.0,26,GNB,RCB,20.0,10.0,6.0,0,0%,303,48%,31,12%,Kevin King,https://www.pro-football-reference.com/players/K/KingKe01.htm,False,
2024.0,29,ATL,CB,32.0,2.0,0.0,0,0%,4,3%,15,32%,Kevin King,https://www.pro-football-reference.com/players/K/KingKe01.htm,False,
2012.0,24,SEA,DB,41.0,9.0,0.0,0,0%,144,26%,127,52%,Byron Maxwell,https://www.pro-football-reference.com/players/M/MaxwBy00.htm,False,
2013.0,25,SEA,RCB,41.0,16.0,5.0,0,0%,482,46%,235,53%,Byron Maxwell,https://www.pro-football-reference.com/players/M/MaxwBy00.htm,False,
2014.0,26,SEA,RCB,41.0,13.0,12.0,0,0%,700,87%,50,14%,Byron Maxwell,https://www.pro-football-reference.com/players/M/MaxwBy00.htm,False,
2015.0,27,PHI,LCB,31.0,14.0,14.0,0,0%,907,86%,5,1%,Byron Maxwell,https://www.pro-football-reference.com/players/M/MaxwBy00.htm,False,
2016.0,28,MIA,LCB,41.0,13.0,13.0,0,0%,846,92%,10,3%,Byron Maxwell,https://www.pro-football-reference.com/players/M/MaxwBy00.htm,False,
2017.0,29,2TM,CB-DB,,9.0,8.0,0,,580,,7,,Byron Maxwell,https://www.pro-football-reference.com/players/M/MaxwBy00.htm,False,
2017.0,25,LAR,T,72.0,1.0,1.0,65,100%,0,0%,3,10%,Aaron Neary,https://www.pro-football-reference.com/players/N/NearAa00.htm,False,
2020.0,22,DET,DB,47.0,2.0,0.0,0,0%,0,0%,35,63%,Bobby Price,https://www.pro-football-reference.com/players/P/PricBo00.htm,False,
2021.0,23,DET,DB,27.0,15.0,2.0,0,0%,152,15%,206,53%,Bobby Price,https://www.pro-football-reference.com/players/P/PricBo00.htm,False,
2022.0,24,DET,CB,27.0,5.0,0.0,0,0%,38,11%,120,84%,Bobby Price,https://www.pro-football-reference.com/players/P/PricBo00.htm,False,
2023.0,25,ARI,CB,26.0,6.0,0.0,0,0%,0,0%,120,76%,Bobby Price,https://www.pro-football-reference.com/players/P/PricBo00.htm,False,
2024.0,26,WAS,CB,37.0,1.0,0.0,0,0%,0,0%,8,38%,Bobby Price,https://www.pro-football-reference.com/players/P/PricBo00.htm,False,
2017.0,22,ARI,WR,86.0,10.0,1.0,133,19%,0,0%,164,53%,Ricky Seals-Jones,https://www.pro-football-reference.com/players/S/SealRi00.htm,False,
2018.0,23,ARI,TE,86.0,15.0,5.0,536,61%,0,0%,13,3%,Ricky Seals-Jones,https://www.pro-football-reference.com/players/S/SealRi00.htm,False,
2019.0,24,CLE,WR,83.0,14.0,3.0,243,27%,0,0%,49,13%,Ricky Seals-Jones,https://www.pro-football-reference.com/players/S/SealRi00.htm,False,
2020.0,25,KAN,WR,83.0,2.0,0.0,6,4%,0,0%,5,11%,Ricky Seals-Jones,https://www.pro-football-reference.com/players/S/SealRi00.htm,False,
2021.0,26,WAS,TE,83.0,13.0,6.0,507,60%,0,0%,60,18%,Ricky Seals-Jones,https://www.pro-football-reference.com/players/S/SealRi00.htm,False,
2012.0,25,CIN,WR,19.0,16.0,3.0,271,26%,0,0%,118,25%,Brandon Tate,https://www.pro-football-reference.com/players/T/TateBr00.htm,False,
2013.0,26,CIN,WR,19.0,16.0,0.0,71,6%,0,0%,158,34%,Brandon Tate,https://www.pro-football-reference.com/players/T/TateBr00.htm,False,
2014.0,27,CIN,WR,19.0,16.0,4.0,485,46%,0,0%,92,20%,Brandon Tate,https://www.pro-football-reference.com/players/T/TateBr00.htm,False,
2015.0,28,CIN,WR,19.0,16.0,0.0,9,1%,0,0%,137,31%,Brandon Tate,https://www.pro-football-reference.com/players/T/TateBr00.htm,False,
2016.0,29,BUF,WR,15.0,15.0,1.0,145,15%,0,0%,184,42%,Brandon Tate,https://www.pro-football-reference.com/players/T/TateBr00.htm,False,
2017.0,30,BUF,WR,15.0,13.0,1.0,147,17%,0,0%,136,38%,Brandon Tate,https://www.pro-football-reference.com/players/T/TateBr00.htm,False,
2018.0,31,NOR,WR,87.0,1.0,0.0,0,0%,0,0%,4,14%,Brandon Tate,https://www.pro-football-reference.com/players/T/TateBr00.htm,False,
2012.0,23,STL,G,73.0,1.0,0.0,36,63%,0,0%,5,17%,Rokevious Watkins,https://www.pro-football-reference.com/players/W/WatkRo00.htm,False,
2013.0,24,KAN,G,69.0,3.0,1.0,88,47%,0,0%,6,6%,Rokevious Watkins,https://www.pro-football-reference.com/players/W/WatkRo00.htm,False,
2014.0,25,SEA,TE,87.0,1.0,0.0,14,20%,0,0%,0,0%,Rashaun Allen,https://www.pro-football-reference.com/players/A/AlleRa00.htm,False,
2024.0,21,LAC,OT,76.0,2.0,2.0,126,100%,0,0%,9,17%,Joe Alt,https://www.pro-football-reference.com/players/A/AltxJo01.htm,False,
2024.0,25,BUF,T,70.0,2.0,0.0,23,22%,0,0%,21,44%,Alec Anderson,https://www.pro-football-reference.com/players/A/AndeAl01.htm,False,
2021.0,23,PHI,G,76.0,2.0,1.0,81,59%,0,0%,4,7%,Jack Anderson,https://www.pro-football-reference.com/players/A/AndeJa01.htm,False,
2022.0,24,NYG,G,77.0,12.0,2.0,147,18%,0,0%,50,15%,Jack Anderson,https://www.pro-football-reference.com/players/A/AndeJa01.htm,False,
2023.0,25,IND,G,67.0,1.0,0.0,0,0%,0,0%,6,22%,Jack Anderson,https://www.pro-football-reference.com/players/A/AndeJa01.htm,False,
2018.0,23,CHI,LB,45.0,16.0,0.0,0,0%,23,2%,317,75%,Joel Iyiegbuniwe,https://www.pro-football-reference.com/players/I/IyieJo00.htm,False,
2019.0,24,CHI,LB,45.0,15.0,0.0,0,0%,3,0%,300,77%,Joel Iyiegbuniwe,https://www.pro-football-reference.com/players/I/IyieJo00.htm,False,
2020.0,25,CHI,LB,45.0,16.0,0.0,0,0%,23,2%,372,82%,Joel Iyiegbuniwe,https://www.pro-football-reference.com/players/I/IyieJo00.htm,False,
2021.0,26,CHI,LB,45.0,11.0,0.0,0,0%,0,0%,224,77%,Joel Iyiegbuniwe,https://www.pro-football-reference.com/players/I/IyieJo00.htm,False,
2022.0,27,CAR,LB,52.0,7.0,0.0,0,0%,0,0%,121,65%,Joel Iyiegbuniwe,https://www.pro-football-reference.com/players/I/IyieJo00.htm,False,
2021.0,21,ATL,LG,77.0,16.0,16.0,992,99%,0,0%,57,14%,Jalen Mayfield,https://www.pro-football-reference.com/players/M/MayfJa00.htm,False,
2023.0,23,NYG,G,62.0,3.0,0.0,46,21%,0,0%,10,13%,Jalen Mayfield,https://www.pro-football-reference.com/players/M/MayfJa00.htm,False,
2014.0,21,MIN,DB,39.0,14.0,0.0,0,0%,46,5%,191,50%,Jabari Price,https://www.pro-football-reference.com/players/P/PricJa00.htm,False,
2019.0,23,DET,MLB,51.0,15.0,6.0,0,0%,597,57%,89,21%,Jahlani Tavai,https://www.pro-football-reference.com/players/T/TavaJa00.htm,False,
2020.0,24,DET,MLB,51.0,16.0,10.0,0,0%,624,56%,126,28%,Jahlani Tavai,https://www.pro-football-reference.com/players/T/TavaJa00.htm,False,
2021.0,25,NWE,LB,48.0,13.0,0.0,0,0%,56,7%,195,57%,Jahlani Tavai,https://www.pro-football-reference.com/players/T/TavaJa00.htm,False,
2022.0,26,NWE,RILB,48.0,17.0,12.0,0,0%,570,50%,330,72%,Jahlani Tavai,https://www.pro-football-reference.com/players/T/TavaJa00.htm,False,
2023.0,27,NWE,LB,48.0,17.0,16.0,0,0%,837,74%,359,78%,Jahlani Tavai,https://www.pro-football-reference.com/players/T/TavaJa00.htm,False,
2024.0,28,NWE,LB,48.0,3.0,3.0,0,0%,179,92%,29,40%,Jahlani Tavai,https://www.pro-football-reference.com/players/T/TavaJa00.htm,False,
2014.0,23,NYG,LB,47.0,2.0,0.0,0,0%,0,0%,17,34%,Justin Anderson,https://www.pro-football-reference.com/players/A/AndeJu01.htm,False,
2023.0,23,TAM,S,29.0,17.0,4.0,0,0%,719,64%,146,34%,Christian Izien,https://www.pro-football-reference.com/players/I/IzieCh00.htm,False,
2024.0,24,TAM,S,29.0,2.0,1.0,0,0%,116,81%,14,26%,Christian Izien,https://www.pro-football-reference.com/players/I/IzieCh00.htm,False,
2015.0,24,DAL,WR,85.0,1.0,0.0,5,7%,0,0%,0,0%,Vince Mayle,https://www.pro-football-reference.com/players/M/MaylVi00.htm,False,
2016.0,25,DAL,WR,16.0,6.0,0.0,36,10%,0,0%,94,55%,Vince Mayle,https://www.pro-football-reference.com/players/M/MaylVi00.htm,False,
2017.0,26,BAL,WR,88.0,16.0,0.0,21,2%,0,0%,312,66%,Vince Mayle,https://www.pro-football-reference.com/players/M/MaylVi00.htm,False,
2015.0,24,IND,DB,40.0,2.0,0.0,0,0%,50,39%,33,72%,Sheldon Price,https://www.pro-football-reference.com/players/P/PricSh00.htm,False,
2016.0,25,BAL,DB,27.0,4.0,1.0,0,0%,5,2%,30,28%,Sheldon Price,https://www.pro-football-reference.com/players/P/PricSh00.htm,False,
2017.0,27,OAK,K,2.0,16.0,0.0,0,0%,0,0%,119,28%,Giorgio Tavecchio,https://www.pro-football-reference.com/players/T/TaveGi00.htm,False,
2018.0,28,ATL,K,4.0,3.0,0.0,0,0%,0,0%,13,18%,Giorgio Tavecchio,https://www.pro-football-reference.com/players/T/TaveGi00.htm,False,
2023.0,23,IND,LB,47.0,1.0,0.0,0,0%,0,0%,8,27%,Liam Anderson,https://www.pro-football-reference.com/players/A/AndeLi00.htm,False,
2019.0,24,NWE,TE,85.0,6.0,4.0,268,61%,0,0%,4,2%,Ryan Izzo,https://www.pro-football-reference.com/players/I/IzzoRy00.htm,False,
2020.0,25,NWE,TE,85.0,12.0,12.0,626,80%,0,0%,4,1%,Ryan Izzo,https://www.pro-football-reference.com/players/I/IzzoRy00.htm,False,
2021.0,26,TEN,TE,83.0,1.0,0.0,5,7%,0,0%,0,0%,Ryan Izzo,https://www.pro-football-reference.com/players/I/IzzoRy00.htm,False,
2015.0,22,CAR,LB,55.0,12.0,0.0,0,0%,0,0%,224,61%,David Mayo,https://www.pro-football-reference.com/players/M/MayoDa00.htm,False,
2016.0,23,CAR,LB,55.0,15.0,0.0,0,0%,31,3%,294,65%,David Mayo,https://www.pro-football-reference.com/players/M/MayoDa00.htm,False,
2017.0,24,CAR,LB,55.0,16.0,1.0,0,0%,133,13%,310,71%,David Mayo,https://www.pro-football-reference.com/players/M/MayoDa00.htm,False,
2018.0,25,CAR,LB,55.0,16.0,3.0,0,0%,143,14%,281,67%,David Mayo,https://www.pro-football-reference.com/players/M/MayoDa00.htm,False,
2019.0,26,NYG,RILB,55.0,16.0,13.0,0,0%,631,57%,263,58%,David Mayo,https://www.pro-football-reference.com/players/M/MayoDa00.htm,False,
2020.0,27,NYG,LB,55.0,11.0,2.0,0,0%,193,25%,209,74%,David Mayo,https://www.pro-football-reference.com/players/M/MayoDa00.htm,False,
2021.0,28,WAS,LB,51.0,16.0,4.0,0,0%,166,16%,290,70%,David Mayo,https://www.pro-football-reference.com/players/M/MayoDa00.htm,False,
2022.0,29,WAS,LB,51.0,13.0,3.0,0,0%,202,25%,252,72%,David Mayo,https://www.pro-football-reference.com/players/M/MayoDa00.htm,False,
2023.0,30,WAS,LB,51.0,17.0,5.0,0,0%,350,30%,300,63%,David Mayo,https://www.pro-football-reference.com/players/M/MayoDa00.htm,False,
2020.0,22,CAR,RCB,25.0,14.0,8.0,0,0%,529,57%,141,38%,Troy Pride Jr.,https://www.pro-football-reference.com/players/P/PridTr00.htm,False,
2023.0,25,LVR,CB,27.0,1.0,0.0,0,0%,0,0%,1,4%,Troy Pride Jr.,https://www.pro-football-reference.com/players/P/PridTr00.htm,False,
2014.0,24,CAR,LB,57.0,10.0,2.0,0,0%,68,11%,148,53%,Adarius Taylor,https://www.pro-football-reference.com/players/G/GlanAd00.htm,False,
2015.0,25,TAM,LB,53.0,5.0,0.0,0,0%,0,0%,88,65%,Adarius Taylor,https://www.pro-football-reference.com/players/G/GlanAd00.htm,False,
2016.0,26,TAM,LB,53.0,16.0,0.0,0,0%,24,2%,308,70%,Adarius Taylor,https://www.pro-football-reference.com/players/G/GlanAd00.htm,False,
2017.0,27,TAM,LLB,53.0,14.0,4.0,0,0%,284,30%,213,57%,Adarius Taylor,https://www.pro-football-reference.com/players/G/GlanAd00.htm,False,
2018.0,28,TAM,MLB,53.0,15.0,10.0,0,0%,635,65%,204,47%,Adarius Taylor,https://www.pro-football-reference.com/players/G/GlanAd00.htm,False,
2019.0,29,CLE,LB,57.0,15.0,0.0,0,0%,60,6%,312,77%,Adarius Taylor,https://www.pro-football-reference.com/players/G/GlanAd00.htm,False,
2020.0,30,CAR,LB,57.0,13.0,2.0,0,0%,111,13%,199,59%,Adarius Taylor,https://www.pro-football-reference.com/players/G/GlanAd00.htm,False,
2023.0,23,PIT,OL,74.0,8.0,0.0,2,0%,0,0%,26,13%,Spencer Anderson,https://www.pro-football-reference.com/players/A/AndeSp00.htm,False,
2024.0,24,PIT,OL,74.0,2.0,2.0,134,100%,0,0%,8,16%,Spencer Anderson,https://www.pro-football-reference.com/players/A/AndeSp00.htm,False,
2012.0,32,IND,ROLB,93.0,14.0,14.0,0,0%,699,76%,20,5%,Dwight Freeney,https://www.pro-football-reference.com/players/F/FreeDw00.htm,False,
2013.0,33,SDG,DE,93.0,4.0,4.0,0,0%,168,64%,2,2%,Dwight Freeney,https://www.pro-football-reference.com/players/F/FreeDw00.htm,False,
2014.0,34,SDG,LOLB,93.0,16.0,9.0,0,0%,572,55%,0,0%,Dwight Freeney,https://www.pro-football-reference.com/players/F/FreeDw00.htm,False,
2015.0,35,ARI,DE,54.0,11.0,0.0,0,0%,256,36%,0,0%,Dwight Freeney,https://www.pro-football-reference.com/players/F/FreeDw00.htm,False,
2016.0,36,ATL,DE,93.0,15.0,1.0,0,0%,415,40%,0,0%,Dwight Freeney,https://www.pro-football-reference.com/players/F/FreeDw00.htm,False,
2017.0,37,2TM,DE,,9.0,0.0,0,,227,,3,,Dwight Freeney,https://www.pro-football-reference.com/players/F/FreeDw00.htm,False,
2016.0,21,JAX,RLB,44.0,16.0,10.0,0,0%,239,22%,203,42%,Myles Jack,https://www.pro-football-reference.com/players/J/JackMy00.htm,False,
2017.0,22,JAX,RLB,44.0,16.0,16.0,0,0%,1013,98%,84,17%,Myles Jack,https://www.pro-football-reference.com/players/J/JackMy00.htm,False,
2018.0,23,JAX,MLB,44.0,16.0,16.0,0,0%,1024,100%,92,22%,Myles Jack,https://www.pro-football-reference.com/players/J/JackMy00.htm,False,
2019.0,24,JAX,MLB,44.0,11.0,11.0,0,0%,613,86%,1,0%,Myles Jack,https://www.pro-football-reference.com/players/J/JackMy00.htm,False,
2020.0,25,JAX,LLB,44.0,14.0,14.0,0,0%,931,95%,0,0%,Myles Jack,https://www.pro-football-reference.com/players/J/JackMy00.htm,False,
2021.0,26,JAX,RILB,44.0,15.0,15.0,0,0%,919,94%,0,0%,Myles Jack,https://www.pro-football-reference.com/players/J/JackMy00.htm,False,
2022.0,27,PIT,RILB,51.0,15.0,13.0,0,0%,692,71%,55,14%,Myles Jack,https://www.pro-football-reference.com/players/J/JackMy00.htm,False,
2023.0,28,PIT,LB,16.0,3.0,1.0,0,0%,131,77%,9,11%,Myles Jack,https://www.pro-football-reference.com/players/J/JackMy00.htm,False,
2021.0,25,ATL,S,33.0,1.0,0.0,0,0%,0,0%,5,26%,Luther Kirk,https://www.pro-football-reference.com/players/K/KirkLu00.htm,False,
2013.0,22,SEA,DE,95.0,2.0,0.0,0,0%,24,23%,0,0%,Benson Mayowa,https://www.pro-football-reference.com/players/M/MayoBe00.htm,False,
2014.0,23,OAK,DE,95.0,16.0,1.0,0,0%,352,32%,151,30%,Benson Mayowa,https://www.pro-football-reference.com/players/M/MayoBe00.htm,False,
2015.0,24,OAK,DE,95.0,12.0,2.0,0,0%,376,44%,90,25%,Benson Mayowa,https://www.pro-football-reference.com/players/M/MayoBe00.htm,False,
2016.0,25,DAL,RDE,93.0,13.0,6.0,0,0%,381,45%,5,1%,Benson Mayowa,https://www.pro-football-reference.com/players/M/MayoBe00.htm,False,
2017.0,26,DAL,DE,93.0,14.0,2.0,0,0%,381,41%,3,1%,Benson Mayowa,https://www.pro-football-reference.com/players/M/MayoBe00.htm,False,
2018.0,27,ARI,DE,91.0,15.0,4.0,0,0%,550,52%,0,0%,Benson Mayowa,https://www.pro-football-reference.com/players/M/MayoBe00.htm,False,
