year,age,tm,pos,no.,games_g,games_gs,off._num,off._pct,def._num,def._pct,st_num,st_pct,name,link,playoff_stat,av
2017.0,25,IND,LB,46.0,16.0,0.0,0,0%,0,0%,146,32%,Luke Rhodes,https://www.pro-football-reference.com/players/R/RhodLu00.htm,False,
2018.0,26,IND,LB,46.0,16.0,0.0,0,0%,0,0%,136,31%,Luke Rhodes,https://www.pro-football-reference.com/players/R/RhodLu00.htm,False,
2019.0,27,IND,LB,46.0,16.0,0.0,1,0%,0,0%,132,31%,Luke Rhodes,https://www.pro-football-reference.com/players/R/RhodLu00.htm,False,
2020.0,28,IND,LB,46.0,16.0,0.0,1,0%,0,0%,136,31%,Luke Rhodes,https://www.pro-football-reference.com/players/R/RhodLu00.htm,False,
2021.0,29,IND,LB,46.0,16.0,0.0,0,0%,0,0%,143,34%,Luke Rhodes,https://www.pro-football-reference.com/players/R/RhodLu00.htm,False,
2022.0,30,IND,LS,46.0,17.0,0.0,0,0%,0,0%,135,30%,Luke Rhodes,https://www.pro-football-reference.com/players/R/RhodLu00.htm,False,
2023.0,31,IND,LS,46.0,17.0,0.0,0,0%,0,0%,152,30%,Luke Rhodes,https://www.pro-football-reference.com/players/R/RhodLu00.htm,False,
2024.0,32,IND,LS,46.0,2.0,0.0,0,0%,0,0%,12,26%,Luke Rhodes,https://www.pro-football-reference.com/players/R/RhodLu00.htm,False,
2012.0,23,BAL,WR,82.0,16.0,16.0,919,84%,0,0%,0,0%,Torrey Smith,https://www.pro-football-reference.com/players/S/SmitTo02.htm,False,
2013.0,24,BAL,WR,82.0,16.0,16.0,1098,97%,0,0%,0,0%,Torrey Smith,https://www.pro-football-reference.com/players/S/SmitTo02.htm,False,
2014.0,25,BAL,WR,82.0,16.0,16.0,788,73%,0,0%,0,0%,Torrey Smith,https://www.pro-football-reference.com/players/S/SmitTo02.htm,False,
2015.0,26,SFO,WR,82.0,16.0,12.0,772,76%,0,0%,2,0%,Torrey Smith,https://www.pro-football-reference.com/players/S/SmitTo02.htm,False,
2016.0,27,SFO,WR,82.0,12.0,12.0,644,82%,0,0%,1,0%,Torrey Smith,https://www.pro-football-reference.com/players/S/SmitTo02.htm,False,
2017.0,28,PHI,WR,82.0,16.0,14.0,735,65%,0,0%,2,0%,Torrey Smith,https://www.pro-football-reference.com/players/S/SmitTo02.htm,False,
2018.0,29,CAR,WR,11.0,11.0,6.0,324,43%,0,0%,0,0%,Torrey Smith,https://www.pro-football-reference.com/players/S/SmitTo02.htm,False,
2018.0,22,PIT,WR,13.0,14.0,6.0,526,54%,0,0%,11,3%,James Washington,https://www.pro-football-reference.com/players/W/WashJa00.htm,False,
2019.0,23,PIT,WR,13.0,15.0,10.0,634,68%,0,0%,29,7%,James Washington,https://www.pro-football-reference.com/players/W/WashJa00.htm,False,
2020.0,24,PIT,WR,13.0,16.0,7.0,486,44%,0,0%,3,1%,James Washington,https://www.pro-football-reference.com/players/W/WashJa00.htm,False,
2021.0,25,PIT,WR,13.0,15.0,2.0,480,47%,0,0%,3,1%,James Washington,https://www.pro-football-reference.com/players/W/WashJa00.htm,False,
2022.0,26,DAL,WR,83.0,2.0,0.0,15,10%,0,0%,13,21%,James Washington,https://www.pro-football-reference.com/players/W/WashJa00.htm,False,
2015.0,22,STL,LG,68.0,9.0,9.0,530,98%,0,0%,37,14%,Jamon Brown,https://www.pro-football-reference.com/players/B/BrowJa04.htm,False,
2016.0,23,LAR,G,68.0,11.0,5.0,395,59%,0,0%,28,9%,Jamon Brown,https://www.pro-football-reference.com/players/B/BrowJa04.htm,False,
2017.0,24,LAR,RG,68.0,16.0,16.0,1031,100%,0,0%,94,19%,Jamon Brown,https://www.pro-football-reference.com/players/B/BrowJa04.htm,False,
2018.0,25,2TM,G-RG,,14.0,8.0,536,,0,,73,,Jamon Brown,https://www.pro-football-reference.com/players/B/BrowJa04.htm,False,
2019.0,26,ATL,RG,68.0,10.0,9.0,587,82%,0,0%,40,15%,Jamon Brown,https://www.pro-football-reference.com/players/B/BrowJa04.htm,False,
2020.0,27,PHI,G,66.0,2.0,1.0,72,47%,0,0%,4,7%,Jamon Brown,https://www.pro-football-reference.com/players/B/BrowJa04.htm,False,
2015.0,23,DAL,DE,94.0,12.0,0.0,0,0%,244,31%,23,7%,Randy Gregory,https://www.pro-football-reference.com/players/G/GregRa00.htm,False,
2016.0,24,DAL,DE,94.0,2.0,0.0,0,0%,66,45%,1,2%,Randy Gregory,https://www.pro-football-reference.com/players/G/GregRa00.htm,False,
2018.0,26,DAL,DE,94.0,14.0,1.0,0,0%,457,52%,39,11%,Randy Gregory,https://www.pro-football-reference.com/players/G/GregRa00.htm,False,
2020.0,28,DAL,DE,94.0,10.0,0.0,0,0%,271,40%,42,16%,Randy Gregory,https://www.pro-football-reference.com/players/G/GregRa00.htm,False,
2021.0,29,DAL,RDE,94.0,12.0,11.0,0,0%,437,55%,24,7%,Randy Gregory,https://www.pro-football-reference.com/players/G/GregRa00.htm,False,
2022.0,30,DEN,DE,5.0,6.0,3.0,0,0%,189,50%,13,8%,Randy Gregory,https://www.pro-football-reference.com/players/G/GregRa00.htm,False,
2023.0,31,2TM,LB,,16.0,3.0,0,,426,,46,,Randy Gregory,https://www.pro-football-reference.com/players/G/GregRa00.htm,False,
2012.0,24,MIA,FS,20.0,16.0,16.0,0,0%,1117,100%,93,21%,Reshad Jones,https://www.pro-football-reference.com/players/J/JoneRe99.htm,False,
2013.0,25,MIA,FS,20.0,16.0,16.0,0,0%,1145,100%,38,8%,Reshad Jones,https://www.pro-football-reference.com/players/J/JoneRe99.htm,False,
2014.0,26,MIA,FS,20.0,12.0,12.0,0,0%,757,97%,43,13%,Reshad Jones,https://www.pro-football-reference.com/players/J/JoneRe99.htm,False,
2015.0,27,MIA,FS,20.0,16.0,16.0,0,0%,1117,97%,7,2%,Reshad Jones,https://www.pro-football-reference.com/players/J/JoneRe99.htm,False,
2016.0,28,MIA,FS,20.0,6.0,6.0,0,0%,431,97%,2,1%,Reshad Jones,https://www.pro-football-reference.com/players/J/JoneRe99.htm,False,
2017.0,29,MIA,SS,20.0,16.0,16.0,0,0%,1016,97%,3,1%,Reshad Jones,https://www.pro-football-reference.com/players/J/JoneRe99.htm,False,
2018.0,30,MIA,SS,20.0,14.0,13.0,0,0%,825,89%,0,0%,Reshad Jones,https://www.pro-football-reference.com/players/J/JoneRe99.htm,False,
2019.0,31,MIA,DB,20.0,4.0,4.0,0,0%,189,69%,0,0%,Reshad Jones,https://www.pro-football-reference.com/players/J/JoneRe99.htm,False,
2012.0,23,TAM,RB,22.0,16.0,16.0,821,78%,0,0%,5,1%,Doug Martin,https://www.pro-football-reference.com/players/M/MartDo00.htm,False,
2013.0,24,TAM,RB,22.0,6.0,6.0,304,72%,0,0%,1,1%,Doug Martin,https://www.pro-football-reference.com/players/M/MartDo00.htm,False,
2014.0,25,TAM,RB,22.0,11.0,11.0,345,50%,0,0%,0,0%,Doug Martin,https://www.pro-football-reference.com/players/M/MartDo00.htm,False,
2015.0,26,TAM,RB,22.0,16.0,16.0,622,57%,0,0%,0,0%,Doug Martin,https://www.pro-football-reference.com/players/M/MartDo00.htm,False,
2016.0,27,TAM,RB,22.0,8.0,8.0,321,58%,0,0%,0,0%,Doug Martin,https://www.pro-football-reference.com/players/M/MartDo00.htm,False,
2017.0,28,TAM,RB,22.0,11.0,8.0,287,38%,0,0%,0,0%,Doug Martin,https://www.pro-football-reference.com/players/M/MartDo00.htm,False,
2018.0,29,OAK,RB,28.0,16.0,9.0,359,35%,0,0%,11,3%,Doug Martin,https://www.pro-football-reference.com/players/M/MartDo00.htm,False,
2014.0,25,WAS,DB,40.0,2.0,0.0,0,0%,3,2%,15,29%,Kenny Okoro,https://www.pro-football-reference.com/players/O/OkorKe00.htm,False,
2017.0,23,DET,TE,80.0,15.0,3.0,220,22%,0,0%,148,33%,Michael Roberts,https://www.pro-football-reference.com/players/R/RobeMi01.htm,False,
2018.0,24,DET,TE,80.0,8.0,2.0,159,29%,0,0%,18,8%,Michael Roberts,https://www.pro-football-reference.com/players/R/RobeMi01.htm,False,
2022.0,24,NWE,LG,69.0,17.0,17.0,984,94%,0,0%,72,16%,Cole Strange,https://www.pro-football-reference.com/players/S/StraCo01.htm,False,
2023.0,25,NWE,OL,69.0,10.0,10.0,565,89%,0,0%,9,4%,Cole Strange,https://www.pro-football-reference.com/players/S/StraCo01.htm,False,
2012.0,29,TEN,WR,85.0,16.0,14.0,789,79%,0,0%,2,0%,Nate Washington,https://www.pro-football-reference.com/players/W/WashNa00.htm,False,
2013.0,30,TEN,WR,85.0,16.0,15.0,887,83%,0,0%,0,0%,Nate Washington,https://www.pro-football-reference.com/players/W/WashNa00.htm,False,
2014.0,31,TEN,WR,85.0,16.0,11.0,767,79%,0,0%,0,0%,Nate Washington,https://www.pro-football-reference.com/players/W/WashNa00.htm,False,
2015.0,32,HOU,WR,85.0,14.0,14.0,793,77%,0,0%,0,0%,Nate Washington,https://www.pro-football-reference.com/players/W/WashNa00.htm,False,
2019.0,24,LAR,LB,45.0,10.0,0.0,0,0%,115,17%,146,52%,Ogbonnia Okoronkwo,https://www.pro-football-reference.com/players/O/OkorOg00.htm,False,
2020.0,25,LAR,LB,45.0,10.0,0.0,0,0%,158,25%,131,50%,Ogbonnia Okoronkwo,https://www.pro-football-reference.com/players/O/OkorOg00.htm,False,
2021.0,26,LAR,LB,45.0,13.0,0.0,0,0%,255,28%,64,18%,Ogbonnia Okoronkwo,https://www.pro-football-reference.com/players/O/OkorOg00.htm,False,
2022.0,27,HOU,LDE,45.0,17.0,8.0,0,0%,518,44%,10,2%,Ogbonnia Okoronkwo,https://www.pro-football-reference.com/players/O/OkorOg00.htm,False,
2023.0,28,CLE,DE,54.0,14.0,0.0,0,0%,445,53%,24,6%,Ogbonnia Okoronkwo,https://www.pro-football-reference.com/players/O/OkorOg00.htm,False,
2024.0,29,CLE,DE,54.0,2.0,0.0,0,0%,38,31%,22,35%,Ogbonnia Okoronkwo,https://www.pro-football-reference.com/players/O/OkorOg00.htm,False,
2015.0,23,STL,C,65.0,16.0,1.0,123,13%,0,0%,124,27%,Demetrius Rhaney,https://www.pro-football-reference.com/players/R/RhanDe00.htm,False,
2016.0,24,LAR,C,65.0,16.0,0.0,0,0%,0,0%,123,27%,Demetrius Rhaney,https://www.pro-football-reference.com/players/R/RhanDe00.htm,False,
2017.0,25,WAS,C,74.0,1.0,0.0,0,0%,0,0%,2,7%,Demetrius Rhaney,https://www.pro-football-reference.com/players/R/RhanDe00.htm,False,
2014.0,23,DAL,WR,15.0,16.0,0.0,148,14%,0,0%,0,0%,Devin Street,https://www.pro-football-reference.com/players/S/StreDe00.htm,False,
2015.0,24,DAL,WR,15.0,15.0,2.0,276,28%,0,0%,28,7%,Devin Street,https://www.pro-football-reference.com/players/S/StreDe00.htm,False,
2016.0,25,IND,WR,81.0,5.0,0.0,66,19%,0,0%,0,0%,Devin Street,https://www.pro-football-reference.com/players/S/StreDe00.htm,False,
2022.0,25,NWE,WR,88.0,1.0,0.0,22,39%,0,0%,0,0%,Scotty Washington,https://www.pro-football-reference.com/players/W/WashSc00.htm,False,
2022.0,24,TEN,DT,59.0,6.0,0.0,0,0%,105,26%,9,6%,Sam Okuayinonu,https://www.pro-football-reference.com/players/O/OkuaSa00.htm,False,
2024.0,26,SFO,DL,91.0,1.0,0.0,0,0%,14,28%,1,4%,Sam Okuayinonu,https://www.pro-football-reference.com/players/O/OkuaSa00.htm,False,
2013.0,23,JAX,LB,56.0,12.0,0.0,0,0%,57,7%,216,64%,LaRoy Reynolds,https://www.pro-football-reference.com/players/R/ReynLa00.htm,False,
2014.0,24,JAX,LB,56.0,16.0,3.0,0,0%,116,10%,352,75%,LaRoy Reynolds,https://www.pro-football-reference.com/players/R/ReynLa00.htm,False,
2015.0,25,2TM,LB,,15.0,1.0,0,,78,,244,,LaRoy Reynolds,https://www.pro-football-reference.com/players/R/ReynLa00.htm,False,
2016.0,26,ATL,LB,53.0,16.0,3.0,0,0%,138,12%,272,57%,LaRoy Reynolds,https://www.pro-football-reference.com/players/R/ReynLa00.htm,False,
2017.0,27,ATL,LB,53.0,9.0,0.0,0,0%,14,2%,154,65%,LaRoy Reynolds,https://www.pro-football-reference.com/players/R/ReynLa00.htm,False,
2018.0,28,PHI,LB,50.0,16.0,0.0,0,0%,5,1%,358,83%,LaRoy Reynolds,https://www.pro-football-reference.com/players/R/ReynLa00.htm,False,
2019.0,29,CIN,LB,55.0,15.0,0.0,0,0%,43,4%,259,63%,LaRoy Reynolds,https://www.pro-football-reference.com/players/R/ReynLa00.htm,False,
2020.0,30,ATL,LB,59.0,16.0,0.0,0,0%,40,4%,275,61%,LaRoy Reynolds,https://www.pro-football-reference.com/players/R/ReynLa00.htm,False,
2021.0,31,NYJ,LB,49.0,1.0,0.0,0,0%,0,0%,15,63%,LaRoy Reynolds,https://www.pro-football-reference.com/players/R/ReynLa00.htm,False,
2016.0,23,KAN,LB,48.0,9.0,2.0,0,0%,40,6%,104,41%,Terrance Smith,https://www.pro-football-reference.com/players/S/SmitTe04.htm,False,
2017.0,24,KAN,LB,48.0,15.0,1.0,0,0%,65,6%,306,71%,Terrance Smith,https://www.pro-football-reference.com/players/S/SmitTe04.htm,False,
2018.0,25,KAN,LB,48.0,7.0,0.0,0,0%,172,34%,134,64%,Terrance Smith,https://www.pro-football-reference.com/players/S/SmitTe04.htm,False,
2020.0,27,ARI,LB,54.0,3.0,0.0,0,0%,0,0%,41,52%,Terrance Smith,https://www.pro-football-reference.com/players/S/SmitTe04.htm,False,
2013.0,36,DAL,RG,64.0,7.0,5.0,329,76%,0,0%,29,14%,Brian Waters,https://www.pro-football-reference.com/players/W/WateBr55.htm,False,
2020.0,21,DET,RCB,30.0,9.0,6.0,0,0%,460,72%,0,0%,Jeff Okudah,https://www.pro-football-reference.com/players/O/OkudJe00.htm,False,
2021.0,22,DET,CB,23.0,1.0,1.0,0,0%,48,87%,0,0%,Jeff Okudah,https://www.pro-football-reference.com/players/O/OkudJe00.htm,False,
2022.0,23,DET,RCB,1.0,15.0,15.0,0,0%,793,79%,5,1%,Jeff Okudah,https://www.pro-football-reference.com/players/O/OkudJe00.htm,False,
2023.0,24,ATL,RCB,1.0,13.0,9.0,0,0%,595,68%,1,0%,Jeff Okudah,https://www.pro-football-reference.com/players/O/OkudJe00.htm,False,
2024.0,25,HOU,CB,11.0,1.0,0.0,0,0%,0,0%,5,20%,Jeff Okudah,https://www.pro-football-reference.com/players/O/OkudJe00.htm,False,
2012.0,24,CLE,LB,53.0,16.0,3.0,0,0%,612,53%,280,61%,Craig Robertson,https://www.pro-football-reference.com/players/R/RobeCr00.htm,False,
2013.0,25,CLE,LILB,53.0,14.0,14.0,0,0%,845,84%,128,31%,Craig Robertson,https://www.pro-football-reference.com/players/R/RobeCr00.htm,False,
2014.0,26,CLE,RILB,53.0,16.0,11.0,0,0%,661,57%,312,67%,Craig Robertson,https://www.pro-football-reference.com/players/R/RobeCr00.htm,False,
2015.0,27,CLE,RILB,53.0,12.0,9.0,0,0%,382,49%,177,58%,Craig Robertson,https://www.pro-football-reference.com/players/R/RobeCr00.htm,False,
2016.0,28,NOR,LLB,52.0,15.0,15.0,0,0%,970,99%,121,27%,Craig Robertson,https://www.pro-football-reference.com/players/R/RobeCr00.htm,False,
2017.0,29,NOR,LLB,52.0,16.0,12.0,0,0%,790,75%,184,40%,Craig Robertson,https://www.pro-football-reference.com/players/R/RobeCr00.htm,False,
2018.0,30,NOR,LB,52.0,16.0,0.0,0,0%,88,9%,343,80%,Craig Robertson,https://www.pro-football-reference.com/players/R/RobeCr00.htm,False,
2019.0,31,NOR,LB,52.0,15.0,1.0,0,0%,189,19%,325,76%,Craig Robertson,https://www.pro-football-reference.com/players/R/RobeCr00.htm,False,
2020.0,32,NOR,LB,52.0,16.0,0.0,0,0%,23,2%,360,79%,Craig Robertson,https://www.pro-football-reference.com/players/R/RobeCr00.htm,False,
2020.0,25,ARI,QB,15.0,5.0,0.0,30,11%,0,0%,2,2%,Chris Streveler,https://www.pro-football-reference.com/players/S/StreCh00.htm,False,
2021.0,26,ARI,QB,15.0,2.0,0.0,24,19%,0,0%,0,0%,Chris Streveler,https://www.pro-football-reference.com/players/S/StreCh00.htm,False,
2022.0,27,NYJ,QB,15.0,2.0,1.0,31,24%,0,0%,7,15%,Chris Streveler,https://www.pro-football-reference.com/players/S/StreCh00.htm,False,
2017.0,22,HOU,QB,4.0,7.0,6.0,464,93%,0,0%,0,0%,Deshaun Watson,https://www.pro-football-reference.com/players/W/WatsDe00.htm,False,
2018.0,23,HOU,QB,4.0,16.0,16.0,1093,100%,0,0%,0,0%,Deshaun Watson,https://www.pro-football-reference.com/players/W/WatsDe00.htm,False,
2019.0,24,HOU,QB,4.0,15.0,15.0,997,99%,0,0%,0,0%,Deshaun Watson,https://www.pro-football-reference.com/players/W/WatsDe00.htm,False,
2020.0,25,HOU,QB,4.0,16.0,16.0,978,100%,0,0%,0,0%,Deshaun Watson,https://www.pro-football-reference.com/players/W/WatsDe00.htm,False,
2022.0,27,CLE,QB,4.0,6.0,6.0,387,99%,0,0%,0,0%,Deshaun Watson,https://www.pro-football-reference.com/players/W/WatsDe00.htm,False,
2023.0,28,CLE,QB,4.0,6.0,6.0,383,84%,0,0%,0,0%,Deshaun Watson,https://www.pro-football-reference.com/players/W/WatsDe00.htm,False,
2024.0,29,CLE,QB,4.0,2.0,2.0,145,98%,0,0%,0,0%,Deshaun Watson,https://www.pro-football-reference.com/players/W/WatsDe00.htm,False,
2012.0,24,SEA,LT,76.0,15.0,15.0,912,96%,0,0%,70,17%,Russell Okung,https://www.pro-football-reference.com/players/O/OkunRu20.htm,False,
2013.0,25,SEA,LT,76.0,8.0,8.0,425,85%,0,0%,32,15%,Russell Okung,https://www.pro-football-reference.com/players/O/OkunRu20.htm,False,
2014.0,26,SEA,LT,76.0,14.0,14.0,873,96%,0,0%,61,17%,Russell Okung,https://www.pro-football-reference.com/players/O/OkunRu20.htm,False,
2015.0,27,SEA,LT,76.0,13.0,13.0,849,97%,0,0%,58,16%,Russell Okung,https://www.pro-football-reference.com/players/O/OkunRu20.htm,False,
2016.0,28,DEN,LT,73.0,16.0,16.0,1062,99%,0,0%,69,15%,Russell Okung,https://www.pro-football-reference.com/players/O/OkunRu20.htm,False,
2017.0,29,LAC,LT,76.0,15.0,15.0,926,94%,0,0%,58,15%,Russell Okung,https://www.pro-football-reference.com/players/O/OkunRu20.htm,False,
2018.0,30,LAC,LT,76.0,15.0,15.0,866,93%,0,0%,56,14%,Russell Okung,https://www.pro-football-reference.com/players/O/OkunRu20.htm,False,
2019.0,31,LAC,LT,76.0,6.0,6.0,256,68%,0,0%,20,12%,Russell Okung,https://www.pro-football-reference.com/players/O/OkunRu20.htm,False,
2020.0,32,CAR,LT,76.0,7.0,7.0,407,90%,0,0%,5,3%,Russell Okung,https://www.pro-football-reference.com/players/O/OkunRu20.htm,False,
2018.0,25,SEA,RB,19.0,2.0,0.0,21,16%,0,0%,0,0%,Keenan Reynolds,https://www.pro-football-reference.com/players/R/ReynKe00.htm,False,
2012.0,29,NOR,RT,64.0,12.0,12.0,786,93%,0,0%,54,14%,Zach Strief,https://www.pro-football-reference.com/players/S/StriZa20.htm,False,
2013.0,30,NOR,RT,64.0,15.0,15.0,1036,98%,0,0%,77,18%,Zach Strief,https://www.pro-football-reference.com/players/S/StriZa20.htm,False,
2014.0,31,NOR,RT,64.0,16.0,16.0,1058,93%,0,0%,64,14%,Zach Strief,https://www.pro-football-reference.com/players/S/StriZa20.htm,False,
2015.0,32,NOR,RT,64.0,15.0,15.0,1074,99%,0,0%,65,15%,Zach Strief,https://www.pro-football-reference.com/players/S/StriZa20.htm,False,
2016.0,33,NOR,RT,64.0,16.0,16.0,1127,98%,0,0%,83,17%,Zach Strief,https://www.pro-football-reference.com/players/S/StriZa20.htm,False,
2017.0,34,NOR,G,64.0,2.0,2.0,83,61%,0,0%,4,8%,Zach Strief,https://www.pro-football-reference.com/players/S/StriZa20.htm,False,
2022.0,24,KAN,DB,35.0,16.0,6.0,0,0%,605,56%,114,26%,Jaylen Watson,https://www.pro-football-reference.com/players/W/WatsJa02.htm,False,
2023.0,25,KAN,CB,35.0,16.0,2.0,0,0%,440,43%,189,47%,Jaylen Watson,https://www.pro-football-reference.com/players/W/WatsJa02.htm,False,
2024.0,26,KAN,CB,35.0,2.0,2.0,0,0%,138,96%,11,21%,Jaylen Watson,https://www.pro-football-reference.com/players/W/WatsJa02.htm,False,
2020.0,23,DET,LB,99.0,6.0,0.0,0,0%,69,16%,30,17%,Julian Okwara,https://www.pro-football-reference.com/players/O/OkwaJu00.htm,False,
2021.0,24,DET,LB,99.0,13.0,1.0,0,0%,362,40%,128,38%,Julian Okwara,https://www.pro-football-reference.com/players/O/OkwaJu00.htm,False,
2022.0,25,DET,LB,99.0,10.0,2.0,0,0%,222,32%,15,6%,Julian Okwara,https://www.pro-football-reference.com/players/O/OkwaJu00.htm,False,
2023.0,26,DET,LB,99.0,9.0,1.0,0,0%,121,21%,51,22%,Julian Okwara,https://www.pro-football-reference.com/players/O/OkwaJu00.htm,False,
2024.0,27,ARI,OLB,58.0,1.0,0.0,0,0%,15,29%,2,8%,Julian Okwara,https://www.pro-football-reference.com/players/O/OkwaJu00.htm,False,
2017.0,22,LAR,WR,83.0,16.0,1.0,279,27%,0,0%,97,20%,Josh Reynolds,https://www.pro-football-reference.com/players/R/ReynJo00.htm,False,
2018.0,23,LAR,WR,83.0,16.0,8.0,611,56%,0,0%,97,20%,Josh Reynolds,https://www.pro-football-reference.com/players/R/ReynJo00.htm,False,
2019.0,24,LAR,WR,83.0,16.0,2.0,480,43%,0,0%,54,12%,Josh Reynolds,https://www.pro-football-reference.com/players/R/ReynJo00.htm,False,
2020.0,25,LAR,WR,11.0,16.0,13.0,802,72%,0,0%,5,1%,Josh Reynolds,https://www.pro-football-reference.com/players/R/ReynJo00.htm,False,
2021.0,26,2TM,WR,,12.0,5.0,475,,0,,2,,Josh Reynolds,https://www.pro-football-reference.com/players/R/ReynJo00.htm,False,
2022.0,27,DET,WR,8.0,14.0,11.0,625,66%,0,0%,1,0%,Josh Reynolds,https://www.pro-football-reference.com/players/R/ReynJo00.htm,False,
2023.0,28,DET,WR,8.0,17.0,13.0,832,71%,0,0%,0,0%,Josh Reynolds,https://www.pro-football-reference.com/players/R/ReynJo00.htm,False,
2024.0,29,DEN,WR,11.0,2.0,0.0,96,74%,0,0%,0,0%,Josh Reynolds,https://www.pro-football-reference.com/players/R/ReynJo00.htm,False,
2023.0,24,CHI,DB,32.0,12.0,4.0,0,0%,377,50%,87,27%,Terell Smith,https://www.pro-football-reference.com/players/S/SmitTe05.htm,False,
2024.0,25,CHI,DB,32.0,2.0,1.0,0,0%,1,1%,19,32%,Terell Smith,https://www.pro-football-reference.com/players/S/SmitTe05.htm,False,
2023.0,25,CLE,T,69.0,7.0,0.0,55,11%,0,0%,28,13%,Leroy Watson,https://www.pro-football-reference.com/players/W/WatsLe00.htm,False,
2017.0,22,TEN,LB,55.0,16.0,0.0,0,0%,487,45%,212,45%,Jayon Brown,https://www.pro-football-reference.com/players/B/BrowJa06.htm,False,
2018.0,23,TEN,RILB,55.0,16.0,9.0,0,0%,851,81%,129,31%,Jayon Brown,https://www.pro-football-reference.com/players/B/BrowJa06.htm,False,
2019.0,24,TEN,RILB,55.0,14.0,14.0,0,0%,830,86%,35,9%,Jayon Brown,https://www.pro-football-reference.com/players/B/BrowJa06.htm,False,
2020.0,25,TEN,RILB,55.0,10.0,10.0,0,0%,653,92%,53,19%,Jayon Brown,https://www.pro-football-reference.com/players/B/BrowJa06.htm,False,
2021.0,26,TEN,RILB,55.0,10.0,6.0,0,0%,420,67%,11,4%,Jayon Brown,https://www.pro-football-reference.com/players/B/BrowJa06.htm,False,
2022.0,27,LVR,LB,50.0,8.0,6.0,0,0%,425,80%,14,7%,Jayon Brown,https://www.pro-football-reference.com/players/B/BrowJa06.htm,False,
2012.0,23,NWE,TE,87.0,11.0,11.0,733,87%,0,0%,78,24%,Rob Gronkowski,https://www.pro-football-reference.com/players/G/GronRo00.htm,False,
2013.0,24,NWE,TE,87.0,7.0,6.0,384,73%,0,0%,1,0%,Rob Gronkowski,https://www.pro-football-reference.com/players/G/GronRo00.htm,False,
2014.0,25,NWE,TE,87.0,15.0,10.0,826,78%,0,0%,1,0%,Rob Gronkowski,https://www.pro-football-reference.com/players/G/GronRo00.htm,False,
2015.0,26,NWE,TE,87.0,15.0,15.0,937,91%,0,0%,8,2%,Rob Gronkowski,https://www.pro-football-reference.com/players/G/GronRo00.htm,False,
2016.0,27,NWE,TE,87.0,8.0,6.0,352,67%,0,0%,3,1%,Rob Gronkowski,https://www.pro-football-reference.com/players/G/GronRo00.htm,False,
2017.0,28,NWE,TE,87.0,14.0,14.0,903,90%,1,0%,4,1%,Rob Gronkowski,https://www.pro-football-reference.com/players/G/GronRo00.htm,False,
2018.0,29,NWE,TE,87.0,13.0,11.0,838,91%,2,0%,2,1%,Rob Gronkowski,https://www.pro-football-reference.com/players/G/GronRo00.htm,False,
2020.0,31,TAM,TE,87.0,16.0,16.0,808,75%,0,0%,2,0%,Rob Gronkowski,https://www.pro-football-reference.com/players/G/GronRo00.htm,False,
2021.0,32,TAM,TE,87.0,12.0,12.0,634,76%,0,0%,0,0%,Rob Gronkowski,https://www.pro-football-reference.com/players/G/GronRo00.htm,False,
2015.0,23,NOR,WR,15.0,3.0,0.0,5,2%,0,0%,18,23%,Seantavius Jones,https://www.pro-football-reference.com/players/J/JoneSe01.htm,False,
2013.0,22,KAN,LB,95.0,5.0,1.0,0,0%,101,28%,83,55%,Josh Martin,https://www.pro-football-reference.com/players/M/MartJo02.htm,False,
2014.0,23,KAN,LB,95.0,14.0,0.0,0,0%,52,6%,325,83%,Josh Martin,https://www.pro-football-reference.com/players/M/MartJo02.htm,False,
2015.0,24,TAM,LB,59.0,2.0,0.0,0,0%,0,0%,23,37%,Josh Martin,https://www.pro-football-reference.com/players/M/MartJo02.htm,False,
2016.0,25,NYJ,LB,95.0,15.0,0.0,0,0%,23,2%,342,81%,Josh Martin,https://www.pro-football-reference.com/players/M/MartJo02.htm,False,
2017.0,26,NYJ,LOLB,95.0,14.0,9.0,0,0%,489,51%,269,65%,Josh Martin,https://www.pro-football-reference.com/players/M/MartJo02.htm,False,
2018.0,27,NYJ,LB,95.0,1.0,0.0,0,0%,19,25%,11,37%,Josh Martin,https://www.pro-football-reference.com/players/M/MartJo02.htm,False,
2014.0,26,CHI,LG,70.0,13.0,12.0,822,93%,0,0%,39,11%,Michael Ola,https://www.pro-football-reference.com/players/O/OlaxMi00.htm,False,
2015.0,27,2TM,RT-T,,10.0,7.0,450,,0,,36,,Michael Ola,https://www.pro-football-reference.com/players/O/OlaxMi00.htm,False,
2016.0,28,BUF,T,74.0,6.0,0.0,13,3%,0,0%,27,15%,Michael Ola,https://www.pro-football-reference.com/players/O/OlaxMi00.htm,False,
2017.0,29,LAC,T,74.0,2.0,0.0,15,11%,0,0%,1,1%,Michael Ola,https://www.pro-football-reference.com/players/O/OlaxMi00.htm,False,
2018.0,30,NOR,T,65.0,7.0,1.0,32,7%,0,0%,33,19%,Michael Ola,https://www.pro-football-reference.com/players/O/OlaxMi00.htm,False,
2019.0,31,NOR,T,70.0,2.0,0.0,10,7%,0,0%,12,17%,Michael Ola,https://www.pro-football-reference.com/players/O/OlaxMi00.htm,False,
2015.0,24,PHI,DB,30.0,6.0,3.0,0,0%,311,66%,78,40%,Ed Reynolds,https://www.pro-football-reference.com/players/R/ReynEd00.htm,False,
