week_ind,day_int,attendance,humidity_pct,wind_speed,temperature,over_under_value,spread_value,spread_home_away,coach_rating,coach_rating_opp,home_strength,opp_strength,team_rating,team_rating_opp
4.0,2,63710.0,78.0,11.0,68.0,44.5,-7.0,0,81.22194885654875,15.581240601503744,2.5497279046945933,-13.526272401733731,149.08827000000002,172.61692
6.0,2,67431.0,52.0,20.0,47.0,42.0,-3.0,0,26.510809523809566,119.64283986928102,-15.425412807737516,11.366613150294478,147.42191,178.49182
7.0,2,51523.0,59.4390243902439,8.56071964017991,58.11832611832612,41.5,-6.0,0,23.37258379068723,21.81635732323233,-1.5899293400270087,-2.2272590211869447,118.16008,164.57177
8.0,2,67431.0,58.0,21.0,58.0,46.0,-6.0,0,25.58856777493612,70.26944086021513,-14.220146051935249,11.96445009210083,119.70923,182.77983
14.0,2,63916.0,75.0,11.0,63.0,41.5,-1.0,1,7.189561688311684,-45.73857142857145,0.7295157609151213,-20.186536756932465,184.79739,103.23616
15.0,2,69002.0,56.0,10.0,47.0,43.0,-14.0,0,150.49629945728287,19.02854157336908,-20.004873134386017,-7.175236113612123,168.894,112.51658
16.0,2,69115.0,91.0,16.0,36.0,42.5,-10.0,0,58.32772194078575,13.344696969696985,-9.85949305505158,-13.198996904126728,125.02106,144.66692
2.0,2,73254.0,43.0,6.0,88.0,39.5,-3.0,0,88.89587912087914,72.37284593837535,-47.768176847726394,21.834346978184307,149.36134,131.97314
3.0,2,71718.0,59.4390243902439,8.56071964017991,58.11832611832612,40.5,-6.0,1,69.14704861111112,-13.50783333333333,-15.674738472531509,-16.74920128448535,171.52081,122.25136
4.0,2,69904.0,59.4390243902439,8.56071964017991,58.11832611832612,47.0,-6.0,0,108.71666666666658,75.09502902476775,-9.646233286874995,12.775348146988732,166.45676,144.54931
5.0,5,71732.0,59.4390243902439,8.56071964017991,58.11832611832612,44.5,-2.0,1,75.95691176470582,86.49871914339099,3.878164724352419,0.2399675975739619,168.85292,133.02939
6.0,2,58085.0,55.0,18.0,73.0,43.0,-2.0,0,-21.253235341788624,81.13138188608767,-18.022986412911784,18.0533441215062,154.78794,151.76169000000002
8.0,2,71630.0,59.4390243902439,8.56071964017991,58.11832611832612,42.5,-3.0,1,71.48442791762012,6.011827651515141,-26.610985168668567,6.651112926683633,130.73167,126.85302
12.0,2,71778.0,59.4390243902439,8.56071964017991,58.11832611832612,48.0,-3.0,1,77.98439976689977,118.96292532467538,-1.1410781654333575,-11.21726032742745,164.19794000000002,114.34476
15.0,2,66083.0,59.4390243902439,8.56071964017991,58.11832611832612,42.0,-1.0,0,69.76033468834693,75.78019396551724,-28.43563584803912,1.463287296585442,108.25666,147.64081000000002
16.0,2,62153.0,75.0,15.0,73.0,40.0,-3.0,1,13.866571428571476,79.68486666666665,-19.13637170959464,2.691551440783954,114.73203,160.15557
17.0,2,71899.0,59.4390243902439,8.56071964017991,58.11832611832612,45.5,-6.0,1,82.70555831265514,-5.330128205128155,-12.424694950175518,7.386745639352684,168.93154,109.69549
20.0,3,71800.0,59.4390243902439,8.56071964017991,58.11832611832612,40.0,-3.0,0,89.0421412037037,59.34126547730003,-31.00754525182477,-26.656431678008506,110.92803,150.94867
3.0,2,65920.0,77.0,3.0,74.0,46.0,-3.0,1,1.6487698412698606,91.51305296483272,3.5736685430314488,10.848262594048023,176.5003,133.53155999999998
4.0,2,65609.0,59.4390243902439,8.56071964017991,58.11832611832612,48.0,-9.0,1,89.46321874999998,-27.321704545454537,-23.73628974973084,12.64334378436642,157.21834,175.71476
7.0,2,66420.0,59.4390243902439,8.56071964017991,58.11832611832612,52.0,-4.0,1,82.58335995763645,123.61629999999994,-10.406296394288333,8.067292428367404,126.89085,183.58908
8.0,1,74136.0,100.0,7.0,60.0,46.5,-6.0,0,87.91100431910563,80.41488068181823,-4.860546515345886,-8.28082854312439,159.49699,164.32755
9.0,2,66894.0,59.4390243902439,8.56071964017991,58.11832611832612,45.5,-5.0,0,79.78098484848485,141.056028708134,-20.944199770982703,-3.0791699628227076,174.69981,115.76081
11.0,2,70433.0,59.4390243902439,8.56071964017991,58.11832611832612,47.5,-4.0,0,133.8073333333333,80.93296389274646,-4.362721074847068,1.7952358291603887,141.87801000000002,142.58033
12.0,2,65696.0,59.4390243902439,8.56071964017991,58.11832611832612,46.0,-3.0,1,78.60010885317165,23.76250696767,-9.85163635844375,11.768895093903456,154.93585,135.7474
14.0,2,62372.0,66.0,5.0,79.0,46.0,-1.0,0,-9.966178451178443,71.6744362244898,2.358647112609315,-8.875778881402283,146.48619000000002,143.66755
17.0,2,65733.0,59.4390243902439,8.56071964017991,58.11832611832612,39.0,-4.0,1,65.51734806362707,7.617500000000021,-9.945146505536444,-12.668390723517325,150.29519000000002,114.49036
5.0,2,58490.0,55.0,9.0,84.0,41.5,-2.0,0,-3.022632352941152,-21.852478433402297,-3.2267992941295027,-19.279683980712015,158.88108000000005,131.25379
11.0,5,60121.0,90.0,5.0,75.0,43.0,-2.0,1,-14.37807745750186,43.167499999999976,-20.13243031605075,7.2590676907737155,133.83471,144.82443
12.0,2,59477.0,60.0,8.0,75.0,46.5,-4.0,1,-12.549751669898749,77.18339341692791,-25.998847082343715,-5.405724337246534,154.39617,154.80434
13.0,2,57355.0,50.0,1.0,56.0,43.5,-2.0,0,15.62999999999998,-9.67850204446718,-16.034181509410494,-14.604303422510558,171.5979,143.17025
15.0,2,64016.0,60.0,8.0,65.0,49.0,-3.0,1,-6.140932539682531,93.25521367521368,5.565358812105384,-21.12891791869705,136.10235,156.86403
16.0,2,73064.0,59.4390243902439,8.56071964017991,58.11832611832612,51.5,-3.0,0,110.8412209386806,-3.821435926773397,-21.50366090969488,-5.249968035977313,200.86318,134.86065000000002
7.0,2,63329.0,95.0,8.0,59.0,47.0,-6.0,0,9.289977591036426,114.06499999999996,-7.157583926861912,-12.33473220647642,116.39847,163.30981
9.0,2,73075.0,59.4390243902439,8.56071964017991,58.11832611832612,48.0,-7.0,0,127.79492784992792,50.0,5.379771097150198,-12.841409917803064,168.33206,174.88066
10.0,2,63591.0,24.0,2.0,57.0,44.5,-4.0,0,140.015,88.34310405266751,-30.330055996950374,14.631941460887491,111.13837,155.89532
12.0,2,58075.0,100.0,4.0,56.0,44.0,-1.0,0,52.5166666666666,16.215714285714277,-6.744598889274303,-5.434379472951237,117.19213,170.40056
2.0,5,76404.0,59.0,13.0,87.0,42.0,-3.0,0,50.39205882352939,127.43982600732602,-63.39887700938657,21.65117379359212,133.5648,142.20546000000002
3.0,2,62920.0,59.4390243902439,8.56071964017991,58.11832611832612,44.5,-3.0,1,94.29716959064324,122.90369047619052,-28.65891273824925,19.128106105384163,142.61655000000002,145.53498000000002
4.0,2,77029.0,57.0,9.0,61.0,42.5,-7.0,1,124.1615,30.197408906882583,-15.299980224928142,-17.514208672864378,130.82798000000005,154.12613000000002
5.0,2,54500.0,59.0,10.0,72.0,44.0,-4.0,1,10.019166666666678,122.04664419934645,-27.91482443082644,-8.472531490626483,150.28421,125.85019
8.0,2,77075.0,23.0,9.0,61.0,45.5,-2.0,0,124.76863104731518,96.98402032520325,-38.07453616429328,-3.1103173211506725,177.79068,100.95952
10.0,2,76973.0,10.0,5.0,64.0,42.0,-4.0,1,134.36630627705637,52.78444104289319,-22.679606263994188,10.679068131278108,115.17881,146.60836
11.0,2,62483.0,57.0,9.0,29.0,41.0,-1.0,1,152.731267361111,126.92409090909092,-7.890690176441293,4.659566337620671,137.04266,158.14403
13.0,2,68631.0,13.0,4.0,78.0,43.5,-3.0,1,75.97072222222221,129.8417599067599,-4.754328078602727,-3.2783563252190064,123.43526,143.90153
14.0,2,76824.0,33.0,2.0,45.0,43.5,-6.0,1,128.90299378881986,48.2836111111111,-8.484367227987265,-1.1982986968405456,161.83689,93.24198
17.0,2,76844.0,21.0,5.0,50.0,41.5,-10.0,1,132.56857486263738,79.39257803121254,2.661867997432733,-13.356144409013265,152.61111,153.76532
23.0,2,71088.0,23.0,16.0,76.0,44.0,-5.0,0,126.92976200582105,101.48671288999124,-27.018023224096964,-17.61287793434677,111.36739,147.66373000000002
3.0,1,78214.0,93.0,5.0,67.0,49.0,-6.0,0,96.4287795608108,51.0319194805195,-2.563273795567465,0.7778570531991127,171.63758,133.84
5.0,2,75799.0,51.0,10.0,72.0,45.0,-9.0,1,48.44582567567564,159.30321428571426,-31.44545053848714,18.29852585954834,123.36659,154.10762
6.0,2,52480.0,0.0,10.0,54.0,43.0,-3.0,0,31.05821428571425,47.769903846153895,2.712609350563353,-3.7887774653395674,151.02248,133.84665
8.0,2,83624.0,91.0,2.0,50.0,45.0,-3.0,1,49.89610000000003,82.27381977671456,-16.794232166050982,4.3012364723211665,152.92958,121.22903
11.0,2,65837.0,12.0,4.0,87.0,45.0,-3.0,1,82.52443464314356,55.42264761904755,-1.6966518731819522,-16.922874012724954,112.90163,160.49268
13.0,2,55010.0,95.0,3.0,57.0,44.5,-3.0,1,35.69335227272729,60.919026136363655,-15.054166226395411,1.1222287756566454,162.69738,111.70589
14.0,2,72314.0,97.0,14.0,61.0,44.0,-10.0,1,58.35032051282051,74.96311360448804,-17.894612374962275,-6.667124959783987,135.88244,140.81738
17.0,2,76114.0,56.0,9.0,37.0,43.0,-7.0,1,56.20537698412697,40.11670454545449,-22.40200478269885,-23.30661032821346,154.29548,109.32808
4.0,2,62409.0,83.0,12.0,55.0,44.0,-3.0,1,158.8244017094018,35.98333333333332,-17.186799879784903,-2.703199546982461,160.05909,119.3959
7.0,2,67542.0,48.0,4.0,77.0,47.0,-3.0,0,86.29250661375667,18.95025000000004,-8.295823113356342,-3.20695544521488,155.69085,155.71586
10.0,2,54700.0,50.0,31.0,62.0,44.0,-3.0,1,28.908333333333307,43.97780555555558,-1.0804087275787406,-10.234509525365548,140.99218,153.55408
11.0,2,60202.0,59.4390243902439,8.56071964017991,58.11832611832612,49.0,-1.0,1,73.84049367299367,29.592936507936496,-17.758316452213016,15.61579208306316,168.13619,107.01096
15.0,2,55087.0,70.0,18.0,54.0,47.0,-3.0,0,35.33649572649571,91.40812499999991,-18.32372748678929,7.578613782004204,149.95349000000002,134.0918
16.0,5,54400.0,70.0,25.0,47.0,46.5,-6.0,1,42.55314285714288,78.33916666666673,-20.7626442652626,-1.837997931423243,142.85303000000002,161.15679
3.0,2,52400.0,0.0,12.0,75.0,44.5,-1.0,0,31.960416666666735,79.61663888888893,-19.37849339173786,19.406499525401692,120.70626,160.55434
6.0,2,78434.0,35.0,12.0,54.0,51.0,-10.0,0,102.22453571428572,82.19587912087911,-16.801717817650797,-5.33299033446241,123.58196,206.75633
9.0,1,68033.0,67.0,9.0,63.0,49.5,-4.0,1,85.50089285714287,150.8796356589147,2.1193598525993043,3.1636074753177983,134.80485000000002,172.96625
2.0,2,72460.0,56.0,9.0,72.0,41.0,-3.0,0,66.61280995475116,27.678775757575785,-21.53618485825191,-14.567777924177658,169.13964,99.62385
3.0,5,76081.0,60.0,4.0,71.0,44.0,-3.0,0,42.75744110838786,76.5877617521368,-42.98812359129485,14.412774536909485,153.01364999999998,149.55385
4.0,2,74767.0,82.0,13.0,58.0,44.0,-3.0,0,77.33436413431774,79.84495851370848,15.798374124664724,-30.906443879822,188.59334,107.79084
5.0,2,70178.0,59.4390243902439,8.56071964017991,58.11832611832612,48.0,-7.0,0,92.57,82.27841269841275,-14.902794846078416,-6.382035456011675,168.73597,127.71424
7.0,2,72912.0,87.0,5.0,64.0,42.5,-3.0,1,61.63061363636359,1.9675357142856456,-29.345953832115768,2.947635932917468,146.80095,165.244
10.0,2,75086.0,29.0,5.0,61.0,50.0,-1.0,0,46.79592171717168,124.77209131326944,-20.215284066535453,15.306967221385378,179.4828,132.14209000000002
11.0,2,74418.0,63.0,8.0,50.0,44.5,-7.0,0,89.75279139610392,55.43691148325355,-6.210419113499453,0.9206508895269616,171.96326000000002,97.13019
12.0,2,77367.0,93.0,5.0,46.0,47.0,-2.0,0,47.45416916035909,36.750831490490974,-9.54425044004492,0.1314691947178361,172.57898,128.8537
13.0,1,80444.0,75.0,8.56071964017991,41.0,42.0,-3.0,1,51.26616586151366,47.15535087719306,-2.396135829942612,-21.22384360114541,141.15970000000002,130.73308
14.0,2,61026.0,80.0,12.0,62.0,43.0,-3.0,0,146.41375,49.8377678571427,-19.276482891636768,0.0831307153272833,137.86111,163.69750000000002
16.0,3,69596.0,72.0,6.0,52.0,48.0,-3.0,0,70.39893685303028,50.63094988344987,-18.13647318339262,-4.742464495418719,145.88600000000002,171.88146
17.0,2,90127.0,59.4390243902439,8.56071964017991,58.11832611832612,39.5,-3.0,0,42.12388650196928,52.30480661344264,-12.115562397396651,4.67143850449251,162.46116,171.30617
20.0,2,81367.0,47.0,14.0,61.0,46.0,-1.0,1,50.732275641025645,86.10527640733709,-0.2349527100657384,-4.959803549020885,150.52992,142.61673
2.0,2,69296.0,37.0,15.0,77.0,55.0,-5.0,1,87.30200518172528,47.94420890937022,-37.11520211622037,45.30410021398955,97.21582,176.67477
