week_ind,day_int,attendance,humidity_pct,wind_speed,temperature,over_under_value,spread_value,spread_home_away,coach_rating,coach_rating_opp,home_strength,opp_strength,team_rating,team_rating_opp
15.0,2,68574.0,59.4390243902439,4.0,42.0,52.5,-2.0,1,111.36996488686988,108.5804843144154,22.753522475971025,-13.404224483372868,169.91631,134.64235
16.0,2,65878.0,59.4390243902439,7.0,35.0,47.5,-11.0,1,107.51771014492758,12.192928571428588,-34.78419873318662,20.123091460144288,158.0757,137.79255
17.0,2,65878.0,59.4390243902439,14.0,13.0,43.5,-17.0,1,108.297426602297,63.1151936715766,-1.5232878203016214,-11.141974380763822,155.42893,116.27696
21.0,3,65878.0,59.4390243902439,12.0,24.0,48.5,-13.0,1,109.04820687695364,48.40776050420163,-3.040563829844624,-18.319793724927106,171.21708,125.73498
,2,65878.0,59.4390243902439,3.0,48.0,46.0,-7.0,1,110.76380516755198,99.85432021466907,10.895381010048771,-27.445998959574965,133.41344,165.09573
23.0,2,67612.0,59.4390243902439,8.56071964017991,58.11832611832612,48.5,-4.0,1,109.98879041248604,105.66874482758622,-14.444990248753312,-17.287028120145283,179.46497000000002,187.92113
2.0,2,74122.0,59.4390243902439,5.0,83.0,43.0,-6.0,0,91.5168614916357,275.915,-28.414890197604763,8.879516252241862,159.09627,90.99992
3.0,2,68865.0,59.4390243902439,5.0,83.0,40.0,-3.0,0,126.465,177.09249999999997,-38.162297765423645,-0.1357217967876729,134.93883000000002,145.96416
4.0,2,71273.0,59.4390243902439,8.56071964017991,58.11832611832612,48.0,-8.0,0,107.7103135964912,78.83166666666665,-9.56968708960527,7.184450984809434,153.97037,129.27548
5.0,2,52367.0,59.4390243902439,10.0,63.0,39.0,-3.0,0,86.27427391708741,49.60416666666668,-9.222479019692257,-8.41713652175467,153.43877,124.79619
7.0,2,68561.0,59.4390243902439,9.0,74.0,46.5,-3.0,1,18.797500000000056,45.40836011904765,-20.338715886040102,-1.2323731665975195,147.70741999999998,173.67769
8.0,2,69599.0,59.4390243902439,7.0,42.0,47.0,-2.0,1,25.359666666666627,41.715480769230766,-18.697799937304133,-9.552544444715336,155.15787,134.01631
9.0,5,77562.0,59.4390243902439,11.0,68.0,42.0,-3.0,1,69.295415821501,28.99059523809524,-19.19119522361748,-4.399769242505837,147.96616,129.89575
10.0,2,67501.0,59.4390243902439,2.0,42.0,48.5,-2.0,0,29.240416666666647,116.662943540131,-8.395808121726255,4.8040012023995216,86.36725,193.2804
11.0,2,25015.0,59.4390243902439,6.0,76.0,41.5,-7.0,0,40.80412500000001,-3.330142857142832,-18.00311227656437,10.986368694130046,176.67231999999998,130.73481999999998
12.0,2,74929.0,59.4390243902439,9.0,62.0,47.0,-8.0,0,56.08520791145379,-3.1513095238095232,-1.8770611249114988,6.265762428596124,118.88589,142.02997
14.0,2,60222.0,59.4390243902439,15.0,32.0,36.5,-3.0,1,-3.983055555555495,49.72170325465492,-2.4488619324467535,-13.24665452080528,141.6729,140.35750000000002
15.0,2,62202.0,59.4390243902439,8.0,22.0,39.5,-3.0,1,9.017264957264914,17.9644855072463,-27.140722719171315,-13.463391489834455,134.8547,153.38245
17.0,2,65571.0,59.4390243902439,9.0,71.0,41.5,-2.0,1,18.89317500000004,8.527575757575768,-13.437787700511656,3.3380225688278253,142.44813000000002,141.82096
20.0,2,69442.0,59.4390243902439,18.0,53.0,39.5,-8.0,0,105.14770731707318,9.917291666666628,-1.9170314198727505,-2.413725863875797,114.81322,137.68206
3.0,2,77562.0,59.4390243902439,5.0,88.0,43.0,-5.0,1,72.53408933138478,14.035972222222242,4.976177058876021,3.637621173518733,160.67713,109.98378
4.0,2,84423.0,59.4390243902439,13.0,63.0,51.5,-4.0,0,10.18995951417002,109.00662780784712,-6.572833707578057,16.445619110720987,105.85998,159.57797
5.0,2,65135.0,59.4390243902439,9.0,89.0,41.5,,0,3.716126373626324,38.65013957307055,-7.068793910898,-13.666776326727977,115.9844,119.74708
6.0,2,70593.0,59.4390243902439,8.56071964017991,58.11832611832612,46.0,-14.0,0,109.36843333333326,6.492476190476168,-10.294360643498813,-21.03385128638592,130.38482000000002,146.89701
7.0,2,65025.0,59.4390243902439,18.0,86.0,40.0,-3.0,1,7.115787878787906,74.77191185428846,-30.383259388618377,4.211253888496483,155.48772,125.72866
8.0,5,70408.0,59.4390243902439,9.0,56.0,38.0,-3.0,0,72.02908616850993,13.74205163043473,-26.566215591541045,-1.6646756924357555,136.31061,119.17544
9.0,2,65139.0,59.4390243902439,2.0,77.0,44.5,-3.0,0,10.053645833333306,42.75621499548323,-12.990481133067782,-3.275715975021323,150.52338,153.09532000000002
10.0,1,72790.0,59.4390243902439,6.0,49.0,38.5,-8.0,0,92.56725681237148,12.898030959752276,-18.898552567980374,-10.094416348294889,187.83344,122.28497
11.0,2,65089.0,59.4390243902439,9.0,81.0,44.0,-1.0,0,4.727486425339315,40.1195657894737,-15.891751904517664,-3.812561434308504,155.53373000000002,148.13589
13.0,2,65092.0,59.4390243902439,11.0,80.0,41.0,-1.0,0,5.5403751803751575,91.32775757575756,-5.951275561516833,-6.989813818245207,158.63502,118.99049
16.0,2,65325.0,59.4390243902439,15.0,23.0,43.5,-11.0,0,58.95890896702545,19.97455913978488,1.5514472905946688,-21.66232097381242,179.26487,121.945
2.0,2,54729.0,59.4390243902439,6.0,70.0,44.0,-14.0,0,48.45479748465039,77.73453008344319,-4.836970318735748,14.897224640287448,154.72415,128.04001
4.0,2,77562.0,59.4390243902439,5.0,64.0,38.5,-4.0,0,75.9392251642036,86.00598748748752,-21.24920233384567,-5.4971063088599745,172.32445,150.80071
5.0,2,62032.0,59.4390243902439,8.0,67.0,41.5,-1.0,1,-17.134639423076962,80.25098888888887,-24.77039073058907,-15.277636100532206,168.63385000000002,111.66201
8.0,2,77562.0,59.4390243902439,5.0,63.0,43.5,-6.0,0,72.20263028638026,106.41325470556195,-0.5983646298802945,2.6406094544076564,142.04848,144.28275
10.0,2,57911.0,59.4390243902439,16.0,79.0,44.5,-1.0,0,38.8344152046784,70.18644189383063,-31.788869176758904,5.718258941617713,138.49252,129.8093
12.0,2,77562.0,59.4390243902439,23.0,47.0,39.5,-5.0,0,70.06207680491549,95.5303367456897,-14.709004560804209,-1.7506169341062252,147.11124,139.56607
13.0,2,77562.0,59.4390243902439,8.56071964017991,48.0,44.0,-4.0,0,71.94932514378598,55.68494446381316,4.350764247845444,-10.354524230841134,206.28654,127.94032
14.0,2,75518.0,59.4390243902439,3.0,60.0,40.5,-1.0,1,79.15762987012977,72.55320992179867,-36.517212364447985,16.91913197700662,157.25939,82.30091
15.0,2,73018.0,59.4390243902439,8.56071964017991,58.11832611832612,47.0,-16.0,0,118.82615914792136,67.89691078174943,8.296691283783298,-7.011978900733368,151.37754,137.62741
16.0,2,77562.0,59.4390243902439,6.0,40.0,42.5,-7.0,0,65.06061212814647,97.49788888888897,-14.143290369053322,12.199792159538818,122.73108,159.71682
2.0,2,65971.0,59.4390243902439,1.0,78.0,43.0,-8.0,1,104.17720626908296,53.315395721925086,-16.772326576541122,13.296174570604007,156.14523,112.50014
3.0,2,61172.0,59.4390243902439,5.0,89.0,43.5,-7.0,1,118.07450389610388,105.30339141414136,0.695127563279291,0.0729126835095894,143.50606,128.97904
4.0,2,71126.0,59.4390243902439,6.0,64.0,42.0,-3.0,1,75.02466508026134,104.36458047945196,-16.943971172485693,-1.5464394957320953,120.32971,163.95068
5.0,2,66237.0,59.4390243902439,9.0,73.0,41.0,-7.0,1,105.3768215871374,81.28774223866118,-9.302391104700035,-3.7878518586063583,154.89068,129.80997
6.0,2,76994.0,59.4390243902439,14.0,60.0,46.0,-3.0,0,60.65737090820137,105.39890229885054,-0.552613669147215,0.8393618315458543,112.75005,176.04216
7.0,2,65363.0,59.4390243902439,6.0,79.0,40.0,-4.0,1,107.4734388938448,88.37839329083184,-17.76478039991003,7.334276008546384,171.72427,102.49561
8.0,2,64983.0,59.4390243902439,8.56071964017991,58.11832611832612,44.5,-3.0,1,66.40787124060147,110.31169931763154,-15.31691220124736,-2.8011644935597912,174.73868000000002,149.22836
10.0,2,66146.0,59.4390243902439,8.56071964017991,58.11832611832612,47.0,-10.0,1,52.15728936710308,108.62390097259058,-3.6378539556342,13.013187360993452,132.74181000000002,140.04831
11.0,5,60703.0,59.4390243902439,17.0,40.0,44.5,-7.0,1,108.7641934468435,49.30554298642529,-19.3904600412625,12.563002140780638,153.11500999999998,137.82069
12.0,2,62147.0,59.4390243902439,7.0,38.0,42.5,-14.0,1,108.96880122950824,75.25417842665755,-15.900290699266366,-21.942610107293184,175.67091000000002,129.46426
13.0,1,56029.0,59.4390243902439,9.0,61.0,42.5,-4.0,1,75.04809851551957,110.46889884508155,-30.773770493189986,10.086581987112844,143.10581000000002,149.81532
14.0,2,60069.0,59.4390243902439,12.0,33.0,43.0,-6.0,1,110.22310298102984,74.59286693191862,-22.94297298146313,0.9258781016480446,193.73837,143.07097
16.0,1,71842.0,59.4390243902439,8.56071964017991,58.11832611832612,45.5,-8.0,1,73.98239132191338,111.43052323348692,-28.9776820160102,11.629775195596514,117.63797,145.65001
17.0,2,50704.0,59.4390243902439,3.0,11.0,38.5,-5.0,1,112.46451038748828,1.8218492882329544,-10.832534276451158,-14.483938543760326,142.29164,152.77599
21.0,2,64524.0,59.4390243902439,2.0,18.0,40.5,-7.0,1,111.6820190630591,103.80205882352936,3.5921760565654623,-18.92554709494316,185.17719,144.2405
2.0,2,70605.0,59.4390243902439,2.0,80.0,39.5,-7.0,1,79.72290056204824,-25.288882352941243,-38.28141686005555,4.921594751258984,152.61601,141.13500000000002
3.0,2,84592.0,59.4390243902439,10.0,70.0,38.0,-3.0,1,79.11653895274586,79.06581121337419,-25.24569663708108,-13.02743258075647,164.74742,102.52725
5.0,2,54980.0,59.4390243902439,8.0,72.0,40.5,-3.0,0,42.95197984622551,73.31315714285712,-27.461527852112265,10.783002011531297,117.02,158.32117
6.0,2,70616.0,59.4390243902439,7.0,69.0,39.5,-5.0,1,75.13357636012152,116.36831627466192,-25.23036927291983,-2.6535961976502325,137.55763000000002,158.29379
7.0,2,66751.0,59.4390243902439,8.56071964017991,58.11832611832612,37.5,-5.0,0,59.11789346164345,74.30014113810175,-7.6698558510963455,-18.392947002572846,149.51383,119.46344
9.0,2,67322.0,59.4390243902439,10.0,75.0,41.0,-3.0,0,47.10479166666666,73.87626139297191,-16.508843575367965,-4.159492440462207,125.08345,153.8587
11.0,2,77945.0,59.4390243902439,14.0,28.0,38.5,-2.0,1,75.06176593600411,74.93608620689656,-13.851969067715318,-7.628435458710526,133.05063,126.49358
12.0,1,70357.0,59.4390243902439,1.0,50.0,39.5,-7.0,1,74.52553101503756,81.0008074799907,-21.43639838975912,-0.8012669685847074,132.92808,140.70381
13.0,2,70500.0,59.4390243902439,4.0,53.0,43.0,-2.0,1,74.37879243563452,65.95994281357224,-7.217663395239914,-11.121572756422363,149.56641000000002,151.5379
15.0,2,56434.0,59.4390243902439,8.56071964017991,36.0,42.0,-6.0,1,2.6699149274046547,72.78427175178233,-14.62476436090655,-7.825300856217166,109.44215,171.39085
16.0,3,70590.0,59.4390243902439,14.0,63.0,41.0,-13.0,1,74.34550988700562,45.946299938951,-6.4614721385113985,-7.508714893531101,160.02557000000002,120.35435
17.0,2,70507.0,59.4390243902439,12.0,19.0,40.0,-8.0,1,74.69211482527723,69.4683706360593,-8.601169859306923,-11.81915942029889,143.134,141.33493
2.0,5,52942.0,59.4390243902439,2.0,69.0,38.0,-5.0,1,85.07420831643009,80.00239843489842,-17.111555433243502,-15.26050668727274,130.45065,134.93443
3.0,2,78323.0,59.4390243902439,8.0,89.0,47.5,-7.0,0,82.84160102960098,85.14577762589289,-40.43937357579485,0.5862024791200289,146.24037,149.87278
4.0,2,67431.0,59.4390243902439,6.0,63.0,41.5,-3.0,1,-13.031583333333389,84.23380005587633,-26.78191449595146,-5.496733828736641,111.13248,162.09511
8.0,2,57901.0,59.4390243902439,9.0,39.0,44.0,-11.0,1,84.45908817344792,49.85195112781951,-8.897256748021611,-8.463622227929402,125.66558,152.18487000000002
9.0,2,60720.0,59.4390243902439,12.0,78.0,38.0,-6.0,0,90.1632718212812,83.43888606924897,-18.19218902866585,-1.3316985671894646,184.52592,82.98892000000001
10.0,2,67432.0,59.4390243902439,4.0,53.0,40.5,-4.0,0,45.059624242424256,79.3778928571429,-0.1392627385715612,-21.687519952078866,184.68344,109.44397
11.0,2,75707.0,59.4390243902439,7.0,60.0,37.5,-2.0,0,95.68679166666666,77.6718695175439,5.715064031772789,-17.384579578650683,160.3512,106.27568
12.0,2,51710.0,59.4390243902439,3.0,46.0,39.0,-7.0,1,75.5491224915436,0.0664381670960807,-33.56769502539396,8.084571899943672,147.12101,150.70035
14.0,2,52002.0,59.4390243902439,11.0,31.0,40.5,-6.0,1,74.59007666606102,103.03394945909406,-29.05659032261341,-13.778360873721526,102.99402,186.78923
15.0,2,66833.0,59.4390243902439,8.56071964017991,58.11832611832612,42.5,-12.0,0,71.38373721479148,70.96981256530823,-13.343184683014272,15.194331716312114,160.73432,98.26307
16.0,2,47732.0,59.4390243902439,2.0,35.0,43.5,-3.0,0,68.21480372775176,65.1953620169082,-19.27103732193985,-0.5409243315586698,154.34613000000002,126.03401
3.0,2,63351.0,59.4390243902439,8.56071964017991,58.11832611832612,42.0,-1.0,1,59.10378908063764,-18.0983225108225,-22.069829199743275,-0.8418181116664123,153.1584,133.15316
6.0,2,71815.0,59.4390243902439,8.56071964017991,58.11832611832612,46.0,-7.0,0,83.19283054711238,-3.132037815126047,-19.32408716160284,-25.579271598875938,140.32642,129.01643
7.0,2,59061.0,59.4390243902439,12.0,74.0,42.5,-5.0,0,-4.868308080808056,46.820399719495086,-19.526204994195307,-4.108174702040328,143.78872,149.65502
8.0,2,74237.0,59.4390243902439,11.0,56.0,38.5,-11.0,0,-1.168815074370734,62.06961361737677,-37.09657336990848,-15.63107669569471,108.35935,174.65396
10.0,2,64646.0,59.4390243902439,8.56071964017991,58.11832611832612,42.5,-10.0,0,70.00114886459211,-3.288279411764705,-23.660090607275816,-11.35441649374502,130.07898,166.01182
11.0,2,57003.0,59.4390243902439,16.0,38.0,37.0,-7.0,0,1.9978174603174068,97.65416687393775,-26.890532851464663,-5.864810955874542,100.45924,153.52169
13.0,2,25320.0,59.4390243902439,7.0,68.0,45.0,-13.0,0,75.88419642857141,3.655398281056158,-0.9058228786696828,-5.173021282989483,175.00179,121.74103
14.0,2,67431.0,59.4390243902439,24.0,29.0,38.5,-2.0,0,0.5664865969271276,71.7014826752619,-30.44812073537917,-0.6332043478784262,138.9215,165.81328000000002
16.0,2,58796.0,59.4390243902439,8.0,24.0,37.0,-5.0,0,106.2006844790066,0.4551824561403137,-16.23166510276368,-1.6856087772334218,141.19515,119.95232
2.0,2,61709.0,59.4390243902439,10.0,84.0,42.0,-1.0,0,82.42644230769235,43.50888663967609,-21.354008854375287,2.6628530117324267,135.64464,150.5124
6.0,2,56232.0,59.4390243902439,10.0,88.0,42.0,-1.0,1,79.88885416666673,112.65375,-27.874409236085388,0.2335571138397258,155.59667,119.729
7.0,2,63104.0,59.4390243902439,8.56071964017991,58.11832611832612,41.0,-3.0,1,53.83636400322851,82.85930303030307,-11.82205519390688,-5.673367414079944,119.08497,178.52953
10.0,2,60835.0,59.4390243902439,5.0,76.0,40.5,-5.0,1,96.34070481601732,46.75799603174599,6.720070598735182,-9.155272754266775,166.62955000000002,146.11276
12.0,2,63891.0,59.4390243902439,8.56071964017991,58.11832611832612,37.5,-6.0,1,88.35550730519478,99.61616271963328,-19.288367220162364,-3.401653889243794,157.39701,110.50864
13.0,2,61207.0,59.4390243902439,7.0,70.0,41.0,-10.0,1,96.00971428571428,51.482364583333286,-25.60025201937838,4.9453283787993785,170.91150000000002,123.13913
14.0,2,64431.0,59.4390243902439,8.56071964017991,58.11832611832612,41.0,-3.0,1,98.82839818700693,137.90856755057536,-17.209007650845024,-8.686868901839151,164.48901,142.54724
15.0,2,64701.0,59.4390243902439,5.0,72.0,39.0,-10.0,1,98.8133095371407,79.13658372326199,-9.57845319184389,-26.27832963217325,173.33768,106.89209
16.0,2,70133.0,59.4390243902439,8.56071964017991,52.0,43.0,-4.0,1,50.77902056277055,104.92059294871792,-25.745532452772284,2.61092354989842,145.18068000000002,169.1002
17.0,2,65501.0,59.4390243902439,5.0,23.0,40.0,-2.0,0,45.42447737068971,106.11854350523986,-13.724879231272896,-1.301329678501169,135.82249000000002,115.24587
3.0,2,69127.0,59.4390243902439,4.0,88.0,42.0,-2.0,1,48.10934259259263,139.21206225834456,-9.79619076047111,-10.106594546095526,161.22019,153.20288
4.0,2,71804.0,59.4390243902439,8.56071964017991,58.11832611832612,43.0,-2.0,1,79.44632575757575,48.57032142857146,-19.71181133803794,7.414851090370911,189.20645,88.86500000000001
6.0,1,63888.0,59.4390243902439,7.0,57.0,46.0,-7.0,1,39.72416666666664,56.308383419469656,-23.39707745064384,11.96689004625813,181.40381,119.45364
12.0,2,62207.0,59.4390243902439,8.56071964017991,58.11832611832612,46.5,-3.0,1,51.65348983289239,48.11199226699224,1.0609487700962834,-5.671052101410792,133.95318,129.7276
13.0,2,62758.0,59.4390243902439,4.0,60.0,42.5,-7.0,1,49.34677248677257,80.83185778876366,-7.516834927618357,-2.084732732918617,127.77384,166.19431
14.0,2,64153.0,59.4390243902439,8.56071964017991,58.11832611832612,42.0,-2.0,1,89.3026949988757,48.9173399014778,-6.803624988746675,-15.92335413347604,141.80434,111.18444
15.0,2,70133.0,59.4390243902439,17.0,65.0,44.5,-2.0,0,42.66491666666666,47.68051503759401,-4.050359721215414,1.3965176128694194,167.46547,135.62379
16.0,2,60097.0,59.4390243902439,11.0,39.0,46.0,-5.0,0,45.87746839182323,116.16194805194806,-7.902743309061924,4.214534649232137,148.38948000000002,154.80664
20.0,3,73319.0,59.4390243902439,10.0,33.0,44.0,-8.0,0,60.621136507936455,46.14652586844049,-9.532818629571535,-17.129955738902762,135.36545,156.25751
2.0,2,63137.0,59.4390243902439,8.56071964017991,58.11832611832612,44.0,-7.0,0,60.77874789915968,93.49778508771932,-1.3813034715612056,10.15217955470144,142.35063,150.40296
4.0,2,68872.0,59.4390243902439,8.0,61.0,41.5,-12.0,0,138.37579260694324,59.093589595056784,-14.086314964147178,5.8187590982644775,169.83824,120.4158
5.0,2,65612.0,59.4390243902439,8.56071964017991,58.11832611832612,43.5,-1.0,1,55.47066258157067,10.115833333333342,-5.467048459555487,-10.132440435816813,181.89029,159.95054
9.0,2,71709.0,59.4390243902439,8.56071964017991,58.11832611832612,45.0,-6.0,0,85.09291344123861,50.81508497398486,3.5080739142781536,-11.649661668106424,132.69168000000002,152.94313
15.0,5,63411.0,59.4390243902439,8.56071964017991,58.11832611832612,40.5,-3.0,0,48.76864118967799,93.578090034965,-18.213839522430227,6.078066516867325,105.81817,179.50445000000002
17.0,2,60557.0,59.4390243902439,8.56071964017991,58.11832611832612,41.5,-5.0,1,45.745381981406574,71.8185655314758,-13.491089026792276,-6.710593454726462,130.95048,118.93901
5.0,2,71835.0,59.4390243902439,8.56071964017991,58.11832611832612,45.0,-2.0,0,84.7788043478261,59.58092929292923,-10.81024056142961,-3.2952842061858147,125.81312,186.86736
8.0,2,69025.0,59.4390243902439,2.0,50.0,45.0,-6.0,0,140.84566117430575,84.85121066933641,-27.92382284523731,10.463672877096744,168.81106,171.82731
10.0,2,60032.0,59.4390243902439,8.56071964017991,68.0,45.0,-12.0,0,136.11446428571423,83.28723990112991,-6.6569560022417615,-4.176424816011083,166.08788,130.26832000000002
11.0,2,71680.0,59.4390243902439,8.56071964017991,58.11832611832612,38.0,-2.0,1,79.90381740196077,89.6415088478773,-12.479214201130684,-9.529407773879711,156.97948,126.30729
14.0,2,71802.0,59.4390243902439,8.56071964017991,58.11832611832612,45.5,-1.0,1,81.15846402116406,30.93207070707071,-5.217775529616059,3.194432678670131,124.80106,170.9347
2.0,2,74971.0,59.4390243902439,7.0,68.0,46.5,-4.0,1,58.81918794973137,71.60151960784314,13.390408337268395,9.189454400445024,142.19918,159.06433
3.0,2,25386.0,59.4390243902439,5.0,84.0,47.5,-3.0,1,9.88666666666667,57.87987993138933,1.3195806335650309,-0.4680097557163885,140.7654,134.89666
4.0,1,74587.0,59.4390243902439,14.0,82.0,48.0,-6.0,1,57.874870654905855,70.88201127819555,-15.329900358677802,6.063185406098204,179.6107,119.99537
7.0,5,55090.0,59.4390243902439,1.0,62.0,46.5,-3.0,1,38.83846153846158,58.02363938100784,-24.19203771854724,-0.3739955879721988,170.96254,160.0149
8.0,1,76573.0,59.4390243902439,12.0,44.0,42.0,-7.0,1,56.98691866028712,147.952,-0.3363528733524301,5.935087096620851,129.10734000000002,148.20736
9.0,2,93273.0,59.4390243902439,8.56071964017991,58.11832611832612,53.0,-2.0,0,65.06395800973385,56.078412784835656,-12.346360964278997,10.808651854314986,152.53284000000002,138.87601
11.0,2,76363.0,59.4390243902439,23.0,50.0,44.5,-10.0,1,23.50935286935288,55.34316672832409,-7.592622356992181,4.0411661515429484,142.02121,167.19205
14.0,2,74461.0,59.4390243902439,13.0,46.0,48.5,-4.0,1,55.46100459039551,48.67349625285111,-24.69123289422143,17.82446962975225,172.75656,113.45635
15.0,3,75011.0,59.4390243902439,9.0,53.0,47.0,-1.0,1,57.52345030234312,107.4378571428571,-15.009205639879449,9.1326663369497,160.12585,128.31348
17.0,2,75928.0,59.4390243902439,4.0,17.0,37.5,-3.0,0,102.20025641025642,59.9987724763438,-17.179051204445713,4.801785383623935,146.75407,147.96233
4.0,2,25374.0,59.4390243902439,6.0,72.0,48.0,-2.0,1,26.321666666666665,70.4110338345865,4.534172026066503,-19.164841966303246,128.50053,185.90084
5.0,2,77373.0,59.4390243902439,7.0,76.0,45.5,-3.0,0,49.34792016806722,21.81000000000004,-29.565731147327668,30.113663550763107,136.00413,154.69115
6.0,2,54685.0,59.4390243902439,9.0,76.0,48.5,-3.0,0,40.02331978221413,38.23566666666669,-17.19144719532763,10.919996340948284,126.129,152.41574
7.0,2,25388.0,59.4390243902439,4.0,90.0,41.0,-1.0,0,52.53261904761903,166.55791666666667,-23.155451259699745,5.646418677512733,124.64039,133.19354
12.0,5,93012.0,59.4390243902439,8.56071964017991,58.11832611832612,46.5,-1.0,1,61.90183712121221,49.83592803030305,-19.11806079389173,-8.064262390391496,110.50367,193.52798
14.0,2,25393.0,59.4390243902439,4.0,81.0,46.5,-6.0,1,86.6635576923077,66.25571857923498,16.71146959827223,-8.4389272073798,182.15013,105.8506
17.0,2,25430.0,59.4390243902439,2.0,62.0,43.0,-7.0,1,101.44337500000002,46.81318627450987,-2.888217770268712,-0.1172747608336082,180.14451,132.10209
3.0,2,77123.0,59.4390243902439,8.56071964017991,76.0,53.5,-3.0,1,63.773285444698686,53.65949675324672,0.5185619124335743,-3.768357893458975,189.63699,86.90791
4.0,2,76909.0,59.4390243902439,7.0,72.0,44.0,-3.0,0,170.0675,43.79612652007332,17.868437782545644,-25.118436705718896,144.14553,123.81868
12.0,2,53930.0,59.4390243902439,13.0,61.0,41.0,-3.0,1,41.12181946348655,108.0697777777778,-16.149898540233806,-3.651620269877184,162.6629,107.36925
13.0,2,54994.0,59.4390243902439,11.0,58.0,43.0,-10.0,1,44.97373295454546,19.11505900621119,0.1505294502912231,-23.18199697311925,157.70876,129.99754
15.0,2,55372.0,59.4390243902439,4.0,57.0,46.0,-3.0,0,45.70713355179026,60.44579670717917,-11.976921368392953,-7.6291104298072865,126.64503,146.92469
16.0,1,69596.0,59.4390243902439,15.0,29.0,46.0,-10.0,0,108.2796561771562,45.28066749562501,-20.635161834469702,11.317433966140346,110.92284,142.98043
2.0,2,76919.0,59.4390243902439,5.0,72.0,44.0,-2.0,0,144.515,62.3567241830065,-24.593635610301316,-14.458670484321331,159.54216,123.25256
6.0,2,76721.0,59.4390243902439,4.0,61.0,37.5,-13.0,1,156.75416666666666,47.75314646464644,10.620154721524727,-18.510397906948953,158.22194,129.84197
9.0,2,69596.0,59.4390243902439,5.0,61.0,41.0,-7.0,0,83.7050793650793,148.2573809523809,10.55769468740291,-30.86550374163695,153.30037000000002,126.91424
16.0,2,72889.0,59.4390243902439,7.0,43.0,39.5,-3.0,0,60.26461398825755,109.62336309523808,9.318420370476808,-15.595213024880678,151.29138,141.54729
3.0,2,69596.0,59.4390243902439,6.0,89.0,43.0,-5.0,1,73.68589743589749,47.37495065789467,-2.763596902562739,2.1821468971720197,163.95168,135.24915
5.0,2,69596.0,59.4390243902439,10.0,77.0,45.0,-6.0,1,73.25363445378149,95.89273100978764,-11.751522334412382,3.6761245609417137,173.92972,124.75597
6.0,5,74373.0,59.4390243902439,6.0,72.0,44.0,-3.0,0,92.69843518518518,79.63953968253975,-5.927778116891288,10.379295306296877,145.17265,132.99659
7.0,1,69596.0,59.4390243902439,9.0,70.0,48.5,-5.0,1,79.3522652511962,70.25910385910387,-14.846727057526168,5.8533844711585,147.7426,147.83082
8.0,2,69596.0,59.4390243902439,12.0,67.0,45.0,-13.0,1,80.49599616368288,-19.34080952380953,4.821071508084876,-20.217224217333005,147.00078000000002,117.86104
11.0,2,93247.0,59.4390243902439,8.56071964017991,58.11832611832612,48.0,-6.0,1,64.30866820122344,92.10144019138752,-40.727726183874495,10.372127450219182,126.43290000000002,144.41061
12.0,2,69596.0,59.4390243902439,17.0,49.0,43.5,-14.0,1,98.28712550607295,111.26249924261202,-10.21852281632118,-17.305495811784365,175.15671,92.52029
13.0,2,69075.0,59.4390243902439,3.0,44.0,46.5,-3.0,1,139.96609827464437,108.79602777777778,-28.809194751095504,7.965396512501659,133.91015000000002,165.11508
14.0,2,67752.0,59.4390243902439,8.56071964017991,83.0,47.5,-1.0,0,117.92000000000004,111.00404761904758,-8.186260234686477,1.4303455380371544,108.56449,190.44583
15.0,2,76896.0,59.4390243902439,8.56071964017991,35.0,40.5,-7.0,1,-74.24,115.20783699059558,-0.7032817127674704,-6.995670086265423,171.56767000000002,147.06272
17.0,2,69596.0,59.4390243902439,17.0,19.0,41.0,-3.0,0,105.41540543348395,62.8524833166007,-14.118724258505535,-2.8960040417714197,124.7046,135.78801
21.0,3,69596.0,59.4390243902439,16.0,32.0,40.0,-2.0,0,101.40444940476186,107.43117744755246,-5.379395369883697,-13.94006549488522,150.22717,128.40009
,2,69596.0,59.4390243902439,5.0,47.0,39.0,-3.0,0,102.1155482683982,77.55840204369274,-10.206254539250375,-15.2818783022808,176.31372,133.18429
3.0,1,65102.0,59.4390243902439,8.56071964017991,58.11832611832612,46.5,-3.0,1,94.9392088904527,60.38300968766946,-21.35871182913681,9.2894069383221,165.86504,113.05442
4.0,2,91869.0,59.4390243902439,8.56071964017991,58.11832611832612,51.0,-5.0,1,59.69280264833206,107.6541666666666,-21.348370043115573,3.670938828657557,155.21392,155.24621000000002
5.0,2,93329.0,59.4390243902439,8.56071964017991,58.11832611832612,52.0,-2.0,1,60.10093078076301,82.65152922020779,-22.691554554237214,-12.821856641481808,167.86690000000002,127.53801
7.0,2,70133.0,59.4390243902439,10.0,68.0,48.0,-6.0,1,6.731666666666676,61.092859874044166,-30.93416224651213,19.110029977596337,128.78901,172.47454
8.0,2,78428.0,59.4390243902439,4.0,60.0,46.5,-3.0,1,69.50179671717173,64.5316714278589,-2.183447534853186,3.7729018562551206,128.05901,143.8988
10.0,2,73761.0,59.4390243902439,8.56071964017991,58.11832611832612,49.0,-3.0,0,107.69350347327094,65.95460188087769,-14.293546004719936,8.141987412867476,148.91465000000002,120.10489
13.0,5,91712.0,59.4390243902439,8.56071964017991,58.11832611832612,47.0,-1.0,0,58.15911851468205,66.60528571428574,-19.2523576537249,-9.625118956886196,137.12,129.08137000000002
