,game_id,boxscore_stub,week_ind,day_int,attendance,roof_type,humidity_pct,wind_speed,temperature,over_under_value,spread_value,spread_home_away,coach_rating,coach_rating_opp,home_strength,opp_strength,team_rating,team_rating_opp,score_home_test,score_opp_test,score_home_pred,score_opp_pred
2128,htx_cle_2023-12-24,/boxscores/202312240htx.htm,16.0,2,70831.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,40.0,-3.0,1,89.51226190476176,92.7747023809524,-22.20292672289883,-3.690176101185683,120.02048,171.22953,22.0,36.0,15.364359648157377,26.8801768766558
2129,cin_cle_2024-01-07,/boxscores/202401070cin.htm,18.0,2,65865.0,outdoors,74.0,12.0,38.0,37.0,-7.0,0,32.982029569892504,96.04672634271104,-10.86061294314051,-2.1576400405771476,156.9925,110.49228,31.0,14.0,23.203432884789738,15.908605177250996
2130,htx_cle_2024-01-13,/boxscores/202401130htx.htm,20.0,3,71946.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,44.5,-2.0,1,80.52166013071891,94.09985785953177,-10.587168329206271,-0.5266552751405238,131.81911,161.77541,45.0,14.0,18.489417511300115,24.977342418846582
2131,rai_pit_2023-09-24,/boxscores/202309240rai.htm,3.0,2,62541.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,43.5,-3.0,0,40.17223997493737,90.22441329479766,-53.124511353205754,17.18395328566897,149.84184000000002,142.90597,18.0,23.0,23.084779849799624,24.752677785018555
2132,htx_pit_2023-10-01,/boxscores/202310010htx.htm,4.0,2,71399.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,41.5,-3.0,1,66.61499999999995,89.94310167992927,-23.90823178620029,9.704892098564931,168.61836,116.77717,30.0,6.0,24.17746588111088,18.59106484904395
2133,ram_pit_2023-10-22,/boxscores/202310220ram.htm,7.0,2,73471.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,43.5,-3.0,0,100.67051699100696,88.01411042678697,-16.81312479021121,-17.104734518580088,150.39629000000002,132.33592000000002,17.0,24.0,24.42678862487811,17.601460177074234
2134,pit_jax_2023-10-29,/boxscores/202310290pit.htm,8.0,2,67225.0,outdoors,95.0,2.0,58.0,40.5,-2.0,0,87.60958269131999,76.25310606060607,-7.96077436964511,-4.10644646835989,119.58567,162.77598,10.0,20.0,16.983985246942993,23.48180188339438
2135,pit_oti_2023-11-02,/boxscores/202311020pit.htm,9.0,5,65969.0,outdoors,58.0,5.0,40.0,36.5,-3.0,1,86.78439891864492,47.58448367812348,-22.360904525600446,-17.673009129459672,134.31931,148.06872,20.0,16.0,20.251715555873417,19.564829750477077
2136,pit_gnb_2023-11-12,/boxscores/202311120pit.htm,10.0,2,67617.0,outdoors,58.0,5.0,50.0,38.5,-3.0,1,86.60913820812769,89.64214656314398,-16.495092486010638,-26.56791900345221,138.31995,152.13675,23.0,19.0,19.474210016852528,21.074632219646166
2137,cin_pit_2023-11-26,/boxscores/202311260cin.htm,12.0,2,65090.0,outdoors,78.0,9.0,48.0,36.5,-2.0,1,32.504673934048334,85.92938084160673,-18.80893286323882,-4.77977445491033,106.16417,177.41973000000002,10.0,16.0,11.490186564199279,29.219323306044103
2138,pit_crd_2023-12-03,/boxscores/202312030pit.htm,13.0,2,66436.0,outdoors,88.0,12.0,56.0,41.0,-6.0,1,86.98117967553745,-4.868035714285718,-18.595139097659295,-2.174381023121182,139.80125,129.80807,10.0,24.0,21.463829725866958,14.206012260607089
2139,clt_pit_2023-12-16,/boxscores/202312160clt.htm,15.0,2,64171.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,42.5,-1.0,0,44.79499999999999,86.65921142369999,-30.90854362345348,4.537250828233739,157.30601,113.39177,30.0,13.0,22.53462687071802,17.39177858521795
2140,pit_cin_2023-12-23,/boxscores/202312230pit.htm,16.0,3,66646.0,outdoors,54.0,5.0,49.0,38.0,-2.0,0,85.59200980097839,34.12708794979322,-29.9742879811738,-0.249745264440679,148.47410000000002,157.56017,34.0,11.0,26.539145450294132,25.20212674718677
2141,sea_pit_2023-12-31,/boxscores/202312310sea.htm,17.0,2,68735.0,outdoors,83.0,4.0,47.0,40.5,-4.0,0,85.69775679863743,85.76396724673475,-28.980460931241023,-0.8567114794245652,127.35711,184.78599,23.0,30.0,21.787692673439423,30.296072371089018
2142,cin_ram_2023-09-25,/boxscores/202309250cin.htm,3.0,1,65158.0,outdoors,62.0,7.0,74.0,45.5,-3.0,1,35.968836103483106,102.48993348115302,-2.376497688236044,3.0323811669263416,159.21393,120.56179,19.0,16.0,24.539252643689775,18.469466711896644
2143,oti_cin_2023-10-01,/boxscores/202310010oti.htm,4.0,2,68951.0,outdoors,50.0,4.0,82.0,41.5,-2.0,1,46.42504174093881,36.68076419413914,-19.783508049430335,2.090288245324631,165.81077,109.58057,27.0,3.0,24.3488243309611,16.548489061516744
2144,crd_cin_2023-10-08,/boxscores/202310080crd.htm,5.0,2,62651.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,45.5,-3.0,1,24.30583333333332,34.209396722939424,-1.9584847773110503,-10.89385271977454,110.08239,177.73409,20.0,34.0,15.874323306219585,27.116645198460557
2145,cin_sea_2023-10-15,/boxscores/202310150cin.htm,6.0,2,66385.0,outdoors,59.0,15.0,57.0,45.5,-3.0,1,36.054342563566685,89.39129165124221,-14.899948846921111,5.000388060054812,113.59394,164.96781,17.0,13.0,13.582954441660368,25.292609610063046
2146,sfo_cin_2023-10-29,/boxscores/202310290sfo.htm,8.0,2,71655.0,outdoors,15.0,10.0,74.0,44.5,-4.0,0,118.13750787028546,34.25574347121808,-17.00757306061468,-4.786568938369103,159.90194,158.34125,17.0,31.0,27.571539428096607,27.553565561076198
2147,cin_htx_2023-11-12,/boxscores/202311120cin.htm,10.0,2,66526.0,outdoors,42.0,6.0,56.0,45.5,-5.0,1,35.618599238875895,86.3133333333333,-8.833289421726576,-2.1282488396283252,148.92441,178.94362,27.0,30.0,29.141495525675758,31.730952450053497
2148,jax_cin_2023-12-04,/boxscores/202312040jax.htm,13.0,1,67951.0,outdoors,60.0,4.0,61.0,40.0,-10.0,0,77.25551666857609,30.35590610389008,-10.357609859033396,-9.69250728877467,165.12665,180.58206,31.0,34.0,31.91358492338669,30.285180269115795
2149,cin_clt_2023-12-10,/boxscores/202312100cin.htm,14.0,2,65981.0,outdoors,68.0,9.0,40.0,44.5,-2.0,1,32.26550174872209,54.185,3.3230713985003897,-6.816622298018329,156.82912000000002,129.40761,34.0,14.0,26.320476083165072,17.59976902836926
2150,cin_min_2023-12-16,/boxscores/202312160cin.htm,15.0,3,66376.0,outdoors,42.0,5.0,53.0,41.0,-3.0,1,34.22430392156857,62.41290527115471,2.058125960451916,-17.147356439910006,162.57178,168.68023000000002,27.0,24.0,31.416769533390276,27.690560513626178
2151,kan_cin_2023-12-31,/boxscores/202312310kan.htm,17.0,2,73565.0,outdoors,59.0,12.0,36.0,44.0,-6.0,0,95.3005605851102,33.91098558227088,-7.080195232695072,-4.9391528117817405,135.13068,145.59031000000002,25.0,17.0,20.121758849582797,17.428263189184946
2152,htx_clt_2023-09-17,/boxscores/202309170htx.htm,2.0,2,71159.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,40.0,-1.0,1,58.06499999999997,-2.8250000000000317,-31.566253538220707,7.675125593107237,172.44862,130.33806,20.0,31.0,26.25957352572231,21.301923503317887
2153,jax_htx_2023-09-24,/boxscores/202309240jax.htm,3.0,2,61466.0,outdoors,51.0,6.0,84.0,43.5,-9.0,0,76.9405667834891,76.74000000000001,-2.257357553396293,-17.185189071670788,160.52370000000002,142.47569,17.0,37.0,28.609648777459547,23.39236135343097
2154,atl_htx_2023-10-08,/boxscores/202310080atl.htm,5.0,2,69461.0,retractable roof (open),59.4390243902439,8.56071964017991,58.11832611832612,42.0,-2.0,0,13.275190215682612,130.7758333333333,-13.460822821666689,2.535430668930194,179.32841000000002,125.01229,21.0,19.0,30.849803630245642,21.97448339562756
2155,htx_nor_2023-10-15,/boxscores/202310150htx.htm,6.0,2,71810.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,41.5,-2.0,0,89.97375,50.966143011083766,-3.2469706633380153,-0.8368770238825052,131.86323000000002,164.87629,20.0,13.0,19.165362266153874,24.566820328136384
2156,car_htx_2023-10-29,/boxscores/202310290car.htm,8.0,2,71505.0,outdoors,50.0,14.0,77.0,42.5,-3.0,1,81.79802647565047,64.68900000000002,-18.27380937767898,12.382999711395938,130.96898,122.99337,15.0,13.0,14.695325954371887,13.772445353089807
2157,htx_tam_2023-11-05,/boxscores/202311050htx.htm,9.0,2,70785.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,36.5,-2.0,1,64.99971428571429,46.24865815613784,-16.09206263709053,-2.3144509400011524,168.8809,147.22324,39.0,37.0,29.577775225232962,24.788703752158483
2158,htx_crd_2023-11-19,/boxscores/202311190htx.htm,11.0,2,70247.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,49.0,-5.0,1,103.52079365079366,10.124166666666682,-4.067225135550264,-2.3365641216502584,162.46927,135.77119,21.0,16.0,28.978951033943428,21.5202246405487
2159,htx_jax_2023-11-26,/boxscores/202311260htx.htm,12.0,2,71324.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,48.0,-1.0,0,110.45660714285714,76.4911002696326,-15.103095094748152,-13.864447112456713,136.37902,175.07887,21.0,24.0,23.049012472457786,30.73097133543265
2160,htx_den_2023-12-03,/boxscores/202312030htx.htm,13.0,2,71670.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,47.0,-3.0,1,97.61619047619052,101.09412534042896,-10.97683472951216,-20.18115900779977,155.84749,124.94539000000002,22.0,17.0,26.809061915600665,16.424318442771153
2161,oti_htx_2023-12-17,/boxscores/202312170oti.htm,15.0,2,66219.0,outdoors,77.0,9.0,48.0,37.0,-3.0,0,46.33384062500007,80.23957042957043,-20.593974141058855,-10.403146764393687,134.4591,162.10041,16.0,19.0,23.20631415523434,24.47822449082248
2162,htx_oti_2023-12-31,/boxscores/202312310htx.htm,17.0,2,71517.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,44.0,-4.0,1,75.96957264957268,45.4922348178138,-14.802762136406177,-17.088306734782282,149.62342,112.33676,26.0,3.0,24.75055081273051,13.855920140818244
2163,clt_htx_2024-01-06,/boxscores/202401060clt.htm,18.0,3,65925.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,47.5,-1.0,1,48.46499188311685,84.67224206349206,-24.206027960126715,-1.90829176081294,143.73658,138.09923,19.0,23.0,21.540868636457954,21.836861859856434
2164,jax_kan_2023-09-17,/boxscores/202309170jax.htm,2.0,2,69915.0,outdoors,68.0,5.0,87.0,51.0,-3.0,0,78.3148103711718,91.1006065375302,-18.279259570713485,10.573916212881318,129.24836000000002,158.60181,9.0,17.0,19.714551384945693,24.150969733006825
2165,jax_atl_2023-10-01,/boxscores/202310010jax.htm,4.0,2,85716.0,outdoors,75.0,8.0,72.0,42.5,-3.0,1,77.06583619281045,12.656299799799768,-0.3236521213360319,-17.726656511730308,146.38797000000002,125.57791,23.0,7.0,25.462538714529256,15.123851686596131
2166,jax_clt_2023-10-15,/boxscores/202310150jax.htm,6.0,2,64851.0,outdoors,59.4390243902439,8.56071964017991,58.11832611832612,43.5,-4.0,1,78.05369824163355,26.957,-14.84354660123751,-5.510493603376487,124.12813,154.05112,37.0,20.0,18.853639297615782,20.791629109465422
2167,nor_jax_2023-10-19,/boxscores/202310190nor.htm,7.0,5,70009.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,40.5,-2.0,0,54.37072339675828,77.00931702579192,-30.84452833759535,13.57514530860972,174.78369,123.01628,24.0,31.0,27.00746332067357,20.989059738991024
2168,jax_sfo_2023-11-12,/boxscores/202311120jax.htm,10.0,2,69271.0,outdoors,94.0,11.0,59.0,44.5,-3.0,0,77.31437693967912,118.06648768988995,-15.593619263557448,-0.4010352319434873,116.30266,167.4033,3.0,34.0,14.810491737866084,27.1241054746971
2169,jax_oti_2023-11-19,/boxscores/202311190jax.htm,11.0,2,67175.0,outdoors,62.0,3.0,75.0,40.0,-6.0,1,75.01321981424151,46.58186361566479,4.9823683091525135,-22.209192199904376,171.25332,106.30999,34.0,14.0,27.863297688609848,13.341461415926355
2170,tam_jax_2023-12-24,/boxscores/202312240tam.htm,16.0,2,62547.0,outdoors,72.0,11.0,72.0,43.5,-1.0,1,45.40571210317463,74.48954739924241,-10.12727781446374,12.603464859747875,167.41305,121.51783,30.0,12.0,25.099107050678413,19.301240627909717
2171,jax_car_2023-12-31,/boxscores/202312310jax.htm,17.0,2,67233.0,outdoors,47.0,8.0,56.0,36.5,-4.0,1,74.0194885050602,101.92666666666668,-18.70628699244788,-0.5921570011097095,148.98208,100.15466,26.0,0.0,21.18913342223311,8.147090280569925
2172,oti_jax_2024-01-07,/boxscores/202401070oti.htm,18.0,2,63744.0,outdoors,77.0,11.0,41.0,41.5,-4.0,1,44.22882353168889,75.7838973096536,-27.95311079471234,-3.4072257291884345,131.95090000000002,156.03002,28.0,20.0,18.679631438501936,21.89668457488812
2173,clt_ram_2023-10-01,/boxscores/202310010clt.htm,4.0,2,65337.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,44.5,-1.0,0,24.973333333333347,101.94600144321032,4.5246691111746085,-2.154032480813796,122.7178,192.13325,23.0,29.0,25.141528474067393,35.04660932599969
2174,clt_oti_2023-10-08,/boxscores/202310080clt.htm,5.0,2,65287.0,retractable roof (open),59.4390243902439,8.56071964017991,58.11832611832612,43.5,-2.0,0,-5.032500000000027,49.03087832457394,-6.058955051148293,-10.565197157561997,158.19843,142.75767000000002,23.0,16.0,27.377591062790778,26.08359181359487
2175,clt_nor_2023-10-29,/boxscores/202310290clt.htm,8.0,2,65427.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,43.5,-1.0,0,73.95785714285718,56.46943074003798,2.886269725351969,-16.78148217888155,146.44179,170.3383,27.0,38.0,30.347095317883067,27.193277154618546
2176,car_clt_2023-11-05,/boxscores/202311050car.htm,9.0,2,72301.0,outdoors,31.0,2.0,75.0,44.5,-1.0,1,81.61071169772256,54.23862499999999,-22.484324192485587,1.3913599679473214,134.85058,117.84810000000002,13.0,27.0,16.670213917553983,11.152283646333277
2177,clt_tam_2023-11-26,/boxscores/202311260clt.htm,12.0,2,64407.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,45.5,-2.0,1,42.83371428571428,45.11643458814379,-1.0217467628377492,2.1339596173657887,155.43573,132.44555,27.0,20.0,25.61081226991458,18.70129419924359
2178,oti_clt_2023-12-03,/boxscores/202312030oti.htm,13.0,2,62641.0,outdoors,77.0,13.0,53.0,42.0,-1.0,1,45.209598374922194,54.995454545454606,-16.402768807712185,-7.1853643014568345,172.41807,146.70689000000002,28.0,31.0,29.865026919304967,27.174491883616422
2179,atl_clt_2023-12-24,/boxscores/202312240atl.htm,16.0,2,69221.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,45.0,-3.0,0,29.427013403263487,59.02928571428568,-17.14631870980532,-5.297516017008967,150.18919,134.23214000000002,29.0,10.0,25.34978725857331,16.817557198080962
2180,clt_rai_2023-12-31,/boxscores/202312310clt.htm,17.0,2,65538.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,42.5,-4.0,1,48.61145021645021,37.540619047619046,-19.55178700758367,-5.275703589865864,132.62912,162.21798,23.0,20.0,21.395928384965945,24.932405264529496
2181,oti_sdg_2023-09-17,/boxscores/202309170oti.htm,2.0,2,67438.0,outdoors,85.0,11.0,64.0,45.5,-2.0,0,49.11616655359561,84.18588293650788,-18.284780233446813,8.622056449134776,164.23679,141.95685,27.0,24.0,27.083962567622628,25.24816384473952
2182,oti_atl_2023-10-29,/boxscores/202310290oti.htm,8.0,2,68008.0,outdoors,52.0,7.0,77.0,35.5,-2.0,0,46.95844149584194,27.571380149620737,-6.327224015227695,-12.174889372131908,156.75917,135.32684,28.0,23.0,27.552679006205327,18.526722269990536
2183,tam_oti_2023-11-12,/boxscores/202311120tam.htm,10.0,2,62725.0,outdoors,66.0,6.0,85.0,38.5,-2.0,0,44.629845922276914,47.90897213985669,-7.308779045358872,2.1596413437581568,150.43715,120.59009,20.0,6.0,19.709646597600624,13.785988409877977
2184,oti_car_2023-11-26,/boxscores/202311260oti.htm,12.0,2,62493.0,outdoors,82.0,13.0,51.0,36.5,-3.0,1,44.89977037375752,79.04263546798026,-22.84281800754789,3.975380637696371,120.20229,142.98068,17.0,10.0,13.463312779937834,18.331115267956136
2185,oti_sea_2023-12-24,/boxscores/202312240oti.htm,16.0,2,60181.0,outdoors,64.0,4.0,61.0,41.5,-3.0,0,45.16673976830878,85.86440437717154,-11.921635861628667,-17.21783751344114,143.70928,123.7801,17.0,20.0,20.276229183584565,15.507404048694418
2186,kan_chi_2023-09-24,/boxscores/202309240kan.htm,3.0,2,73562.0,outdoors,59.4390243902439,8.56071964017991,58.11832611832612,48.5,-13.0,1,91.71383871232484,-17.299910951621598,-4.49692080694021,-14.423777242588674,181.38833,100.99832,41.0,10.0,33.5006741545837,6.666364827945407
2187,min_kan_2023-10-08,/boxscores/202310080min.htm,5.0,2,67003.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,52.5,-3.0,1,45.750568181818224,93.40469046923587,5.6072229948147605,-7.908699375097974,139.05435,150.70692,20.0,27.0,21.42433682796198,21.577694670347835
2188,kan_den_2023-10-12,/boxscores/202310120kan.htm,6.0,5,73528.0,outdoors,59.4390243902439,8.56071964017991,58.11832611832612,47.5,-10.0,1,93.32112624596402,104.46156628188604,-20.179799984417944,7.494908864359605,169.94356,101.20237,19.0,8.0,28.650057255253053,7.701740051808761
2189,kan_sdg_2023-10-22,/boxscores/202310220kan.htm,7.0,2,73642.0,outdoors,35.0,10.0,72.0,48.5,-5.0,1,94.28796331804732,81.85750298685784,-13.21365385064253,-5.340843471115077,175.84014,141.17185,31.0,17.0,31.854149262284288,25.8476697322886
2190,den_kan_2023-10-29,/boxscores/202310290den.htm,8.0,2,76286.0,outdoors,55.0,7.0,26.0,45.5,-7.0,1,102.76255473766882,94.8931915545256,-20.938243286457556,-1.832736597434569,136.4114,123.77123,24.0,9.0,17.93071797442411,15.991800312926808
2191,kan_phi_2023-11-20,/boxscores/202311200kan.htm,11.0,1,73754.0,outdoors,90.0,12.0,45.0,46.0,-2.0,1,94.5824425035561,135.16675129626327,-7.014949238089443,-12.06299123295779,146.56791,119.80544,17.0,21.0,21.3844054016901,14.547124787172422
2192,rai_kan_2023-11-26,/boxscores/202311260rai.htm,12.0,2,62441.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,43.0,-10.0,1,19.355833333333287,94.9540757812548,-38.77741304065737,-4.57524227684569,145.27732,152.05877999999998,17.0,31.0,25.253159172422237,26.197166561830365
2193,gnb_kan_2023-12-03,/boxscores/202312030gnb.htm,13.0,2,78124.0,outdoors,85.0,9.0,31.0,42.5,-5.0,1,88.78521972245586,94.8812341036807,-2.799468533787869,-0.162075291651627,151.88358,140.32996,27.0,19.0,22.828524834344396,21.282155447886336
2194,kan_rai_2023-12-25,/boxscores/202312250kan.htm,16.0,1,73480.0,outdoors,82.0,11.0,38.0,40.5,-10.0,1,94.93584110304188,49.85208333333334,-32.165861638337844,2.440689465251974,153.27402,105.50003,14.0,20.0,20.422552302358646,11.267395891306638
2195,sdg_kan_2024-01-07,/boxscores/202401070sdg.htm,18.0,2,68274.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,35.5,-3.0,0,26.645,95.72854417547268,-13.818262253044304,-0.6918965784555606,156.28145,121.57,12.0,13.0,25.22436131220694,17.030669895868737
2196,kan_sfo_2024-02-11,/boxscores/202402110kan.htm,23.0,2,61629.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,47.5,-2.0,0,95.49614427860703,123.44021652864042,-22.19618849700556,18.732970822900775,182.09569,176.62305,25.0,22.0,34.713715363300146,34.10693292784558
2197,sdg_rai_2023-10-01,/boxscores/202310010sdg.htm,4.0,2,70240.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,48.5,-5.0,0,83.34665771324867,42.84475000000006,-5.83057768587894,1.1540601530777206,127.30722,141.48169,24.0,17.0,16.591083180425876,16.526477873013118
2198,rai_gnb_2023-10-09,/boxscores/202310090rai.htm,5.0,1,62572.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,44.5,-1.0,1,41.84364354395604,89.21691291727146,-26.700626394562576,-0.2067247732990167,142.7601,126.78563,17.0,13.0,18.3173188423809,17.26870722178837
2199,chi_rai_2023-10-22,/boxscores/202310220chi.htm,7.0,2,62199.0,outdoors,68.0,8.0,52.0,38.5,-2.0,1,-2.583602484472081,48.071688405797,-23.860734282292384,-16.996049513975272,149.22028,117.80088,30.0,12.0,20.88842080200033,14.50704325838277
2200,det_rai_2023-10-30,/boxscores/202310300det.htm,8.0,1,66774.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,45.5,-7.0,0,42.27137321519628,44.40089035087722,-4.6232421176454945,-0.1601009088059415,192.01637,85.88776,26.0,14.0,31.136836641487033,12.84927953043474
2201,rai_nyg_2023-11-05,/boxscores/202311050rai.htm,9.0,2,62082.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,38.5,-1.0,1,50.0,22.9076157407408,-34.711039276509325,-11.549239871260198,138.76908,137.03685000000002,30.0,6.0,20.501895490240674,18.45942460067295
2202,rai_min_2023-12-10,/boxscores/202312100rai.htm,14.0,2,62626.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,40.0,-3.0,0,26.522500000000008,61.00410984848492,-19.17147568274779,-10.043530739533244,116.30448,132.27296,0.0,3.0,13.364680728411386,16.008490165396108
2203,rai_sdg_2023-12-14,/boxscores/202312140rai.htm,15.0,5,61654.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,34.0,-3.0,1,27.183333333333287,70.84055555555562,-26.11321766022609,-30.400442140836677,149.97525000000002,142.35033,63.0,21.0,27.08333432159432,22.598759790298203
2204,rai_den_2024-01-07,/boxscores/202401070rai.htm,18.0,2,61429.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,37.0,-3.0,1,44.2575833333333,98.91417855350156,-20.314907376138247,8.462255183984084,149.35527000000002,136.76949,27.0,14.0,24.069367182865843,20.69147392975523
2205,den_was_2023-09-17,/boxscores/202309170den.htm,2.0,2,76108.0,outdoors,24.0,5.0,81.0,38.5,-4.0,1,109.8467457320905,76.82648802507477,-24.54843813825796,-16.40893340014651,142.16766,163.35544,33.0,35.0,25.171796537373915,25.99997355280939
2206,chi_den_2023-10-01,/boxscores/202310010chi.htm,4.0,2,62220.0,outdoors,64.0,2.0,80.0,47.0,-3.0,1,-27.733925438596486,106.6872146303802,-11.87767285477252,2.2765784004195884,174.85099,128.16930000000002,28.0,31.0,28.43506994200158,26.931933552158508
2207,den_gnb_2023-10-22,/boxscores/202310220den.htm,7.0,2,76880.0,outdoors,22.0,9.0,72.0,44.0,-1.0,1,102.93162305462316,88.92884576023394,-13.53609490198921,-13.61351833351342,136.33998,145.49532000000002,19.0,17.0,18.72872984469924,19.77774653426857
2208,den_min_2023-11-19,/boxscores/202311190den.htm,11.0,2,76848.0,outdoors,30.0,3.0,53.0,41.0,-3.0,1,101.83548656205066,60.10944805194808,-14.015487989257826,-14.290400559093806,124.30565,162.85225,21.0,20.0,18.994275124985506,24.317922963866778
2209,sdg_den_2023-12-10,/boxscores/202312100sdg.htm,14.0,2,70240.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,43.5,-2.0,0,72.0953693958966,100.43167427336464,-15.525252013329906,-5.1024024326606074,127.73169,151.98836,7.0,24.0,17.34005110100545,20.810735178265666
2210,det_den_2023-12-16,/boxscores/202312160det.htm,15.0,2,64500.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,48.0,-4.0,0,52.516385809312574,100.57078892288348,2.07123493199001,-2.253847291472933,163.20942,132.73474000000002,42.0,17.0,27.119810699259414,20.539460523495663
2211,den_sdg_2023-12-31,/boxscores/202312310den.htm,17.0,2,76228.0,outdoors,40.0,6.0,41.0,36.5,-3.0,1,98.9875672776254,4.914999999999978,-9.553455426031412,-11.890454000203238,151.10023,126.80152,16.0,9.0,24.78179113078801,13.459699859908612
2212,min_sdg_2023-09-24,/boxscores/202309240min.htm,3.0,2,66878.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,53.0,-1.0,0,41.73678571428573,83.68539494851994,11.09092802766099,-14.282302857565377,176.60625000000002,160.85798,24.0,28.0,33.044758531153875,31.01216753791946
2213,sdg_dal_2023-10-16,/boxscores/202310160sdg.htm,6.0,1,70240.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,50.0,-1.0,0,84.11648717948715,80.98929284709664,2.7487289814283553,-13.491777679907802,134.82593,144.01940000000002,17.0,20.0,19.204373361790015,20.47967847034629
2214,sdg_chi_2023-10-29,/boxscores/202310290sdg.htm,8.0,2,70240.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,45.5,-10.0,1,78.02246733449482,4.829321428571426,-25.069134764537097,-8.15256777320815,153.96577,133.51698000000002,30.0,13.0,29.08074361541809,16.49045478881012
2215,sdg_det_2023-11-12,/boxscores/202311120sdg.htm,10.0,2,70240.0,dome,59.4390243902439,8.56071964017991,58.11832611832612,48.5,-2.0,0,77.84556924854945,49.22323860124565,-9.72384818545622,10.60755440377878,157.25225,174.22011,38.0,41.0,28.812625953488226,31.3342181278397
2216,gnb_sdg_2023-11-19,/boxscores/202311190gnb.htm,11.0,2,77432.0,outdoors,55.0,5.0,45.0,44.0,-3.0,1,90.255625,75.00619518716582,-13.148945334439857,6.370272801153995,160.89225000000002,145.16581000000002,23.0,20.0,30.41503390508486,23.765253291907207
2217,crd_dal_2023-09-24,/boxscores/202309240crd.htm,3.0,2,62915.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,43.5,-11.0,1,12.645000000000003,81.85058604760414,-12.249117142759603,-20.7697596129963,134.2117,166.18123,28.0,16.0,23.37885168417123,25.925107459858015
2218,sfo_dal_2023-10-08,/boxscores/202310080sfo.htm,5.0,2,71617.0,outdoors,53.0,10.0,78.0,45.0,-3.0,0,119.4843659482267,82.7657899020088,-5.270233023628865,-13.076052681525082,175.9572,99.78761,42.0,10.0,29.688569692941545,9.170716268855411
2219,dal_ram_2023-10-29,/boxscores/202310290dal.htm,8.0,2,93448.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,44.5,-6.0,1,81.36172918833262,100.78654286436516,-31.778952251236447,9.493058453853244,170.05058,118.53166000000002,43.0,20.0,32.69603754486931,18.81081313335289
2220,phi_dal_2023-11-05,/boxscores/202311050phi.htm,9.0,2,69879.0,outdoors,41.0,6.0,64.0,46.5,-3.0,0,139.09726990400904,82.10669794100468,3.244743585096038,3.898822748104662,136.05173,156.89013,28.0,23.0,21.70244068180282,22.696570362799303
2221,dal_nyg_2023-11-12,/boxscores/202311120dal.htm,10.0,2,93338.0,retractable roof (closed),59.4390243902439,8.56071964017991,58.11832611832612,38.5,-17.0,1,82.71077239870888,21.572324054621827,-3.7680941370397623,-17.216442616946768,214.0725,93.95634,49.0,17.0,33.62589217204092,11.123773794830273
2222,car_dal_2023-11-19,/boxscores/202311190car.htm,11.0,2,73543.0,outdoors,28.0,2.0,65.0,43.0,-11.0,1,80.97372253307697,85.75492947395864,-20.081143893478934,7.808245864563337,113.37696,143.50865000000002,10.0,33.0,12.280776726297063,18.74250143486539
