coach_name,coach_link,team_link,home_away,boxscore_id,date,coach_id,team_id,season
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2017.htm,away,201710150min,2017-10-15,McCaMi0,gnb,2017
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2017.htm,home,201710150min,2017-10-15,ZimmMi0,min,2017
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2017.htm,away,201710150nor,2017-10-15,CaldJi0,det,2017
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2017.htm,home,201710150nor,2017-10-15,PaytSe0,nor,2017
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2017.htm,away,201710150nyj,2017-10-15,BeliBi0,nwe,2017
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2017.htm,home,201710150nyj,2017-10-15,BowlTo0,nyj,2017
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2017.htm,away,201710150rai,2017-10-15,LynnAn0,sdg,2017
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2017.htm,home,201710150rai,2017-10-15,DelRJa0,rai,2017
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2017.htm,away,201710150rav,2017-10-15,FoxxJo0,chi,2017
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2017.htm,home,201710150rav,2017-10-15,HarbJo0,rav,2017
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2017.htm,away,201710150was,2017-10-15,ShanKy0,sfo,2017
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2017.htm,home,201710150was,2017-10-15,GrudJa0,was,2017
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2017.htm,away,201710160oti,2017-10-16,PagaCh0,clt,2017
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2017.htm,home,201710160oti,2017-10-16,MulaMi0,oti,2017
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2017.htm,away,201710190rai,2017-10-19,ReidAn0,kan,2017
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2017.htm,home,201710190rai,2017-10-19,DelRJa0,rai,2017
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2017.htm,away,201710220buf,2017-10-22,KoetDi0,tam,2017
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2017.htm,home,201710220buf,2017-10-22,McDeSe0,buf,2017
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2017.htm,away,201710220chi,2017-10-22,RiveRo0,car,2017
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2017.htm,home,201710220chi,2017-10-22,FoxxJo0,chi,2017
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2017.htm,away,201710220cle,2017-10-22,MulaMi0,oti,2017
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2017.htm,home,201710220cle,2017-10-22,JackHu0,cle,2017
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2017.htm,away,201710220clt,2017-10-22,MarrDo0,jax,2017
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2017.htm,home,201710220clt,2017-10-22,PagaCh0,clt,2017
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2017.htm,away,201710220gnb,2017-10-22,PaytSe0,nor,2017
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2017.htm,home,201710220gnb,2017-10-22,McCaMi0,gnb,2017
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2017.htm,away,201710220mia,2017-10-22,BowlTo0,nyj,2017
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2017.htm,home,201710220mia,2017-10-22,GaseAd0,mia,2017
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2017.htm,away,201710220min,2017-10-22,HarbJo0,rav,2017
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2017.htm,home,201710220min,2017-10-22,ZimmMi0,min,2017
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2017.htm,away,201710220nwe,2017-10-22,QuinDa0,atl,2017
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2017.htm,home,201710220nwe,2017-10-22,BeliBi0,nwe,2017
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2017.htm,away,201710220nyg,2017-10-22,CarrPe0,sea,2017
Ben McAdoo,/coaches/McAdBe0.htm,/teams/nyg/2017.htm,home,201710220nyg,2017-10-22,McAdBe0,nyg,2017
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2017.htm,away,201710220pit,2017-10-22,LewiMa0,cin,2017
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2017.htm,home,201710220pit,2017-10-22,TomlMi0,pit,2017
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2017.htm,away,201710220ram,2017-10-22,AriaBr0,crd,2017
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2017.htm,home,201710220ram,2017-10-22,McVaSe0,ram,2017
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2017.htm,away,201710220sdg,2017-10-22,JoseVa0,den,2017
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2017.htm,home,201710220sdg,2017-10-22,LynnAn0,sdg,2017
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2017.htm,away,201710220sfo,2017-10-22,GarrJa0,dal,2017
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2017.htm,home,201710220sfo,2017-10-22,ShanKy0,sfo,2017
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2017.htm,away,201710230phi,2017-10-23,GrudJa0,was,2017
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2017.htm,home,201710230phi,2017-10-23,PedeDo0,phi,2017
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2017.htm,away,201710260rav,2017-10-26,GaseAd0,mia,2017
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2017.htm,home,201710260rav,2017-10-26,HarbJo0,rav,2017
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2017.htm,away,201710290buf,2017-10-29,DelRJa0,rai,2017
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2017.htm,home,201710290buf,2017-10-29,McDeSe0,buf,2017
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2017.htm,away,201710290cin,2017-10-29,PagaCh0,clt,2017
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2017.htm,home,201710290cin,2017-10-29,LewiMa0,cin,2017
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2017.htm,away,201710290cle,2017-10-29,ZimmMi0,min,2017
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2017.htm,home,201710290cle,2017-10-29,JackHu0,cle,2017
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2017.htm,away,201710290det,2017-10-29,TomlMi0,pit,2017
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2017.htm,home,201710290det,2017-10-29,CaldJi0,det,2017
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2017.htm,away,201710290nor,2017-10-29,FoxxJo0,chi,2017
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2017.htm,home,201710290nor,2017-10-29,PaytSe0,nor,2017
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2017.htm,away,201710290nwe,2017-10-29,LynnAn0,sdg,2017
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2017.htm,home,201710290nwe,2017-10-29,BeliBi0,nwe,2017
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2017.htm,away,201710290nyj,2017-10-29,QuinDa0,atl,2017
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2017.htm,home,201710290nyj,2017-10-29,BowlTo0,nyj,2017
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2017.htm,away,201710290phi,2017-10-29,ShanKy0,sfo,2017
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2017.htm,home,201710290phi,2017-10-29,PedeDo0,phi,2017
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2017.htm,away,201710290sea,2017-10-29,OBriBi0,htx,2017
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2017.htm,home,201710290sea,2017-10-29,CarrPe0,sea,2017
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2017.htm,away,201710290tam,2017-10-29,RiveRo0,car,2017
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2017.htm,home,201710290tam,2017-10-29,KoetDi0,tam,2017
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2017.htm,away,201710290was,2017-10-29,GarrJa0,dal,2017
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2017.htm,home,201710290was,2017-10-29,GrudJa0,was,2017
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2017.htm,away,201710300kan,2017-10-30,JoseVa0,den,2017
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2017.htm,home,201710300kan,2017-10-30,ReidAn0,kan,2017
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2017.htm,away,201711020nyj,2017-11-02,McDeSe0,buf,2017
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2017.htm,home,201711020nyj,2017-11-02,BowlTo0,nyj,2017
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2017.htm,away,201711050car,2017-11-05,QuinDa0,atl,2017
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2017.htm,home,201711050car,2017-11-05,RiveRo0,car,2017
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2017.htm,away,201711050dal,2017-11-05,ReidAn0,kan,2017
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2017.htm,home,201711050dal,2017-11-05,GarrJa0,dal,2017
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2017.htm,away,201711050htx,2017-11-05,PagaCh0,clt,2017
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2017.htm,home,201711050htx,2017-11-05,OBriBi0,htx,2017
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2017.htm,away,201711050jax,2017-11-05,LewiMa0,cin,2017
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2017.htm,home,201711050jax,2017-11-05,MarrDo0,jax,2017
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2017.htm,away,201711050mia,2017-11-05,DelRJa0,rai,2017
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2017.htm,home,201711050mia,2017-11-05,GaseAd0,mia,2017
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2017.htm,away,201711050nor,2017-11-05,KoetDi0,tam,2017
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2017.htm,home,201711050nor,2017-11-05,PaytSe0,nor,2017
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2017.htm,away,201711050nyg,2017-11-05,McVaSe0,ram,2017
Ben McAdoo,/coaches/McAdBe0.htm,/teams/nyg/2017.htm,home,201711050nyg,2017-11-05,McAdBe0,nyg,2017
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2017.htm,away,201711050oti,2017-11-05,HarbJo0,rav,2017
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2017.htm,home,201711050oti,2017-11-05,MulaMi0,oti,2017
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2017.htm,away,201711050phi,2017-11-05,JoseVa0,den,2017
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2017.htm,home,201711050phi,2017-11-05,PedeDo0,phi,2017
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2017.htm,away,201711050sea,2017-11-05,GrudJa0,was,2017
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2017.htm,home,201711050sea,2017-11-05,CarrPe0,sea,2017
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2017.htm,away,201711050sfo,2017-11-05,AriaBr0,crd,2017
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2017.htm,home,201711050sfo,2017-11-05,ShanKy0,sfo,2017
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2017.htm,away,201711060gnb,2017-11-06,CaldJi0,det,2017
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2017.htm,home,201711060gnb,2017-11-06,McCaMi0,gnb,2017
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2017.htm,away,201711090crd,2017-11-09,CarrPe0,sea,2017
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2017.htm,home,201711090crd,2017-11-09,AriaBr0,crd,2017
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2017.htm,away,201711120atl,2017-11-12,GarrJa0,dal,2017
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2017.htm,home,201711120atl,2017-11-12,QuinDa0,atl,2017
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2017.htm,away,201711120buf,2017-11-12,PaytSe0,nor,2017
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2017.htm,home,201711120buf,2017-11-12,McDeSe0,buf,2017
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2017.htm,away,201711120chi,2017-11-12,McCaMi0,gnb,2017
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2017.htm,home,201711120chi,2017-11-12,FoxxJo0,chi,2017
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2017.htm,away,201711120clt,2017-11-12,TomlMi0,pit,2017
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2017.htm,home,201711120clt,2017-11-12,PagaCh0,clt,2017
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2017.htm,away,201711120den,2017-11-12,BeliBi0,nwe,2017
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2017.htm,home,201711120den,2017-11-12,JoseVa0,den,2017
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2017.htm,away,201711120det,2017-11-12,JackHu0,cle,2017
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2017.htm,home,201711120det,2017-11-12,CaldJi0,det,2017
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2017.htm,away,201711120jax,2017-11-12,LynnAn0,sdg,2017
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2017.htm,home,201711120jax,2017-11-12,MarrDo0,jax,2017
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2017.htm,away,201711120oti,2017-11-12,LewiMa0,cin,2017
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2017.htm,home,201711120oti,2017-11-12,MulaMi0,oti,2017
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2017.htm,away,201711120ram,2017-11-12,OBriBi0,htx,2017
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2017.htm,home,201711120ram,2017-11-12,McVaSe0,ram,2017
Ben McAdoo,/coaches/McAdBe0.htm,/teams/nyg/2017.htm,away,201711120sfo,2017-11-12,McAdBe0,nyg,2017
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2017.htm,home,201711120sfo,2017-11-12,ShanKy0,sfo,2017
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2017.htm,away,201711120tam,2017-11-12,BowlTo0,nyj,2017
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2017.htm,home,201711120tam,2017-11-12,KoetDi0,tam,2017
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2017.htm,away,201711120was,2017-11-12,ZimmMi0,min,2017
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2017.htm,home,201711120was,2017-11-12,GrudJa0,was,2017
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2017.htm,away,201711130car,2017-11-13,GaseAd0,mia,2017
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2017.htm,home,201711130car,2017-11-13,RiveRo0,car,2017
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2017.htm,away,201711160pit,2017-11-16,MulaMi0,oti,2017
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2017.htm,home,201711160pit,2017-11-16,TomlMi0,pit,2017
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2017.htm,away,201711190chi,2017-11-19,CaldJi0,det,2017
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2017.htm,home,201711190chi,2017-11-19,FoxxJo0,chi,2017
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2017.htm,away,201711190cle,2017-11-19,MarrDo0,jax,2017
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2017.htm,home,201711190cle,2017-11-19,JackHu0,cle,2017
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2017.htm,away,201711190dal,2017-11-19,PedeDo0,phi,2017
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2017.htm,home,201711190dal,2017-11-19,GarrJa0,dal,2017
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2017.htm,away,201711190den,2017-11-19,LewiMa0,cin,2017
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2017.htm,home,201711190den,2017-11-19,JoseVa0,den,2017
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2017.htm,away,201711190gnb,2017-11-19,HarbJo0,rav,2017
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2017.htm,home,201711190gnb,2017-11-19,McCaMi0,gnb,2017
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2017.htm,away,201711190htx,2017-11-19,AriaBr0,crd,2017
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2017.htm,home,201711190htx,2017-11-19,OBriBi0,htx,2017
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2017.htm,away,201711190mia,2017-11-19,KoetDi0,tam,2017
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2017.htm,home,201711190mia,2017-11-19,GaseAd0,mia,2017
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2017.htm,away,201711190min,2017-11-19,McVaSe0,ram,2017
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2017.htm,home,201711190min,2017-11-19,ZimmMi0,min,2017
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2017.htm,away,201711190nor,2017-11-19,GrudJa0,was,2017
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2017.htm,home,201711190nor,2017-11-19,PaytSe0,nor,2017
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2017.htm,away,201711190nyg,2017-11-19,ReidAn0,kan,2017
Ben McAdoo,/coaches/McAdBe0.htm,/teams/nyg/2017.htm,home,201711190nyg,2017-11-19,McAdBe0,nyg,2017
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2017.htm,away,201711190rai,2017-11-19,BeliBi0,nwe,2017
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2017.htm,home,201711190rai,2017-11-19,DelRJa0,rai,2017
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2017.htm,away,201711190sdg,2017-11-19,McDeSe0,buf,2017
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2017.htm,home,201711190sdg,2017-11-19,LynnAn0,sdg,2017
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2017.htm,away,201711200sea,2017-11-20,QuinDa0,atl,2017
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2017.htm,home,201711200sea,2017-11-20,CarrPe0,sea,2017
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2017.htm,away,201711230dal,2017-11-23,LynnAn0,sdg,2017
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2017.htm,home,201711230dal,2017-11-23,GarrJa0,dal,2017
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2017.htm,away,201711230det,2017-11-23,ZimmMi0,min,2017
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2017.htm,home,201711230det,2017-11-23,CaldJi0,det,2017
Ben McAdoo,/coaches/McAdBe0.htm,/teams/nyg/2017.htm,away,201711230was,2017-11-23,McAdBe0,nyg,2017
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2017.htm,home,201711230was,2017-11-23,GrudJa0,was,2017
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2017.htm,away,201711260atl,2017-11-26,KoetDi0,tam,2017
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2017.htm,home,201711260atl,2017-11-26,QuinDa0,atl,2017
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2017.htm,away,201711260cin,2017-11-26,JackHu0,cle,2017
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2017.htm,home,201711260cin,2017-11-26,LewiMa0,cin,2017
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2017.htm,away,201711260clt,2017-11-26,MulaMi0,oti,2017
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2017.htm,home,201711260clt,2017-11-26,PagaCh0,clt,2017
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2017.htm,away,201711260crd,2017-11-26,MarrDo0,jax,2017
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2017.htm,home,201711260crd,2017-11-26,AriaBr0,crd,2017
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2017.htm,away,201711260kan,2017-11-26,McDeSe0,buf,2017
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2017.htm,home,201711260kan,2017-11-26,ReidAn0,kan,2017
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2017.htm,away,201711260nwe,2017-11-26,GaseAd0,mia,2017
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2017.htm,home,201711260nwe,2017-11-26,BeliBi0,nwe,2017
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2017.htm,away,201711260nyj,2017-11-26,RiveRo0,car,2017
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2017.htm,home,201711260nyj,2017-11-26,BowlTo0,nyj,2017
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2017.htm,away,201711260phi,2017-11-26,FoxxJo0,chi,2017
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2017.htm,home,201711260phi,2017-11-26,PedeDo0,phi,2017
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2017.htm,away,201711260pit,2017-11-26,McCaMi0,gnb,2017
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2017.htm,home,201711260pit,2017-11-26,TomlMi0,pit,2017
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2017.htm,away,201711260rai,2017-11-26,JoseVa0,den,2017
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2017.htm,home,201711260rai,2017-11-26,DelRJa0,rai,2017
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2017.htm,away,201711260ram,2017-11-26,PaytSe0,nor,2017
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2017.htm,home,201711260ram,2017-11-26,McVaSe0,ram,2017
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2017.htm,away,201711260sfo,2017-11-26,CarrPe0,sea,2017
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2017.htm,home,201711260sfo,2017-11-26,ShanKy0,sfo,2017
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2017.htm,away,201711270rav,2017-11-27,OBriBi0,htx,2017
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2017.htm,home,201711270rav,2017-11-27,HarbJo0,rav,2017
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2017.htm,away,201711300dal,2017-11-30,GrudJa0,was,2017
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2017.htm,home,201711300dal,2017-11-30,GarrJa0,dal,2017
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2017.htm,away,201712030atl,2017-12-03,ZimmMi0,min,2017
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2017.htm,home,201712030atl,2017-12-03,QuinDa0,atl,2017
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2017.htm,away,201712030buf,2017-12-03,BeliBi0,nwe,2017
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2017.htm,home,201712030buf,2017-12-03,McDeSe0,buf,2017
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2017.htm,away,201712030chi,2017-12-03,ShanKy0,sfo,2017
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2017.htm,home,201712030chi,2017-12-03,FoxxJo0,chi,2017
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2017.htm,away,201712030crd,2017-12-03,McVaSe0,ram,2017
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2017.htm,home,201712030crd,2017-12-03,AriaBr0,crd,2017
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2017.htm,away,201712030gnb,2017-12-03,KoetDi0,tam,2017
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2017.htm,home,201712030gnb,2017-12-03,McCaMi0,gnb,2017
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2017.htm,away,201712030jax,2017-12-03,PagaCh0,clt,2017
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2017.htm,home,201712030jax,2017-12-03,MarrDo0,jax,2017
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2017.htm,away,201712030mia,2017-12-03,JoseVa0,den,2017
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2017.htm,home,201712030mia,2017-12-03,GaseAd0,mia,2017
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2017.htm,away,201712030nor,2017-12-03,RiveRo0,car,2017
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2017.htm,home,201712030nor,2017-12-03,PaytSe0,nor,2017
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2017.htm,away,201712030nyj,2017-12-03,ReidAn0,kan,2017
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2017.htm,home,201712030nyj,2017-12-03,BowlTo0,nyj,2017
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2017.htm,away,201712030oti,2017-12-03,OBriBi0,htx,2017
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2017.htm,home,201712030oti,2017-12-03,MulaMi0,oti,2017
Ben McAdoo,/coaches/McAdBe0.htm,/teams/nyg/2017.htm,away,201712030rai,2017-12-03,McAdBe0,nyg,2017
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2017.htm,home,201712030rai,2017-12-03,DelRJa0,rai,2017
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2017.htm,away,201712030rav,2017-12-03,CaldJi0,det,2017
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2017.htm,home,201712030rav,2017-12-03,HarbJo0,rav,2017
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2017.htm,away,201712030sdg,2017-12-03,JackHu0,cle,2017
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2017.htm,home,201712030sdg,2017-12-03,LynnAn0,sdg,2017
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2017.htm,away,201712030sea,2017-12-03,PedeDo0,phi,2017
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2017.htm,home,201712030sea,2017-12-03,CarrPe0,sea,2017
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2017.htm,away,201712040cin,2017-12-04,TomlMi0,pit,2017
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2017.htm,home,201712040cin,2017-12-04,LewiMa0,cin,2017
