coach_name,coach_link,team_link,home_away,boxscore_id,date,coach_id,team_id,season
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2015.htm,home,201511160cin,2015-11-16,LewiMa0,cin,2015
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2015.htm,away,201511190jax,2015-11-19,MulaMi0,oti,2015
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2015.htm,home,201511190jax,2015-11-19,BradGu0,jax,2015
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2015.htm,away,201511220atl,2015-11-22,PagaCh0,clt,2015
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2015.htm,home,201511220atl,2015-11-22,QuinDa0,atl,2015
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2015.htm,away,201511220car,2015-11-22,GrudJa0,was,2015
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2015.htm,home,201511220car,2015-11-22,RiveRo0,car,2015
Gary Kubiak,/coaches/KubiGa0.htm,/teams/den/2015.htm,away,201511220chi,2015-11-22,KubiGa0,den,2015
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2015.htm,home,201511220chi,2015-11-22,FoxxJo0,chi,2015
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2015.htm,away,201511220crd,2015-11-22,LewiMa0,cin,2015
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2015.htm,home,201511220crd,2015-11-22,AriaBr0,crd,2015
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2015.htm,away,201511220det,2015-11-22,DelRJa0,rai,2015
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2015.htm,home,201511220det,2015-11-22,CaldJi0,det,2015
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2015.htm,away,201511220htx,2015-11-22,BowlTo0,nyj,2015
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2015.htm,home,201511220htx,2015-11-22,OBriBi0,htx,2015
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2015.htm,away,201511220mia,2015-11-22,GarrJa0,dal,2015
Dan Campbell,/coaches/CampDa1.htm,/teams/mia/2015.htm,home,201511220mia,2015-11-22,CampDa1,mia,2015
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2015.htm,away,201511220min,2015-11-22,McCaMi0,gnb,2015
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2015.htm,home,201511220min,2015-11-22,ZimmMi0,min,2015
Lovie Smith,/coaches/SmitLo0.htm,/teams/tam/2015.htm,away,201511220phi,2015-11-22,SmitLo0,tam,2015
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2015.htm,home,201511220phi,2015-11-22,KellCh0,phi,2015
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2015.htm,away,201511220rav,2015-11-22,FishJe0,ram,2015
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2015.htm,home,201511220rav,2015-11-22,HarbJo0,rav,2015
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2015.htm,away,201511220sdg,2015-11-22,ReidAn0,kan,2015
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2015.htm,home,201511220sdg,2015-11-22,McCoMi1,sdg,2015
Jim Tomsula,/coaches/TomsJi0.htm,/teams/sfo/2015.htm,away,201511220sea,2015-11-22,TomsJi0,sfo,2015
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2015.htm,home,201511220sea,2015-11-22,CarrPe0,sea,2015
Rex Ryan,/coaches/RyanRe0.htm,/teams/buf/2015.htm,away,201511230nwe,2015-11-23,RyanRe0,buf,2015
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2015.htm,home,201511230nwe,2015-11-23,BeliBi0,nwe,2015
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2015.htm,away,201511260dal,2015-11-26,RiveRo0,car,2015
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2015.htm,home,201511260dal,2015-11-26,GarrJa0,dal,2015
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2015.htm,away,201511260det,2015-11-26,KellCh0,phi,2015
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2015.htm,home,201511260det,2015-11-26,CaldJi0,det,2015
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2015.htm,away,201511260gnb,2015-11-26,FoxxJo0,chi,2015
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2015.htm,home,201511260gnb,2015-11-26,McCaMi0,gnb,2015
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2015.htm,away,201511290atl,2015-11-29,ZimmMi0,min,2015
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2015.htm,home,201511290atl,2015-11-29,QuinDa0,atl,2015
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2015.htm,away,201511290cin,2015-11-29,FishJe0,ram,2015
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2015.htm,home,201511290cin,2015-11-29,LewiMa0,cin,2015
Lovie Smith,/coaches/SmitLo0.htm,/teams/tam/2015.htm,away,201511290clt,2015-11-29,SmitLo0,tam,2015
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2015.htm,home,201511290clt,2015-11-29,PagaCh0,clt,2015
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2015.htm,away,201511290den,2015-11-29,BeliBi0,nwe,2015
Gary Kubiak,/coaches/KubiGa0.htm,/teams/den/2015.htm,home,201511290den,2015-11-29,KubiGa0,den,2015
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2015.htm,away,201511290htx,2015-11-29,PaytSe0,nor,2015
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2015.htm,home,201511290htx,2015-11-29,OBriBi0,htx,2015
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2015.htm,away,201511290jax,2015-11-29,McCoMi1,sdg,2015
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2015.htm,home,201511290jax,2015-11-29,BradGu0,jax,2015
Rex Ryan,/coaches/RyanRe0.htm,/teams/buf/2015.htm,away,201511290kan,2015-11-29,RyanRe0,buf,2015
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2015.htm,home,201511290kan,2015-11-29,ReidAn0,kan,2015
Dan Campbell,/coaches/CampDa1.htm,/teams/mia/2015.htm,away,201511290nyj,2015-11-29,CampDa1,mia,2015
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2015.htm,home,201511290nyj,2015-11-29,BowlTo0,nyj,2015
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2015.htm,away,201511290oti,2015-11-29,DelRJa0,rai,2015
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2015.htm,home,201511290oti,2015-11-29,MulaMi0,oti,2015
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2015.htm,away,201511290sea,2015-11-29,TomlMi0,pit,2015
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2015.htm,home,201511290sea,2015-11-29,CarrPe0,sea,2015
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2015.htm,away,201511290sfo,2015-11-29,AriaBr0,crd,2015
Jim Tomsula,/coaches/TomsJi0.htm,/teams/sfo/2015.htm,home,201511290sfo,2015-11-29,TomsJi0,sfo,2015
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2015.htm,away,201511290was,2015-11-29,CougTo0,nyg,2015
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2015.htm,home,201511290was,2015-11-29,GrudJa0,was,2015
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2015.htm,away,201511300cle,2015-11-30,HarbJo0,rav,2015
Mike Pettine,/coaches/PettMi0.htm,/teams/cle/2015.htm,home,201511300cle,2015-11-30,PettMi0,cle,2015
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2015.htm,away,201512030det,2015-12-03,McCaMi0,gnb,2015
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2015.htm,home,201512030det,2015-12-03,CaldJi0,det,2015
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2015.htm,away,201512060buf,2015-12-06,OBriBi0,htx,2015
Rex Ryan,/coaches/RyanRe0.htm,/teams/buf/2015.htm,home,201512060buf,2015-12-06,RyanRe0,buf,2015
Jim Tomsula,/coaches/TomsJi0.htm,/teams/sfo/2015.htm,away,201512060chi,2015-12-06,TomsJi0,sfo,2015
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2015.htm,home,201512060chi,2015-12-06,FoxxJo0,chi,2015
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2015.htm,away,201512060cle,2015-12-06,LewiMa0,cin,2015
Mike Pettine,/coaches/PettMi0.htm,/teams/cle/2015.htm,home,201512060cle,2015-12-06,PettMi0,cle,2015
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2015.htm,away,201512060mia,2015-12-06,HarbJo0,rav,2015
Dan Campbell,/coaches/CampDa1.htm,/teams/mia/2015.htm,home,201512060mia,2015-12-06,CampDa1,mia,2015
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2015.htm,away,201512060min,2015-12-06,CarrPe0,sea,2015
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2015.htm,home,201512060min,2015-12-06,ZimmMi0,min,2015
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2015.htm,away,201512060nor,2015-12-06,RiveRo0,car,2015
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2015.htm,home,201512060nor,2015-12-06,PaytSe0,nor,2015
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2015.htm,away,201512060nwe,2015-12-06,KellCh0,phi,2015
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2015.htm,home,201512060nwe,2015-12-06,BeliBi0,nwe,2015
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2015.htm,away,201512060nyg,2015-12-06,BowlTo0,nyj,2015
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2015.htm,home,201512060nyg,2015-12-06,CougTo0,nyg,2015
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2015.htm,away,201512060oti,2015-12-06,BradGu0,jax,2015
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2015.htm,home,201512060oti,2015-12-06,MulaMi0,oti,2015
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2015.htm,away,201512060pit,2015-12-06,PagaCh0,clt,2015
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2015.htm,home,201512060pit,2015-12-06,TomlMi0,pit,2015
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2015.htm,away,201512060rai,2015-12-06,ReidAn0,kan,2015
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2015.htm,home,201512060rai,2015-12-06,DelRJa0,rai,2015
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2015.htm,away,201512060ram,2015-12-06,AriaBr0,crd,2015
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2015.htm,home,201512060ram,2015-12-06,FishJe0,ram,2015
Gary Kubiak,/coaches/KubiGa0.htm,/teams/den/2015.htm,away,201512060sdg,2015-12-06,KubiGa0,den,2015
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2015.htm,home,201512060sdg,2015-12-06,McCoMi1,sdg,2015
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2015.htm,away,201512060tam,2015-12-06,QuinDa0,atl,2015
Lovie Smith,/coaches/SmitLo0.htm,/teams/tam/2015.htm,home,201512060tam,2015-12-06,SmitLo0,tam,2015
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2015.htm,away,201512070was,2015-12-07,GarrJa0,dal,2015
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2015.htm,home,201512070was,2015-12-07,GrudJa0,was,2015
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2015.htm,away,201512100crd,2015-12-10,ZimmMi0,min,2015
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2015.htm,home,201512100crd,2015-12-10,AriaBr0,crd,2015
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2015.htm,away,201512130car,2015-12-13,QuinDa0,atl,2015
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2015.htm,home,201512130car,2015-12-13,RiveRo0,car,2015
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2015.htm,away,201512130chi,2015-12-13,GrudJa0,was,2015
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2015.htm,home,201512130chi,2015-12-13,FoxxJo0,chi,2015
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2015.htm,away,201512130cin,2015-12-13,TomlMi0,pit,2015
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2015.htm,home,201512130cin,2015-12-13,LewiMa0,cin,2015
Jim Tomsula,/coaches/TomsJi0.htm,/teams/sfo/2015.htm,away,201512130cle,2015-12-13,TomsJi0,sfo,2015
Mike Pettine,/coaches/PettMi0.htm,/teams/cle/2015.htm,home,201512130cle,2015-12-13,PettMi0,cle,2015
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2015.htm,away,201512130den,2015-12-13,DelRJa0,rai,2015
Gary Kubiak,/coaches/KubiGa0.htm,/teams/den/2015.htm,home,201512130den,2015-12-13,KubiGa0,den,2015
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2015.htm,away,201512130gnb,2015-12-13,GarrJa0,dal,2015
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2015.htm,home,201512130gnb,2015-12-13,McCaMi0,gnb,2015
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2015.htm,away,201512130htx,2015-12-13,BeliBi0,nwe,2015
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2015.htm,home,201512130htx,2015-12-13,OBriBi0,htx,2015
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2015.htm,away,201512130jax,2015-12-13,PagaCh0,clt,2015
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2015.htm,home,201512130jax,2015-12-13,BradGu0,jax,2015
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2015.htm,away,201512130kan,2015-12-13,McCoMi1,sdg,2015
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2015.htm,home,201512130kan,2015-12-13,ReidAn0,kan,2015
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2015.htm,away,201512130nyj,2015-12-13,MulaMi0,oti,2015
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2015.htm,home,201512130nyj,2015-12-13,BowlTo0,nyj,2015
Rex Ryan,/coaches/RyanRe0.htm,/teams/buf/2015.htm,away,201512130phi,2015-12-13,RyanRe0,buf,2015
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2015.htm,home,201512130phi,2015-12-13,KellCh0,phi,2015
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2015.htm,away,201512130ram,2015-12-13,CaldJi0,det,2015
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2015.htm,home,201512130ram,2015-12-13,FishJe0,ram,2015
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2015.htm,away,201512130rav,2015-12-13,CarrPe0,sea,2015
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2015.htm,home,201512130rav,2015-12-13,HarbJo0,rav,2015
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2015.htm,away,201512130tam,2015-12-13,PaytSe0,nor,2015
Lovie Smith,/coaches/SmitLo0.htm,/teams/tam/2015.htm,home,201512130tam,2015-12-13,SmitLo0,tam,2015
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2015.htm,away,201512140mia,2015-12-14,CougTo0,nyg,2015
Dan Campbell,/coaches/CampDa1.htm,/teams/mia/2015.htm,home,201512140mia,2015-12-14,CampDa1,mia,2015
Lovie Smith,/coaches/SmitLo0.htm,/teams/tam/2015.htm,away,201512170ram,2015-12-17,SmitLo0,tam,2015
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2015.htm,home,201512170ram,2015-12-17,FishJe0,ram,2015
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2015.htm,away,201512190dal,2015-12-19,BowlTo0,nyj,2015
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2015.htm,home,201512190dal,2015-12-19,GarrJa0,dal,2015
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2015.htm,away,201512200clt,2015-12-20,OBriBi0,htx,2015
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2015.htm,home,201512200clt,2015-12-20,PagaCh0,clt,2015
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2015.htm,away,201512200jax,2015-12-20,QuinDa0,atl,2015
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2015.htm,home,201512200jax,2015-12-20,BradGu0,jax,2015
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2015.htm,away,201512200min,2015-12-20,FoxxJo0,chi,2015
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2015.htm,home,201512200min,2015-12-20,ZimmMi0,min,2015
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2015.htm,away,201512200nwe,2015-12-20,MulaMi0,oti,2015
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2015.htm,home,201512200nwe,2015-12-20,BeliBi0,nwe,2015
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2015.htm,away,201512200nyg,2015-12-20,RiveRo0,car,2015
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2015.htm,home,201512200nyg,2015-12-20,CougTo0,nyg,2015
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2015.htm,away,201512200phi,2015-12-20,AriaBr0,crd,2015
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2015.htm,home,201512200phi,2015-12-20,KellCh0,phi,2015
Gary Kubiak,/coaches/KubiGa0.htm,/teams/den/2015.htm,away,201512200pit,2015-12-20,KubiGa0,den,2015
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2015.htm,home,201512200pit,2015-12-20,TomlMi0,pit,2015
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2015.htm,away,201512200rai,2015-12-20,McCaMi0,gnb,2015
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2015.htm,home,201512200rai,2015-12-20,DelRJa0,rai,2015
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2015.htm,away,201512200rav,2015-12-20,ReidAn0,kan,2015
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2015.htm,home,201512200rav,2015-12-20,HarbJo0,rav,2015
Dan Campbell,/coaches/CampDa1.htm,/teams/mia/2015.htm,away,201512200sdg,2015-12-20,CampDa1,mia,2015
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2015.htm,home,201512200sdg,2015-12-20,McCoMi1,sdg,2015
Mike Pettine,/coaches/PettMi0.htm,/teams/cle/2015.htm,away,201512200sea,2015-12-20,PettMi0,cle,2015
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2015.htm,home,201512200sea,2015-12-20,CarrPe0,sea,2015
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2015.htm,away,201512200sfo,2015-12-20,LewiMa0,cin,2015
Jim Tomsula,/coaches/TomsJi0.htm,/teams/sfo/2015.htm,home,201512200sfo,2015-12-20,TomsJi0,sfo,2015
Rex Ryan,/coaches/RyanRe0.htm,/teams/buf/2015.htm,away,201512200was,2015-12-20,RyanRe0,buf,2015
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2015.htm,home,201512200was,2015-12-20,GrudJa0,was,2015
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2015.htm,away,201512210nor,2015-12-21,CaldJi0,det,2015
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2015.htm,home,201512210nor,2015-12-21,PaytSe0,nor,2015
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2015.htm,away,201512240rai,2015-12-24,McCoMi1,sdg,2015
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2015.htm,home,201512240rai,2015-12-24,DelRJa0,rai,2015
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2015.htm,away,201512260phi,2015-12-26,GrudJa0,was,2015
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2015.htm,home,201512260phi,2015-12-26,KellCh0,phi,2015
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2015.htm,away,201512270atl,2015-12-27,RiveRo0,car,2015
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2015.htm,home,201512270atl,2015-12-27,QuinDa0,atl,2015
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2015.htm,away,201512270buf,2015-12-27,GarrJa0,dal,2015
Rex Ryan,/coaches/RyanRe0.htm,/teams/buf/2015.htm,home,201512270buf,2015-12-27,RyanRe0,buf,2015
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2015.htm,away,201512270crd,2015-12-27,McCaMi0,gnb,2015
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2015.htm,home,201512270crd,2015-12-27,AriaBr0,crd,2015
Jim Tomsula,/coaches/TomsJi0.htm,/teams/sfo/2015.htm,away,201512270det,2015-12-27,TomsJi0,sfo,2015
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2015.htm,home,201512270det,2015-12-27,CaldJi0,det,2015
Mike Pettine,/coaches/PettMi0.htm,/teams/cle/2015.htm,away,201512270kan,2015-12-27,PettMi0,cle,2015
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2015.htm,home,201512270kan,2015-12-27,ReidAn0,kan,2015
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2015.htm,away,201512270mia,2015-12-27,PagaCh0,clt,2015
Dan Campbell,/coaches/CampDa1.htm,/teams/mia/2015.htm,home,201512270mia,2015-12-27,CampDa1,mia,2015
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2015.htm,away,201512270min,2015-12-27,CougTo0,nyg,2015
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2015.htm,home,201512270min,2015-12-27,ZimmMi0,min,2015
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2015.htm,away,201512270nor,2015-12-27,BradGu0,jax,2015
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2015.htm,home,201512270nor,2015-12-27,PaytSe0,nor,2015
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2015.htm,away,201512270nyj,2015-12-27,BeliBi0,nwe,2015
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2015.htm,home,201512270nyj,2015-12-27,BowlTo0,nyj,2015
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2015.htm,away,201512270oti,2015-12-27,OBriBi0,htx,2015
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2015.htm,home,201512270oti,2015-12-27,MulaMi0,oti,2015
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2015.htm,away,201512270rav,2015-12-27,TomlMi0,pit,2015
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2015.htm,home,201512270rav,2015-12-27,HarbJo0,rav,2015
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2015.htm,away,201512270sea,2015-12-27,FishJe0,ram,2015
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2015.htm,home,201512270sea,2015-12-27,CarrPe0,sea,2015
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2015.htm,away,201512270tam,2015-12-27,FoxxJo0,chi,2015
Lovie Smith,/coaches/SmitLo0.htm,/teams/tam/2015.htm,home,201512270tam,2015-12-27,SmitLo0,tam,2015
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2015.htm,away,201512280den,2015-12-28,LewiMa0,cin,2015
Gary Kubiak,/coaches/KubiGa0.htm,/teams/den/2015.htm,home,201512280den,2015-12-28,KubiGa0,den,2015
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2015.htm,away,201601030atl,2016-01-03,PaytSe0,nor,2015
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2015.htm,home,201601030atl,2016-01-03,QuinDa0,atl,2015
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2015.htm,away,201601030buf,2016-01-03,BowlTo0,nyj,2015
Rex Ryan,/coaches/RyanRe0.htm,/teams/buf/2015.htm,home,201601030buf,2016-01-03,RyanRe0,buf,2015
Lovie Smith,/coaches/SmitLo0.htm,/teams/tam/2015.htm,away,201601030car,2016-01-03,SmitLo0,tam,2015
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2015.htm,home,201601030car,2016-01-03,RiveRo0,car,2015
Jim Caldwell,/coaches/CaldJi0.htm,/teams/det/2015.htm,away,201601030chi,2016-01-03,CaldJi0,det,2015
John Fox,/coaches/FoxxJo0.htm,/teams/chi/2015.htm,home,201601030chi,2016-01-03,FoxxJo0,chi,2015
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2015.htm,away,201601030cin,2016-01-03,HarbJo0,rav,2015
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2015.htm,home,201601030cin,2016-01-03,LewiMa0,cin,2015
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2015.htm,away,201601030cle,2016-01-03,TomlMi0,pit,2015
Mike Pettine,/coaches/PettMi0.htm,/teams/cle/2015.htm,home,201601030cle,2016-01-03,PettMi0,cle,2015
Mike Mularkey,/coaches/MulaMi0.htm,/teams/oti/2015.htm,away,201601030clt,2016-01-03,MulaMi0,oti,2015
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2015.htm,home,201601030clt,2016-01-03,PagaCh0,clt,2015
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2015.htm,away,201601030crd,2016-01-03,CarrPe0,sea,2015
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2015.htm,home,201601030crd,2016-01-03,AriaBr0,crd,2015
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2015.htm,away,201601030dal,2016-01-03,GrudJa0,was,2015
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2015.htm,home,201601030dal,2016-01-03,GarrJa0,dal,2015
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2015.htm,away,201601030den,2016-01-03,McCoMi1,sdg,2015
Gary Kubiak,/coaches/KubiGa0.htm,/teams/den/2015.htm,home,201601030den,2016-01-03,KubiGa0,den,2015
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2015.htm,away,201601030gnb,2016-01-03,ZimmMi0,min,2015
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2015.htm,home,201601030gnb,2016-01-03,McCaMi0,gnb,2015
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2015.htm,away,201601030htx,2016-01-03,BradGu0,jax,2015
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2015.htm,home,201601030htx,2016-01-03,OBriBi0,htx,2015
Jack Del Rio,/coaches/DelRJa0.htm,/teams/rai/2015.htm,away,201601030kan,2016-01-03,DelRJa0,rai,2015
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2015.htm,home,201601030kan,2016-01-03,ReidAn0,kan,2015
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2015.htm,away,201601030mia,2016-01-03,BeliBi0,nwe,2015
Dan Campbell,/coaches/CampDa1.htm,/teams/mia/2015.htm,home,201601030mia,2016-01-03,CampDa1,mia,2015
