coach_name,coach_id,team_id,season,boxscore_id,event_date,week,home_team_id,opp_team_id,rating
Jason Garrett,GarrJa0,dal,2019,201911240nwe,2019-11-24,12,dal,nwe,78.3229569589658
Adam Gase,GaseAd0,nyj,2019,201911240nyj,2019-11-24,12,nyj,rai,-4.769165078994192
Jon Gruden,GrudJo0,rai,2019,201911240nyj,2019-11-24,12,rai,nyj,32.03912770236301
John Harbaugh,HarbJo0,rav,2019,201911250ram,2019-11-25,12,rav,ram,95.89158084862387
Freddie Kitchens,KitcFr0,cle,2019,201911240cle,2019-11-24,12,cle,mia,62.11797619047616
Matt LaFleur,LaFlMa0,gnb,2019,201911240sfo,2019-11-24,12,gnb,sfo,41.77309523809525
Doug Marrone,MarrDo0,jax,2019,201911240oti,2019-11-24,12,jax,oti,87.64392318599982
Sean McDermott,McDeSe0,buf,2019,201911240buf,2019-11-24,12,buf,den,56.790850308731116
Sean McVay,McVaSe0,ram,2019,201911250ram,2019-11-25,12,ram,rav,115.8646382420245
Matt Nagy,NagyMa0,chi,2019,201911240chi,2019-11-24,12,chi,nyg,78.61891369838732
Bill O'Brien,OBriBi0,htx,2019,201911210htx,2019-11-21,12,htx,clt,73.63696339396509
Matt Patricia,PatrMa0,det,2019,201911240was,2019-11-24,12,det,was,47.133509615384575
Sean Payton,PaytSe0,nor,2019,201911240nor,2019-11-24,12,nor,car,113.938733974359
Doug Pederson,PedeDo0,phi,2019,201911240phi,2019-11-24,12,phi,sea,86.14406394557818
Dan Quinn,QuinDa0,atl,2019,201911240atl,2019-11-24,12,atl,tam,93.92584577262956
Frank Reich,ReicFr0,clt,2019,201911210htx,2019-11-21,12,clt,htx,102.86374675324672
Ron Rivera,RiveRo0,car,2019,201911240nor,2019-11-24,12,car,nor,84.035074720435
Kyle Shanahan,ShanKy0,sfo,2019,201911240sfo,2019-11-24,12,sfo,gnb,104.06251945222527
Pat Shurmur,ShurPa0,nyg,2019,201911240chi,2019-11-24,12,nyg,chi,28.20811594202904
Zac Taylor,TaylZa0,cin,2019,201911240cin,2019-11-24,12,cin,pit,-65.81107142857147
Mike Tomlin,TomlMi0,pit,2019,201911240cin,2019-11-24,12,pit,cin,110.06069931980534
Mike Vrabel,VrabMi0,oti,2019,201911240oti,2019-11-24,12,oti,jax,38.793292124542134
Bruce Arians,AriaBr0,tam,2019,201912010jax,2019-12-01,13,tam,jax,89.10528821515135
Bill Belichick,BeliBi0,nwe,2019,201912010htx,2019-12-01,13,nwe,htx,120.51634219679826
Bill Callahan,CallBi0,was,2019,201912010car,2019-12-01,13,was,car,-52.37416666666671
Pete Carroll,CarrPe0,sea,2019,201912020sea,2019-12-02,13,sea,min,117.22519657547825
Vic Fangio,FangVi0,den,2019,201912010den,2019-12-01,13,den,sdg,44.65303030303029
Brian Flores,FlorBr0,mia,2019,201912010mia,2019-12-01,13,mia,phi,-87.9141515151515
Jason Garrett,GarrJa0,dal,2019,201911280dal,2019-11-28,13,dal,buf,78.51661751890016
Adam Gase,GaseAd0,nyj,2019,201912010cin,2019-12-01,13,nyj,cin,0.21971124620062454
Jon Gruden,GrudJo0,rai,2019,201912010kan,2019-12-01,13,rai,kan,24.7974366471735
John Harbaugh,HarbJo0,rav,2019,201912010rav,2019-12-01,13,rav,sfo,98.4031988636363
Kliff Kingsbury,KingKl0,crd,2019,201912010crd,2019-12-01,13,crd,ram,-12.854727272727274
Freddie Kitchens,KitcFr0,cle,2019,201912010pit,2019-12-01,13,cle,pit,81.23105519480525
Matt LaFleur,LaFlMa0,gnb,2019,201912010nyg,2019-12-01,13,gnb,nyg,28.803246753246743
Anthony Lynn,LynnAn0,sdg,2019,201912010den,2019-12-01,13,sdg,den,106.53116519109398
Doug Marrone,MarrDo0,jax,2019,201912010jax,2019-12-01,13,jax,tam,85.88854144632462
Sean McDermott,McDeSe0,buf,2019,201911280dal,2019-11-28,13,buf,dal,64.12636837121217
Sean McVay,McVaSe0,ram,2019,201912010crd,2019-12-01,13,ram,crd,108.27539425691896
Matt Nagy,NagyMa0,chi,2019,201911280det,2019-11-28,13,chi,det,81.78302173913042
Bill O'Brien,OBriBi0,htx,2019,201912010htx,2019-12-01,13,htx,nwe,74.6235616836932
Matt Patricia,PatrMa0,det,2019,201911280det,2019-11-28,13,det,chi,52.92623093681906
Sean Payton,PaytSe0,nor,2019,201911280atl,2019-11-28,13,nor,atl,114.13137355280406
Doug Pederson,PedeDo0,phi,2019,201912010mia,2019-12-01,13,phi,mia,85.73618443627451
Dan Quinn,QuinDa0,atl,2019,201911280atl,2019-11-28,13,atl,nor,92.11828581871345
Frank Reich,ReicFr0,clt,2019,201912010clt,2019-12-01,13,clt,oti,98.14478900409935
Andy Reid,ReidAn0,kan,2019,201912010kan,2019-12-01,13,kan,rai,67.4723345432547
Ron Rivera,RiveRo0,car,2019,201912010car,2019-12-01,13,car,was,83.29491111815688
Kyle Shanahan,ShanKy0,sfo,2019,201912010rav,2019-12-01,13,sfo,rav,107.0741679695133
Pat Shurmur,ShurPa0,nyg,2019,201912010nyg,2019-12-01,13,nyg,gnb,26.026199874686732
Zac Taylor,TaylZa0,cin,2019,201912010cin,2019-12-01,13,cin,nyj,-63.04516414141412
Mike Tomlin,TomlMi0,pit,2019,201912010pit,2019-12-01,13,pit,cle,110.5870415857058
Mike Vrabel,VrabMi0,oti,2019,201912010clt,2019-12-01,13,oti,clt,44.29780501089322
Mike Zimmer,ZimmMi0,min,2019,201912020sea,2019-12-02,13,min,sea,84.690571272306
Bruce Arians,AriaBr0,tam,2019,201912080tam,2019-12-08,14,tam,clt,89.85233353409936
Bill Belichick,BeliBi0,nwe,2019,201912080nwe,2019-12-08,14,nwe,kan,121.48002503291397
Bill Callahan,CallBi0,was,2019,201912080gnb,2019-12-08,14,was,gnb,-22.282499999999985
Pete Carroll,CarrPe0,sea,2019,201912080ram,2019-12-08,14,sea,ram,117.65882578373815
Vic Fangio,FangVi0,den,2019,201912080htx,2019-12-08,14,den,htx,34.69566666666665
Perry Fewell,FewePe0,car,2019,201912080atl,2019-12-08,14,car,atl,50.0
Brian Flores,FlorBr0,mia,2019,201912080nyj,2019-12-08,14,mia,nyj,-72.41228354978362
Jason Garrett,GarrJa0,dal,2019,201912050chi,2019-12-05,14,dal,chi,78.97814922092954
Adam Gase,GaseAd0,nyj,2019,201912080nyj,2019-12-08,14,nyj,mia,0.9033314647798534
Jon Gruden,GrudJo0,rai,2019,201912080rai,2019-12-08,14,rai,oti,27.72522619047625
John Harbaugh,HarbJo0,rav,2019,201912080buf,2019-12-08,14,rav,buf,97.73025600804058
Kliff Kingsbury,KingKl0,crd,2019,201912080crd,2019-12-08,14,crd,pit,-38.199166666666684
Freddie Kitchens,KitcFr0,cle,2019,201912080cle,2019-12-08,14,cle,cin,75.83777777777777
Matt LaFleur,LaFlMa0,gnb,2019,201912080gnb,2019-12-08,14,gnb,was,32.24270833333332
Anthony Lynn,LynnAn0,sdg,2019,201912080jax,2019-12-08,14,sdg,jax,108.63929420535138
Doug Marrone,MarrDo0,jax,2019,201912080jax,2019-12-08,14,jax,sdg,84.53283339022585
Sean McDermott,McDeSe0,buf,2019,201912080buf,2019-12-08,14,buf,rav,62.868484848484876
Sean McVay,McVaSe0,ram,2019,201912080ram,2019-12-08,14,ram,sea,115.43971978021975
Matt Nagy,NagyMa0,chi,2019,201912050chi,2019-12-05,14,chi,dal,83.35454228243016
Bill O'Brien,OBriBi0,htx,2019,201912080htx,2019-12-08,14,htx,den,72.75000719696972
Matt Patricia,PatrMa0,det,2019,201912080min,2019-12-08,14,det,min,51.409404761904796
Sean Payton,PaytSe0,nor,2019,201912080nor,2019-12-08,14,nor,sfo,113.11553495872036
Doug Pederson,PedeDo0,phi,2019,201912090phi,2019-12-09,14,phi,nyg,84.96959464555057
Dan Quinn,QuinDa0,atl,2019,201912080atl,2019-12-08,14,atl,car,92.662216374269
Frank Reich,ReicFr0,clt,2019,201912080tam,2019-12-08,14,clt,tam,100.03586151368754
Andy Reid,ReidAn0,kan,2019,201912080nwe,2019-12-08,14,kan,nwe,67.10713290513831
Kyle Shanahan,ShanKy0,sfo,2019,201912080nor,2019-12-08,14,sfo,nor,107.10331258396774
Pat Shurmur,ShurPa0,nyg,2019,201912090phi,2019-12-09,14,nyg,phi,27.24685989110703
Zac Taylor,TaylZa0,cin,2019,201912080cle,2019-12-08,14,cin,cle,-50.52319444444444
Mike Tomlin,TomlMi0,pit,2019,201912080crd,2019-12-08,14,pit,crd,110.63162162546182
Mike Vrabel,VrabMi0,oti,2019,201912080rai,2019-12-08,14,oti,rai,41.94707211870246
Mike Zimmer,ZimmMi0,min,2019,201912080min,2019-12-08,14,min,det,83.4193908489172
Bruce Arians,AriaBr0,tam,2019,201912150det,2019-12-15,15,tam,det,92.13592206790125
Bill Belichick,BeliBi0,nwe,2019,201912150cin,2019-12-15,15,nwe,cin,120.42828885824599
Bill Callahan,CallBi0,was,2019,201912150was,2019-12-15,15,was,phi,-21.633714285714277
Pete Carroll,CarrPe0,sea,2019,201912150car,2019-12-15,15,sea,car,115.86385831707994
Vic Fangio,FangVi0,den,2019,201912150kan,2019-12-15,15,den,kan,36.40553946053945
Perry Fewell,FewePe0,car,2019,201912150car,2019-12-15,15,car,sea,-64.63000000000001
Brian Flores,FlorBr0,mia,2019,201912150nyg,2019-12-15,15,mia,nyg,-62.43759615384617
Jason Garrett,GarrJa0,dal,2019,201912150dal,2019-12-15,15,dal,ram,79.03377349624058
Adam Gase,GaseAd0,nyj,2019,201912120rav,2019-12-12,15,nyj,rav,2.2106350806450976
Jon Gruden,GrudJo0,rai,2019,201912150rai,2019-12-15,15,rai,jax,21.46078515253658
John Harbaugh,HarbJo0,rav,2019,201912120rav,2019-12-12,15,rav,nyj,97.94656288044166
Kliff Kingsbury,KingKl0,crd,2019,201912150crd,2019-12-15,15,crd,cle,-33.727582417582425
Freddie Kitchens,KitcFr0,cle,2019,201912150crd,2019-12-15,15,cle,crd,66.30505982905983
Matt LaFleur,LaFlMa0,gnb,2019,201912150gnb,2019-12-15,15,gnb,chi,41.30857264957268
Anthony Lynn,LynnAn0,sdg,2019,201912150sdg,2019-12-15,15,sdg,min,114.22741477272724
Doug Marrone,MarrDo0,jax,2019,201912150rai,2019-12-15,15,jax,rai,80.51621941853058
Sean McDermott,McDeSe0,buf,2019,201912150pit,2019-12-15,15,buf,pit,61.75947204968944
Sean McVay,McVaSe0,ram,2019,201912150dal,2019-12-15,15,ram,dal,117.85246513605435
Matt Nagy,NagyMa0,chi,2019,201912150gnb,2019-12-15,15,chi,gnb,82.24011363636356
Bill O'Brien,OBriBi0,htx,2019,201912150oti,2019-12-15,15,htx,oti,72.79609247394855
Matt Patricia,PatrMa0,det,2019,201912150det,2019-12-15,15,det,tam,47.25281609195403
Sean Payton,PaytSe0,nor,2019,201912160nor,2019-12-16,15,nor,clt,112.27980885418614
Doug Pederson,PedeDo0,phi,2019,201912150was,2019-12-15,15,phi,was,87.39525349650353
Dan Quinn,QuinDa0,atl,2019,201912150sfo,2019-12-15,15,atl,sfo,94.01003868797311
Frank Reich,ReicFr0,clt,2019,201912160nor,2019-12-16,15,clt,nor,91.266154953917
Andy Reid,ReidAn0,kan,2019,201912150kan,2019-12-15,15,kan,den,67.7684020551048
Kyle Shanahan,ShanKy0,sfo,2019,201912150sfo,2019-12-15,15,sfo,atl,107.35894444444448
Pat Shurmur,ShurPa0,nyg,2019,201912150nyg,2019-12-15,15,nyg,mia,22.677383333333335
Zac Taylor,TaylZa0,cin,2019,201912150cin,2019-12-15,15,cin,nwe,-32.7549102564102
Mike Tomlin,TomlMi0,pit,2019,201912150pit,2019-12-15,15,pit,buf,110.64968429725852
Mike Vrabel,VrabMi0,oti,2019,201912150oti,2019-12-15,15,oti,htx,50.39225461282521
Mike Zimmer,ZimmMi0,min,2019,201912150sdg,2019-12-15,15,min,sdg,84.69594471500714
Bruce Arians,AriaBr0,tam,2019,201912210tam,2019-12-21,16,tam,htx,94.19502263873439
Bill Belichick,BeliBi0,nwe,2019,201912210nwe,2019-12-21,16,nwe,buf,119.97081763581762
Bill Callahan,CallBi0,was,2019,201912220was,2019-12-22,16,was,nyg,-20.362361111111085
Pete Carroll,CarrPe0,sea,2019,201912220sea,2019-12-22,16,sea,crd,115.61720629111147
Vic Fangio,FangVi0,den,2019,201912220den,2019-12-22,16,den,det,24.587678571428576
Perry Fewell,FewePe0,car,2019,201912220clt,2019-12-22,16,car,clt,-7.252500000000026
Brian Flores,FlorBr0,mia,2019,201912220mia,2019-12-22,16,mia,cin,-56.15816239316237
Jason Garrett,GarrJa0,dal,2019,201912220phi,2019-12-22,16,dal,phi,80.75923817191935
Adam Gase,GaseAd0,nyj,2019,201912220nyj,2019-12-22,16,nyj,pit,0.9195124716552954
Jon Gruden,GrudJo0,rai,2019,201912220sdg,2019-12-22,16,rai,sdg,26.407681704260625
John Harbaugh,HarbJo0,rav,2019,201912220cle,2019-12-22,16,rav,cle,98.93747376481355
Kliff Kingsbury,KingKl0,crd,2019,201912220sea,2019-12-22,16,crd,sea,-21.88901785714293
Freddie Kitchens,KitcFr0,cle,2019,201912220cle,2019-12-22,16,cle,rav,61.64848051948047
Matt LaFleur,LaFlMa0,gnb,2019,201912230min,2019-12-23,16,gnb,min,34.59192857142865
Anthony Lynn,LynnAn0,sdg,2019,201912220sdg,2019-12-22,16,sdg,rai,112.66257639419402
Doug Marrone,MarrDo0,jax,2019,201912220atl,2019-12-22,16,jax,atl,79.10121060277979
Sean McDermott,McDeSe0,buf,2019,201912210nwe,2019-12-21,16,buf,nwe,62.368616392411795
Sean McVay,McVaSe0,ram,2019,201912210sfo,2019-12-21,16,ram,sfo,112.64567905405404
Matt Nagy,NagyMa0,chi,2019,201912220chi,2019-12-22,16,chi,kan,85.61715462833095
Bill O'Brien,OBriBi0,htx,2019,201912210tam,2019-12-21,16,htx,tam,72.17076571710395
Matt Patricia,PatrMa0,det,2019,201912220den,2019-12-22,16,det,den,40.473407894736816
Sean Payton,PaytSe0,nor,2019,201912220oti,2019-12-22,16,nor,oti,114.05168666528068
Doug Pederson,PedeDo0,phi,2019,201912220phi,2019-12-22,16,phi,dal,88.24842720360468
Dan Quinn,QuinDa0,atl,2019,201912220atl,2019-12-22,16,atl,jax,93.4974296945652
Frank Reich,ReicFr0,clt,2019,201912220clt,2019-12-22,16,clt,car,82.61151785714283
Andy Reid,ReidAn0,kan,2019,201912220chi,2019-12-22,16,kan,chi,69.41231517094015
Kyle Shanahan,ShanKy0,sfo,2019,201912210sfo,2019-12-21,16,sfo,ram,106.87099257041056
Pat Shurmur,ShurPa0,nyg,2019,201912220was,2019-12-22,16,nyg,was,25.570660522273393
Zac Taylor,TaylZa0,cin,2019,201912220mia,2019-12-22,16,cin,mia,-25.38774891774888
Mike Tomlin,TomlMi0,pit,2019,201912220nyj,2019-12-22,16,pit,nyj,109.8004493906893
Mike Vrabel,VrabMi0,oti,2019,201912220oti,2019-12-22,16,oti,nor,52.842966666666676
Mike Zimmer,ZimmMi0,min,2019,201912230min,2019-12-23,16,min,gnb,84.83567168987531
Bruce Arians,AriaBr0,tam,2019,201912290tam,2019-12-29,17,tam,atl,96.03322953701182
Bill Belichick,BeliBi0,nwe,2019,201912290nwe,2019-12-29,17,nwe,mia,120.78571855563501
Bill Callahan,CallBi0,was,2019,201912290dal,2019-12-29,17,was,dal,-31.244583333333324
Pete Carroll,CarrPe0,sea,2019,201912290sea,2019-12-29,17,sea,sfo,113.51922428289691
Vic Fangio,FangVi0,den,2019,201912290den,2019-12-29,17,den,rai,37.69958333333331
Perry Fewell,FewePe0,car,2019,201912290car,2019-12-29,17,car,nor,-6.0616666666667385
Brian Flores,FlorBr0,mia,2019,201912290nwe,2019-12-29,17,mia,nwe,-42.4803809523809
Jason Garrett,GarrJa0,dal,2019,201912290dal,2019-12-29,17,dal,was,79.4890106428267
Adam Gase,GaseAd0,nyj,2019,201912290buf,2019-12-29,17,nyj,buf,1.9998874999999714
Jon Gruden,GrudJo0,rai,2019,201912290den,2019-12-29,17,rai,den,30.56445589780896
John Harbaugh,HarbJo0,rav,2019,201912290rav,2019-12-29,17,rav,pit,100.94729129521185
Kliff Kingsbury,KingKl0,crd,2019,201912290ram,2019-12-29,17,crd,ram,-2.1857638888888857
Freddie Kitchens,KitcFr0,cle,2019,201912290cin,2019-12-29,17,cle,cin,44.562386363636385
Matt LaFleur,LaFlMa0,gnb,2019,201912290det,2019-12-29,17,gnb,det,54.3042424242424
Anthony Lynn,LynnAn0,sdg,2019,201912290kan,2019-12-29,17,sdg,kan,109.94271925133685
Doug Marrone,MarrDo0,jax,2019,201912290jax,2019-12-29,17,jax,clt,76.04063988095237
Sean McDermott,McDeSe0,buf,2019,201912290buf,2019-12-29,17,buf,nyj,59.14144875478922
Sean McVay,McVaSe0,ram,2019,201912290ram,2019-12-29,17,ram,crd,112.9019148480958
Matt Nagy,NagyMa0,chi,2019,201912290min,2019-12-29,17,chi,min,80.52975543478257
Bill O'Brien,OBriBi0,htx,2019,201912290htx,2019-12-29,17,htx,oti,70.0643890831391
Matt Patricia,PatrMa0,det,2019,201912290det,2019-12-29,17,det,gnb,35.31840789473682
Sean Payton,PaytSe0,nor,2019,201912290car,2019-12-29,17,nor,car,113.58211216070123
Doug Pederson,PedeDo0,phi,2019,201912290nyg,2019-12-29,17,phi,nyg,89.86922565462247
Dan Quinn,QuinDa0,atl,2019,201912290tam,2019-12-29,17,atl,tam,96.12143546365911
Frank Reich,ReicFr0,clt,2019,201912290jax,2019-12-29,17,clt,jax,84.25587447753394
Andy Reid,ReidAn0,kan,2019,201912290kan,2019-12-29,17,kan,sdg,70.57339006591339
Kyle Shanahan,ShanKy0,sfo,2019,201912290sea,2019-12-29,17,sfo,sea,104.72614746640534
Pat Shurmur,ShurPa0,nyg,2019,201912290nyg,2019-12-29,17,nyg,phi,33.070610119047615
Zac Taylor,TaylZa0,cin,2019,201912290cin,2019-12-29,17,cin,cle,-24.004749999999916
Mike Tomlin,TomlMi0,pit,2019,201912290rav,2019-12-29,17,pit,rav,109.39928772760408
Mike Vrabel,VrabMi0,oti,2019,201912290htx,2019-12-29,17,oti,htx,53.55806881720434
Mike Zimmer,ZimmMi0,min,2019,201912290min,2019-12-29,17,min,chi,81.9594950595622
Bill Belichick,BeliBi0,nwe,2019,202001040nwe,2020-01-04,100,nwe,oti,120.01842159257046
Pete Carroll,CarrPe0,sea,2019,202001050phi,2020-01-05,100,sea,phi,112.7143429021159
Sean McDermott,McDeSe0,buf,2019,202001040htx,2020-01-04,100,buf,htx,59.95224738003312
Bill O'Brien,OBriBi0,htx,2019,202001040htx,2020-01-04,100,htx,buf,68.15138319088327
Sean Payton,PaytSe0,nor,2019,202001050nor,2020-01-05,100,nor,min,113.91256655712324
Doug Pederson,PedeDo0,phi,2019,202001050phi,2020-01-05,100,phi,sea,89.89458517910859
Mike Vrabel,VrabMi0,oti,2019,202001040nwe,2020-01-04,100,oti,nwe,59.82540064102561
Mike Zimmer,ZimmMi0,min,2019,202001050nor,2020-01-05,100,min,nor,81.35355072463767
Pete Carroll,CarrPe0,sea,2019,202001120gnb,2020-01-12,101,sea,gnb,113.17365315650889
John Harbaugh,HarbJo0,rav,2019,202001110rav,2020-01-11,101,rav,oti,102.03096947373497
Matt LaFleur,LaFlMa0,gnb,2019,202001120gnb,2020-01-12,101,gnb,sea,63.4509523809524
Bill O'Brien,OBriBi0,htx,2019,202001120kan,2020-01-12,101,htx,kan,67.52075403727464
Andy Reid,ReidAn0,kan,2019,202001120kan,2020-01-12,101,kan,htx,70.3233007323056
Kyle Shanahan,ShanKy0,sfo,2019,202001110sfo,2020-01-11,101,sfo,min,104.96974232456131
Mike Vrabel,VrabMi0,oti,2019,202001110rav,2020-01-11,101,oti,rav,59.18565656565651
Mike Zimmer,ZimmMi0,min,2019,202001110sfo,2020-01-11,101,min,sfo,81.69414712153524
Matt LaFleur,LaFlMa0,gnb,2019,202001190sfo,2020-01-19,102,gnb,sfo,61.92264355742302
Andy Reid,ReidAn0,kan,2019,202001190kan,2020-01-19,102,kan,oti,70.40690902859377
Kyle Shanahan,ShanKy0,sfo,2019,202001190sfo,2020-01-19,102,sfo,gnb,107.93098615670044
Mike Vrabel,VrabMi0,oti,2019,202001190kan,2020-01-19,102,oti,kan,52.927982238349855
Andy Reid,ReidAn0,kan,2019,202002020kan,2020-02-02,103,kan,sfo,71.36899236192716
Kyle Shanahan,ShanKy0,sfo,2019,202002020kan,2020-02-02,103,sfo,kan,107.33793288084468
Bruce Arians,AriaBr0,tam,2020,202009130nor,2020-09-13,1,tam,nor,95.15834935064929
Bill Belichick,BeliBi0,nwe,2020,202009130nwe,2020-09-13,1,nwe,mia,119.81994512735336
Pete Carroll,CarrPe0,sea,2020,202009130atl,2020-09-13,1,sea,atl,112.9952144468314
Vic Fangio,FangVi0,den,2020,202009140den,2020-09-14,1,den,oti,24.524973290598275
Brian Flores,FlorBr0,mia,2020,202009130nwe,2020-09-13,1,mia,nwe,-32.91781655844156
Adam Gase,GaseAd0,nyj,2020,202009130buf,2020-09-13,1,nyj,buf,2.5479014580190267
Jon Gruden,GrudJo0,rai,2020,202009130car,2020-09-13,1,rai,car,39.20481818181817
John Harbaugh,HarbJo0,rav,2020,202009130rav,2020-09-13,1,rav,cle,103.64903754894095
Joe Judge,JudgJo0,nyg,2020,202009140nyg,2020-09-14,1,nyg,pit,50.0
Kliff Kingsbury,KingKl0,crd,2020,202009130sfo,2020-09-13,1,crd,sfo,-0.18993055555556992
Matt LaFleur,LaFlMa0,gnb,2020,202009130min,2020-09-13,1,gnb,min,61.36763888888886
Anthony Lynn,LynnAn0,sdg,2020,202009130cin,2020-09-13,1,sdg,cin,109.57742717086848
Doug Marrone,MarrDo0,jax,2020,202009130jax,2020-09-13,1,jax,clt,77.07796556843891
Mike McCarthy,McCaMi0,dal,2020,202009130ram,2020-09-13,1,dal,ram,72.79376264436476
Sean McDermott,McDeSe0,buf,2020,202009130buf,2020-09-13,1,buf,nyj,61.4212903225806
Sean McVay,McVaSe0,ram,2020,202009130ram,2020-09-13,1,ram,dal,112.86894736842102
Matt Nagy,NagyMa0,chi,2020,202009130det,2020-09-13,1,chi,det,81.48550984848484
Bill O'Brien,OBriBi0,htx,2020,202009100kan,2020-09-10,1,htx,kan,67.42062793822346
Matt Patricia,PatrMa0,det,2020,202009130det,2020-09-13,1,det,chi,32.18362499999998
Sean Payton,PaytSe0,nor,2020,202009130nor,2020-09-13,1,nor,tam,113.12938375350141
Doug Pederson,PedeDo0,phi,2020,202009130was,2020-09-13,1,phi,was,88.0399164420485
Dan Quinn,QuinDa0,atl,2020,202009130atl,2020-09-13,1,atl,sea,96.45613099790506
Frank Reich,ReicFr0,clt,2020,202009130jax,2020-09-13,1,clt,jax,80.8061352941177
Andy Reid,ReidAn0,kan,2020,202009100kan,2020-09-10,1,kan,htx,71.81572991362594
Matt Rhule,RhulMa0,car,2020,202009130car,2020-09-13,1,car,rai,50.0
Ron Rivera,RiveRo0,was,2020,202009130was,2020-09-13,1,was,phi,82.35296532091095
Kyle Shanahan,ShanKy0,sfo,2020,202009130sfo,2020-09-13,1,sfo,crd,105.36602310924371
Kevin Stefanski,StefKe0,cle,2020,202009130rav,2020-09-13,1,cle,rav,50.0
Zac Taylor,TaylZa0,cin,2020,202009130cin,2020-09-13,1,cin,sdg,-14.518688811188781
Mike Tomlin,TomlMi0,pit,2020,202009140nyg,2020-09-14,1,pit,nyg,107.68853821088574
Mike Vrabel,VrabMi0,oti,2020,202009140den,2020-09-14,1,oti,den,49.824788961038934
Mike Zimmer,ZimmMi0,min,2020,202009130min,2020-09-13,1,min,gnb,79.7023305162952
Bruce Arians,AriaBr0,tam,2020,202009200tam,2020-09-20,2,tam,car,95.17752694235588
Bill Belichick,BeliBi0,nwe,2020,202009200sea,2020-09-20,2,nwe,sea,120.19686468646861
Pete Carroll,CarrPe0,sea,2020,202009200sea,2020-09-20,2,sea,nwe,111.73627012607275
Vic Fangio,FangVi0,den,2020,202009200pit,2020-09-20,2,den,pit,23.444927637721733
Brian Flores,FlorBr0,mia,2020,202009200mia,2020-09-20,2,mia,buf,-32.9920735294118
Adam Gase,GaseAd0,nyj,2020,202009200nyj,2020-09-20,2,nyj,sfo,1.0035381828317327
Jon Gruden,GrudJo0,rai,2020,202009210rai,2020-09-21,2,rai,nor,39.69004545454543
John Harbaugh,HarbJo0,rav,2020,202009200htx,2020-09-20,2,rav,htx,104.25520109801994
Joe Judge,JudgJo0,nyg,2020,202009200chi,2020-09-20,2,nyg,chi,-1.2350000000000065
Kliff Kingsbury,KingKl0,crd,2020,202009200crd,2020-09-20,2,crd,was,6.62776797385623
Matt LaFleur,LaFlMa0,gnb,2020,202009200gnb,2020-09-20,2,gnb,det,69.648947368421
Anthony Lynn,LynnAn0,sdg,2020,202009200sdg,2020-09-20,2,sdg,kan,110.1917232277526
Doug Marrone,MarrDo0,jax,2020,202009200oti,2020-09-20,2,jax,oti,74.60984257602857
Mike McCarthy,McCaMi0,dal,2020,202009200dal,2020-09-20,2,dal,atl,72.13702785286392
Sean McDermott,McDeSe0,buf,2020,202009200mia,2020-09-20,2,buf,mia,64.8947794117647
Sean McVay,McVaSe0,ram,2020,202009200phi,2020-09-20,2,ram,phi,112.54903483309148
Matt Nagy,NagyMa0,chi,2020,202009200chi,2020-09-20,2,chi,nyg,79.31570041478125
Bill O'Brien,OBriBi0,htx,2020,202009200htx,2020-09-20,2,htx,rav,67.14434752080444
Matt Patricia,PatrMa0,det,2020,202009200gnb,2020-09-20,2,det,gnb,35.09807575757568
Sean Payton,PaytSe0,nor,2020,202009210rai,2020-09-21,2,nor,rai,112.50601960784311
Doug Pederson,PedeDo0,phi,2020,202009200phi,2020-09-20,2,phi,ram,87.97352269170577
Dan Quinn,QuinDa0,atl,2020,202009200dal,2020-09-20,2,atl,dal,97.43651934969014
Frank Reich,ReicFr0,clt,2020,202009200clt,2020-09-20,2,clt,min,86.19078021978027
Andy Reid,ReidAn0,kan,2020,202009200sdg,2020-09-20,2,kan,sdg,71.986830150493
Matt Rhule,RhulMa0,car,2020,202009200tam,2020-09-20,2,car,tam,81.05000000000001
Ron Rivera,RiveRo0,was,2020,202009200crd,2020-09-20,2,was,crd,82.0928200391562
Kyle Shanahan,ShanKy0,sfo,2020,202009200nyj,2020-09-20,2,sfo,nyj,103.7342457264957
Kevin Stefanski,StefKe0,cle,2020,202009170cle,2020-09-17,2,cle,cin,-38.78000000000003
Zac Taylor,TaylZa0,cin,2020,202009170cle,2020-09-17,2,cin,cle,-13.848945760122291
Mike Tomlin,TomlMi0,pit,2020,202009200pit,2020-09-20,2,pit,den,107.91124853801165
Mike Vrabel,VrabMi0,oti,2020,202009200oti,2020-09-20,2,oti,jax,52.03555729710901
Mike Zimmer,ZimmMi0,min,2020,202009200clt,2020-09-20,2,min,clt,78.06175431960907
Bruce Arians,AriaBr0,tam,2020,202009270den,2020-09-27,3,tam,den,94.16122732189189
Bill Belichick,BeliBi0,nwe,2020,202009270nwe,2020-09-27,3,nwe,rai,120.04388606742339
Pete Carroll,CarrPe0,sea,2020,202009270sea,2020-09-27,3,sea,dal,111.12501090091015
Vic Fangio,FangVi0,den,2020,202009270den,2020-09-27,3,den,tam,20.810277777777774
Brian Flores,FlorBr0,mia,2020,202009240jax,2020-09-24,3,mia,jax,-33.56118803418798
Adam Gase,GaseAd0,nyj,2020,202009270clt,2020-09-27,3,nyj,clt,0.508902123995405
Jon Gruden,GrudJo0,rai,2020,202009270nwe,2020-09-27,3,rai,nwe,39.506693459992725
John Harbaugh,HarbJo0,rav,2020,202009280rav,2020-09-28,3,rav,kan,104.96761005303328
