date,player_id,player_name,team,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,kick_ret_long,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,punt_ret_long
2022-12-24,SimsSt00,Steven Sims,PIT,0,0,,0,0,1,9,9.0,0,9
2022-12-24,SnelBe00,Benny Snell Jr.,PIT,1,15,15.0,0,15,0,0,,0,0
2022-12-25,CobbRa00,Randall Cobb,GNB,0,0,,0,0,1,2,2.0,0,2
2022-12-25,DoubRo00,Romeo Doubs,GNB,2,39,19.5,0,21,0,0,,0,0
2022-12-25,NixoKe00,Keisean Nixon,GNB,2,113,56.5,0,93,0,0,,0,0
2022-12-25,DeguJo00,Josiah Deguara,GNB,1,0,0.0,0,0,0,0,,0,0
2022-12-25,MostRa00,Raheem Mostert,MIA,6,114,19.0,0,27,0,0,,0,0
2022-12-25,IngoAl01,Alec Ingold,MIA,1,8,8.0,0,8,0,0,,0,0
2022-12-25,WashMo00,Montrell Washington,DEN,1,29,29.0,0,29,0,0,,0,0
2022-12-25,PoweBr00,Brandon Powell,LAR,0,0,,0,0,1,12,12.0,0,12
2022-12-25,HigbTy00,Tyler Higbee,LAR,1,7,7.0,0,7,0,0,,0,0
2022-12-25,ThomDe07,Deven Thompkins,TAM,3,68,22.7,0,33,1,14,14.0,0,14
2022-12-25,CoopPh00,Pharoh Cooper,ARI,1,17,17.0,0,17,5,71,14.2,0,28
2022-12-26,CartDe02,DeAndre Carter,LAC,0,0,,0,0,3,25,8.3,0,16
2022-12-26,FlowDa00,Dallis Flowers,IND,3,84,28.0,0,31,0,0,,0,0
2022-12-29,TurpKa00,KaVontae Turpin,DAL,0,0,,0,0,3,29,9.7,0,13
2022-12-29,ChesJu00,Julius Chestnut,TEN,1,25,25.0,0,25,0,0,,0,0
2023-01-01,CoopPh00,Pharoh Cooper,ARI,1,25,25.0,0,25,1,14,14.0,0,14
2023-01-01,WillAv02,Avery Williams,ATL,1,23,23.0,0,23,0,0,,0,0
2023-01-01,RobeAn00,Andre Roberts,CAR,0,0,,0,0,2,6,3.0,0,6
2023-01-01,BlacRa00,Raheem Blackshear,CAR,1,36,36.0,0,36,0,0,,0,0
2023-01-01,PettDa00,Dante Pettis,CHI,0,0,,0,0,1,10,10.0,0,10
2023-01-01,JoneVe00,Velus Jones Jr.,CHI,1,63,63.0,0,63,0,0,,0,0
2023-01-01,RaymKa00,Kalif Raymond,DET,0,0,,0,0,3,16,5.3,0,10
2023-01-01,DardJa00,Jaelon Darden,CLE,0,0,,0,0,1,10,10.0,0,10
2023-01-01,FordJe00,Jerome Ford,CLE,1,23,23.0,0,23,0,0,,0,0
2023-01-01,MilnDa00,Dax Milne,WAS,0,0,,0,0,1,15,15.0,0,15
2023-01-01,PattJa01,Jaret Patterson,WAS,3,70,23.3,0,26,0,0,,0,0
2023-01-01,FlowDa00,Dallis Flowers,IND,3,100,33.3,0,36,0,0,,0,0
2023-01-01,KaliNi00,Nikola Kalinic,IND,1,15,15.0,0,15,0,0,,0,0
2023-01-01,BrigGa00,Gary Brightwell,NYG,2,40,20.0,0,23,0,0,,0,0
2023-01-01,HintKe00,Kendall Hinton,DEN,0,0,,0,0,3,37,12.3,0,17
2023-01-01,MackMa00,Marlon Mack,DEN,1,20,20.0,0,20,0,0,,0,0
2023-01-01,ToneKa00,Kadarius Toney,KAN,0,0,,0,0,2,14,7.0,0,7
2023-01-01,AgneJa00,Jamal Agnew,JAX,1,20,20.0,0,20,4,36,9.0,0,18
2023-01-01,KingDe01,Desmond King,HOU,0,0,,0,0,1,16,16.0,0,16
2023-01-01,SmitTr04,Tremon Smith,HOU,4,99,24.8,0,31,0,0,,0,0
2023-01-01,WilsCe01,Cedrick Wilson Jr.,MIA,0,0,,0,0,3,13,4.3,0,10
2023-01-01,MostRa00,Raheem Mostert,MIA,3,79,26.3,0,31,0,0,,0,0
2023-01-01,BryaMy01,Myles Bryant,NWE,0,0,,0,0,2,10,5.0,0,8
2023-01-01,StroPi00,Pierre Strong,NWE,1,21,21.0,0,21,0,0,,0,0
2023-01-01,ShahRa00,Rashid Shaheed,NOR,1,27,27.0,0,27,3,18,6.0,0,9
2023-01-01,CoveBr00,Britain Covey,PHI,0,0,,0,0,1,7,7.0,0,7
2023-01-01,ScotBo02,Boston Scott,PHI,1,15,15.0,0,15,0,0,,0,0
2023-01-01,BerrBr00,Braxton Berrios,NYJ,2,51,25.5,0,26,2,8,4.0,0,5
2023-01-01,DallDe00,DeeJay Dallas,SEA,0,0,,0,0,2,8,4.0,0,8
2023-01-01,IgweGo00,Godwin Igwebuike,SEA,1,24,24.0,0,24,0,0,,0,0
2023-01-01,McClRa00,Ray-Ray McCloud,SFO,2,48,24.0,0,26,0,0,,0,0
2023-01-01,ReagJa00,Jalen Reagor,MIN,0,0,,0,0,1,0,0.0,0,0
2023-01-01,NwanKe00,Kene Nwangwu,MIN,5,141,28.2,0,39,0,0,,0,0
2023-01-01,NixoKe00,Keisean Nixon,GNB,1,105,105.0,1,105,1,10,10.0,0,10
2023-01-01,CobbRa00,Randall Cobb,GNB,0,0,,0,0,1,15,15.0,0,15
2023-01-01,CartDe02,DeAndre Carter,LAC,0,0,,0,0,3,26,8.7,0,11
2023-01-01,SimsSt00,Steven Sims,PIT,1,29,29.0,0,29,0,0,,0,0
2023-01-01,ProcJa00,James Proche,BAL,0,0,,0,0,1,2,2.0,0,2
2023-01-01,HillJu00,Justice Hill,BAL,2,83,41.5,0,56,0,0,,0,0
2023-01-07,ToneKa00,Kadarius Toney,KAN,0,0,,0,0,1,5,5.0,0,5
2023-01-07,RenfHu00,Hunter Renfrow,LVR,0,0,,0,0,2,8,4.0,0,8
2023-01-07,AbduAm00,Ameer Abdullah,LVR,1,25,25.0,0,25,0,0,,0,0
2023-01-07,WoodRo02,Robert Woods,TEN,0,0,,0,0,1,2,2.0,0,2
2023-01-07,ChesJu00,Julius Chestnut,TEN,2,46,23.0,0,24,0,0,,0,0
2023-01-07,WardJo00,Jonathan Ward,TEN,1,25,25.0,0,25,0,0,,0,0
2023-01-07,AgneJa00,Jamal Agnew,JAX,4,125,31.3,0,54,2,33,16.5,0,22
2023-01-08,JoneMa06,Marcus Jones,NWE,4,82,20.5,0,36,3,25,8.3,0,13
2023-01-08,HineNy00,Nyheim Hines,BUF,4,235,58.8,2,101,1,6,6.0,0,6
2023-01-08,JoneTa00,Taiwan Jones,BUF,0,0,,0,0,1,0,0.0,0,0
2023-01-08,ProcJa00,James Proche,BAL,0,0,,0,0,1,8,8.0,0,8
2023-01-08,HillJu00,Justice Hill,BAL,2,51,25.5,0,30,0,0,,0,0
2023-01-08,TaylTr02,Trent Taylor,CIN,0,0,,0,0,2,12,6.0,0,9
2023-01-08,WillTr06,Trayveon Williams,CIN,2,48,24.0,0,29,0,0,,0,0
2023-01-08,ThomDe07,Deven Thompkins,TAM,1,24,24.0,0,24,1,12,12.0,0,12
2023-01-08,WillAv02,Avery Williams,ATL,1,17,17.0,0,17,0,0,,0,0
2023-01-08,RobeAn00,Andre Roberts,CAR,0,0,,0,0,1,2,2.0,0,2
2023-01-08,BlacRa00,Raheem Blackshear,CAR,1,18,18.0,0,18,0,0,,0,0
2023-01-08,ReagJa00,Jalen Reagor,MIN,0,0,,0,0,1,4,4.0,0,4
2023-01-08,PettDa00,Dante Pettis,CHI,0,0,,0,0,1,-2,-2.0,0,-2
2023-01-08,JoneVe00,Velus Jones Jr.,CHI,4,82,20.5,0,25,0,0,,0,0
2023-01-08,DardJa00,Jaelon Darden,CLE,0,0,,0,0,1,5,5.0,0,5
2023-01-08,FordJe00,Jerome Ford,CLE,5,93,18.6,0,35,0,0,,0,0
2023-01-08,SimsSt00,Steven Sims,PIT,0,0,,0,0,3,20,6.7,0,12
2023-01-08,KingDe01,Desmond King,HOU,0,0,,0,0,1,16,16.0,0,16
2023-01-08,SmitTr04,Tremon Smith,HOU,1,19,19.0,0,19,0,0,,0,0
2023-01-08,CoutKe00,Keke Coutee,IND,0,0,,0,0,2,13,6.5,0,13
2023-01-08,FlowDa00,Dallis Flowers,IND,4,88,22.0,0,25,0,0,,0,0
2023-01-08,BerrBr00,Braxton Berrios,NYJ,0,0,,0,0,2,29,14.5,0,20
2023-01-08,CoopPh00,Pharoh Cooper,ARI,4,93,23.3,0,33,2,17,8.5,0,10
2023-01-08,McClRa00,Ray-Ray McCloud,SFO,1,33,33.0,0,33,2,22,11.0,0,14
2023-01-08,TurpKa00,KaVontae Turpin,DAL,2,51,25.5,0,29,4,13,3.3,0,7
2023-01-08,MilnDa00,Dax Milne,WAS,0,0,,0,0,7,55,7.9,0,16
2023-01-08,PattJa01,Jaret Patterson,WAS,1,27,27.0,0,27,0,0,,0,0
2023-01-08,CartDe02,DeAndre Carter,LAC,0,0,,0,0,2,37,18.5,0,28
2023-01-08,JohnBr23,Brandon Johnson,DEN,0,0,,0,0,1,0,0.0,0,0
2023-01-08,SwaiFr00,Freddie Swain,DEN,0,0,,0,0,1,0,0.0,0,0
2023-01-08,BrigGa00,Gary Brightwell,NYG,2,64,32.0,0,40,0,0,,0,0
2023-01-08,CoveBr00,Britain Covey,PHI,0,0,,0,0,2,30,15.0,0,16
2023-01-08,PoweBr00,Brandon Powell,LAR,1,17,17.0,0,17,3,22,7.3,0,9
2023-01-08,DallDe00,DeeJay Dallas,SEA,0,0,,0,0,2,24,12.0,0,20
2023-01-08,IgweGo00,Godwin Igwebuike,SEA,1,29,29.0,0,29,0,0,,0,0
2023-01-08,JackJu01,Justin Jackson,DET,2,48,24.0,0,25,0,0,,0,0
2023-01-08,ZylsSh00,Shane Zylstra,DET,2,46,23.0,0,26,0,0,,0,0
2023-01-08,NixoKe00,Keisean Nixon,GNB,4,79,19.8,0,30,4,38,9.5,0,16
2023-01-14,DallDe00,DeeJay Dallas,SEA,0,0,,0,0,1,0,0.0,0,0
2023-01-14,IgweGo00,Godwin Igwebuike,SEA,6,150,25.0,0,37,0,0,,0,0
2023-01-14,ParkCo02,Colby Parkinson,SEA,1,14,14.0,0,14,0,0,,0,0
2023-01-14,McClRa00,Ray-Ray McCloud,SFO,0,0,,0,0,1,16,16.0,0,16
2023-01-14,BandMi00,Michael Bandy,LAC,3,51,17.0,0,20,0,0,,0,0
2023-01-14,CampTe00,Tevaughn Campbell,JAX,0,0,,0,0,1,4,4.0,0,4
2023-01-14,ClayCh02,Chris Claybrooks,JAX,0,0,,0,0,1,0,0.0,0,0
2023-01-14,AgneJa00,Jamal Agnew,JAX,4,134,33.5,0,52,0,0,,0,0
2023-01-14,ManhCh00,Chris Manhertz,JAX,1,6,6.0,0,6,0,0,,0,0
2023-01-15,WilsCe01,Cedrick Wilson Jr.,MIA,0,0,,0,0,2,53,26.5,0,50
2023-01-15,CracRi00,River Cracraft,MIA,1,23,23.0,0,23,0,0,,0,0
2023-01-15,HineNy00,Nyheim Hines,BUF,2,56,28.0,0,30,3,17,5.7,0,11
2023-01-15,JameRi00,Richie James,NYG,0,0,,0,0,2,17,8.5,0,10
2023-01-15,BrigGa00,Gary Brightwell,NYG,1,19,19.0,0,19,0,0,,0,0
2023-01-15,ReagJa00,Jalen Reagor,MIN,0,0,,0,0,1,0,0.0,0,0
2023-01-15,NwanKe00,Kene Nwangwu,MIN,1,24,24.0,0,24,0,0,,0,0
2023-01-15,ProcJa00,James Proche,BAL,0,0,,0,0,2,26,13.0,0,16
2023-01-15,HillJu00,Justice Hill,BAL,3,65,21.7,0,29,0,0,,0,0
2023-01-15,TaylTr02,Trent Taylor,CIN,1,16,16.0,0,16,2,9,4.5,0,5
2023-01-15,WillTr06,Trayveon Williams,CIN,1,26,26.0,0,26,0,0,,0,0
2023-01-16,TurpKa00,KaVontae Turpin,DAL,1,35,35.0,0,35,2,7,3.5,0,7
2023-01-16,ThomDe07,Deven Thompkins,TAM,3,58,19.3,0,24,3,34,11.3,0,14
2023-01-21,AgneJa00,Jamal Agnew,JAX,3,131,43.7,0,63,3,23,7.7,0,9
2023-01-21,ToneKa00,Kadarius Toney,KAN,0,0,,0,0,3,23,7.7,0,11
2023-01-21,JameRi00,Richie James,NYG,0,0,,0,0,1,-3,-3.0,0,-3
2023-01-21,BrigGa00,Gary Brightwell,NYG,5,130,26.0,0,30,0,0,,0,0
2023-01-22,TaylTr02,Trent Taylor,CIN,0,0,,0,0,2,25,12.5,0,14
2023-01-22,WillTr06,Trayveon Williams,CIN,1,21,21.0,0,21,0,0,,0,0
2023-01-22,HineNy00,Nyheim Hines,BUF,4,90,22.5,0,24,0,0,,0,0
2023-01-22,TurpKa00,KaVontae Turpin,DAL,4,120,30.0,0,44,0,0,,0,0
2023-01-22,McClRa00,Ray-Ray McCloud,SFO,1,53,53.0,0,53,2,17,8.5,0,13
2023-01-29,McClRa00,Ray-Ray McCloud,SFO,1,42,42.0,0,42,2,17,8.5,0,9
2023-01-29,SamuDe00,Deebo Samuel,SFO,2,65,32.5,0,37,0,0,,0,0
2023-01-29,ScotBo02,Boston Scott,PHI,1,29,29.0,0,29,0,0,,0,0
2023-01-29,TaylTr02,Trent Taylor,CIN,0,2,,0,0,1,5,5.0,0,5
2023-01-29,WillTr06,Trayveon Williams,CIN,2,46,23.0,0,29,0,0,,0,0
2023-01-29,IrwiTr00,Trenton Irwin,CIN,1,8,8.0,0,8,0,0,,0,0
2023-01-29,MoorSk01,Skyy Moore,KAN,1,18,18.0,0,18,2,29,14.5,0,29
2023-01-29,ToneKa00,Kadarius Toney,KAN,0,0,,0,0,1,12,12.0,0,12
2023-01-29,PachIs00,Isiah Pacheco,KAN,2,45,22.5,0,23,0,0,,0,0
2023-02-12,ToneKa00,Kadarius Toney,KAN,0,0,,0,0,2,77,38.5,0,65
2023-02-12,CoveBr00,Britain Covey,PHI,0,0,,0,0,2,35,17.5,0,27
2023-02-12,GainKe00,Kenneth Gainwell,PHI,1,11,11.0,0,11,0,0,,0,0
2023-09-07,RaymKa00,Kalif Raymond,DET,0,0,,0,0,1,16,16.0,0,16
2023-09-07,JameRi00,Richie James,KAN,0,0,,0,0,3,16,5.3,0,9
2023-09-10,SmitIh00,Ihmir Smith-Marsette,CAR,0,0,,0,0,3,14,4.7,0,13
2023-09-10,AlfoDe00,DeAundre Alford,ATL,0,0,,0,0,1,0,0.0,0,0
2023-09-10,MillSc01,Scott Miller,ATL,0,0,,0,0,1,4,4.0,0,4
2023-09-10,JoneCh11,Charlie Jones,CIN,0,0,,0,0,3,24,8.0,0,15
2023-09-10,EvanCh02,Chris Evans,CIN,2,45,22.5,0,27,0,0,,0,0
2023-09-10,PeopDo00,Donovan Peoples-Jones,CLE,0,0,,0,0,3,15,5.0,0,6
2023-09-10,AgneJa00,Jamal Agnew,JAX,1,20,20.0,0,20,2,58,29.0,0,48
2023-09-10,McKeIs00,Isaiah McKenzie,IND,0,0,,0,0,2,20,10.0,0,16
2023-09-10,FlowDa00,Dallis Flowers,IND,1,19,19.0,0,19,0,0,,0,0
2023-09-10,DortGr01,Greg Dortch,ARI,0,0,,0,0,4,24,6.0,0,13
2023-09-10,CrowJa00,Jamison Crowder,WAS,0,0,,0,0,3,10,3.3,0,5
2023-09-10,GibsAn00,Antonio Gibson,WAS,1,21,21.0,0,21,0,0,,0,0
2023-09-10,DellNa00,Tank Dell,HOU,0,0,,0,0,1,14,14.0,0,14
2023-09-10,WoodRo02,Robert Woods,HOU,0,0,,0,0,1,10,10.0,0,10
2023-09-10,DuveDe00,Devin Duvernay,BAL,1,18,18.0,0,18,0,0,,0,0
2023-09-10,ThomDe07,Deven Thompkins,TAM,1,23,23.0,0,23,4,29,7.3,0,16
2023-09-10,PoweBr00,Brandon Powell,MIN,0,0,,0,0,4,18,4.5,0,7
2023-09-10,ChanTy01,Ty Chandler,MIN,1,15,15.0,0,15,0,0,,0,0
2023-09-10,JackKe02,Kearis Jackson,TEN,0,0,,0,0,4,37,9.3,0,14
2023-09-10,ShahRa00,Rashid Shaheed,NOR,5,110,22.0,0,27,2,6,3.0,0,6
2023-09-10,McClRa00,Ray-Ray McCloud,SFO,0,0,,0,0,3,41,13.7,0,19
2023-09-10,AustCa00,Calvin Austin,PIT,0,0,,0,0,1,2,2.0,0,2
2023-09-10,McFaAn00,Anthony McFarland Jr.,PIT,3,91,30.3,0,34,0,0,,0,0
2023-09-10,ReedJa03,Jayden Reed,GNB,0,0,,0,0,3,54,18.0,0,35
2023-09-10,NixoKe00,Keisean Nixon,GNB,2,55,27.5,0,28,0,0,,0,0
2023-09-10,TaylTr02,Trent Taylor,CHI,0,0,,0,0,2,16,8.0,0,8
2023-09-10,ScotTy00,Tyler Scott,CHI,4,84,21.0,0,33,0,0,,0,0
2023-09-10,MimsMa00,Marvin Mims,DEN,2,55,27.5,0,30,0,0,,0,0
2023-09-10,DaviDe02,Derius Davis,LAC,0,0,,0,0,1,3,3.0,0,3
2023-09-10,CoveBr00,Britain Covey,PHI,0,0,,0,0,2,30,15.0,0,25
2023-09-10,WatkQu00,Quez Watkins,PHI,1,11,11.0,0,11,0,0,,0,0
2023-09-10,JoneMa06,Marcus Jones,NWE,0,0,,0,0,3,21,7.0,0,21
2023-09-10,MontTy01,Ty Montgomery,NWE,2,62,31.0,0,43,0,0,,0,0
2023-09-10,WillKy02,Kyren Williams,LAR,1,8,8.0,0,8,1,7,7.0,0,7
2023-09-10,DallDe00,DeeJay Dallas,SEA,1,34,34.0,0,34,1,18,18.0,0,18
2023-09-10,ParkCo02,Colby Parkinson,SEA,1,16,16.0,0,16,0,0,,0,0
2023-09-10,TurpKa00,KaVontae Turpin,DAL,0,0,,0,0,2,17,8.5,0,10
2023-09-10,GrayEr01,Eric Gray,NYG,0,0,,0,0,1,7,7.0,0,7
2023-09-11,HarrDe07,Deonte Harty,BUF,0,0,,0,0,1,4,4.0,0,4
2023-09-11,GipsXa00,Xavier Gipson,NYJ,2,46,23.0,0,28,2,66,33.0,1,65
2023-09-14,PoweBr00,Brandon Powell,MIN,0,0,,0,0,2,19,9.5,0,20
2023-09-14,CoveBr00,Britain Covey,PHI,0,0,,0,0,1,2,2.0,0,2
2023-09-17,NixoKe00,Keisean Nixon,GNB,2,55,27.5,0,30,0,0,,0,0
2023-09-17,HughMi00,Mike Hughes,ATL,1,19,19.0,0,19,2,20,10.0,0,16
2023-09-17,CartDe02,DeAndre Carter,LVR,1,23,23.0,0,23,0,0,,0,0
2023-09-17,HarrDa06,Damien Harris,BUF,1,41,41.0,0,41,0,0,,0,0
2023-09-17,ThomDe07,Deven Thompkins,TAM,0,0,,0,0,2,7,3.5,0,6
2023-09-17,DuveDe00,Devin Duvernay,BAL,0,0,,0,0,1,2,2.0,0,2
2023-09-17,JoneCh11,Charlie Jones,CIN,0,0,,0,0,1,81,81.0,1,81
2023-09-17,McKeIs00,Isaiah McKenzie,IND,0,0,,0,0,1,0,0.0,0,0
2023-09-17,DellNa00,Tank Dell,HOU,0,0,,0,0,1,13,13.0,0,13
2023-09-17,WoodRo02,Robert Woods,HOU,0,0,,0,0,1,7,7.0,0,7
2023-09-17,SingDe00,Devin Singletary,HOU,2,37,18.5,0,24,0,0,,0,0
2023-09-17,DallDe00,DeeJay Dallas,SEA,3,67,22.3,0,24,0,0,,0,0
2023-09-17,RaymKa00,Kalif Raymond,DET,0,0,,0,0,2,17,8.5,0,17
2023-09-17,JameRi00,Richie James,KAN,1,14,14.0,0,14,3,8,2.7,0,4
2023-09-17,AgneJa00,Jamal Agnew,JAX,0,0,,0,0,2,5,2.5,0,7
2023-09-17,DaviDe02,Derius Davis,LAC,1,24,24.0,0,24,4,63,15.8,0,20
2023-09-17,JackKe02,Kearis Jackson,TEN,0,0,,0,0,2,11,5.5,0,11
2023-09-17,GrayEr01,Eric Gray,NYG,0,0,,0,0,1,14,14.0,0,14
2023-09-17,DortGr01,Greg Dortch,ARI,1,19,19.0,0,19,1,0,0.0,0,0
2023-09-17,McClRa00,Ray-Ray McCloud,SFO,0,0,,0,0,1,13,13.0,0,13
2023-09-17,WillKy02,Kyren Williams,LAR,0,0,,0,0,1,11,11.0,0,11
2023-09-17,TramAu00,Austin Trammell,LAR,1,20,20.0,0,20,0,0,,0,0
2023-09-17,GipsXa00,Xavier Gipson,NYJ,0,0,,0,0,1,7,7.0,0,7
2023-09-17,LuepHu00,Hunter Luepke,DAL,1,0,0.0,0,5,0,0,,0,0
2023-09-17,CrowJa00,Jamison Crowder,WAS,0,0,,0,0,2,9,4.5,0,6
2023-09-17,MimsMa00,Marvin Mims,DEN,0,0,,0,0,1,45,45.0,0,45
2023-09-17,BerrBr00,Braxton Berrios,MIA,0,0,,0,0,2,27,13.5,0,18
2023-09-17,DougDe00,Demario Douglas,NWE,0,0,,0,0,2,12,6.0,0,12
2023-09-18,ShahRa00,Rashid Shaheed,NOR,2,47,23.5,0,25,1,16,16.0,0,16
2023-09-18,SmitIh00,Ihmir Smith-Marsette,CAR,0,0,,0,0,2,15,7.5,0,12
2023-09-18,AustCa00,Calvin Austin,PIT,0,0,,0,0,1,14,14.0,0,14
2023-09-18,OlszGu00,Gunner Olszewski,PIT,1,0,0.0,0,0,0,0,,0,0
2023-09-21,GrayEr01,Eric Gray,NYG,1,16,16.0,0,16,1,3,3.0,0,3
2023-09-21,McClRa00,Ray-Ray McCloud,SFO,0,0,,0,0,3,22,7.3,0,12
2023-09-24,HughMi00,Mike Hughes,ATL,2,27,13.5,0,17,3,11,3.7,0,8
2023-09-24,RaymKa00,Kalif Raymond,DET,0,0,,0,0,2,13,6.5,0,13
2023-09-24,HarrDe07,Deonte Harty,BUF,0,0,,0,0,2,27,13.5,0,23
2023-09-24,GibsAn00,Antonio Gibson,WAS,2,45,22.5,0,28,0,0,,0,0
2023-09-24,KinsMa00,Mason Kinsey,TEN,0,0,,0,0,1,13,13.0,0,13
2023-09-24,SpeaTy00,Tyjae Spears,TEN,1,21,21.0,0,21,0,0,,0,0
2023-09-24,PeopDo00,Donovan Peoples-Jones,CLE,0,0,,0,0,2,11,5.5,0,13
2023-09-24,StroPi00,Pierre Strong,CLE,1,26,26.0,0,26,0,0,,0,0
2023-09-24,McKeIs00,Isaiah McKenzie,IND,0,0,,0,0,2,48,24.0,0,32
2023-09-24,DuveDe00,Devin Duvernay,BAL,1,20,20.0,0,20,4,45,11.3,0,31
2023-09-24,MimsMa00,Marvin Mims,DEN,2,121,60.5,1,99,0,0,,0,0
2023-09-24,BerrBr00,Braxton Berrios,MIA,0,0,,0,0,3,30,10.0,0,15
2023-09-24,ShahRa00,Rashid Shaheed,NOR,2,32,16.0,0,17,1,76,76.0,1,76
2023-09-24,ReedJa03,Jayden Reed,GNB,0,0,,0,0,2,4,2.0,0,2
2023-09-24,NixoKe00,Keisean Nixon,GNB,1,24,24.0,0,24,1,0,0.0,0,0
2023-09-24,BeckAn01,Andrew Beck,HOU,1,85,85.0,1,85,0,0,,0,0
2023-09-24,BoonMi00,Mike Boone,HOU,1,14,14.0,0,14,0,0,,0,0
2023-09-24,AgneJa00,Jamal Agnew,JAX,3,72,24.0,0,33,0,0,,0,0
2023-09-24,DougDe00,Demario Douglas,NWE,0,0,,0,0,2,14,7.0,0,8
2023-09-24,PeppJa00,Jabrill Peppers,NWE,0,0,,0,0,2,25,12.5,0,18
2023-09-24,BryaMy01,Myles Bryant,NWE,1,11,11.0,0,11,0,0,,0,0
2023-09-24,GipsXa00,Xavier Gipson,NYJ,2,55,27.5,0,30,4,39,9.8,0,18
2023-09-24,SmitIh00,Ihmir Smith-Marsette,CAR,0,0,,0,0,2,-3,-1.5,0,0
2023-09-24,ShenLa00,Laviska Shenault Jr.,CAR,1,37,37.0,0,37,0,0,,0,0
2023-09-24,DallDe00,DeeJay Dallas,SEA,2,55,27.5,0,29,3,41,13.7,0,14
2023-09-24,WashMo00,Montrell Washington,KAN,0,0,,0,0,3,33,11.0,0,23
2023-09-24,TurpKa00,KaVontae Turpin,DAL,0,0,,0,0,1,0,0.0,0,0
2023-09-24,DortGr01,Greg Dortch,ARI,1,28,28.0,0,28,2,19,9.5,0,19
2023-09-24,AustCa00,Calvin Austin,PIT,0,0,,0,0,2,5,2.5,0,5
2023-09-24,CartDe02,DeAndre Carter,LVR,0,0,,0,0,5,44,8.8,0,16
2023-09-25,CoveBr00,Britain Covey,PHI,1,30,30.0,0,30,3,81,27.0,0,52
2023-09-25,AlleDe02,Devon Allen,PHI,1,17,17.0,0,17,0,0,,0,0
2023-09-25,WillKy02,Kyren Williams,LAR,0,0,,0,0,1,3,3.0,0,3
2023-09-25,RiveRo01,Ronnie Rivers,LAR,1,16,16.0,0,16,0,0,,0,0
2023-09-25,JoneCh11,Charlie Jones,CIN,0,0,,0,0,4,45,11.3,0,19
2023-09-28,RaymKa00,Kalif Raymond,DET,0,0,,0,0,3,27,9.0,0,11
2023-09-28,ReynCr00,Craig Reynolds,DET,1,28,28.0,0,28,0,0,,0,0
2023-09-28,NixoKe00,Keisean Nixon,GNB,5,116,23.2,0,26,1,34,34.0,0,34
2023-09-28,ReedJa03,Jayden Reed,GNB,0,0,,0,0,1,0,0.0,0,-4
2023-10-01,KirkCh01,Christian Kirk,JAX,0,0,,0,0,1,12,12.0,0,12
2023-10-01,WashPa01,Parker Washington,JAX,0,0,,0,0,1,5,5.0,0,5
2023-10-01,WilsCe01,Cedrick Wilson Jr.,MIA,0,0,,0,0,1,0,0.0,0,0
2023-10-01,BerrBr00,Braxton Berrios,MIA,4,91,22.8,0,27,0,0,,0,0
2023-10-01,ShakKh00,Khalil Shakir,BUF,2,43,21.5,0,24,0,0,,0,0
2023-10-01,PoweBr00,Brandon Powell,MIN,0,0,,0,0,3,9,3.0,0,7
2023-10-01,ChanTy01,Ty Chandler,MIN,2,55,27.5,0,33,0,0,,0,0
2023-10-01,SmitIh00,Ihmir Smith-Marsette,CAR,0,0,,0,0,3,35,11.7,0,15
2023-10-01,ShenLa00,Laviska Shenault Jr.,CAR,1,24,24.0,0,24,0,0,,0,0
2023-10-01,MimsMa00,Marvin Mims,DEN,1,0,0.0,0,4,1,25,25.0,0,25
2023-10-01,TaylTr02,Trent Taylor,CHI,0,0,,0,0,1,8,8.0,0,8
2023-10-01,IrwiTr00,Trenton Irwin,CIN,0,0,,0,0,1,2,2.0,0,2
2023-10-01,WillTr06,Trayveon Williams,CIN,1,25,25.0,0,25,0,0,,0,0
2023-10-01,KinsMa00,Mason Kinsey,TEN,0,0,,0,0,3,37,12.3,0,21
2023-10-01,SpeaTy00,Tyjae Spears,TEN,1,16,16.0,0,16,0,0,,0,0
2023-10-01,DuveDe00,Devin Duvernay,BAL,2,44,22.0,0,28,3,47,15.7,0,28
2023-10-01,PeopDo00,Donovan Peoples-Jones,CLE,0,0,,0,0,3,24,8.0,0,10
2023-10-01,TramAu00,Austin Trammell,LAR,0,0,,0,0,4,15,3.8,0,8
2023-10-01,McKeIs00,Isaiah McKenzie,IND,0,0,,0,0,1,13,13.0,0,13
2023-10-01,AustCa00,Calvin Austin,PIT,0,0,,0,0,2,9,4.5,0,7
2023-10-01,KingDe01,Desmond King,PIT,3,69,23.0,0,27,0,0,,0,0
2023-10-01,DellNa00,Tank Dell,HOU,0,0,,0,0,2,14,7.0,0,14
2023-10-01,SingDe00,Devin Singletary,HOU,1,35,35.0,0,35,0,0,,0,0
2023-10-01,ThomDe07,Deven Thompkins,TAM,0,0,,0,0,1,7,7.0,0,7
2023-10-01,ShahRa00,Rashid Shaheed,NOR,2,39,19.5,0,22,2,45,22.5,0,29
2023-10-01,CrowJa00,Jamison Crowder,WAS,0,0,,0,0,1,14,14.0,0,14
2023-10-01,GibsAn00,Antonio Gibson,WAS,1,29,29.0,0,29,0,0,,0,0
2023-10-01,CoveBr00,Britain Covey,PHI,0,0,,0,0,3,38,12.7,0,20
