date,player_id,player_name,team,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,kick_ret_long,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,punt_ret_long
2016-12-24,MarsNi00,Nick Marshall,NYJ,4,57,14.3,0,20,2,7,3.5,0,4
2016-12-24,EdelJu00,Julian Edelman,NWE,0,0,,0,0,2,12,6.0,0,8
2016-12-24,JoneCy00,Cyrus Jones,NWE,0,0,,0,0,1,4,4.0,0,4
2016-12-24,RogeCh02,Chester Rogers,IND,0,0,,0,0,1,10,10.0,0,10
2016-12-24,TodmJo00,Jordan Todman,IND,2,39,19.5,0,27,0,0,,0,0
2016-12-24,FergJo02,Josh Ferguson,IND,1,19,19.0,0,19,0,0,,0,0
2016-12-24,RichJa01,Jalen Richard,OAK,2,44,22.0,0,23,1,8,8.0,0,8
2016-12-24,JoneCh03,Chandler Jones,ARI,0,0,,0,0,1,0,0.0,0,0
2016-12-24,GoldBr00,Brittan Golden,ARI,1,16,16.0,0,16,0,0,,0,0
2016-12-24,PetePa00,Patrick Peterson,ARI,1,11,11.0,0,11,0,0,,0,0
2016-12-24,LockTy00,Tyler Lockett,SEA,1,28,28.0,0,28,2,7,3.5,0,4
2016-12-24,RichPa01,Paul Richardson,SEA,2,56,28.0,0,32,0,0,,0,0
2016-12-24,HumpAd00,Adam Humphries,TAM,0,0,,0,0,2,24,12.0,0,18
2016-12-24,HuffJo00,Josh Huff,TAM,2,17,8.5,0,17,0,0,,0,0
2016-12-24,KerlJe00,Jeremy Kerley,SFO,0,0,,0,0,2,9,4.5,0,9
2016-12-24,ShepJa00,JaCorey Shepherd,SFO,2,37,18.5,0,22,0,0,,0,0
2016-12-24,AustTa00,Tavon Austin,LAR,0,0,,0,0,5,12,2.4,0,9
2016-12-24,CoopPh00,Pharoh Cooper,LAR,4,129,32.3,0,51,0,0,,0,0
2016-12-24,EricAl01,Alex Erickson,CIN,4,107,26.8,0,35,6,16,2.7,0,7
2016-12-24,JonePa20,Adam Jones,CIN,0,0,,0,0,1,-1,-1.0,0,-1
2016-12-24,ErviTy00,Tyler Ervin,HOU,0,0,,0,0,4,32,8.0,0,14
2016-12-25,CampMi02,Michael Campanaro,BAL,0,0,,0,0,2,25,12.5,0,14
2016-12-25,MoorCh00,Chris Moore,BAL,1,19,19.0,0,19,0,0,,0,0
2016-12-25,HamiCo00,Cobi Hamilton,PIT,2,39,19.5,0,20,0,0,,0,0
2016-12-25,TousFi00,Fitzgerald Toussaint,PIT,1,20,20.0,0,20,0,0,,0,0
2016-12-25,RaymKa00,Kalif Raymond,DEN,4,113,28.3,0,40,1,0,0.0,0,0
2016-12-25,HillTy00,Tyreek Hill,KAN,1,17,17.0,0,17,4,21,5.3,0,11
2016-12-26,RobeAn00,Andre Roberts,DET,2,64,32.0,0,42,1,23,23.0,0,23
2016-12-26,WhitLu00,Lucky Whitehead,DAL,2,44,22.0,0,22,2,5,2.5,0,5
2016-12-26,McFaDa00,Darren McFadden,DAL,1,30,30.0,0,30,0,0,,0,0
2017-01-01,TateBr00,Brandon Tate,BUF,2,67,33.5,0,42,2,24,12.0,0,23
2017-01-01,OLeaNi00,Nick O'Leary,BUF,1,14,14.0,0,14,0,0,,0,0
2017-01-01,MarsJa01,Jalin Marshall,NYJ,1,32,32.0,0,32,5,24,4.8,0,19
2017-01-01,GinnTe00,Ted Ginn Jr.,CAR,0,0,,0,0,1,0,0.0,0,0
2017-01-01,ByrdDa00,Damiere Byrd,CAR,1,31,31.0,0,31,0,0,,0,0
2017-01-01,WhitFo00,Fozzy Whittaker,CAR,1,35,35.0,0,35,0,0,,0,0
2017-01-01,HumpAd00,Adam Humphries,TAM,0,0,,0,0,2,7,3.5,0,7
2017-01-01,AddiBr01,Bralon Addison,CHI,0,0,,0,0,1,0,0.0,0,0
2017-01-01,ThomDe04,Deonte Thompson,CHI,3,107,35.7,0,64,0,0,,0,0
2017-01-01,SherMa20,Marcus Sherels,MIN,0,0,,0,0,2,45,22.5,0,36
2017-01-01,PattCo00,Cordarrelle Patterson,MIN,1,35,35.0,0,35,0,0,,0,0
2017-01-01,CampMi02,Michael Campanaro,BAL,0,0,,0,0,3,38,12.7,0,17
2017-01-01,BoylNi00,Nick Boyle,BAL,1,0,0.0,0,0,0,0,,0,0
2017-01-01,MoorCh00,Chris Moore,BAL,1,19,19.0,0,19,0,0,,0,0
2017-01-01,EricAl01,Alex Erickson,CIN,1,14,14.0,0,14,1,0,0.0,0,0
2017-01-01,JonePa20,Adam Jones,CIN,0,0,,0,0,1,15,15.0,0,15
2017-01-01,AlfoMa00,Mario Alford,CLE,2,60,30.0,0,36,3,26,8.7,0,17
2017-01-01,RogeEl00,Eli Rogers,PIT,0,0,,0,0,3,15,5.0,0,10
2017-01-01,HamiCo00,Cobi Hamilton,PIT,3,44,14.7,0,19,0,0,,0,0
2017-01-01,WaltBr00,Bryan Walters,JAX,2,39,19.5,0,23,2,-2,-1.0,0,0
2017-01-01,WhitLu00,Lucky Whitehead,DAL,2,40,20.0,0,20,3,23,7.7,0,12
2017-01-01,EscoGa00,Gavin Escobar,DAL,1,5,5.0,0,5,0,0,,0,0
2017-01-01,MarsBy01,Byron Marshall,PHI,2,36,18.0,0,23,0,0,,0,0
2017-01-01,ErviTy00,Tyler Ervin,HOU,0,0,,0,0,2,6,3.0,0,7
2017-01-01,HuntAk01,Akeem Hunt,HOU,2,29,14.5,0,19,0,0,,0,0
2017-01-01,MariMa00,Marc Mariani,TEN,1,19,19.0,0,19,3,41,13.7,0,18
2017-01-01,AndrAn00,Antonio Andrews,TEN,2,5,2.5,0,5,0,0,,0,0
2017-01-01,EdelJu00,Julian Edelman,NWE,0,0,,0,0,1,0,0.0,0,0
2017-01-01,DeveJa00,James Develin,NWE,1,15,15.0,0,15,0,0,,0,0
2017-01-01,LewiDi00,Dion Lewis,NWE,1,12,12.0,0,12,0,0,,0,0
2017-01-01,GranJa00,Jakeem Grant,MIA,1,19,19.0,0,19,2,14,7.0,0,14
2017-01-01,DrakKe00,Kenyan Drake,MIA,1,21,21.0,0,21,0,0,,0,0
2017-01-01,LewiTo00,Tommylee Lewis,NOR,0,0,,0,0,2,10,5.0,0,6
2017-01-01,WeemEr00,Eric Weems,ATL,0,0,,0,0,3,39,13.0,0,16
2017-01-01,HardJu00,Justin Hardy,ATL,1,10,10.0,0,10,0,0,,0,0
2017-01-01,PetePa00,Patrick Peterson,ARI,0,0,,0,0,4,26,6.5,0,17
2017-01-01,AustTa00,Tavon Austin,LAR,0,0,,0,0,3,18,6.0,0,18
2017-01-01,CoopPh00,Pharoh Cooper,LAR,4,73,18.3,0,29,0,0,,0,0
2017-01-01,RichJa01,Jalen Richard,OAK,0,0,,0,0,2,18,9.0,0,9
2017-01-01,RaymKa00,Kalif Raymond,DEN,2,24,12.0,0,12,4,50,12.5,0,25
2017-01-01,HillTy00,Tyreek Hill,KAN,0,0,,0,0,1,95,95.0,1,95
2017-01-01,ThomDe05,De'Anthony Thomas,KAN,2,61,30.5,0,34,0,0,,0,0
2017-01-01,BursIs01,Isaiah Burse,SDG,4,87,21.8,0,30,0,0,,0,0
2017-01-01,HarrDw00,Dwayne Harris,NYG,0,0,,0,0,6,46,7.7,0,12
2017-01-01,CrowJa00,Jamison Crowder,WAS,0,0,,0,0,5,40,8.0,0,19
2017-01-01,SherRi00,Richard Sherman,SEA,0,0,,0,0,1,6,6.0,0,6
2017-01-01,McKiJ.00,J.D. McKissic,SEA,1,22,22.0,0,22,0,0,,0,0
2017-01-01,RichPa01,Paul Richardson,SEA,1,10,10.0,0,10,0,0,,0,0
2017-01-01,KerlJe00,Jeremy Kerley,SFO,1,12,12.0,0,12,2,8,4.0,0,12
2017-01-01,MostRa00,Raheem Mostert,SFO,2,35,17.5,0,26,0,33,,0,33
2017-01-01,ShepJa00,JaCorey Shepherd,SFO,2,47,23.5,0,28,0,0,,0,0
2017-01-01,HydeMi00,Micah Hyde,GNB,0,0,,0,0,4,20,5.0,0,10
2017-01-01,RobeAn00,Andre Roberts,DET,3,72,24.0,0,36,0,0,,0,0
2017-01-07,RichJa01,Jalen Richard,OAK,2,38,19.0,0,20,5,68,13.6,0,37
2017-01-07,CarrTr00,T.J. Carrie,OAK,0,0,,0,0,1,2,2.0,0,2
2017-01-07,JoneTa00,Taiwan Jones,OAK,1,23,23.0,0,23,0,0,,0,0
2017-01-07,ErviTy00,Tyler Ervin,HOU,1,14,14.0,0,14,4,23,5.8,0,16
2017-01-07,BlueAl00,Alfred Blue,HOU,1,15,15.0,0,15,0,0,,0,0
2017-01-07,HuntAk01,Akeem Hunt,HOU,1,17,17.0,0,17,0,0,,0,0
2017-01-07,RobeAn00,Andre Roberts,DET,4,76,19.0,0,22,1,0,0.0,0,0
2017-01-07,HestDe99,Devin Hester,SEA,1,20,20.0,0,20,1,5,5.0,0,5
2017-01-08,LandJa00,Jarvis Landry,MIA,0,0,,0,0,1,9,9.0,0,9
2017-01-08,DrakKe00,Kenyan Drake,MIA,3,101,33.7,0,58,0,0,,0,0
2017-01-08,GranJa00,Jakeem Grant,MIA,1,18,18.0,0,18,0,0,,0,0
2017-01-08,BrowAn04,Antonio Brown,PIT,1,0,0.0,0,0,1,9,9.0,0,9
2017-01-08,TousFi00,Fitzgerald Toussaint,PIT,2,27,13.5,0,15,0,0,,0,0
2017-01-08,CoatSa00,Sammie Coates,PIT,1,22,22.0,0,22,0,0,,0,0
2017-01-08,HarrDw00,Dwayne Harris,NYG,2,55,27.5,0,31,3,4,1.3,0,3
2017-01-08,BeckOd00,Odell Beckham Jr.,NYG,2,48,24.0,0,24,0,0,,0,0
2017-01-08,RainBo00,Bobby Rainey,NYG,1,0,0.0,0,0,0,0,,0,0
2017-01-08,HydeMi00,Micah Hyde,GNB,0,0,,0,0,5,50,10.0,0,23
2017-01-08,JaniJe00,Jeff Janis,GNB,3,77,25.7,0,33,0,0,,0,0
2017-01-08,MichCh00,Christine Michael,GNB,1,31,31.0,0,31,0,0,,0,0
2017-01-14,HestDe99,Devin Hester,SEA,5,194,38.8,0,78,1,0,0.0,0,0
2017-01-14,WeemEr00,Eric Weems,ATL,1,18,18.0,0,18,1,10,10.0,0,10
2017-01-14,FullWi01,Will Fuller,HOU,1,12,12.0,0,12,2,34,17.0,0,18
2017-01-14,HuntAk01,Akeem Hunt,HOU,2,40,20.0,0,22,0,0,,0,0
2017-01-14,EdelJu00,Julian Edelman,NWE,0,0,,0,0,4,26,6.5,0,14
2017-01-14,LewiDi00,Dion Lewis,NWE,3,124,41.3,1,98,0,0,,0,0
2017-01-15,MichCh00,Christine Michael,GNB,2,18,9.0,0,12,0,0,,0,0
2017-01-15,BeasCo00,Cole Beasley,DAL,0,0,,0,0,1,8,8.0,0,8
2017-01-15,BrowAn04,Antonio Brown,PIT,0,0,,0,0,2,9,4.5,0,6
2017-01-15,GilbJu00,Justin Gilbert,PIT,2,26,13.0,0,28,0,0,,0,0
2017-01-15,CoatSa00,Sammie Coates,PIT,1,24,24.0,0,24,0,0,,0,0
2017-01-15,HillTy00,Tyreek Hill,KAN,4,72,18.0,0,21,0,0,,0,0
2017-01-15,HarrDe03,Demetrius Harris,KAN,1,25,25.0,0,25,0,0,,0,0
2017-01-22,JoneDa03,Datone Jones,GNB,1,15,15.0,0,15,0,0,,0,0
2017-01-22,WeemEr00,Eric Weems,ATL,1,23,23.0,0,23,1,14,14.0,0,14
2017-01-22,SanuMo00,Mohamed Sanu,ATL,1,9,9.0,0,9,0,0,,0,0
2017-01-22,BrowAn04,Antonio Brown,PIT,0,0,,0,0,1,10,10.0,0,10
2017-01-22,CoatSa00,Sammie Coates,PIT,2,45,22.5,0,31,0,0,,0,0
2017-01-22,GilbJu00,Justin Gilbert,PIT,1,17,17.0,0,17,0,0,,0,0
2017-01-22,LewiDi00,Dion Lewis,NWE,1,18,18.0,0,18,0,0,,0,0
2017-02-05,EdelJu00,Julian Edelman,NWE,0,0,,0,0,3,40,13.3,0,26
2017-02-05,ChunPa99,Patrick Chung,NWE,0,0,,0,0,1,-1,-1.0,0,-1
2017-02-05,LewiDi00,Dion Lewis,NWE,1,20,20.0,0,20,0,0,,0,0
2017-02-05,WeemEr00,Eric Weems,ATL,2,25,12.5,0,14,1,0,0.0,0,0
2017-02-05,HardJu00,Justin Hardy,ATL,2,17,8.5,0,10,0,0,,0,0
2017-02-05,DiMaPa00,Patrick DiMarco,ATL,1,0,0.0,0,0,0,0,,0,0
2014-09-04,HarrDu01,DuJuan Harris,GNB,2,40,20.0,0,21,0,0,,0,0
2014-09-04,HydeMi00,Micah Hyde,GNB,2,49,24.5,0,28,0,0,,0,0
2014-09-04,ThomEa99,Earl Thomas,SEA,0,0,,0,0,2,3,1.5,0,3
2014-09-04,HarvPe00,Percy Harvin,SEA,3,60,20.0,0,31,0,0,,0,0
2014-09-07,JackFr02,Fred Jackson,BUF,0,0,,0,0,1,0,0.0,0,0
2014-09-07,McKeLe99,Leodis McKelvin,BUF,0,0,,0,0,1,14,14.0,0,14
2014-09-07,SpilC.00,C.J. Spiller,BUF,1,29,29.0,0,29,0,0,,0,0
2014-09-07,SummFr00,Frank Summers,BUF,1,11,11.0,0,11,0,0,,0,0
2014-09-07,HolmSa00,Santonio Holmes,CHI,0,0,,0,0,1,-1,-1.0,0,-1
2014-09-07,PerrSe00,Senorise Perry,CHI,1,21,21.0,0,21,0,0,,0,0
2014-09-07,SherMa20,Marcus Sherels,MIN,0,0,,0,0,1,6,6.0,0,6
2014-09-07,PattCo00,Cordarrelle Patterson,MIN,2,48,24.0,0,29,0,0,,0,0
2014-09-07,AustTa00,Tavon Austin,STL,0,0,,0,0,5,24,4.8,0,19
2014-09-07,GiveCh00,Chris Givens,STL,1,26,26.0,0,26,0,0,,0,0
2014-09-07,JonePa20,Adam Jones,CIN,0,0,,0,0,1,45,45.0,0,45
2014-09-07,JoneJa03,Jacoby Jones,BAL,4,109,27.3,0,47,2,2,1.0,0,2
2014-09-07,BenjTr00,Travis Benjamin,CLE,4,85,21.3,0,28,1,0,0.0,0,0
2014-09-07,BrowAn04,Antonio Brown,PIT,0,0,,0,0,3,46,15.3,0,36
2014-09-07,ArchDr00,Dri Archer,PIT,2,29,14.5,0,17,0,0,,0,0
2014-09-07,BrowMi00,Mike Brown,JAX,0,0,,0,0,3,28,9.3,0,13
2014-09-07,TodmJo00,Jordan Todman,JAX,2,36,18.0,0,18,0,0,,0,0
2014-09-07,SproDa00,Darren Sproles,PHI,0,0,,0,0,4,62,15.5,0,22
2014-09-07,CarrNo00,Nolan Carroll,PHI,1,24,24.0,0,24,0,0,,0,0
2014-09-07,McClDe00,Dexter McCluster,TEN,0,0,,0,0,1,-2,-2.0,0,-2
2014-09-07,WashLe00,Leon Washington,TEN,1,22,22.0,0,22,0,0,,0,0
2014-09-07,HammFr00,Frankie Hammond,KAN,0,0,,0,0,4,47,11.8,0,30
2014-09-07,DaviKn00,Knile Davis,KAN,2,57,28.5,0,32,0,0,,0,0
2014-09-07,GrayCy00,Cyrus Gray,KAN,1,0,0.0,0,0,0,0,,0,0
2014-09-07,CarrTr00,T.J. Carrie,OAK,0,0,,0,0,1,7,7.0,0,7
2014-09-07,MurrLa00,Latavius Murray,OAK,3,67,22.3,0,38,0,0,,0,0
2014-09-07,SaunJa00,Jalen Saunders,NYJ,0,0,,0,0,2,15,7.5,0,12
2014-09-07,HakiSa00,Saalim Hakim,NYJ,2,65,32.5,0,44,0,0,,0,0
2014-09-07,CadeTr00,Travaris Cadet,NOR,1,34,34.0,0,34,0,0,,0,0
2014-09-07,HestDe99,Devin Hester,ATL,1,21,21.0,0,21,1,1,1.0,0,1
2014-09-07,RobeAn00,Andre Roberts,WAS,2,56,28.0,0,28,2,36,18.0,0,25
2014-09-07,JohnDa04,Damaris Johnson,HOU,1,27,27.0,0,27,4,28,7.0,0,12
2014-09-07,EdelJu00,Julian Edelman,NWE,0,0,,0,0,2,15,7.5,0,13
2014-09-07,ChunPa99,Patrick Chung,NWE,2,50,25.0,0,30,0,0,,0,0
2014-09-07,McCoDe99,Devin McCourty,NWE,1,27,27.0,0,27,0,0,,0,0
2014-09-07,LandJa00,Jarvis Landry,MIA,2,56,28.0,0,29,3,24,8.0,0,16
2014-09-07,WillDa05,Damien Williams,MIA,1,19,19.0,0,19,0,0,,0,0
2014-09-07,BrowPh00,Corey Brown,CAR,0,0,,0,0,3,36,12.0,0,23
2014-09-07,PattSo01,Solomon Patton,TAM,2,52,26.0,0,27,4,56,14.0,0,33
2014-09-07,ElliBr00,Bruce Ellington,SFO,0,0,,0,0,1,13,13.0,0,13
2014-09-07,HarrDw00,Dwayne Harris,DAL,2,58,29.0,0,30,2,0,0.0,0,0
2014-09-07,WhalGr00,Griff Whalen,IND,0,0,,0,0,5,24,4.8,0,10
2014-09-07,BursIs01,Isaiah Burse,DEN,0,0,,0,0,3,4,1.3,0,4
2014-09-08,ParkPr00,Preston Parker,NYG,0,0,,0,0,2,30,15.0,0,18
2014-09-08,DempQu99,Quintin Demps,NYG,1,14,14.0,0,14,0,0,,0,0
2014-09-08,RossJe01,Jeremy Ross,DET,0,0,,0,0,3,11,3.7,0,6
2014-09-08,RoyaEd00,Eddie Royal,SDG,0,0,,0,0,2,17,8.5,0,12
2014-09-08,GinnTe00,Ted Ginn Jr.,ARI,3,49,16.3,0,21,0,0,,0,0
2014-09-11,BrowAn04,Antonio Brown,PIT,0,0,,0,0,2,13,6.5,0,13
2014-09-11,WheaMa00,Markus Wheaton,PIT,1,11,11.0,0,11,0,0,,0,0
2014-09-11,JoneJa03,Jacoby Jones,BAL,0,0,,0,0,2,47,23.5,0,33
2014-09-14,LandJa00,Jarvis Landry,MIA,3,57,19.0,0,21,2,7,3.5,0,7
2014-09-14,McKeLe99,Leodis McKelvin,BUF,0,0,,0,0,2,16,8.0,0,11
2014-09-14,SpilC.00,C.J. Spiller,BUF,2,122,61.0,1,102,0,0,,0,0
2014-09-14,DixoAn00,Anthony Dixon,BUF,1,14,14.0,0,14,0,0,,0,0
2014-09-14,CookBr00,Brandin Cooks,NOR,0,0,,0,0,1,-2,-2.0,0,-2
2014-09-14,CadeTr00,Travaris Cadet,NOR,2,35,17.5,0,19,0,0,,0,0
2014-09-14,RobiKh00,Khiry Robinson,NOR,1,28,28.0,0,28,0,0,,0,0
2014-09-14,BenjTr00,Travis Benjamin,CLE,0,0,,0,0,1,2,2.0,0,2
2014-09-14,LeonJi23,Jim Leonhard,CLE,1,5,5.0,0,5,0,0,,0,0
2014-09-14,MoorMa02,Marlon Moore,CLE,1,32,32.0,0,32,0,0,,0,0
2014-09-14,HarrDw00,Dwayne Harris,DAL,0,0,,0,0,1,15,15.0,0,15
2014-09-14,WashLe00,Leon Washington,TEN,4,47,11.8,0,18,0,0,,0,0
2014-09-14,BattJa00,Jackie Battle,TEN,1,21,21.0,0,21,0,0,,0,0
2014-09-14,RossJe01,Jeremy Ross,DET,1,33,33.0,0,33,3,52,17.3,0,26
2014-09-14,BrowPh00,Corey Brown,CAR,0,0,,0,0,2,8,4.0,0,8
2014-09-14,GinnTe00,Ted Ginn Jr.,ARI,2,28,14.0,0,20,2,76,38.0,1,71
2014-09-14,ParkPr00,Preston Parker,NYG,0,0,,0,0,2,0,0.0,0,2
2014-09-14,DempQu99,Quintin Demps,NYG,6,143,23.8,0,29,0,0,,0,0
2014-09-14,HestDe99,Devin Hester,ATL,4,118,29.5,0,36,1,7,7.0,0,7
2014-09-14,JonePa20,Adam Jones,CIN,0,0,,0,0,3,26,8.7,0,24
2014-09-14,TateBr00,Brandon Tate,CIN,1,29,29.0,0,29,0,0,,0,0
2014-09-14,BrowMi00,Mike Brown,JAX,0,0,,0,0,2,9,4.5,0,9
2014-09-14,TodmJo00,Jordan Todman,JAX,5,137,27.4,0,40,0,0,,0,0
2014-09-14,RobeAn00,Andre Roberts,WAS,0,0,,0,0,7,59,8.4,0,37
2014-09-14,EdelJu00,Julian Edelman,NWE,0,0,,0,0,4,66,16.5,0,34
2014-09-14,SherMa20,Marcus Sherels,MIN,0,0,,0,0,1,11,11.0,0,11
2014-09-14,ElliRh00,Rhett Ellison,MIN,1,14,14.0,0,14,0,0,,0,0
2014-09-14,PattCo00,Cordarrelle Patterson,MIN,1,23,23.0,0,23,0,0,,0,0
2014-09-14,ThieAd00,Adam Thielen,MIN,1,12,12.0,0,12,0,0,,0,0
2014-09-14,AustTa00,Tavon Austin,STL,0,0,,0,0,1,-1,-1.0,0,-1
2014-09-14,GiveCh00,Chris Givens,STL,2,22,11.0,0,14,0,0,,0,0
2014-09-14,PattSo01,Solomon Patton,TAM,3,71,23.7,0,25,1,0,0.0,0,0
2014-09-14,OwusCh00,Chris Owusu,TAM,1,45,45.0,0,45,0,0,,0,0
2014-09-14,HarvPe00,Percy Harvin,SEA,3,68,22.7,0,30,0,0,,0,0
2014-09-14,WillLu00,Luke Willson,SEA,2,17,8.5,0,13,0,0,,0,0
2014-09-14,BaldDo00,Doug Baldwin,SEA,1,9,9.0,0,9,0,0,,0,0
2014-09-14,RoyaEd00,Eddie Royal,SDG,0,0,,0,0,1,6,6.0,0,6
2014-09-14,JohnDa05,David Johnson,SDG,1,0,0.0,0,0,0,0,,0,0
2014-09-14,HammFr00,Frankie Hammond,KAN,1,37,37.0,0,37,2,2,1.0,0,3
2014-09-14,CaldAn00,Andre Caldwell,DEN,1,54,54.0,0,54,0,0,,0,0
2014-09-14,SaunJa00,Jalen Saunders,NYJ,0,0,,0,0,3,11,3.7,0,10
2014-09-14,HakiSa00,Saalim Hakim,NYJ,2,21,10.5,0,21,0,0,,0,0
2014-09-14,SalaGr00,Greg Salas,NYJ,1,8,8.0,0,8,0,0,,0,0
2014-09-14,ClinHa00,Ha Ha Clinton-Dix,GNB,0,0,,0,0,1,0,0.0,0,0
2014-09-14,CobbRa00,Randall Cobb,GNB,0,0,,0,0,1,7,7.0,0,7
2014-09-14,HydeMi00,Micah Hyde,GNB,0,0,,0,0,1,8,8.0,0,8
2014-09-14,HarrDu01,DuJuan Harris,GNB,2,58,29.0,0,41,0,0,,0,0
2014-09-14,JohnDa04,Damaris Johnson,HOU,0,0,,0,0,2,9,4.5,0,9
2014-09-14,CarrTr00,T.J. Carrie,OAK,0,0,,0,0,1,3,3.0,0,3
2014-09-14,MurrLa00,Latavius Murray,OAK,4,103,25.8,0,29,0,0,,0,0
2014-09-14,HolmSa00,Santonio Holmes,CHI,0,0,,0,0,1,1,1.0,0,1
2014-09-14,PerrSe00,Senorise Perry,CHI,1,21,21.0,0,21,0,0,,0,0
2014-09-14,ElliBr00,Bruce Ellington,SFO,1,28,28.0,0,28,4,24,6.0,0,19
2014-09-14,LyncAa00,Aaron Lynch,SFO,1,10,10.0,0,10,0,0,,0,0
2014-09-14,MillBr02,Bruce Miller,SFO,1,19,19.0,0,19,0,0,,0,0
2014-09-15,SproDa00,Darren Sproles,PHI,0,0,,0,0,4,25,6.3,0,8
2014-09-15,CarrNo00,Nolan Carroll,PHI,1,21,21.0,0,21,0,0,,0,0
2014-09-15,WhalGr00,Griff Whalen,IND,1,29,29.0,0,29,4,44,11.0,0,22
2014-09-15,HerrDa00,Dan Herron,IND,1,25,25.0,0,25,0,0,,0,0
2014-09-18,PattSo01,Solomon Patton,TAM,4,78,19.5,0,21,1,9,9.0,0,9
2014-09-18,HestDe99,Devin Hester,ATL,1,29,29.0,0,29,3,68,22.7,1,62
2014-09-21,HarrDw00,Dwayne Harris,DAL,3,74,24.7,0,25,0,0,,0,0
2014-09-21,PettAu00,Austin Pettis,STL,0,0,,0,0,1,1,1.0,0,1
2014-09-21,GiveCh00,Chris Givens,STL,2,53,26.5,0,29,0,0,,0,0
2014-09-21,RoyaEd00,Eddie Royal,SDG,0,0,,0,0,3,6,2.0,0,11
2014-09-21,McKeLe99,Leodis McKelvin,BUF,1,15,15.0,0,15,1,0,0.0,0,0
2014-09-21,DixoAn00,Anthony Dixon,BUF,1,11,11.0,0,11,0,0,,0,0
2014-09-21,SpilC.00,C.J. Spiller,BUF,1,18,18.0,0,18,0,0,,0,0
2014-09-21,McClDe00,Dexter McCluster,TEN,0,0,,0,0,1,1,1.0,0,1
2014-09-21,WashLe00,Leon Washington,TEN,2,56,28.0,0,29,0,0,,0,0
2014-09-21,TateBr00,Brandon Tate,CIN,1,18,18.0,0,18,0,0,,0,0
2014-09-21,BenjTr00,Travis Benjamin,CLE,0,0,,0,0,1,0,0.0,0,0
2014-09-21,MoorMa02,Marlon Moore,CLE,1,31,31.0,0,31,0,0,,0,0
2014-09-21,TodmJo00,Jordan Todman,JAX,1,26,26.0,0,26,0,0,,0,0
2014-09-21,CobbRa00,Randall Cobb,GNB,0,0,,0,0,2,23,11.5,0,22
2014-09-21,HarrDu01,DuJuan Harris,GNB,2,51,25.5,0,26,0,0,,0,0
2014-09-21,RossJe01,Jeremy Ross,DET,2,56,28.0,0,34,2,16,8.0,0,12
2014-09-21,JohnDa04,Damaris Johnson,HOU,3,67,22.3,0,31,1,3,3.0,0,3
2014-09-21,ParkPr00,Preston Parker,NYG,0,0,,0,0,2,12,6.0,0,12
2014-09-21,DempQu99,Quintin Demps,NYG,1,17,17.0,0,17,0,0,,0,0
2014-09-21,CarrTr00,T.J. Carrie,OAK,0,0,,0,0,4,36,9.0,0,21
2014-09-21,EdelJu00,Julian Edelman,NWE,0,0,,0,0,1,7,7.0,0,7
2014-09-21,SlatMa00,Matthew Slater,NWE,1,26,26.0,0,26,0,0,,0,0
2014-09-21,RobeAn00,Andre Roberts,WAS,2,36,18.0,0,23,1,6,6.0,0,6
2014-09-21,YounDa01,Darrel Young,WAS,1,10,10.0,0,10,0,0,,0,0
2014-09-21,SproDa00,Darren Sproles,PHI,0,0,,0,0,2,27,13.5,0,18
2014-09-21,PolkCh00,Chris Polk,PHI,2,137,68.5,1,102,0,0,,0,0
2014-09-21,CaseJa00,James Casey,PHI,1,16,16.0,0,16,0,0,,0,0
2014-09-21,SherMa20,Marcus Sherels,MIN,0,0,,0,0,4,11,2.8,0,13
2014-09-21,PattCo00,Cordarrelle Patterson,MIN,4,120,30.0,0,43,0,0,,0,0
2014-09-21,CookBr00,Brandin Cooks,NOR,0,0,,0,0,1,-3,-3.0,0,-3
2014-09-21,ElliBr00,Bruce Ellington,SFO,2,44,22.0,0,26,1,14,14.0,0,14
2014-09-21,GinnTe00,Ted Ginn Jr.,ARI,0,0,,0,0,1,8,8.0,0,8
2014-09-21,BursIs01,Isaiah Burse,DEN,0,0,,0,0,2,15,7.5,0,15
2014-09-21,SandEm00,Emmanuel Sanders,DEN,1,22,22.0,0,22,0,0,,0,0
2014-09-21,WaltBr00,Bryan Walters,SEA,0,0,,0,0,5,36,7.2,0,11
2014-09-21,HarvPe00,Percy Harvin,SEA,1,13,13.0,0,13,0,0,,0,0
2014-09-21,HammFr00,Frankie Hammond,KAN,0,0,,0,0,5,100,20.0,0,47
2014-09-21,McKnJo00,Joe McKnight,KAN,3,65,21.7,0,25,0,0,,0,0
2014-09-21,LandJa00,Jarvis Landry,MIA,5,174,34.8,0,74,3,11,3.7,0,9
2014-09-21,GarnNa20,Nate Garner,MIA,1,13,13.0,0,13,0,0,,0,0
2014-09-21,WillDa05,Damien Williams,MIA,1,25,25.0,0,25,0,0,,0,0
2014-09-21,BrowAn04,Antonio Brown,PIT,0,0,,0,0,2,17,8.5,0,9
2014-09-21,BrowPh00,Corey Brown,CAR,2,43,21.5,0,22,1,-10,-10.0,0,-10
2014-09-22,HolmSa00,Santonio Holmes,CHI,0,0,,0,0,1,11,11.0,0,11
2014-09-22,RossRa00,Rashad Ross,CHI,3,63,21.0,0,24,0,0,,0,0
