date,player_id,player_name,team,scoring_xpm,scoring_xpa,scoring_fgm,scoring_fga,punt,punt_yds,punt_yds_per_punt,punt_long
2015-09-10,scobejos01,Josh Scobee,PIT,1.0,1.0,2.0,4.0,0,0,,
2015-09-10,BerrJo00,Jordan Berry,PIT,,,,,2,87,43.5,50.0
2015-09-10,GostSt20,Stephen Gostkowski,NWE,4.0,4.0,,,0,0,,
2015-09-10,AlleRy01,Ryan Allen,NWE,,,,,4,191,47.8,67.0
2015-09-13,CrosMa20,Mason Crosby,GNB,4.0,4.0,1.0,1.0,0,0,,
2015-09-13,MastTi99,Tim Masthay,GNB,,,,,2,97,48.5,54.0
2015-09-13,gouldrob01,Robbie Gould,CHI,2.0,2.0,3.0,3.0,0,0,,
2015-09-13,ODonPa00,Pat O'Donnell,CHI,,,,,1,56,56.0,56.0
2015-09-13,HausSt00,Stephen Hauschka,SEA,2.0,2.0,3.0,3.0,0,0,,
2015-09-13,RyanJo21,Jon Ryan,SEA,,,,,4,207,51.8,73.0
2015-09-13,ZuerGr00,Greg Zuerlein,STL,4.0,4.0,2.0,2.0,0,0,,
2015-09-13,HekkJo00,Johnny Hekker,STL,,,,,3,142,47.3,55.0
2015-09-13,SantCa01,Cairo Santos,KAN,3.0,3.0,2.0,3.0,0,0,,
2015-09-13,ColqDu20,Dustin Colquitt,KAN,,,,,7,307,43.9,56.0
2015-09-13,BullRa00,Randy Bullock,HOU,,1.0,2.0,2.0,0,0,,
2015-09-13,LechSh20,Shane Lechler,HOU,,,,,7,329,47.0,57.0
2015-09-13,FranAn01,Andrew Franks,MIA,2.0,2.0,1.0,1.0,0,0,,
2015-09-13,DarrMa00,Matt Darr,MIA,,,,,4,217,54.3,63.0
2015-09-13,ForbKa00,Kai Forbath,WAS,1.0,1.0,1.0,2.0,0,0,,
2015-09-13,WayxTr00,Tress Way,WAS,,,,,3,124,41.3,54.0
2015-09-13,McAfPa44,Pat McAfee,IND,,,,,4,177,44.3,48.0
2015-09-13,vinatada01,Adam Vinatieri,IND,,,,1.0,0,0,,
2015-09-13,CarpDa44,Dan Carpenter,BUF,3.0,3.0,2.0,2.0,0,0,,
2015-09-13,SchmCo00,Colton Schmidt,BUF,,,,,5,252,50.4,63.0
2015-09-13,GanoGr44,Graham Gano,CAR,2.0,2.0,2.0,4.0,0,0,,
2015-09-13,NortBr00,Brad Nortman,CAR,,,,,4,179,44.8,56.0
2015-09-13,MyerJa00,Jason Myers,JAX,,1.0,1.0,2.0,0,0,,0.0
2015-09-13,AngeBr00,Bryan Anger,JAX,,,,,5,231,46.2,56.0
2015-09-13,CoonTr00,Travis Coons,CLE,1.0,1.0,1.0,1.0,0,0,,
2015-09-13,LeexAn20,Andy Lee,CLE,,,,,2,121,60.5,61.0
2015-09-13,FolkNi20,Nick Folk,NYJ,4.0,4.0,1.0,1.0,0,0,,
2015-09-13,QuigRy00,Ryan Quigley,NYJ,,,,,3,131,43.7,52.0
2015-09-13,HockZa00,Zach Hocker,NOR,1.0,1.0,4.0,4.0,0,0,,
2015-09-13,MorsTh00,Thomas Morstead,NOR,,,,,4,171,42.8,54.0
2015-09-13,CataCh00,Chandler Catanzaro,ARI,4.0,4.0,1.0,1.0,0,0,,
2015-09-13,ButlDr00,Drew Butler,ARI,,,,,4,158,39.5,47.0
2015-09-13,PratMa20,Matt Prater,DET,4.0,4.0,,,0,0,,
2015-09-13,MartSa01,Sam Martin,DET,,,,,5,176,35.2,42.0
2015-09-13,LambJo00,Josh Lambo,SDG,3.0,4.0,2.0,2.0,0,0,,0.0
2015-09-13,ScifMi20,Mike Scifres,SDG,,,,,2,104,52.0,58.0
2015-09-13,nugenmik01,Mike Nugent,CIN,3.0,4.0,2.0,2.0,0,0,,
2015-09-13,HubeKe20,Kevin Huber,CIN,,,,,5,219,43.8,53.0
2015-09-13,janikseb01,Sebastian Janikowski,OAK,1.0,1.0,,,0,0,,
2015-09-13,KingMa00,Marquette King,OAK,,,,,6,260,43.3,48.0
2015-09-13,TuckJu00,Justin Tucker,BAL,1.0,1.0,2.0,2.0,0,0,,
2015-09-13,KochSa20,Sam Koch,BAL,,,,,6,310,51.7,59.0
2015-09-13,McMaBr01,Brandon McManus,DEN,1.0,1.0,4.0,4.0,0,0,,0.0
2015-09-13,ColqBr00,Britton Colquitt,DEN,,,,,5,259,51.8,62.0
2015-09-13,SuccRy44,Ryan Succop,TEN,6.0,6.0,,,0,0,,
2015-09-13,KernBr20,Brett Kern,TEN,,,,,4,189,47.3,57.0
2015-09-13,BrinKy00,Kyle Brindza,TAM,2.0,2.0,,,0,0,,
2015-09-13,SchuJa00,Jake Schum,TAM,,,,,4,188,47.0,56.0
2015-09-13,brownjos01,Josh Brown,NYG,2.0,2.0,4.0,4.0,0,0,,
2015-09-13,WingBr00,Brad Wing,NYG,,,,,4,179,44.8,63.0
2015-09-13,BailDa00,Dan Bailey,DAL,3.0,3.0,2.0,2.0,0,0,,
2015-09-13,JoneCh02,Chris Jones,DAL,,,,,2,107,53.5,54.0
2015-09-14,ParkCo03,Cody Parkey,PHI,3.0,3.0,1.0,2.0,0,0,,
2015-09-14,JoneDo21,Donnie Jones,PHI,,,,,5,226,45.2,60.0
2015-09-14,bryanmat01,Matt Bryant,ATL,2.0,2.0,4.0,4.0,0,0,,
2015-09-14,BoshMa00,Matthew Bosher,ATL,,,,,4,231,57.8,62.0
2015-09-14,LockJe00,Jeff Locke,MIN,,,,,4,150,37.5,44.0
2015-09-14,WalsBl00,Blair Walsh,MIN,,,1.0,2.0,0,0,,
2015-09-14,dawsophi01,Phil Dawson,SFO,2.0,2.0,2.0,3.0,0,0,,
2015-09-14,PiniBr00,Bradley Pinion,SFO,,,,,3,140,46.7,52.0
2015-09-17,McMaBr01,Brandon McManus,DEN,4.0,4.0,1.0,1.0,0,0,,0.0
2015-09-17,ColqBr00,Britton Colquitt,DEN,,,,,7,314,44.9,56.0
2015-09-17,SantCa01,Cairo Santos,KAN,3.0,3.0,1.0,1.0,0,0,,
2015-09-17,ColqDu20,Dustin Colquitt,KAN,,,,,4,210,52.5,58.0
2015-09-20,CataCh00,Chandler Catanzaro,ARI,6.0,7.0,,,0,0,,
2015-09-20,ButlDr00,Drew Butler,ARI,,,,,3,121,40.3,43.0
2015-09-20,gouldrob01,Robbie Gould,CHI,2.0,2.0,3.0,3.0,0,0,,
2015-09-20,ODonPa00,Pat O'Donnell,CHI,,,,,5,229,45.8,55.0
2015-09-20,bryanmat01,Matt Bryant,ATL,3.0,3.0,1.0,1.0,0,0,,
2015-09-20,BoshMa00,Matthew Bosher,ATL,,,,,5,273,54.6,69.0
2015-09-20,brownjos01,Josh Brown,NYG,2.0,2.0,2.0,2.0,0,0,,
2015-09-20,WingBr00,Brad Wing,NYG,,,,,4,164,41.0,47.0
2015-09-20,GostSt20,Stephen Gostkowski,NWE,4.0,4.0,4.0,4.0,0,0,,
2015-09-20,AlleRy01,Ryan Allen,NWE,,,,,1,54,54.0,54.0
2015-09-20,CarpDa44,Dan Carpenter,BUF,2.0,3.0,,,0,0,,
2015-09-20,SchmCo00,Colton Schmidt,BUF,,,,,6,249,41.5,54.0
2015-09-20,BullRa00,Randy Bullock,HOU,2.0,2.0,1.0,1.0,0,0,,
2015-09-20,LechSh20,Shane Lechler,HOU,,,,,8,388,48.5,60.0
2015-09-20,GanoGr44,Graham Gano,CAR,3.0,3.0,1.0,2.0,0,0,,
2015-09-20,NortBr00,Brad Nortman,CAR,,,,,7,377,53.9,65.0
2015-09-20,SuccRy44,Ryan Succop,TEN,2.0,2.0,,,0,0,,
2015-09-20,KernBr20,Brett Kern,TEN,,,,,6,298,49.7,55.0
2015-09-20,CoonTr00,Travis Coons,CLE,4.0,4.0,,,0,0,,
2015-09-20,LeexAn20,Andy Lee,CLE,,,,,6,319,53.2,62.0
2015-09-20,BrinKy00,Kyle Brindza,TAM,2.0,2.0,4.0,5.0,0,0,,
2015-09-20,SchuJa00,Jake Schum,TAM,,,,,3,116,38.7,40.0
2015-09-20,HockZa00,Zach Hocker,NOR,1.0,2.0,,1.0,0,0,,
2015-09-20,MorsTh00,Thomas Morstead,NOR,,,,,4,175,43.8,55.0
2015-09-20,dawsophi01,Phil Dawson,SFO,1.0,1.0,1.0,1.0,0,0,,
2015-09-20,PiniBr00,Bradley Pinion,SFO,,,,,4,171,42.8,47.0
2015-09-20,scobejos01,Josh Scobee,PIT,3.0,4.0,,,0,0,,
2015-09-20,BerrJo00,Jordan Berry,PIT,,,,,3,142,47.3,62.0
2015-09-20,LambJo00,Josh Lambo,SDG,1.0,1.0,2.0,3.0,0,0,,0.0
2015-09-20,ScifMi20,Mike Scifres,SDG,,,,,3,144,48.0,53.0
2015-09-20,nugenmik01,Mike Nugent,CIN,3.0,3.0,1.0,2.0,0,0,,
2015-09-20,HubeKe20,Kevin Huber,CIN,,,,,3,161,53.7,58.0
2015-09-20,PratMa20,Matt Prater,DET,1.0,1.0,1.0,1.0,0,0,,
2015-09-20,MartSa01,Sam Martin,DET,,,,,4,177,44.3,53.0
2015-09-20,WalsBl00,Blair Walsh,MIN,2.0,3.0,2.0,2.0,0,0,,
2015-09-20,LockJe00,Jeff Locke,MIN,,,,,3,134,44.7,53.0
2015-09-20,ZuerGr00,Greg Zuerlein,STL,1.0,1.0,1.0,1.0,0,0,,
2015-09-20,HekkJo00,Johnny Hekker,STL,,,,,8,381,47.6,53.0
2015-09-20,HopkDu00,Dustin Hopkins,WAS,3.0,3.0,1.0,1.0,0,0,,
2015-09-20,WayxTr00,Tress Way,WAS,,,,,6,244,40.7,56.0
2015-09-20,FranAn01,Andrew Franks,MIA,2.0,2.0,2.0,3.0,0,0,,
2015-09-20,DarrMa00,Matt Darr,MIA,,,,,6,289,48.2,54.0
2015-09-20,MyerJa00,Jason Myers,JAX,2.0,2.0,3.0,3.0,0,0,,0.0
2015-09-20,AngeBr00,Bryan Anger,JAX,,,,,7,317,45.3,56.0
2015-09-20,TuckJu00,Justin Tucker,BAL,3.0,3.0,4.0,4.0,0,0,,
2015-09-20,KochSa20,Sam Koch,BAL,,,,,2,92,46.0,46.0
2015-09-20,janikseb01,Sebastian Janikowski,OAK,4.0,4.0,3.0,3.0,0,0,,
2015-09-20,KingMa00,Marquette King,OAK,,,,,2,118,59.0,70.0
2015-09-20,BailDa00,Dan Bailey,DAL,2.0,2.0,2.0,2.0,0,0,,
2015-09-20,JoneCh02,Chris Jones,DAL,,,,,6,315,52.5,61.0
2015-09-20,ParkCo03,Cody Parkey,PHI,1.0,1.0,1.0,1.0,0,0,,
2015-09-20,JoneDo21,Donnie Jones,PHI,,,,,6,302,50.3,59.0
2015-09-20,HausSt00,Stephen Hauschka,SEA,2.0,2.0,1.0,1.0,0,0,,
2015-09-20,RyanJo21,Jon Ryan,SEA,,,,,5,201,40.2,58.0
2015-09-20,CrosMa20,Mason Crosby,GNB,1.0,1.0,4.0,4.0,0,0,,
2015-09-20,MastTi99,Tim Masthay,GNB,,,,,3,139,46.3,49.0
2015-09-21,FolkNi20,Nick Folk,NYJ,2.0,2.0,2.0,3.0,0,0,,
2015-09-21,QuigRy00,Ryan Quigley,NYJ,,,,,5,170,34.0,40.0
2015-09-21,vinatada01,Adam Vinatieri,IND,1.0,1.0,,1.0,0,0,,
2015-09-21,McAfPa44,Pat McAfee,IND,,,,,3,149,49.7,57.0
2015-09-24,HopkDu00,Dustin Hopkins,WAS,1.0,1.0,2.0,2.0,0,0,,
2015-09-24,WayxTr00,Tress Way,WAS,,,,,1,36,36.0,36.0
2015-09-24,brownjos01,Josh Brown,NYG,3.0,3.0,3.0,3.0,0,0,,
2015-09-24,WingBr00,Brad Wing,NYG,,,,,4,171,42.8,45.0
2015-09-27,BerrJo00,Jordan Berry,PIT,,,,,4,196,49.0,57.0
2015-09-27,scobejos01,Josh Scobee,PIT,,,2.0,2.0,0,0,,
2015-09-27,HekkJo00,Johnny Hekker,STL,,,,,4,170,42.5,50.0
2015-09-27,ZuerGr00,Greg Zuerlein,STL,,,2.0,2.0,0,0,,
2015-09-27,nugenmik01,Mike Nugent,CIN,4.0,4.0,,,0,0,,
2015-09-27,HubeKe20,Kevin Huber,CIN,,,,,3,164,54.7,57.0
2015-09-27,TuckJu00,Justin Tucker,BAL,3.0,3.0,1.0,2.0,0,0,,
2015-09-27,KochSa20,Sam Koch,BAL,,,,,4,174,43.5,47.0
2015-09-27,janikseb01,Sebastian Janikowski,OAK,3.0,3.0,2.0,2.0,0,0,,
2015-09-27,KingMa00,Marquette King,OAK,,,,,4,157,39.3,46.0
2015-09-27,CoonTr00,Travis Coons,CLE,2.0,2.0,2.0,2.0,0,0,,
2015-09-27,LeexAn20,Andy Lee,CLE,,,,,4,211,52.8,67.0
2015-09-27,LambJo00,Josh Lambo,SDG,2.0,2.0,,,0,0,,0.0
2015-09-27,ScifMi20,Mike Scifres,SDG,,,,,6,263,43.8,68.0
2015-09-27,WalsBl00,Blair Walsh,MIN,4.0,4.0,1.0,1.0,0,0,,
2015-09-27,LockJe00,Jeff Locke,MIN,,,,,4,165,41.3,60.0
2015-09-27,bryanmat01,Matt Bryant,ATL,4.0,4.0,1.0,1.0,0,0,,
2015-09-27,BoshMa00,Matthew Bosher,ATL,,,,,4,205,51.3,60.0
2015-09-27,BailDa00,Dan Bailey,DAL,4.0,4.0,,,0,0,,
2015-09-27,JoneCh02,Chris Jones,DAL,,,,,4,159,39.8,45.0
2015-09-27,HockZa00,Zach Hocker,NOR,1.0,1.0,1.0,1.0,0,0,,
2015-09-27,MorsTh00,Thomas Morstead,NOR,,,,,2,92,46.0,47.0
2015-09-27,GanoGr44,Graham Gano,CAR,3.0,3.0,2.0,2.0,0,0,,
2015-09-27,NortBr00,Brad Nortman,CAR,,,,,4,173,43.3,55.0
2015-09-27,vinatada01,Adam Vinatieri,IND,5.0,5.0,,,0,0,,
2015-09-27,McAfPa44,Pat McAfee,IND,,,,,5,249,49.8,54.0
2015-09-27,SuccRy44,Ryan Succop,TEN,3.0,3.0,2.0,2.0,0,0,,
2015-09-27,KernBr20,Brett Kern,TEN,,,,,5,212,42.4,49.0
2015-09-27,BrinKy00,Kyle Brindza,TAM,,1.0,1.0,4.0,0,0,,
2015-09-27,SchuJa00,Jake Schum,TAM,,,,,7,312,44.6,55.0
2015-09-27,BullRa00,Randy Bullock,HOU,1.0,2.0,2.0,3.0,0,0,,
2015-09-27,LechSh20,Shane Lechler,HOU,,,,,6,266,44.3,54.0
2015-09-27,ParkCo03,Cody Parkey,PHI,3.0,3.0,1.0,1.0,0,0,,
2015-09-27,JoneDo21,Donnie Jones,PHI,,,,,9,440,48.9,56.0
2015-09-27,FolkNi20,Nick Folk,NYJ,2.0,2.0,1.0,1.0,0,0,,
2015-09-27,QuigRy00,Ryan Quigley,NYJ,,,,,8,371,46.4,54.0
2015-09-27,MyerJa00,Jason Myers,JAX,2.0,2.0,1.0,1.0,0,0,,0.0
2015-09-27,AngeBr00,Bryan Anger,JAX,,,,,4,195,48.8,57.0
2015-09-27,GostSt20,Stephen Gostkowski,NWE,6.0,6.0,3.0,3.0,0,0,,
2015-09-27,dawsophi01,Phil Dawson,SFO,1.0,1.0,,,0,0,,
2015-09-27,PiniBr00,Bradley Pinion,SFO,,,,,6,283,47.2,56.0
2015-09-27,CataCh00,Chandler Catanzaro,ARI,6.0,6.0,1.0,1.0,0,0,,
2015-09-27,ButlDr00,Drew Butler,ARI,,,,,4,144,36.0,40.0
2015-09-27,CarpDa44,Dan Carpenter,BUF,5.0,5.0,2.0,3.0,0,0,,
2015-09-27,SchmCo00,Colton Schmidt,BUF,,,,,3,137,45.7,49.0
2015-09-27,FranAn01,Andrew Franks,MIA,,1.0,,,0,0,,
2015-09-27,DarrMa00,Matt Darr,MIA,,,,,4,196,49.0,59.0
2015-09-27,ODonPa00,Pat O'Donnell,CHI,,,,,10,477,47.7,72.0
2015-09-27,HausSt00,Stephen Hauschka,SEA,2.0,2.0,4.0,4.0,0,0,,
2015-09-27,RyanJo21,Jon Ryan,SEA,,,,,4,166,41.5,46.0
2015-09-27,McMaBr01,Brandon McManus,DEN,3.0,3.0,1.0,1.0,0,0,,0.0
2015-09-27,ColqBr00,Britton Colquitt,DEN,,,,,5,213,42.6,50.0
2015-09-27,PratMa20,Matt Prater,DET,,1.0,,,0,0,,
2015-09-27,MartSa01,Sam Martin,DET,,,,,5,266,53.2,66.0
2015-09-28,SantCa01,Cairo Santos,KAN,2.0,2.0,,,0,0,,
2015-09-28,ColqDu20,Dustin Colquitt,KAN,,,,,6,301,50.2,61.0
2015-09-28,CrosMa20,Mason Crosby,GNB,5.0,5.0,1.0,1.0,0,0,,
2015-09-28,MastTi99,Tim Masthay,GNB,,,,,5,215,43.0,49.0
2015-10-01,TuckJu00,Justin Tucker,BAL,2.0,2.0,3.0,3.0,0,0,,
2015-10-01,KochSa20,Sam Koch,BAL,,,,,4,204,51.0,57.0
2015-10-01,scobejos01,Josh Scobee,PIT,2.0,2.0,2.0,4.0,0,0,,
2015-10-01,BerrJo00,Jordan Berry,PIT,,,,,6,239,39.8,51.0
2015-10-04,FolkNi20,Nick Folk,NYJ,3.0,3.0,2.0,3.0,0,0,,
2015-10-04,QuigRy00,Ryan Quigley,NYJ,,,,,5,212,42.4,51.0
2015-10-04,FranAn01,Andrew Franks,MIA,2.0,2.0,,,0,0,,
2015-10-04,DarrMa00,Matt Darr,MIA,,,,,7,322,46.0,59.0
2015-10-04,novaknic01,Nick Novak,HOU,3.0,3.0,,1.0,0,0,,
2015-10-04,LechSh20,Shane Lechler,HOU,,,,,4,194,48.5,60.0
2015-10-04,bryanmat01,Matt Bryant,ATL,6.0,6.0,,,0,0,,
2015-10-04,BoshMa00,Matthew Bosher,ATL,,,,,6,286,47.7,55.0
2015-10-04,brownjos01,Josh Brown,NYG,1.0,2.0,1.0,1.0,0,0,,
2015-10-04,WingBr00,Brad Wing,NYG,,,,,8,355,44.4,55.0
2015-10-04,CarpDa44,Dan Carpenter,BUF,1.0,1.0,1.0,2.0,0,0,,
2015-10-04,SchmCo00,Colton Schmidt,BUF,,,,,7,363,51.9,62.0
2015-10-04,janikseb01,Sebastian Janikowski,OAK,2.0,2.0,2.0,2.0,0,0,,
2015-10-04,KingMa00,Marquette King,OAK,,,,,5,242,48.4,54.0
2015-10-04,gouldrob01,Robbie Gould,CHI,1.0,2.0,3.0,3.0,0,0,,
2015-10-04,LannSp00,Spencer Lanning,CHI,,,,,3,136,45.3,51.0
2015-10-04,MyerJa00,Jason Myers,JAX,1.0,1.0,2.0,4.0,0,0,,0.0
2015-10-04,AngeBr00,Bryan Anger,JAX,,,,,8,307,38.4,47.0
2015-10-04,vinatada01,Adam Vinatieri,IND,1.0,1.0,3.0,3.0,0,0,,
2015-10-04,McAfPa44,Pat McAfee,IND,,,,,6,287,47.8,57.0
2015-10-04,GanoGr44,Graham Gano,CAR,4.0,4.0,3.0,3.0,0,0,,
2015-10-04,NortBr00,Brad Nortman,CAR,,,,,4,154,38.5,56.0
2015-10-04,BrinKy00,Kyle Brindza,TAM,2.0,3.0,1.0,3.0,0,0,,
2015-10-04,SchuJa00,Jake Schum,TAM,,,,,2,82,41.0,41.0
2015-10-04,ColqDu20,Dustin Colquitt,KAN,,,,,1,62,62.0,62.0
2015-10-04,SantCa01,Cairo Santos,KAN,,,7.0,7.0,0,0,,
2015-10-04,nugenmik01,Mike Nugent,CIN,4.0,4.0,,1.0,0,0,,
2015-10-04,HubeKe20,Kevin Huber,CIN,,,,,3,143,47.7,67.0
2015-10-04,SturCa00,Caleb Sturgis,PHI,2.0,3.0,,1.0,0,0,,
2015-10-04,JoneDo21,Donnie Jones,PHI,,,,,6,251,41.8,46.0
2015-10-04,HopkDu00,Dustin Hopkins,WAS,2.0,2.0,3.0,3.0,0,0,,
2015-10-04,WayxTr00,Tress Way,WAS,,,,,5,221,44.2,63.0
2015-10-04,CoonTr00,Travis Coons,CLE,1.0,1.0,4.0,4.0,0,0,,
2015-10-04,LeexAn20,Andy Lee,CLE,,,,,4,192,48.0,57.0
2015-10-04,LambJo00,Josh Lambo,SDG,3.0,3.0,3.0,3.0,0,0,,0.0
2015-10-04,ScifMi20,Mike Scifres,SDG,,,,,5,186,37.2,47.0
2015-10-04,ZuerGr00,Greg Zuerlein,STL,3.0,3.0,1.0,1.0,0,0,,
2015-10-04,HekkJo00,Johnny Hekker,STL,,,,,7,348,49.7,57.0
2015-10-04,CataCh00,Chandler Catanzaro,ARI,1.0,1.0,5.0,5.0,0,0,,
2015-10-04,ButlDr00,Drew Butler,ARI,,,,,1,44,44.0,44.0
2015-10-04,WalsBl00,Blair Walsh,MIN,2.0,2.0,2.0,3.0,0,0,,
2015-10-04,LockJe00,Jeff Locke,MIN,,,,,5,217,43.4,54.0
2015-10-04,McMaBr01,Brandon McManus,DEN,2.0,2.0,3.0,3.0,0,0,,0.0
2015-10-04,ColqBr00,Britton Colquitt,DEN,,,,,3,141,47.0,50.0
2015-10-04,CrosMa20,Mason Crosby,GNB,2.0,2.0,1.0,2.0,0,0,,
2015-10-04,MastTi99,Tim Masthay,GNB,,,,,6,235,39.2,51.0
2015-10-04,PiniBr00,Bradley Pinion,SFO,,,,,6,247,41.2,59.0
2015-10-04,dawsophi01,Phil Dawson,SFO,,,1.0,1.0,0,0,,
2015-10-04,BailDa00,Dan Bailey,DAL,2.0,2.0,2.0,2.0,0,0,,
2015-10-04,JoneCh02,Chris Jones,DAL,,,,,5,209,41.8,53.0
2015-10-04,HockZa00,Zach Hocker,NOR,2.0,2.0,2.0,3.0,1,43,43.0,43.0
2015-10-04,MorsTh00,Thomas Morstead,NOR,,,,,3,123,41.0,47.0
2015-10-05,PratMa20,Matt Prater,DET,1.0,1.0,1.0,1.0,0,0,,
2015-10-05,MartSa01,Sam Martin,DET,,,,,8,367,45.9,62.0
2015-10-05,HausSt00,Stephen Hauschka,SEA,1.0,1.0,2.0,2.0,0,0,,
2015-10-05,RyanJo21,Jon Ryan,SEA,,,,,4,192,48.0,70.0
2015-10-08,vinatada01,Adam Vinatieri,IND,3.0,3.0,2.0,2.0,0,0,,
2015-10-08,McAfPa44,Pat McAfee,IND,,,,,3,147,49.0,53.0
2015-10-08,novaknic01,Nick Novak,HOU,2.0,2.0,2.0,2.0,0,0,,
2015-10-08,LechSh20,Shane Lechler,HOU,,,,,3,123,41.0,55.0
2015-10-11,HopkDu00,Dustin Hopkins,WAS,1.0,1.0,2.0,3.0,0,0,,
2015-10-11,WayxTr00,Tress Way,WAS,,,,,4,201,50.3,57.0
2015-10-11,bryanmat01,Matt Bryant,ATL,1.0,1.0,2.0,4.0,0,0,,
2015-10-11,BoshMa00,Matthew Bosher,ATL,,,,,1,51,51.0,51.0
2015-10-11,ODonPa00,Pat O'Donnell,CHI,,,,,5,235,47.0,49.0
2015-10-11,gouldrob01,Robbie Gould,CHI,,,2.0,2.0,0,0,,
2015-10-11,SantCa01,Cairo Santos,KAN,2.0,2.0,1.0,3.0,0,0,,
2015-10-11,ColqDu20,Dustin Colquitt,KAN,,,,,7,331,47.3,55.0
2015-10-11,CoonTr00,Travis Coons,CLE,1.0,1.0,4.0,4.0,0,0,,
2015-10-11,LeexAn20,Andy Lee,CLE,,,,,5,217,43.4,51.0
2015-10-11,TuckJu00,Justin Tucker,BAL,3.0,3.0,1.0,2.0,0,0,,
2015-10-11,KochSa20,Sam Koch,BAL,,,,,6,297,49.5,57.0
2015-10-11,ZuerGr00,Greg Zuerlein,STL,1.0,1.0,1.0,4.0,0,0,,
2015-10-11,HekkJo00,Johnny Hekker,STL,,,,,4,181,45.3,51.0
2015-10-11,CrosMa20,Mason Crosby,GNB,3.0,3.0,1.0,1.0,0,0,,
2015-10-11,MastTi99,Tim Masthay,GNB,,,,,4,191,47.8,53.0
2015-10-11,MyerJa00,Jason Myers,JAX,4.0,4.0,1.0,1.0,0,0,,0.0
2015-10-11,AngeBr00,Bryan Anger,JAX,,,,,4,221,55.3,63.0
2015-10-11,barthco01,Connor Barth,TAM,3.0,3.0,3.0,3.0,0,0,,
2015-10-11,SchuJa00,Jake Schum,TAM,,,,,3,101,33.7,49.0
2015-10-11,CarpDa44,Dan Carpenter,BUF,2.0,2.0,,,0,0,,
2015-10-11,SchmCo00,Colton Schmidt,BUF,,,,,7,357,51.0,65.0
2015-10-11,SuccRy44,Ryan Succop,TEN,1.0,1.0,2.0,2.0,0,0,,
2015-10-11,KernBr20,Brett Kern,TEN,,,,,6,251,41.8,58.0
2015-10-11,HausSt00,Stephen Hauschka,SEA,3.0,3.0,1.0,1.0,0,0,,
2015-10-11,RyanJo21,Jon Ryan,SEA,,,,,8,407,50.9,62.0
2015-10-11,nugenmik01,Mike Nugent,CIN,3.0,3.0,2.0,2.0,0,0,,
2015-10-11,HubeKe20,Kevin Huber,CIN,,,,,6,293,48.8,51.0
2015-10-11,HockZa00,Zach Hocker,NOR,2.0,2.0,1.0,1.0,0,0,,
2015-10-11,FielBr20,Brandon Fields,NOR,,,,,6,237,39.5,57.0
2015-10-11,SturCa00,Caleb Sturgis,PHI,3.0,4.0,4.0,4.0,0,0,,
2015-10-11,JoneDo21,Donnie Jones,PHI,,,,,1,50,50.0,50.0
2015-10-11,CataCh00,Chandler Catanzaro,ARI,6.0,6.0,,,0,0,,
2015-10-11,ButlDr00,Drew Butler,ARI,,,,,6,227,37.8,49.0
2015-10-11,PratMa20,Matt Prater,DET,2.0,2.0,1.0,1.0,0,0,,
2015-10-11,MartSa01,Sam Martin,DET,,,,,4,172,43.0,54.0
2015-10-11,GostSt20,Stephen Gostkowski,NWE,3.0,3.0,3.0,3.0,0,0,,
2015-10-11,AlleRy01,Ryan Allen,NWE,,,,,4,175,43.8,60.0
2015-10-11,JoneCh02,Chris Jones,DAL,,,,,6,298,49.7,59.0
2015-10-11,BailDa00,Dan Bailey,DAL,,,2.0,2.0,0,0,,
2015-10-11,McMaBr01,Brandon McManus,DEN,1.0,1.0,3.0,3.0,1,41,41.0,41.0
2015-10-11,ColqBr00,Britton Colquitt,DEN,,,,,5,211,42.2,44.0
2015-10-11,janikseb01,Sebastian Janikowski,OAK,1.0,1.0,1.0,3.0,0,0,,
2015-10-11,KingMa00,Marquette King,OAK,,,,,4,207,51.8,61.0
2015-10-11,dawsophi01,Phil Dawson,SFO,3.0,3.0,2.0,2.0,0,0,,
2015-10-11,PiniBr00,Bradley Pinion,SFO,,,,,3,138,46.0,50.0
2015-10-11,brownjos01,Josh Brown,NYG,3.0,3.0,3.0,3.0,0,0,,
2015-10-11,WingBr00,Brad Wing,NYG,,,,,2,90,45.0,55.0
2015-10-12,BoswCh00,Chris Boswell,PIT,3.0,3.0,1.0,1.0,0,0,,
2015-10-12,BerrJo00,Jordan Berry,PIT,,,,,8,322,40.3,56.0
2015-10-12,LambJo00,Josh Lambo,SDG,2.0,2.0,2.0,3.0,0,0,,0.0
2015-10-12,ScifMi20,Mike Scifres,SDG,,,,,5,267,53.4,58.0
2015-10-15,bryanmat01,Matt Bryant,ATL,3.0,3.0,,,0,0,,
2015-10-15,BoshMa00,Matthew Bosher,ATL,,,,,3,124,41.3,47.0
2015-10-15,HockZa00,Zach Hocker,NOR,4.0,4.0,1.0,3.0,0,0,,
2015-10-15,FielBr20,Brandon Fields,NOR,,,,,4,175,43.8,57.0
2015-10-18,HopkDu00,Dustin Hopkins,WAS,2.0,2.0,2.0,2.0,0,0,,
2015-10-18,WayxTr00,Tress Way,WAS,,,,,6,288,48.0,53.0
2015-10-18,FolkNi20,Nick Folk,NYJ,4.0,4.0,2.0,3.0,0,0,,
2015-10-18,QuigRy00,Ryan Quigley,NYJ,,,,,1,49,49.0,49.0
