date,player_id,player_name,team,scoring_xpm,scoring_xpa,scoring_fgm,scoring_fga,punt,punt_yds,punt_yds_per_punt,punt_long
2020-12-13,CharJo01,Joseph Charlton,CAR,,,,,4,174,43.5,56.0
2020-12-13,FairKa01,Ka'imi Fairbairn,HOU,1.0,1.0,,,0,0,,0.0
2020-12-13,AngeBr00,Bryan Anger,HOU,,,,,4,172,43.0,50.0
2020-12-13,SantCa01,Cairo Santos,CHI,4.0,4.0,2.0,2.0,0,0,,0.0
2020-12-13,ODonPa00,Pat O'Donnell,CHI,,,,,5,199,39.8,48.0
2020-12-13,ZuerGr00,Greg Zuerlein,DAL,3.0,3.0,3.0,3.0,0,0,,0.0
2020-12-13,NiswJa00,Hunter Niswander,DAL,,,,,2,99,49.5,51.0
2020-12-13,SeibAu00,Austin Seibert,CIN,1.0,1.0,,,0,0,,0.0
2020-12-13,HubeKe20,Kevin Huber,CIN,,,,,2,90,45.0,51.0
2020-12-13,nugenmik01,Mike Nugent,ARI,2.0,2.0,4.0,4.0,0,0,,0.0
2020-12-13,LeexAn20,Andy Lee,ARI,,,,,4,159,39.8,49.0
2020-12-13,GanoGr44,Graham Gano,NYG,1.0,1.0,,,0,0,,0.0
2020-12-13,DixoRi00,Riley Dixon,NYG,,,,,8,390,48.8,55.0
2020-12-13,GostSt20,Stephen Gostkowski,TEN,4.0,4.0,1.0,1.0,0,0,,0.0
2020-12-13,KernBr20,Brett Kern,TEN,,,,,4,165,41.3,50.0
2020-12-13,RosaAl00,Aldrick Rosas,JAX,1.0,1.0,1.0,2.0,0,0,,0.0
2020-12-13,CookLo00,Logan Cooke,JAX,,,,,4,199,49.8,62.0
2020-12-13,ButkHa00,Harrison Butker,KAN,4.0,4.0,1.0,1.0,0,0,,0.0
2020-12-13,TownTo01,Tommy Townsend,KAN,,,,,4,198,49.5,58.0
2020-12-13,SandJa00,Jason Sanders,MIA,3.0,3.0,2.0,3.0,0,0,,0.0
2020-12-13,HaacMa00,Matt Haack,MIA,,,,,5,234,46.8,54.0
2020-12-13,BailDa00,Dan Bailey,MIN,,1.0,,3.0,0,0,,0.0
2020-12-13,ColqBr00,Britton Colquitt,MIN,,,,,2,76,38.0,48.0
2020-12-13,SuccRy44,Ryan Succop,TAM,2.0,3.0,2.0,2.0,0,0,,0.0
2020-12-13,PiniBr00,Bradley Pinion,TAM,,,,,3,151,50.3,61.0
2020-12-13,BlanRo03,Rodrigo Blankenship,IND,5.0,5.0,3.0,3.0,0,0,,0.0
2020-12-13,AlleRy01,Ryan Allen,IND,,,,,1,41,41.0,41.0
2020-12-13,CarlDa00,Daniel Carlson,LVR,3.0,3.0,2.0,2.0,0,0,,0.0
2020-12-13,ColeAJ01,AJ Cole III,LVR,,,,,1,47,47.0,47.0
2020-12-13,MannBr01,Braden Mann,NYJ,,,,,5,197,39.4,45.0
2020-12-13,CastSe00,Sergio Castillo,NYJ,,,1.0,4.0,0,0,,0.0
2020-12-13,MyerJa00,Jason Myers,SEA,4.0,5.0,2.0,2.0,0,0,,0.0
2020-12-13,DickMi00,Michael Dickson,SEA,,,,,2,83,41.5,43.0
2020-12-13,KooxYo00,Younghoe Koo,ATL,2.0,2.0,1.0,1.0,0,0,,0.0
2020-12-13,HofrSt00,Sterling Hofrichter,ATL,,,,,2,85,42.5,52.0
2020-12-13,BadgMi00,Michael Badgley,LAC,2.0,2.0,2.0,2.0,0,0,,0.0
2020-12-13,LongTy00,Ty Long,LAC,,,,,3,151,50.3,52.0
2020-12-13,CrosMa20,Mason Crosby,GNB,4.0,4.0,1.0,1.0,0,0,,0.0
2020-12-13,ScotJK00,JK Scott,GNB,,,,,2,101,50.5,57.0
2020-12-13,PratMa20,Matt Prater,DET,3.0,3.0,1.0,1.0,0,0,,0.0
2020-12-13,FoxxJa01,Jack Fox,DET,,,,,3,134,44.7,52.0
2020-12-13,LutzWi00,Wil Lutz,NOR,3.0,3.0,,2.0,0,0,,0.0
2020-12-13,MorsTh00,Thomas Morstead,NOR,,,,,4,211,52.8,58.0
2020-12-13,ElliJa03,Jake Elliott,PHI,3.0,3.0,1.0,2.0,0,0,,0.0
2020-12-13,JohnCa02,Cameron Johnston,PHI,,,,,3,140,46.7,54.0
2020-12-13,HopkDu00,Dustin Hopkins,WAS,2.0,2.0,3.0,4.0,0,0,,0.0
2020-12-13,WayxTr00,Tress Way,WAS,,,,,8,398,49.8,58.0
2020-12-13,gouldrob01,Robbie Gould,SFO,1.0,1.0,,,0,0,,0.0
2020-12-13,WishMi00,Mitch Wishnowsky,SFO,,,,,9,411,45.7,58.0
2020-12-13,BoswCh00,Chris Boswell,PIT,1.0,1.0,,,0,0,,0.0
2020-12-13,BerrJo00,Jordan Berry,PIT,,,,,8,318,39.8,46.0
2020-12-13,BassTy00,Tyler Bass,BUF,2.0,3.0,2.0,2.0,0,0,,0.0
2020-12-13,BojoCo00,Corey Bojorquez,BUF,,,,,5,228,45.6,54.0
2020-12-14,TuckJu00,Justin Tucker,BAL,4.0,5.0,1.0,1.0,0,0,,0.0
2020-12-14,KochSa20,Sam Koch,BAL,,,,,4,172,43.0,50.0
2020-12-14,ParkCo03,Cody Parkey,CLE,4.0,5.0,,1.0,0,0,,0.0
2020-12-14,GillJa00,Jamie Gillan,CLE,,,,,2,91,45.5,56.0
2020-12-17,BadgMi00,Michael Badgley,LAC,3.0,3.0,1.0,3.0,0,0,,0.0
2020-12-17,LongTy00,Ty Long,LAC,,,,,2,71,35.5,37.0
2020-12-17,CarlDa00,Daniel Carlson,LVR,3.0,3.0,2.0,2.0,0,0,,0.0
2020-12-17,ColeAJ01,AJ Cole III,LVR,,,,,2,75,37.5,56.0
2020-12-19,BassTy00,Tyler Bass,BUF,6.0,6.0,2.0,2.0,0,0,,0.0
2020-12-19,BojoCo00,Corey Bojorquez,BUF,,,,,1,63,63.0,63.0
2020-12-19,RussTa00,Taylor Russolino,DEN,1.0,3.0,,1.0,0,0,,0.0
2020-12-19,MartSa01,Sam Martin,DEN,,,,,6,291,48.5,56.0
2020-12-19,SlyeJo00,Joey Slye,CAR,1.0,1.0,3.0,3.0,0,0,,0.0
2020-12-19,CharJo01,Joseph Charlton,CAR,,,,,4,183,45.8,50.0
2020-12-19,CrosMa20,Mason Crosby,GNB,3.0,3.0,1.0,1.0,0,0,,0.0
2020-12-19,ScotJK00,JK Scott,GNB,,,,,6,275,45.8,57.0
2020-12-20,SuccRy44,Ryan Succop,TAM,4.0,4.0,1.0,1.0,0,0,,0.0
2020-12-20,PiniBr00,Bradley Pinion,TAM,,,,,5,209,41.8,52.0
2020-12-20,KooxYo00,Younghoe Koo,ATL,3.0,3.0,2.0,2.0,0,0,,0.0
2020-12-20,HofrSt00,Sterling Hofrichter,ATL,,,,,5,242,48.4,57.0
2020-12-20,SantCa01,Cairo Santos,CHI,3.0,3.0,4.0,4.0,0,0,,0.0
2020-12-20,ODonPa00,Pat O'Donnell,CHI,,,,,1,44,44.0,44.0
2020-12-20,BailDa00,Dan Bailey,MIN,3.0,3.0,2.0,2.0,0,0,,0.0
2020-12-20,ColqBr00,Britton Colquitt,MIN,,,,,2,80,40.0,43.0
2020-12-20,FairKa01,Ka'imi Fairbairn,HOU,2.0,2.0,2.0,2.0,0,0,,0.0
2020-12-20,AngeBr00,Bryan Anger,HOU,,,,,2,95,47.5,57.0
2020-12-20,BlanRo03,Rodrigo Blankenship,IND,3.0,3.0,2.0,2.0,0,0,,0.0
2020-12-20,SancRi00,Rigoberto Sanchez,IND,,,,,2,91,45.5,47.0
2020-12-20,gouldrob01,Robbie Gould,SFO,3.0,3.0,2.0,2.0,0,0,,0.0
2020-12-20,WishMi00,Mitch Wishnowsky,SFO,,,,,4,186,46.5,48.0
2020-12-20,ZuerGr00,Greg Zuerlein,DAL,5.0,5.0,2.0,3.0,0,0,,0.0
2020-12-20,NiswJa00,Hunter Niswander,DAL,,,,,6,282,47.0,53.0
2020-12-20,PratMa20,Matt Prater,DET,2.0,3.0,1.0,1.0,0,0,,0.0
2020-12-20,FoxxJa01,Jack Fox,DET,,,,,1,36,36.0,36.0
2020-12-20,GostSt20,Stephen Gostkowski,TEN,5.0,5.0,1.0,1.0,0,0,,0.0
2020-12-20,KernBr20,Brett Kern,TEN,,,,,1,47,47.0,47.0
2020-12-20,RosaAl00,Aldrick Rosas,JAX,2.0,2.0,,,3,110,36.7,44.0
2020-12-20,TuckJu00,Justin Tucker,BAL,5.0,5.0,1.0,2.0,0,0,,0.0
2020-12-20,BailJa00,Jake Bailey,NWE,,,,,2,93,46.5,56.0
2020-12-20,FolkNi20,Nick Folk,NWE,,,4.0,4.0,0,0,,0.0
2020-12-20,SandJa00,Jason Sanders,MIA,2.0,2.0,,1.0,0,0,,0.0
2020-12-20,HaacMa00,Matt Haack,MIA,,,,,3,140,46.7,54.0
2020-12-20,MyerJa00,Jason Myers,SEA,2.0,2.0,2.0,2.0,0,0,,0.0
2020-12-20,DickMi00,Michael Dickson,SEA,,,,,4,203,50.8,57.0
2020-12-20,HopkDu00,Dustin Hopkins,WAS,,1.0,1.0,1.0,0,0,,0.0
2020-12-20,WayxTr00,Tress Way,WAS,,,,,4,182,45.5,54.0
2020-12-20,ElliJa03,Jake Elliott,PHI,2.0,2.0,,,2,77,38.5,42.0
2020-12-20,JohnCa02,Cameron Johnston,PHI,,,,,3,115,38.3,42.0
2020-12-20,nugenmik01,Mike Nugent,ARI,4.0,4.0,1.0,1.0,0,0,,0.0
2020-12-20,LeexAn20,Andy Lee,ARI,,,,,3,143,47.7,61.0
2020-12-20,FickSa00,Sam Ficken,NYJ,2.0,2.0,3.0,3.0,0,0,,0.0
2020-12-20,MannBr01,Braden Mann,NYJ,,,,,5,247,49.4,57.0
2020-12-20,GayxMa00,Matt Gay,LAR,2.0,2.0,2.0,2.0,0,0,,0.0
2020-12-20,HekkJo00,Johnny Hekker,LAR,,,,,4,179,44.8,59.0
2020-12-20,ButkHa00,Harrison Butker,KAN,3.0,3.0,1.0,1.0,0,0,,0.0
2020-12-20,TownTo01,Tommy Townsend,KAN,,,,,6,243,40.5,61.0
2020-12-20,LutzWi00,Wil Lutz,NOR,3.0,3.0,,,0,0,,0.0
2020-12-20,MorsTh00,Thomas Morstead,NOR,,,,,8,378,47.3,51.0
2020-12-20,ParkCo03,Cody Parkey,CLE,2.0,3.0,,,0,0,,0.0
2020-12-20,GillJa00,Jamie Gillan,CLE,,,,,3,120,40.0,47.0
2020-12-20,DixoRi00,Riley Dixon,NYG,,,,,2,69,34.5,35.0
2020-12-20,GanoGr44,Graham Gano,NYG,,,2.0,2.0,0,0,,0.0
2020-12-21,BoswCh00,Chris Boswell,PIT,2.0,2.0,1.0,1.0,0,0,,0.0
2020-12-21,BerrJo00,Jordan Berry,PIT,,,,,6,313,52.2,61.0
2020-12-21,SeibAu00,Austin Seibert,CIN,3.0,3.0,2.0,3.0,0,0,,0.0
2020-12-21,HubeKe20,Kevin Huber,CIN,,,,,7,319,45.6,51.0
2020-12-25,BailDa00,Dan Bailey,MIN,3.0,4.0,,,0,0,,0.0
2020-12-25,ColqBr00,Britton Colquitt,MIN,,,,,4,186,46.5,55.0
2020-12-25,LutzWi00,Wil Lutz,NOR,7.0,7.0,1.0,1.0,0,0,,0.0
2020-12-26,SuccRy44,Ryan Succop,TAM,5.0,7.0,,1.0,0,0,,0.0
2020-12-26,PiniBr00,Bradley Pinion,TAM,,,,,3,132,44.0,49.0
2020-12-26,PratMa20,Matt Prater,DET,1.0,1.0,,,0,0,,0.0
2020-12-26,FoxxJa01,Jack Fox,DET,,,,,8,382,47.8,56.0
2020-12-26,gouldrob01,Robbie Gould,SFO,2.0,3.0,,2.0,0,0,,0.0
2020-12-26,WishMi00,Mitch Wishnowsky,SFO,,,,,5,195,39.0,50.0
2020-12-26,LeexAn20,Andy Lee,ARI,,,,,4,178,44.5,52.0
2020-12-26,nugenmik01,Mike Nugent,ARI,,,2.0,2.0,0,0,,0.0
2020-12-26,SandJa00,Jason Sanders,MIA,2.0,2.0,4.0,4.0,0,0,,0.0
2020-12-26,HaacMa00,Matt Haack,MIA,,,,,5,233,46.6,51.0
2020-12-26,CarlDa00,Daniel Carlson,LVR,1.0,2.0,4.0,4.0,0,0,,0.0
2020-12-26,ColeAJ01,AJ Cole III,LVR,,,,,4,168,42.0,58.0
2020-12-27,KooxYo00,Younghoe Koo,ATL,2.0,2.0,,1.0,0,0,,0.0
2020-12-27,HofrSt00,Sterling Hofrichter,ATL,,,,,5,222,44.4,50.0
2020-12-27,ButkHa00,Harrison Butker,KAN,2.0,2.0,1.0,1.0,0,0,,0.0
2020-12-27,TownTo01,Tommy Townsend,KAN,,,,,4,165,41.3,58.0
2020-12-27,SantCa01,Cairo Santos,CHI,5.0,5.0,2.0,2.0,0,0,,0.0
2020-12-27,ODonPa00,Pat O'Donnell,CHI,,,,,3,133,44.3,58.0
2020-12-27,RosaAl00,Aldrick Rosas,JAX,2.0,2.0,1.0,1.0,0,0,,0.0
2020-12-27,ColqDu20,Dustin Colquitt,JAX,,,,,6,272,45.3,53.0
2020-12-27,SeibAu00,Austin Seibert,CIN,4.0,4.0,3.0,4.0,0,0,,0.0
2020-12-27,HubeKe20,Kevin Huber,CIN,,,,,1,40,40.0,40.0
2020-12-27,FairKa01,Ka'imi Fairbairn,HOU,4.0,4.0,1.0,1.0,0,0,,0.0
2020-12-27,AngeBr00,Bryan Anger,HOU,,,,,4,180,45.0,51.0
2020-12-27,ParkCo03,Cody Parkey,CLE,1.0,2.0,1.0,1.0,0,0,,0.0
2020-12-27,GillJa00,Jamie Gillan,CLE,,,,1.0,6,251,41.8,53.0
2020-12-27,FickSa00,Sam Ficken,NYJ,2.0,3.0,1.0,2.0,0,0,,0.0
2020-12-27,MannBr01,Braden Mann,NYJ,,,,,7,260,37.1,49.0
2020-12-27,BlanRo03,Rodrigo Blankenship,IND,3.0,3.0,1.0,1.0,0,0,,0.0
2020-12-27,SancRi00,Rigoberto Sanchez,IND,,,,,5,212,42.4,51.0
2020-12-27,WrigMa00,Matthew Wright,PIT,4.0,4.0,,,0,0,,0.0
2020-12-27,BerrJo00,Jordan Berry,PIT,,,,,6,288,48.0,61.0
2020-12-27,GanoGr44,Graham Gano,NYG,1.0,1.0,2.0,2.0,0,0,,0.0
2020-12-27,DixoRi00,Riley Dixon,NYG,,,,,3,141,47.0,54.0
2020-12-27,TuckJu00,Justin Tucker,BAL,3.0,3.0,2.0,2.0,0,0,,0.0
2020-12-27,KochSa20,Sam Koch,BAL,,,,,2,68,34.0,40.0
2020-12-27,SlyeJo00,Joey Slye,CAR,2.0,3.0,,,0,0,,0.0
2020-12-27,CharJo01,Joseph Charlton,CAR,,,,,5,235,47.0,67.0
2020-12-27,HopkDu00,Dustin Hopkins,WAS,1.0,1.0,2.0,2.0,0,0,,0.0
2020-12-27,WayxTr00,Tress Way,WAS,,,,,3,154,51.3,65.0
2020-12-27,McMaBr01,Brandon McManus,DEN,1.0,1.0,3.0,4.0,0,0,,0.0
2020-12-27,MartSa01,Sam Martin,DEN,,,,,3,124,41.3,44.0
2020-12-27,BadgMi00,Michael Badgley,LAC,1.0,1.0,4.0,4.0,0,0,,0.0
2020-12-27,LongTy00,Ty Long,LAC,,,,,4,193,48.3,59.0
2020-12-27,ElliJa03,Jake Elliott,PHI,2.0,2.0,1.0,1.0,0,0,,0.0
2020-12-27,JohnCa02,Cameron Johnston,PHI,,,,,5,183,36.6,51.0
2020-12-27,ZuerGr00,Greg Zuerlein,DAL,4.0,4.0,3.0,3.0,0,0,,0.0
2020-12-27,NiswJa00,Hunter Niswander,DAL,,,,,4,178,44.5,56.0
2020-12-27,HekkJo00,Johnny Hekker,LAR,,,,,4,169,42.3,50.0
2020-12-27,GayxMa00,Matt Gay,LAR,,,3.0,3.0,0,0,,0.0
2020-12-27,MyerJa00,Jason Myers,SEA,2.0,2.0,2.0,2.0,0,0,,0.0
2020-12-27,DickMi00,Michael Dickson,SEA,,,,,5,243,48.6,56.0
2020-12-27,GostSt20,Stephen Gostkowski,TEN,2.0,2.0,,,0,0,,0.0
2020-12-27,KernBr20,Brett Kern,TEN,,,,,4,174,43.5,60.0
2020-12-27,CrosMa20,Mason Crosby,GNB,4.0,5.0,,,0,0,,0.0
2020-12-28,BassTy00,Tyler Bass,BUF,5.0,5.0,1.0,1.0,0,0,,0.0
2020-12-28,BojoCo00,Corey Bojorquez,BUF,,,,,2,113,56.5,62.0
2020-12-28,FolkNi20,Nick Folk,NWE,,1.0,1.0,1.0,0,0,,0.0
2020-12-28,BailJa00,Jake Bailey,NWE,,,,,7,362,51.7,62.0
2021-01-03,KooxYo00,Younghoe Koo,ATL,3.0,3.0,2.0,2.0,0,0,,0.0
2021-01-03,HofrSt00,Sterling Hofrichter,ATL,,,,,1,43,43.0,43.0
2021-01-03,SuccRy44,Ryan Succop,TAM,5.0,5.0,3.0,3.0,0,0,,0.0
2021-01-03,SandJa00,Jason Sanders,MIA,2.0,2.0,2.0,2.0,0,0,,0.0
2021-01-03,HaacMa00,Matt Haack,MIA,,,,,5,218,43.6,55.0
2021-01-03,BassTy00,Tyler Bass,BUF,8.0,8.0,,,0,0,,0.0
2021-01-03,BojoCo00,Corey Bojorquez,BUF,,,,,4,214,53.5,69.0
2021-01-03,TuckJu00,Justin Tucker,BAL,5.0,5.0,1.0,1.0,0,0,,0.0
2021-01-03,TownJo01,Johnny Townsend,BAL,,,,,2,100,50.0,55.0
2021-01-03,HubeKe20,Kevin Huber,CIN,,,,,7,339,48.4,72.0
2021-01-03,SeibAu00,Austin Seibert,CIN,,,1.0,1.0,0,0,,0.0
2021-01-03,WrigMa00,Matthew Wright,PIT,1.0,1.0,3.0,3.0,0,0,,0.0
2021-01-03,BerrJo00,Jordan Berry,PIT,,,,,3,130,43.3,56.0
2021-01-03,ParkCo03,Cody Parkey,CLE,3.0,3.0,1.0,1.0,0,0,,0.0
2021-01-03,GillJa00,Jamie Gillan,CLE,,,,,3,139,46.3,50.0
2021-01-03,ZuerGr00,Greg Zuerlein,DAL,1.0,1.0,4.0,4.0,0,0,,0.0
2021-01-03,NiswJa00,Hunter Niswander,DAL,,,,,6,291,48.5,54.0
2021-01-03,GanoGr44,Graham Gano,NYG,2.0,3.0,1.0,1.0,0,0,,0.0
2021-01-03,DixoRi00,Riley Dixon,NYG,,,,,5,226,45.2,51.0
2021-01-03,BailDa00,Dan Bailey,MIN,4.0,5.0,1.0,2.0,0,0,,0.0
2021-01-03,ColqBr00,Britton Colquitt,MIN,,,,,3,137,45.7,50.0
2021-01-03,PratMa20,Matt Prater,DET,2.0,3.0,1.0,1.0,0,0,,0.0
2021-01-03,FoxxJa01,Jack Fox,DET,,,,,2,101,50.5,58.0
2021-01-03,McLaCh00,Chase McLaughlin,NYJ,2.0,2.0,,,0,0,,0.0
2021-01-03,MannBr01,Braden Mann,NYJ,,,,,5,187,37.4,52.0
2021-01-03,FolkNi20,Nick Folk,NWE,4.0,4.0,,,0,0,,0.0
2021-01-03,BailJa00,Jake Bailey,NWE,,,,,6,272,45.3,65.0
2021-01-03,LutzWi00,Wil Lutz,NOR,3.0,4.0,2.0,2.0,0,0,,0.0
2021-01-03,MorsTh00,Thomas Morstead,NOR,,,,,5,209,41.8,51.0
2021-01-03,SlyeJo00,Joey Slye,CAR,1.0,1.0,,,0,0,,0.0
2021-01-03,CharJo01,Joseph Charlton,CAR,,,,,3,139,46.3,51.0
2021-01-03,CrosMa20,Mason Crosby,GNB,5.0,5.0,,,0,0,,0.0
2021-01-03,ScotJK00,JK Scott,GNB,,,,,2,87,43.5,45.0
2021-01-03,SantCa01,Cairo Santos,CHI,1.0,1.0,3.0,3.0,0,0,,0.0
2021-01-03,ODonPa00,Pat O'Donnell,CHI,,,,,1,53,53.0,53.0
2021-01-03,RosaAl00,Aldrick Rosas,JAX,2.0,2.0,,,0,0,,0.0
2021-01-03,CookLo00,Logan Cooke,JAX,,,,,7,335,47.9,61.0
2021-01-03,BlanRo03,Rodrigo Blankenship,IND,2.0,2.0,2.0,4.0,0,0,,0.0
2021-01-03,SancRi00,Rigoberto Sanchez,IND,,,,,4,173,43.3,53.0
2021-01-03,nugenmik01,Mike Nugent,ARI,1.0,1.0,,1.0,0,0,,0.0
2021-01-03,LeexAn20,Andy Lee,ARI,,,,,6,300,50.0,54.0
2021-01-03,GayxMa00,Matt Gay,LAR,1.0,1.0,3.0,3.0,0,0,,0.0
2021-01-03,HekkJo00,Johnny Hekker,LAR,,,,,5,222,44.4,55.0
2021-01-03,CarlDa00,Daniel Carlson,LVR,3.0,3.0,1.0,1.0,0,0,,0.0
2021-01-03,ColeAJ01,AJ Cole III,LVR,,,,,4,199,49.8,59.0
2021-01-03,McMaBr01,Brandon McManus,DEN,2.0,2.0,3.0,6.0,0,0,,0.0
2021-01-03,MartSa01,Sam Martin,DEN,,,,,4,168,42.0,53.0
2021-01-03,SlomSa00,Sam Sloman,TEN,5.0,5.0,2.0,2.0,0,0,,0.0
2021-01-03,KernBr20,Brett Kern,TEN,,,,,1,46,46.0,46.0
2021-01-03,FairKa01,Ka'imi Fairbairn,HOU,2.0,3.0,4.0,4.0,0,0,,0.0
2021-01-03,AngeBr00,Bryan Anger,HOU,,,,,1,42,42.0,42.0
2021-01-03,BadgMi00,Michael Badgley,LAC,4.0,4.0,,,0,0,,0.0
2021-01-03,LongTy00,Ty Long,LAC,,,,,2,87,43.5,47.0
2021-01-03,ButkHa00,Harrison Butker,KAN,3.0,3.0,,,0,0,,0.0
2021-01-03,TownTo01,Tommy Townsend,KAN,,,,,2,82,41.0,44.0
2021-01-03,MyerJa00,Jason Myers,SEA,2.0,3.0,2.0,2.0,0,0,,0.0
2021-01-03,DickMi00,Michael Dickson,SEA,,,,,5,266,53.2,63.0
2021-01-03,VizcTr00,Tristan Vizcaino,SFO,2.0,2.0,3.0,3.0,0,0,,0.0
2021-01-03,WishMi00,Mitch Wishnowsky,SFO,,,,,5,227,45.4,49.0
2021-01-03,HopkDu00,Dustin Hopkins,WAS,2.0,2.0,2.0,2.0,0,0,,0.0
2021-01-03,WayxTr00,Tress Way,WAS,,,,,6,261,43.5,48.0
2021-01-03,ElliJa03,Jake Elliott,PHI,2.0,2.0,,,0,0,,0.0
2021-01-03,JohnCa02,Cameron Johnston,PHI,,,,,5,226,45.2,49.0
2021-01-09,BlanRo03,Rodrigo Blankenship,IND,1.0,1.0,1.0,2.0,0,0,,0.0
2021-01-09,SancRi00,Rigoberto Sanchez,IND,,,,,2,73,36.5,37.0
2021-01-09,BassTy00,Tyler Bass,BUF,3.0,3.0,2.0,2.0,0,0,,0.0
2021-01-09,BojoCo00,Corey Bojorquez,BUF,,,,,4,188,47.0,58.0
2021-01-09,GayxMa00,Matt Gay,LAR,3.0,3.0,3.0,3.0,0,0,,0.0
2021-01-09,HekkJo00,Johnny Hekker,LAR,,,,,7,317,45.3,49.0
2021-01-09,MyerJa00,Jason Myers,SEA,2.0,2.0,2.0,2.0,0,0,,0.0
2021-01-09,DickMi00,Michael Dickson,SEA,,,,,8,446,55.8,71.0
2021-01-09,SuccRy44,Ryan Succop,TAM,1.0,2.0,4.0,4.0,0,0,,0.0
2021-01-09,PiniBr00,Bradley Pinion,TAM,,,,,3,127,42.3,53.0
2021-01-09,HopkDu00,Dustin Hopkins,WAS,2.0,2.0,1.0,1.0,0,0,,0.0
2021-01-09,WayxTr00,Tress Way,WAS,,,,,5,219,43.8,52.0
2021-01-10,TuckJu00,Justin Tucker,BAL,2.0,2.0,2.0,3.0,0,0,,0.0
2021-01-10,KochSa20,Sam Koch,BAL,,,,,2,101,50.5,53.0
2021-01-10,GostSt20,Stephen Gostkowski,TEN,1.0,1.0,2.0,2.0,0,0,,0.0
2021-01-10,KernBr20,Brett Kern,TEN,,,,,5,228,45.6,53.0
2021-01-10,ODonPa00,Pat O'Donnell,CHI,,,,,7,281,40.1,49.0
2021-01-10,SantCa01,Cairo Santos,CHI,,,1.0,1.0,0,0,,0.0
2021-01-10,LutzWi00,Wil Lutz,NOR,3.0,3.0,,1.0,0,0,,0.0
2021-01-10,MorsTh00,Thomas Morstead,NOR,,,,,3,106,35.3,45.0
2021-01-10,ParkCo03,Cody Parkey,CLE,6.0,6.0,2.0,2.0,0,0,,0.0
2021-01-10,GillJa00,Jamie Gillan,CLE,,,,,5,198,39.6,46.0
2021-01-10,BoswCh00,Chris Boswell,PIT,2.0,2.0,1.0,1.0,0,0,,0.0
2021-01-10,BerrJo00,Jordan Berry,PIT,,,,,3,125,41.7,59.0
2021-01-16,GayxMa00,Matt Gay,LAR,1.0,1.0,1.0,1.0,0,0,,0.0
2021-01-16,HekkJo00,Johnny Hekker,LAR,,,,,4,202,50.5,64.0
2021-01-16,CrosMa20,Mason Crosby,GNB,2.0,2.0,2.0,2.0,0,0,,0.0
2021-01-16,ScotJK00,JK Scott,GNB,,,,,2,78,39.0,41.0
2021-01-16,KochSa20,Sam Koch,BAL,,,,,4,163,40.8,55.0
2021-01-16,TuckJu00,Justin Tucker,BAL,,,1.0,3.0,0,0,,0.0
2021-01-16,BassTy00,Tyler Bass,BUF,2.0,2.0,1.0,3.0,0,0,,0.0
2021-01-16,BojoCo00,Corey Bojorquez,BUF,,,,,4,147,36.8,53.0
2021-01-17,ParkCo03,Cody Parkey,CLE,2.0,2.0,1.0,1.0,0,0,,0.0
2021-01-17,GillJa00,Jamie Gillan,CLE,,,,,2,95,47.5,48.0
2021-01-17,ButkHa00,Harrison Butker,KAN,1.0,2.0,3.0,4.0,0,0,,0.0
2021-01-17,SuccRy44,Ryan Succop,TAM,3.0,3.0,3.0,3.0,0,0,,0.0
2021-01-17,PiniBr00,Bradley Pinion,TAM,,,,,4,183,45.8,48.0
2021-01-17,LutzWi00,Wil Lutz,NOR,2.0,2.0,2.0,2.0,0,0,,0.0
2021-01-17,MorsTh00,Thomas Morstead,NOR,,,,,2,94,47.0,55.0
2021-01-24,SuccRy44,Ryan Succop,TAM,4.0,4.0,1.0,1.0,0,0,,0.0
2021-01-24,PiniBr00,Bradley Pinion,TAM,,,,,2,80,40.0,46.0
2021-01-24,CrosMa20,Mason Crosby,GNB,2.0,2.0,2.0,2.0,0,0,,0.0
2021-01-24,ScotJK00,JK Scott,GNB,,,,,3,144,48.0,55.0
2021-01-24,BassTy00,Tyler Bass,BUF,,1.0,4.0,4.0,0,0,,0.0
2021-01-24,BojoCo00,Corey Bojorquez,BUF,,,,,3,148,49.3,56.0
2021-01-24,ButkHa00,Harrison Butker,KAN,5.0,5.0,1.0,1.0,0,0,,0.0
2021-01-24,TownTo01,Tommy Townsend,KAN,,,,,1,44,44.0,44.0
2021-02-07,TownTo01,Tommy Townsend,KAN,,,,,3,107,35.7,51.0
2021-02-07,ButkHa00,Harrison Butker,KAN,,,3.0,3.0,0,0,,0.0
2021-02-07,SuccRy44,Ryan Succop,TAM,4.0,4.0,1.0,1.0,0,0,,0.0
2021-02-07,PiniBr00,Bradley Pinion,TAM,,,,,4,150,37.5,40.0
2021-09-09,ZuerGr00,Greg Zuerlein,DAL,2.0,3.0,3.0,5.0,0,0,,0.0
2021-09-09,AngeBr00,Bryan Anger,DAL,,,,,3,147,49.0,62.0
2021-09-09,SuccRy44,Ryan Succop,TAM,4.0,4.0,1.0,1.0,0,0,,0.0
2021-09-09,PiniBr00,Bradley Pinion,TAM,,,,,4,197,49.3,65.0
2021-09-12,ElliJa03,Jake Elliott,PHI,3.0,3.0,1.0,1.0,0,0,,0.0
2021-09-12,SipoAr01,Arryn Siposs,PHI,,,,,4,189,47.3,54.0
2021-09-12,NiziCa00,Cameron Nizialek,ATL,,,,,6,279,46.5,62.0
2021-09-12,KooxYo00,Younghoe Koo,ATL,,,2.0,2.0,0,0,,0.0
