position,statistic,stat_source,weight
K,scoring_fgm,player_kicking_all.csv,0.41773329266134596
K,scoring_fga,player_kicking_all.csv,-0.28208734930864665
K,punt,player_kicking_all.csv,-0.1409848537259304
K,punt_yds,player_kicking_all.csv,0.003941792655162146
K,punt_yds_per_punt,player_kicking_all.csv,-0.08239684464744457
K,punt_long,player_kicking_all.csv,0.07194539717665371
K,kick_ret,player_returns_all.csv,0.0
K,kick_ret_yds,player_returns_all.csv,0.0
K,kick_ret_yds_per_ret,player_returns_all.csv,0.0
K,kick_ret_td,player_returns_all.csv,0.0
K,kick_ret_long,player_returns_all.csv,0.0
K,punt_ret,player_returns_all.csv,0.0
K,punt_ret_yds,player_returns_all.csv,0.0
K,punt_ret_yds_per_ret,player_returns_all.csv,0.0
K,punt_ret_td,player_returns_all.csv,0.0
K,punt_ret_long,player_returns_all.csv,0.0
K,active,injuries_all.csv,0.05636018193348846
K,game_status_available,injuries_all.csv,-0.04573866485191225
K,game_status_out,injuries_all.csv,0.07369607555907619
K,game_status_probable,injuries_all.csv,-0.037218140213105766
K,game_status_doubtful,injuries_all.csv,0.0
K,game_status_injured_reserve,injuries_all.csv,0.0
K,game_status_questionable,injuries_all.csv,-0.0046424561221208305
K,game_status_unable_to_perform,injuries_all.csv,0.0
K,game_status_suspended,injuries_all.csv,0.0
K,game_status_day_to_day,injuries_all.csv,0.0
K,game_status_reserve,injuries_all.csv,0.0
K,game_status_unknown,injuries_all.csv,0.0
QB,off_num,snap_counts_all.csv,-0.0055764120547493684
QB,off_pct,snap_counts_all.csv,0.6609933324809869
QB,def_num,snap_counts_all.csv,0.0
QB,def_pct,snap_counts_all.csv,0.0
QB,st_num,snap_counts_all.csv,0.004481216437471469
QB,st_pct,snap_counts_all.csv,-0.09946911699755846
QB,home,game_starters_all.csv,0.15228981905637098
QB,season,injuries_all.csv,1.2202548905662613e-05
QB,def_int,player_defense_all.csv,0.0
QB,def_int_yds,player_defense_all.csv,0.0
QB,def_int_td,player_defense_all.csv,0.0
QB,def_int_long,player_defense_all.csv,0.0
QB,pass_defended,player_defense_all.csv,0.0
QB,sacks,player_defense_all.csv,0.0
QB,tackles_combined,player_defense_all.csv,0.15347197113100153
QB,tackles_solo,player_defense_all.csv,0.4709258344991088
QB,tackles_assists,player_defense_all.csv,-0.31745386336810677
QB,tackles_loss,player_defense_all.csv,0.0
QB,qb_hits,player_defense_all.csv,0.0
QB,fumbles_rec,player_defense_all.csv,-0.1564174215315946
QB,fumbles_rec_yds,player_defense_all.csv,-0.021035973738817323
